,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5
1965-01-01,-0.009124803,-0.06696441,-0.34689027,-0.22032018,0.2830165
1965-02-01,-0.04989214,-0.10213909,-0.15659364,-0.34600717,0.21884847
1965-03-01,-0.22458825,-0.16071454,0.0853612,-0.27477473,0.14643857
1965-04-01,-0.08241773,-0.05460174,-0.11950569,-0.001471746,0.085214004
1965-05-01,-0.053571485,-0.09433885,-0.008094597,-0.026638579,0.07152679
1965-06-01,0.02501967,-0.010007858,-0.034291647,0.04341645,0.07064374
1965-07-01,-0.0047096014,-0.01457026,-0.035027526,0.009419155,-0.01295135
1965-08-01,-0.0067700148,0.031053806,0.002943492,-0.0064756633,-0.011038089
1965-09-01,-0.08418377,-0.015894841,0.03252556,0.076677896,0.08742164
1965-10-01,0.04930346,-0.029876422,-0.14408378,-0.18735309,-0.31097966
1965-11-01,-0.3945748,-0.0075058937,-0.023547912,0.117003724,-0.086980104
1965-12-01,-0.23724523,-0.03694079,-0.26005727,-0.1077317,-0.01913271
1966-01-01,-0.055696774,-0.025606012,-0.25215435,-0.3626798,0.29584375
1966-02-01,-0.1595675,0.001012659,-0.04774008,-0.40651387,0.0014466286
1966-03-01,0.11558883,0.030958723,-0.008969331,-0.101990126,-0.19472165
1966-04-01,-0.09186344,0.002025318,-0.118192814,-0.004484701,0.08839147
1966-05-01,0.046438076,0.0034719943,-0.048174094,-0.17707224,-0.05989208
1966-06-01,0.03920474,0.016492033,-0.02387004,0.04658272,0.065534115
1966-07-01,-0.020253325,-0.016492033,-0.032260705,0.030524706,0.019385386
1966-08-01,-0.028210044,0.025895357,-0.01417737,0.024882698,0.015334701
1966-09-01,0.047595404,-0.0494761,0.027342033,-0.12875347,0.092008136
1966-10-01,0.10141146,-0.055552054,0.14336486,-0.19096026,-0.098228835
1966-11-01,-0.1838716,-0.049042035,-0.1916836,-0.07522674,-0.072912075
1966-12-01,0.0759501,-0.09620345,-0.20860963,-0.15913352,0.14032686
1967-01-01,-0.044796087,-0.3248963,-0.19084121,-0.4546217,0.25012523
1967-02-01,0.0049958467,-0.15587029,-0.3330562,-0.36236513,0.24512939
1967-03-01,-0.17268965,-0.027643656,-0.13089108,-0.026811028,0.063613735
1967-04-01,-0.20482954,-0.19233999,-0.026644504,0.05195675,0.07893433
1967-05-01,-0.0031640292,-0.0014987469,-0.03930063,-0.07926738,-0.041298974
1967-06-01,0.018817687,-0.009159053,-0.021149063,-0.019317245,0.03014158
1967-07-01,0.001998353,-0.013655305,-0.006661117,-0.003497076,-0.051623702
1967-08-01,0.03213992,-0.03680272,-0.006161547,-0.01548711,-0.033305623
1967-09-01,0.09675284,-0.044129945,0.017485451,-0.076935984,0.10274784
1967-10-01,0.2374691,-0.0597836,0.13455471,-0.29442173,-0.04945885
1967-11-01,-0.08809336,-0.07410501,-0.19350564,-0.33222356,0.26144913
1967-12-01,-0.17918424,-0.11273952,-0.05512079,-0.44396386,0.111906886
1968-01-01,-0.04883976,-0.01967746,-0.033267666,-0.14609459,0.012316108
1968-02-01,0.27463517,0.023641277,-0.3481072,-0.2594878,0.02236719
1968-03-01,-0.03086109,-0.07970083,-0.117357,-0.031852018,-0.16124204
1968-04-01,-0.17469063,-0.05223732,-0.011325156,0.08154118,0.08847783
1968-05-01,0.03963808,0.02831291,-0.08239057,-0.04799037,-0.08451402
1968-06-01,0.0419031,0.029162299,-0.0116082905,0.0035391212,0.061439015
1968-07-01,0.017837131,0.024065971,-0.036948346,0.015855242,-0.014864278
1968-08-01,-0.004105377,-0.004388499,-0.015572095,-0.0012740731,-0.018261814
1968-09-01,-0.005662584,-0.0060872794,0.008210731,-0.025906324,-0.027321959
1968-10-01,0.05181261,-0.01599679,-0.046574723,-0.109995626,-0.14751025
1968-11-01,0.18983805,-0.042186238,-0.13760072,-0.36339614,0.06214683
1968-12-01,-0.12401056,-0.044592835,-0.10079394,-0.2031451,0.03199358
1969-01-01,-0.12294869,-0.03664235,-0.21485738,-0.021955132,0.008933472
1969-02-01,-0.22575924,-0.05572059,-0.104476094,0.02044096,-0.021803737
1969-03-01,-0.18048625,0.0028768778,-0.29889247,-0.038005065,-0.07146771
1969-04-01,0.08933465,-0.035582434,-0.20213857,0.11870909,-0.1146209
1969-05-01,0.122191645,0.061322927,-0.0069650887,-0.05708332,-0.07010498
1969-06-01,-0.0016655565,0.023772096,0.055872,-0.033159804,0.049058355
1969-07-01,-0.021803712,-0.021500874,-0.047241352,0.0425475,-0.018321168
1969-08-01,0.014384389,0.02362069,-0.057083346,0.030131508,-0.029223036
1969-09-01,-0.020743798,-0.026346147,0.022560786,-0.025437664,-0.024377752
1969-10-01,-0.032099903,-0.00075707433,0.022712195,-0.046332885,-0.09660256
1969-11-01,0.02710321,-0.04724138,0.0021198273,-0.1894197,0.034371115
1969-12-01,0.21349466,-0.03649093,-0.23227008,-0.19956449,0.11083553
1970-01-01,0.09010365,0.015846705,-0.2782998,-0.14890671,0.10830774
1970-02-01,0.2572145,-0.19042253,-0.24726121,-0.19644694,0.30842167
1970-03-01,-0.21412714,-0.10424783,-0.0031431199,-0.13384584,0.33762676
1970-04-01,-0.09416356,-0.10817675,-0.02187109,0.108438686,0.070982814
1970-05-01,0.04164674,0.008512688,-0.030907655,0.023442674,-0.027240634
1970-06-01,0.029205108,-0.007072091,-0.04492086,-0.018596958,0.09612803
1970-07-01,0.016501522,0.030252814,-0.03640815,0.03863456,-0.014406109
1970-08-01,0.028419305,0.01597767,-0.035229493,-0.0015715838,-0.024752308
1970-09-01,-0.041777708,-0.014537072,0.0010477304,-0.0027502538,0.0115248915
1970-10-01,0.035753347,-0.015715767,0.080674216,-0.08159099,-0.15008545
1970-11-01,0.0117868185,-0.014929962,0.07831688,-0.2539404,-0.12873821
1970-12-01,-0.41934872,-0.020954322,-0.041384816,-0.08355544,0.05290971
1971-01-01,-0.08939807,-0.013388109,-0.12668326,-0.46685654,-0.025336647
1971-02-01,-0.051249124,0.0040308237,-0.032534577,-0.1782203,0.47405443
1971-03-01,-0.044339158,-0.02245748,-0.08148034,-0.068812035,0.06463726
1971-04-01,-0.005758333,-0.03253455,-0.085367225,0.0644933,-0.13272949
1971-05-01,-0.02044208,0.036709346,0.03426206,0.001295638,0.081912234
1971-06-01,-0.013244152,-0.025336647,-0.025480604,-0.0021593808,0.0133881215
1971-07-01,0.014971661,0.030375171,0.024472903,0.04433913,-0.03483789
1971-08-01,0.0053264378,0.0116606,-0.024760818,-0.009357286,-0.025336647
1971-09-01,-0.10062681,-0.04318745,0.045058917,0.004462695,0.05671954
1971-10-01,-0.09774764,-0.08464744,0.06492517,0.016123343,-0.008205617
1971-11-01,-0.15619469,-0.048945785,-0.083063886,-0.17663674,0.06679662
1971-12-01,-0.35053825,-0.16641572,-0.0069100023,-0.2644513,0.20629215
1972-01-01,-0.18715921,-0.17992537,-0.0974596,-0.42811194,0.1897897
1972-02-01,-0.075758055,-0.16124888,-0.23200898,-0.29014277,0.04340305
1972-03-01,0.026830982,-0.0051294565,-0.11981869,-0.14888561,0.09154098
1972-04-01,-0.12455358,-0.006313181,-0.052609753,0.050242327,-0.08378103
1972-05-01,0.053004313,0.02327981,-0.060764264,-0.031171298,-0.044586778
1972-06-01,0.029066896,0.018150378,0.01275785,0.009601307,-0.042087816
1972-07-01,-0.025252676,0.0023674488,0.047480322,-0.0148622515,0.021569991
1972-08-01,-0.0071022986,0.01972866,-0.005655551,-0.0036826849,-0.010258889
1972-09-01,-0.12534273,-0.005392504,0.0077599525,0.025647258,0.034722447
1972-10-01,-0.2356917,-0.018150378,-0.04905858,-0.06036968,0.101142265
1972-11-01,-0.15427808,-0.02327981,-0.07681022,-0.10916524,0.13704841
1972-12-01,-0.15717164,0.005655527,-0.08798981,-0.36077136,0.17032407
1973-01-01,0.022300983,-0.07258206,-0.2800781,-0.19378303,0.14862701
1973-02-01,0.05180476,-0.0062331976,-0.029088235,-0.1674651,0.18574914
1973-03-01,-0.20292506,0.017452937,-0.08934243,0.07798417,0.2663651
1973-04-01,-0.014821145,0.05956161,0.044601966,0.054159522,0.070781365
1973-05-01,0.01786847,-0.003601396,0.030611902,-0.0378147,-0.014267084
1973-06-01,0.013851548,-0.026594957,-0.007202804,0.023824643,0.04557156
1973-07-01,0.05873052,-0.021746922,0.0029088259,0.01634482,-0.03615252
1973-08-01,-0.022162462,-0.025625337,-0.015929263,0.010527169,-0.01399005
1973-09-01,0.024655739,-0.07715307,0.023409102,-0.05873052,0.07521385
1973-10-01,0.22633414,0.01565224,-0.104302086,-0.14017758,-0.15222843
1973-11-01,-0.59173775,-0.019946218,0.15001217,0.01038866,-0.0006925583
1973-12-01,0.1648333,-0.02437871,-0.1367147,-0.24434114,0.018976618
1974-01-01,-0.12741177,0.04083352,-0.060057543,-0.4104399,0.11941345
1974-02-01,-0.088683106,-0.009401536,-0.230127,-0.20627241,0.15168738
1974-03-01,0.022030449,-0.04349961,-0.16361468,-0.22942539,0.16656144
1974-04-01,0.028765868,-0.06258333,-0.11071354,0.015575672,0.01403215
1974-05-01,0.02525785,-0.008559609,-0.0,-0.0065950872,-0.02273206
1974-06-01,0.08882339,0.017259527,-0.015996635,0.02427559,0.04756894
