,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5
1965-01-01,-0.1287239,-0.018249512,-0.10917053,-0.32327613,0.030633163
1965-02-01,0.105586246,0.07299729,0.036499023,-0.40246582,0.0042362213
1965-03-01,-0.44874114,-0.05931015,0.31936568,-0.17011109,0.082774356
1965-04-01,0.1697853,0.17043686,-0.008798599,-0.13035354,0.07299767
1965-05-01,-0.28417015,-0.17858353,0.5315155,-0.014990616,-0.044646073
1965-06-01,-0.083100125,-0.13621978,0.38617134,-0.43244705,0.054096602
1965-07-01,0.14892845,0.04497223,0.40344352,0.009124756,-0.019552995
1965-08-01,0.09124756,-0.0055404664,0.28775483,-0.29101372,0.01173172
1965-09-01,-0.14762497,-0.1528389,0.38193512,-0.22583732,-0.02281189
1965-10-01,0.12937546,-0.10949669,-0.08570747,0.2610325,0.0016296387
1965-11-01,0.4340763,0.07593079,-0.22974738,0.023463821,0.09222488
1965-12-01,0.09548378,-0.038454056,0.11047439,-0.34934655,0.03324013
1966-01-01,-0.17429009,-0.17625885,-0.07614937,-0.29081172,0.003938675
1966-02-01,0.0328228,-0.06597366,0.15164223,0.07221069,0.10700302
1966-03-01,-0.050875854,-0.12374268,0.043326188,-0.08271408,0.08533974
1966-04-01,0.08205757,-0.03282242,0.059081268,-0.23041725,0.0068927766
1966-05-01,-0.091576,-0.3006584,0.40470773,0.10437699,-0.0059082033
1966-06-01,-0.019693756,-0.35842744,0.1631302,-0.20284614,-0.0052516935
1966-07-01,0.16805382,-0.07417984,0.5819519,-0.34431306,-0.026586533
1966-08-01,-0.089278415,0.02658615,0.4949711,-0.16345863,0.0055797575
1966-09-01,-0.20186119,-0.01017456,0.27440032,0.22516593,0.04004402
1966-10-01,-0.21728821,-0.17002335,0.2849037,0.021006774,0.025930023
1966-11-01,0.26980513,-0.20415917,0.14573403,0.008205796,0.052516557
1966-12-01,-0.026914597,-0.15459672,-0.20579986,-0.12439899,-0.033151247
1967-01-01,-0.029062271,0.028083038,-0.040164948,-0.14825097,0.08588104
1967-02-01,-0.28735885,-0.08849411,0.2011509,-0.25894928,0.08490143
1967-03-01,0.2651535,-0.003918457,0.14139366,-0.3275238,0.016000748
1967-04-01,0.46924362,0.102207944,0.41764984,-0.5276955,0.029715348
1967-05-01,-0.078697205,-0.02449112,0.31478843,0.058124922,0.06041069
1967-06-01,-0.38597488,-0.24784699,0.4976532,-0.04310379,-0.009469604
1967-07-01,0.028736115,0.102861784,0.4130783,-0.11657639,0.02612381
1967-08-01,0.08130951,0.056819152,0.33829993,-0.09796333,0.008489991
1967-09-01,-0.21192741,-0.13420944,0.23576507,0.16621093,0.023838043
1967-10-01,-0.12506637,-0.037552644,-0.06824799,-0.21551895,0.040818024
1967-11-01,0.18613014,-0.12212753,0.17078248,-0.5061432,0.07510529
1967-12-01,-0.08588143,0.03330765,0.31642112,-0.0855545,0.0068572997
1968-01-01,-0.48502046,-0.1232605,0.022610093,-0.1848915,0.058348466
1968-02-01,-0.4908554,-0.34389037,-0.34899598,0.020786285,0.12471962
1968-03-01,0.056160353,-0.07548752,0.017139817,-0.038291167,0.06017189
1968-04-01,-0.10247421,0.2326645,0.5327927,-0.07694702,0.0018234253
1968-05-01,-0.31544572,-0.14623566,0.0929924,0.17431565,0.06782989
1968-06-01,-0.30012932,-0.1549881,0.525864,0.050690077,0.042302705
1968-07-01,0.13675384,0.041208647,0.44964677,0.08934593,0.026985932
1968-08-01,0.27387238,0.0040115356,0.107579805,-0.36175996,0.011304855
1968-09-01,-0.20020752,-0.21734771,0.105391696,0.2859066,0.03209152
1968-10-01,-0.12581368,-0.36686477,0.15389366,0.12836686,0.03318558
1968-11-01,-0.37707633,-0.05506592,-0.09882736,0.120708086,-0.015681077
1968-12-01,-0.030997466,-0.012763977,-0.1783268,0.5327934,0.06637154
1969-01-01,0.29291534,-0.11477814,0.0991867,-0.022889327,0.13965721
1969-02-01,0.29192048,-0.077292636,0.11146049,0.02421608,0.16320992
1969-03-01,-0.15624352,-0.04843216,0.10946999,-0.1708397,0.031513978
1969-04-01,-0.14728737,-0.13468094,0.11046562,0.017913437,0.051086046
1969-05-01,-0.28031006,-0.16818543,0.07397537,0.07861938,-0.017581558
1969-06-01,-0.20932007,-0.35826644,0.30983353,-0.037153244,0.043124773
1969-07-01,0.07861938,-0.01758194,0.5350769,-0.34864578,0.041797638
1969-08-01,0.15159988,-0.16221467,0.26571387,-0.35395354,0.026869964
1969-09-01,-0.10217209,0.049427796,0.110133365,-0.1492775,0.040470503
1969-10-01,-0.25476685,-0.104162976,0.04146614,0.2627285,-0.014596176
1969-11-01,-0.1797966,-0.04677353,-0.12771492,0.040802382,0.0066345213
1969-12-01,-0.21827698,-0.107811734,-0.35362205,0.11544132,0.020235443
1970-01-01,-0.086193845,-0.26257476,-0.28786698,0.011980629,0.09551201
1970-02-01,-0.2938568,-0.117808536,-0.35875168,-0.2412756,0.06922112
1970-03-01,-0.45226708,-0.18436737,0.09584465,-0.2575825,-0.008652878
1970-04-01,-0.18935966,0.1800415,0.4056755,-0.22130814,-0.03793869
1970-05-01,-0.25691682,-0.031948853,0.51583064,0.13677827,-0.03627472
1970-06-01,-0.032613754,0.011980439,0.4126644,-0.39269677,-0.011314774
1970-07-01,0.10782547,-0.13578033,0.39569205,-0.071883775,-0.005324936
1970-08-01,-0.035941698,-0.11980591,0.5068451,0.10482979,-0.02296257
1970-09-01,-0.32613832,-0.047921754,0.13977356,0.07754097,-0.030949783
1970-10-01,0.32147866,-0.07288208,-0.16606407,0.060568236,-0.035276033
1970-11-01,0.13211937,-0.015641022,-0.30151138,0.16073951,0.06988678
