,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5
1965-01-01,-1.604118e-05,-1.4009129e-07,-1.34298825e-05,1.1875454e-05,-8.620074e-06
1965-02-01,2.0314983e-06,9.321957e-08,-4.510199e-06,-9.741765e-06,-8.490024e-07
1965-03-01,-5.640868e-06,-1.3694662e-06,-8.440606e-06,7.433562e-06,-1.8140985e-05
1965-04-01,-1.29273685e-05,2.6058042e-06,5.7644866e-06,2.049448e-06,-8.153453e-06
1965-05-01,-1.537714e-05,5.0017334e-06,3.36855e-06,-2.7154965e-06,4.2523607e-07
1965-06-01,-1.6642407e-05,-3.1821182e-06,-6.986891e-06,-1.29273685e-05,-1.3246026e-06
1965-07-01,-3.7205318e-06,-1.5579135e-06,3.682624e-06,-1.4318262e-05,-1.2604323e-05
1965-08-01,-3.2090393e-06,2.0314983e-06,1.1969605e-06,-1.7306447e-05,-7.534276e-06
1965-09-01,3.0858064e-07,6.195216e-06,-5.349284e-07,1.1193464e-05,-6.502327e-06
1965-10-01,-1.5709156e-05,-2.859073e-06,-1.6207268e-06,-1.3734985e-05,-1.1222393e-05
1965-11-01,1.0206379e-05,5.881142e-06,-4.0525483e-06,-8.8892775e-06,-7.220202e-06
1965-12-01,-1.0374497e-06,3.0455049e-06,-3.9269216e-06,-9.320007e-06,-7.4714626e-06
1966-01-01,-1.2051507e-05,-2.9270886e-06,-1.5448724e-05,8.291059e-06,-1.8096434e-05
1966-02-01,-5.061549e-06,4.0495433e-07,7.3786177e-06,-1.645078e-05,-1.3306115e-05
1966-03-01,-1.2059652e-05,5.2441537e-06,-8.6787295e-06,1.4490775e-05,-9.13495e-06
1966-04-01,2.3941066e-05,1.757322e-06,-1.331426e-05,-1.4525176e-06,-1.122868e-05
1966-05-01,-9.297888e-06,3.4437107e-06,1.8713799e-06,-1.061767e-05,1.03522325e-07
1966-06-01,-1.852007e-05,7.3460287e-06,-4.8008515e-06,-4.35278e-06,-6.813112e-06
1966-07-01,-1.5421319e-06,3.3866854e-06,1.4637419e-05,-1.5522044e-05,-8.60541e-06
1966-08-01,-4.8008515e-06,1.6269732e-06,1.8306455e-06,-1.98317e-05,-7.497445e-06
1966-09-01,-2.0165724e-05,4.5272354e-06,7.19124e-06,-6.4139203e-06,-7.766288e-06
1966-10-01,-1.5709422e-05,2.5720037e-06,-4.6379173e-06,-2.0472326e-06,-4.8252914e-06
1966-11-01,-1.2244054e-06,9.670839e-07,9.670839e-07,3.2348544e-07,-4.3120453e-06
1966-12-01,3.8184626e-06,-7.2041585e-06,-1.2947654e-05,2.7349379e-06,-1.0006661e-05
1967-01-01,-7.1432005e-06,-3.3334873e-06,-1.8010913e-05,2.601646e-06,-1.6102047e-05
1967-02-01,-1.0728345e-05,6.8475856e-07,-1.566092e-05,-4.3008185e-07,-5.346621e-06
1967-03-01,-6.5336462e-06,1.0537005e-06,-9.011968e-06,1.7158767e-05,-6.373237e-06
1967-04-01,-1.8123203e-05,3.0588126e-06,-9.032883e-07,-1.4257341e-05,-1.0797412e-06
1967-05-01,-1.3278848e-05,6.507609e-06,-5.474947e-06,8.745312e-06,-4.4884328e-06
1967-06-01,-1.4642323e-05,3.5079574e-06,-7.969309e-06,8.3202285e-06,-9.116233e-06
1967-07-01,2.393117e-06,1.6311715e-06,-1.8978244e-06,-8.049512e-06,-5.410784e-06
1967-08-01,-7.589224e-07,7.285591e-06,7.855044e-06,-1.9847597e-05,-1.1666736e-05
1967-09-01,-1.9334286e-05,4.5586385e-06,-3.3254655e-06,-1.7513645e-05,-6.4454216e-06
1967-10-01,-1.7224913e-05,3.3074466e-06,-6.3491752e-06,-1.2188066e-05,-9.838073e-06
1967-11-01,-8.097635e-06,-2.0502157e-06,-5.611295e-06,-1.3760073e-05,-1.2244211e-05
1967-12-01,-2.342472e-05,3.9972074e-06,9.491214e-06,1.5514575e-05,-6.8945665e-06
1968-01-01,-1.4655983e-05,7.3553383e-07,-2.3224857e-07,2.7312424e-05,-1.3055411e-05
1968-02-01,8.192874e-07,9.309515e-07,-1.4907237e-05,2.6884365e-05,-1.3827783e-05
1968-03-01,-1.5815676e-06,2.382636e-06,-1.1864293e-05,-5.871465e-06,-1.35672235e-05
1968-04-01,-2.0937288e-05,2.7920833e-06,-4.5500637e-06,-6.1041064e-06,-3.5729754e-06
1968-05-01,-8.737596e-06,5.37905e-06,-9.714691e-06,4.913767e-06,-7.68606e-06
1968-06-01,-2.867957e-05,2.0197112e-06,-1.4302364e-05,5.518632e-06,-7.043971e-06
1968-07-01,-1.0887197e-05,1.4928082e-07,9.681753e-07,-1.6135578e-05,-9.053991e-06
1968-08-01,1.945271e-06,8.663934e-06,1.7498533e-06,-1.2711105e-05,-8.7655135e-06
1968-09-01,-3.5264457e-06,1.926659e-06,-5.9552112e-06,-8.504961e-06,-7.732589e-06
1968-10-01,-1.3381112e-05,2.1593005e-06,-6.8485533e-06,-1.3958059e-05,4.191461e-07
1968-11-01,-1.790365e-05,-2.5086047e-07,-1.4832789e-05,1.630386e-05,-1.1529286e-05
1968-12-01,-1.3623059e-05,-6.603077e-07,-7.6209253e-06,-3.340334e-06,-1.428376e-05
1969-01-01,-2.1599117e-06,1.060107e-07,3.5455087e-06,3.8343933e-06,-7.657698e-06
1969-02-01,-7.991715e-06,-2.1960223e-06,-1.0402073e-05,-1.956505e-05,-1.8463688e-05
1969-03-01,6.262806e-06,-5.906346e-06,-5.5181663e-06,-4.804984e-06,-1.8481747e-05
1969-04-01,-1.5078353e-05,1.2254241e-06,-5.4730262e-06,-1.9781713e-05,-6.3306434e-06
1969-05-01,-5.816073e-06,8.191855e-07,6.20581e-07,-7.107017e-06,-1.9342187e-06
1969-06-01,-1.7813705e-05,9.0043613e-07,-6.782022e-06,5.7753205e-06,-1.1512464e-05
1969-07-01,-1.09256725e-05,2.0108273e-06,5.3419935e-06,-1.657693e-05,-1.0104166e-05
1969-08-01,-1.1115255e-05,-5.2592077e-07,-2.2050444e-06,-1.1115255e-05,-7.3236733e-06
1969-09-01,-7.3236733e-06,1.5775004e-06,6.596827e-06,-2.3428845e-05,-4.6063797e-06
1969-10-01,-1.7416489e-05,6.172533e-06,-1.3408251e-05,7.2468138e-06,-2.9904477e-06
1969-11-01,-1.6838727e-05,2.9948278e-06,-5.770933e-06,1.4568166e-05,-4.1911117e-06
1969-12-01,-4.4167973e-06,2.1101296e-06,-2.471076e-05,5.1524185e-06,-2.1108768e-05
1970-01-01,6.527811e-06,-2.7582319e-06,-2.0694752e-06,2.1680426e-05,-1.2757337e-05
1970-02-01,1.3447774e-05,-2.4665242e-06,-1.5301677e-05,1.1405818e-05,-1.8875104e-05
1970-03-01,-1.4442761e-05,-8.054085e-07,-1.6930382e-05,1.0425356e-05,-1.3551431e-05
1970-04-01,-1.2757337e-05,-1.502267e-06,-3.916961e-06,-1.2814056e-05,-9.119089e-06
1970-05-01,-2.2780747e-05,6.592636e-06,-6.838636e-07,-2.8554678e-06,-6.3154475e-06
1970-06-01,-1.8623909e-05,7.548788e-06,-4.630023e-06,-4.2734937e-06,-1.1169148e-05
1970-07-01,2.322351e-06,4.6479145e-06,3.4000514e-06,-3.3241726e-05,-3.771107e-06
1970-08-01,-9.167707e-06,2.695091e-06,-2.8473623e-06,-1.40376105e-05,-5.5780765e-06
1970-09-01,2.1278793e-06,3.1569616e-06,-5.1729257e-06,-1.24297e-06,-2.3854918e-06
1970-10-01,7.07071e-06,-5.4611155e-07,2.6140588e-06,-1.3551431e-05,-5.4808406e-06
1970-11-01,2.6419002e-07,3.967263e-06,-5.7239304e-06,-1.2384597e-05,-8.568084e-06
1970-12-01,-1.8364615e-05,-1.0647018e-06,-1.0836924e-05,-1.106381e-05,-8.786865e-06
1971-01-01,-1.1584241e-05,1.5170226e-06,1.3274992e-05,1.9601743e-05,-1.3300676e-05
1971-02-01,-2.35661e-05,-1.5427031e-06,-2.0522959e-05,2.7503964e-05,-1.0954056e-05
1971-03-01,-8.068462e-06,1.4258112e-06,-7.5294847e-06,-1.3271128e-06,-9.718555e-06
1971-04-01,-1.7264225e-05,1.4838552e-06,-7.3009505e-07,-1.768711e-05,-1.0813092e-05
1971-05-01,-2.4602588e-05,1.618173e-08,-9.046911e-06,-2.0319276e-06,-9.436633e-06
1971-06-01,-1.4187914e-05,4.556532e-07,-1.1285738e-05,-1.5439997e-05,-8.441602e-06
1971-07-01,-1.5427031e-06,1.3594763e-06,1.0029216e-06,-7.985542e-06,-8.217718e-06
1971-08-01,-5.713551e-06,-5.062102e-07,1.8404062e-06,-2.2488144e-05,2.520348e-06
1971-09-01,-1.09955145e-05,-3.1762174e-06,9.5316864e-07,-9.685391e-06,-4.643891e-06
1971-10-01,-1.9917643e-05,6.87829e-07,-2.3055618e-06,6.318056e-06,-3.4037294e-07
1971-11-01,-1.4005491e-05,-3.735404e-07,-2.123139e-06,-4.8346046e-06,-8.134797e-06
