,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1965-01-01,2.7934967994689943,-80.36749098036024,-19.57270593354196,-2.1720312453888275,-1.1966325686528132,7.904340391573698,-53.79842260609502,-80.99681854248047,-11.058161939893449
1965-02-01,2.2011520862579346,-92.3879729376899,-23.037144632050484,-2.172710738339267,-2.0820377423213077,6.432100482608961,-59.64744816655698,-91.27386093139648,-13.5904780455998
1965-03-01,1.83612961769104,-101.51804818047418,-23.951865687514797,-2.125459450941819,-2.2562261728140025,4.53875272170357,-61.232852935791016,-94.65444564819336,-14.70675298145839
1965-04-01,2.0013590812683106,-100.86708068847656,-23.481929663455848,-0.703574667920123,-2.049912672776442,5.0141718076623,-62.999526314113446,-85.47306060791016,-13.8566826071058
1965-05-01,2.2816116333007814,-86.01662847730849,-17.680000536369555,0.7502988799587711,-0.871732601752648,4.2610059613766875,-55.23479295813519,-65.89402675628662,-9.459034885678971
1965-06-01,3.0491493225097654,-66.46120283338759,-8.040521361611106,1.5859461092686915,1.103509206038255,6.366130061771559,-46.50751196819803,-39.59187984466553,-4.307126998901367
1965-07-01,3.2657466888427735,-48.72150421142578,0.5123366009105336,2.3248787764664534,2.801090203798734,9.285561934761379,-30.253899615743883,-19.192484617233276,0.8263198392731802
1965-08-01,3.741845893859863,-27.19692654079861,3.336936777288263,2.6530590686169297,3.915856434748723,9.410051677538,-18.973957973977793,-4.990521967411041,2.4995407887867516
1965-09-01,3.4597488403320313,-29.545564121670193,1.438834179531444,2.045085141946981,3.348832130432129,11.054268090621285,-20.883191150167715,-17.269489765167236,1.5069930681160517
1965-10-01,3.3323822021484375,-43.915300899081764,-3.1279329097632202,1.3543305816231193,2.090159746316763,10.74222067128057,-26.2450301128885,-32.95433759689331,-3.012808093002864
1965-11-01,3.1991017341613768,-61.53308550516765,-8.936135696642326,0.8646265491024479,0.8971024476564847,11.273118723993715,-38.22150437728218,-48.54355335235596,-5.35806119441986
1965-12-01,2.567709732055664,-72.96509742736816,-13.574871872410629,-0.38244580174540427,-0.7236046974475567,8.526111167410145,-47.69545430722444,-67.7267599105835,-8.338656595775058
1966-01-01,1.9437994003295898,-87.95072237650554,-18.366161982218422,-1.2701734081729428,-1.5581822395324707,9.325091735176418,-55.34460648246433,-84.95547294616699,-11.667090654373167
1966-02-01,1.7079140424728394,-96.16591135660808,-21.387188362352774,-1.5654172216142925,-2.3527328784649186,7.435985751774,-61.185248001762055,-91.76266670227051,-12.874774421964371
1966-03-01,1.5039382457733155,-93.34270689222548,-21.713607961481266,-0.9265069778148944,-2.5800317984360914,6.531032790308413,-59.787480727485985,-91.31296157836914,-12.7217846257346
1966-04-01,1.5654435634613038,-94.49409908718533,-22.053990219578598,0.015157404877654799,-2.1715365923368015,7.128421638322913,-62.91525882223378,-84.86095428466797,-12.092840671539305
1966-05-01,2.445392036437988,-82.00587696499295,-15.982737685694838,0.9131134211362063,-0.9719244333413931,9.276198304217795,-52.92316934336787,-64.24959182739258,-9.076028210776192
1966-06-01,3.1392335891723633,-66.0560448964437,-7.192066944006717,1.8150097721225613,2.0333935664250298,10.155182299406631,-43.83473188980766,-42.454657554626465,-5.294345957892281
1966-07-01,3.498081398010254,-44.00804837544759,2.0115041371547813,2.5721246069604224,3.4812120290902944,12.975255302760912,-29.854266539863918,-22.405781745910645,0.5859634705952235
1966-08-01,4.323029708862305,-19.462859630584717,3.6283211274580522,3.050217785678067,4.1988600217379055,12.129309903020443,-14.990373279737389,-2.7173691987991333,3.007023249353681
1966-09-01,4.445241546630859,-20.37660280863444,4.1363694451072,2.360990807250306,4.138928560110239,10.605895000955332,-14.907452334528383,-12.092591524124146,2.065311372280121
1966-10-01,4.396710395812988,-34.47340594397651,-0.7744482972405173,1.8297406343313363,3.387353236858661,10.410388656284498,-24.63161219721255,-29.71724033355713,-0.35637867237840376
1966-11-01,3.687392234802246,-51.8948237101237,-9.351356824239094,0.8457432736407269,1.5657826570364144,10.769829542740531,-35.610120192818016,-49.641146659851074,-4.400492565972464
1966-12-01,3.24198055267334,-69.94504928588867,-14.835915420994613,-0.37800250472603264,0.00557932393768659,9.362186556277067,-46.32201402083687,-70.86777210235596,-8.309395824159894
1967-01-01,2.8785595893859863,-82.43563969930014,-17.367988644224223,-1.6980135833824073,-0.5432045001250047,6.91450315973033,-53.336425449537195,-86.24061584472656,-10.92976587159293
1967-02-01,2.233572006225586,-88.12092145284018,-20.76176152084813,-2.3191569925664544,-1.232327131124643,4.865294954051142,-58.32345382027004,-92.91507720947266,-12.500759533473422
1967-03-01,2.0605123043060303,-91.92067252265083,-22.995646794637043,-2.1104137976090986,-2.3141908645629883,6.550959400508715,-59.51356887817383,-91.3994026184082,-13.585237094334193
1967-04-01,2.157807493209839,-88.4523974524604,-21.401473247643672,-0.6164702085348276,-2.421418336721567,7.012540361155634,-58.746835459833555,-81.70117378234863,-12.390945638929093
1967-05-01,2.7403977394104,-70.85169156392416,-17.827324433760207,1.1912882983029542,-1.0857494060809796,9.932457882425059,-49.942912226137906,-58.903260231018066,-9.248441457748413
1967-06-01,3.3636435508728026,-52.48069763183594,-8.124346444101045,1.9550453175555218,1.84341522363516,10.912474342014479,-41.50273281594981,-34.88095998764038,-4.737951925822666
1967-07-01,3.8350175857543944,-30.988873375786678,-0.2643298019062389,2.8080536768986626,3.3800891729501576,14.159890879755434,-24.248270366502844,-13.733595609664917,1.1612716530050549
1967-08-01,4.352379989624024,-14.096389876471626,2.1602823878779556,2.952019460908659,4.112583307119516,14.324349942414656,-9.089920831763227,4.69980388879776,3.288731617586953
1967-09-01,4.310247230529785,-20.271999306148953,4.208369688554243,2.5107229148948584,3.650117654066819,13.813550575919773,-10.124654355256453,-9.900717735290527,1.9476650016648427
1967-10-01,4.079900932312012,-37.15029822455512,1.217789812521501,1.4758913071600945,3.309896542475774,9.292182715042777,-22.88973642432171,-29.703116416931152,-0.5609420261212757
1967-11-01,3.551039695739746,-58.02755355834961,-5.5374748779065674,0.20582967407100802,1.668878885415884,10.737094671829887,-36.43608922543733,-48.01907539367676,-3.994010601724897
1967-12-01,3.1680754661560058,-65.11348088582358,-12.80732588334517,-1.3365890953567001,0.03255843256528561,10.732273433519445,-45.821053048838735,-68.57105731964111,-8.027743441717965
1968-01-01,3.1357922554016113,-77.52000490824382,-18.70416005452474,-2.038056247836941,-0.8270755180945762,9.120203101116678,-52.5689290917438,-84.62122917175293,-11.306893825531004
1968-02-01,2.392684268951416,-89.34530682033963,-23.871483947291516,-2.6988467017372884,-2.542293255145733,8.612019082774287,-58.05167737214462,-95.66786766052246,-13.976848976952688
1968-03-01,2.3018651008605957,-91.3885858323839,-23.675534219452828,-2.2323912316626244,-2.3669202511127176,5.752948574397875,-60.7738038767939,-95.24110794067383,-14.327243396214076
1968-04-01,2.19940824508667,-85.10123358832466,-21.870263417561848,-0.927985566002982,-2.2568079141470103,5.20649474600087,-60.603929602581516,-84.30170059204102,-13.034749031066893
1968-05-01,2.8180335998535155,-75.03180503845215,-16.262034213904176,0.9819670692904965,-0.8004719477433424,7.043050683063009,-53.444547238557234,-64.10193920135498,-10.219088622501918
1968-06-01,3.615279960632324,-58.96746847364638,-8.70090542417584,2.3263362737802358,2.159470778245192,8.064505846604057,-47.321385922639266,-41.38944149017334,-6.03763461112976
1968-07-01,4.097004508972168,-40.657385190327965,0.32513888947891467,2.964667697529216,3.2288529322697563,9.990044262098229,-30.22135236988897,-18.85849356651306,-1.2699914830071584
1968-08-01,4.165438270568847,-18.077019850413006,2.9887389052997935,2.7348576011238515,3.7408748039832482,10.659265518188477,-17.516747764919113,-5.592857599258423,1.6965248755046298
1968-09-01,4.181449317932129,-28.29541630215115,1.9855446887738777,2.1407479768270976,3.7091831060556264,10.367488861083984,-21.092551687489383,-13.508331775665283,0.6311698683670588
1968-10-01,3.8753881454467773,-40.64697689480252,-4.0611144268151484,1.2155050759787087,2.330452112051157,11.863385076108186,-27.830138413802437,-32.19778776168823,-2.0797829542841226
1968-11-01,3.2309029579162596,-51.47646798027886,-7.843833258657744,-0.20103490614629052,1.3699023540203388,10.379843089891516,-39.029175302256704,-49.458136558532715,-5.6926378182002475
1968-12-01,3.136386489868164,-63.567421171400284,-15.561527194398822,-1.012901552430876,-0.7254216304192176,12.065620007722273,-48.922157287597656,-66.1827278137207,-8.881139755249023
1969-01-01,2.036948871612549,-74.9385780758328,-19.759331327496152,-1.5706801152491308,-2.3712902802687426,12.251421679621156,-52.62896910957668,-85.06869316101074,-11.768649305616105
1969-02-01,1.5178209781646728,-83.58446756998698,-21.963448957963422,-2.1061871077988172,-3.255314826965332,11.162319390670113,-57.282381472380266,-94.39567565917969,-12.852372441973003
1969-03-01,1.0680007472634316,-89.28343454996745,-21.87723246487704,-1.9089377843416653,-3.28275020305927,4.863158516261889,-61.78699990977412,-98.35989952087402,-14.005064964294432
1969-04-01,1.361906886100769,-87.76094648573134,-18.90067042726459,-0.9373527961772876,-2.6475825676551232,4.222401847010073,-58.18796572477921,-91.20964050292969,-13.474903787885392
1969-05-01,2.0507545948028563,-77.22307311164009,-12.370817589037346,0.974107312632131,-1.4112595411447377,5.634869181591531,-52.15882840363876,-69.607253074646,-9.383446829659597
1969-06-01,2.926150417327881,-61.82931794060601,-6.025065075267444,1.859938574361277,0.9361140544597919,9.0031447617904,-45.157540362814196,-47.66528606414795,-5.059354220117841
1969-07-01,3.6404451370239257,-37.93641991085477,0.29227882623672485,2.6904103520152334,2.733517793508676,11.703137729478918,-28.023139290187668,-22.628204822540283,0.4745309906346457
1969-08-01,3.9688772201538085,-23.38787184821235,2.672826160084117,2.618259650010329,3.7489458230825567,12.380353264186693,-15.471758013186246,-4.8078519105911255,2.764417656830379
1969-09-01,4.143329429626465,-27.42708524068197,3.3903270056753447,2.551603317260742,4.034022184518667,13.032979550568953,-18.658994591754414,-12.783805131912231,2.4035809295518056
1969-10-01,3.969898796081543,-45.1121277279324,-1.3122607361186633,1.8621373962570023,2.927374472984901,10.804474872091541,-33.59809336454972,-34.498746395111084,-1.895987136023385
1969-11-01,3.4010940551757813,-56.84809684753418,-9.827761939077666,0.31520917520418273,1.3881355982560377,9.510788710221,-43.019348642100454,-52.63730049133301,-5.472115533692496
1969-12-01,3.2232831954956054,-73.0527506934272,-14.287374958847508,-1.262050408583421,0.051004680303426884,8.935704438582711,-51.04655804841415,-73.48292350769043,-8.887480837958199
1970-01-01,2.49367208480835,-85.83179579840767,-20.723530740448922,-2.2654009389353322,-1.3830475623791034,7.762063586193582,-59.47691875955333,-89.33512687683105,-11.95522972515651
1970-02-01,1.913786268234253,-92.79025395711264,-24.13435849276456,-2.287245058751368,-2.1586786783658543,5.711069832677427,-63.39207110197648,-95.54706573486328,-13.89798777444022
1970-03-01,1.731482982635498,-99.27887386745877,-25.180660594593395,-1.769578456878662,-2.1961428568913384,4.38708844392196,-67.28742433630902,-98.58414649963379,-15.34459250313895
1970-04-01,1.773664903640747,-96.50587505764432,-21.72482952927098,-0.7556877293429531,-1.6042384734520545,4.242285179055255,-65.2181044868801,-89.47121620178223,-13.98039971079145
1970-05-01,2.5707083702087403,-77.55359013875326,-16.189394575176816,1.284883310506632,-0.28967976570129395,6.35415160137674,-57.07505682240362,-67.74468421936035,-9.852032150541032
1970-06-01,3.520661163330078,-62.30354838901096,-5.884588848460804,2.4638823100498746,1.996022554544302,9.502531134563943,-46.07981391575025,-43.3355188369751,-4.76357809134892
1970-07-01,4.312667465209961,-39.88339900970459,1.0250295653487695,3.0195437944852386,3.2344935490534854,11.255753558614979,-24.362261398978855,-20.83904504776001,0.5709049424954823
1970-08-01,4.689288711547851,-15.136280324723986,3.347977002461751,3.063405739082085,3.707625682537372,12.111039783643639,-6.823260887809421,-2.0736372470855713,2.7670862419264655
1970-09-01,4.596230697631836,-21.399988068474663,3.042772683230313,2.7987412043980187,3.8095874052781324,10.268841619076936,-14.546167332193125,-8.951862454414368,2.262102493218013
1970-10-01,4.667260360717774,-37.02613512674968,-2.3284288969906894,2.012561179779388,2.9928273421067457,9.924964282823645,-26.446869062340777,-28.24047327041626,-0.9423170770917619
1970-11-01,4.227587699890137,-53.195110956827804,-7.413070852106268,0.7601043680212,2.0231358821575456,7.768498814624288,-33.70459390723187,-49.80235576629639,-4.811279262815202
1970-12-01,3.828327178955078,-72.17187351650662,-12.257542754664565,-0.049576941099795664,0.8671024212470421,6.275564691294794,-42.16539548790973,-69.85517978668213,-8.571846144539968
1971-01-01,3.3126778602600098,-82.43720796373155,-17.000415108420633,-1.4578779975136558,-0.4693966645460862,5.671986807947573,-51.228908870531164,-84.21709060668945,-11.507402147565568
1971-02-01,2.9688508987426756,-88.97789849175348,-21.648970517245203,-2.1784141823485657,-1.2589749006124642,4.455275639243748,-55.66246613212253,-90.56681632995605,-13.310814755303518
1971-03-01,2.708128833770752,-92.02497270372179,-22.3881027915261,-1.833355033790672,-1.4386978516211877,2.476832918498827,-59.24269634744395,-91.29427909851074,-14.099872963769094
1971-04-01,2.608249282836914,-90.04550509982639,-17.793010942863695,-0.7207785333905901,-1.111846061853262,2.071573423302692,-56.3847832057787,-83.55382919311523,-12.161259991782051
1971-05-01,2.8829769134521483,-78.39903831481934,-11.830978682546904,0.7651346725421947,0.6605076789855957,2.6217375112616494,-54.0634652842646,-64.07572746276855,-9.397885629108973
1971-06-01,3.712002182006836,-59.49260923597548,-4.192596493345318,2.2272463683243635,2.493387369009165,6.129798681839652,-41.977417987325914,-39.53819513320923,-2.9096737504005428
1971-07-01,4.083823585510254,-36.74729135301378,3.0924240748087564,2.69385746547154,3.80618168757512,10.105382877847422,-22.23581853120223,-13.703272342681885,1.9308520214898244
1971-08-01,4.362730598449707,-20.151273409525555,5.871337832826557,2.8852756206805887,4.298867812523475,9.662307863650113,-11.568935021110203,-4.697419703006744,3.3491011176790506
1971-09-01,4.513657760620117,-31.39115439520942,3.399891203100031,2.9248185210175563,3.8305576031024637,6.799895348756209,-14.445320419643236,-12.46806263923645,1.098109355994633
1971-10-01,4.195729827880859,-42.34184688991971,-0.0003220085283938908,1.4623647207742207,3.26784794147198,8.352690675984258,-26.557524307914402,-30.921287536621094,-0.603023064988
1971-11-01,4.099530601501465,-55.21584086947971,-6.317218867215243,0.4812095846448626,1.7366568858806903,9.142840426901111,-36.391631416652515,-47.97565460205078,-4.105276720864432
1971-12-01,3.60529203414917,-68.25100051032173,-12.489515362363873,-0.5933588022714132,0.3717277829463665,8.8735932889192,-46.32822534312373,-66.0670804977417,-7.286334037780761
1972-01-01,2.9366286277770994,-76.3694339328342,-18.548646117701676,-1.7610302338233361,-1.346895878131573,7.7869705531908116,-52.89138711017111,-77.10690021514893,-10.351342814309255
1972-02-01,2.3938262939453123,-86.61588033040366,-22.247982025146484,-1.929903161394727,-2.444641406719501,5.600265834642493,-57.501987788988195,-87.30646133422852,-12.565397364752632
1972-03-01,2.143184041976929,-90.37809371948242,-25.070612358324453,-2.096166322519491,-2.990592626424936,4.768908542135487,-59.227848052978516,-87.17514038085938,-13.938070195061819
1972-04-01,1.8371024131774902,-87.52251201205783,-24.39512195009174,-0.8635139072334374,-3.5442744768582854,5.983598335929539,-59.342069211213484,-79.23932552337646,-13.544709341866628
1972-05-01,2.27421293258667,-75.12919637891981,-16.322458151615027,0.9914909745310688,-1.8312052580026479,7.737579034722369,-51.609225895093836,-61.83304309844971,-9.12050860268729
1972-06-01,2.5503461837768553,-55.08681403266059,-7.693193175575949,1.850768236013559,0.3623305375759418,8.398587289063826,-40.65191020136294,-40.7560920715332,-4.2983289275850565
1972-07-01,2.930320167541504,-34.41260920630561,0.15863358522906448,1.95663027710967,1.9344599430377667,10.522399777951447,-25.08384663125743,-17.32612371444702,0.3384214692882129
1972-08-01,2.940672016143799,-20.29376957151625,2.3035986856980757,1.8798770485343512,2.6958610461308403,10.837354867354684,-15.881088505620541,-6.506146788597107,1.2873825217996324
1972-09-01,3.121799659729004,-25.088726149664986,1.0911597446961836,2.02876709319733,2.900160459371713,11.007393961367399,-18.038129806518555,-15.299427509307861,1.2300014495849607
1972-10-01,2.964496612548828,-41.96594556172689,-5.701794768824722,1.7148083382910424,1.4933219322791467,11.173674334650453,-31.185718204664145,-33.51919651031494,-2.794118651321956
1972-11-01,2.5048739433288576,-58.49041408962674,-10.917829744743578,0.8123086704002631,-0.014190034797558418,10.205765392469322,-40.872735562531844,-50.31516075134277,-5.453768372535705
1972-12-01,1.9816663265228271,-72.15388086107042,-15.806357065836588,-0.7998095108912541,-1.2676073954655573,8.998983839283818,-49.87497329711914,-70.08984565734863,-8.714775528226578
1973-01-01,1.5234953880310058,-82.12678697374132,-20.101105083118785,-1.713737157674936,-2.164991085345928,6.6370803376902705,-56.884533426036,-82.93085098266602,-11.036783456802366
1973-02-01,1.476002275943756,-86.95559501647949,-23.40109854033499,-1.9100511467063819,-2.7881671832158013,6.428947656050972,-59.63297719540803,-87.98469543457031,-12.478693042482647
1973-03-01,1.1592158243060111,-93.68659125434029,-24.145954305475406,-1.430598327091762,-2.9593858352074256,4.784302089525306,-63.53853889133619,-90.27898788452148,-13.756508486611501
