,vws_u500-250_cluster1,vws_u500-250_cluster2,vws_u500-250_cluster3,vws_u500-250_cluster4,vws_u500-250_cluster5,vws_u500-250_cluster6,vws_u500-250_cluster7,vws_u500-250_cluster8,vws_u500-250_cluster9
1965-01-01,14.364931106567383,1.4909133911132812,12.259725570678711,33.20423889160156,0.1987895965576172,5.500907897949219,26.43075942993164,29.28874969482422,3.5211658477783203
1965-02-01,21.49851417541504,-0.7299785614013672,11.860517501831055,25.557392120361328,0.614288330078125,6.898948669433594,31.20331573486328,39.174415588378906,3.376148223876953
1965-03-01,16.403331756591797,0.5360774993896484,15.562551498413086,25.5052490234375,2.4848594665527344,7.914073944091797,34.160709381103516,28.716827392578125,5.355890274047852
1965-04-01,20.75387191772461,1.3458976745605469,7.76905632019043,17.868175506591797,4.415718078613281,9.45387077331543,15.202451705932617,23.77806854248047,2.5288543701171875
1965-05-01,14.433367729187012,4.871953964233398,5.992992401123047,12.642637252807617,-2.580995559692383,3.778615951538086,3.061673164367676,20.343257904052734,5.729026794433594
1965-06-01,14.146589279174805,2.72601318359375,-1.4127025604248047,19.447078704833984,-10.328866958618164,3.5113906860351562,-0.8880319595336914,20.212905883789062,2.523965835571289
1965-07-01,17.178932189941406,-5.818643569946289,-5.253236770629883,8.90149974822998,-11.446647644042969,2.2648868560791016,-3.048638343811035,1.7956171035766602,2.525594711303711
1965-08-01,12.266244888305664,-1.629415512084961,-3.1154422760009766,6.608911514282227,-6.053279876708984,-0.20693588256835938,-1.059122085571289,6.501370429992676,0.32262420654296875
1965-09-01,19.18311309814453,-4.321210861206055,1.3833751678466797,5.693178176879883,-9.898702621459961,4.283735275268555,0.8179664611816406,20.032041549682617,0.8016738891601562
1965-10-01,14.57349681854248,-1.9650764465332031,6.729488372802734,7.764166831970215,0.5719242095947266,3.6971435546875,7.3877716064453125,24.77201271057129,-1.0216445922851562
1965-11-01,20.447540283203125,-1.9292278289794922,9.09865951538086,17.09583282470703,1.0754146575927734,6.561656951904297,15.384944915771484,27.134662628173828,-0.97113037109375
1965-12-01,24.032255172729492,6.053279876708984,9.385435104370117,22.406099319458008,0.7870063781738281,7.560490608215332,23.233844757080078,36.39463806152344,7.5018310546875
1966-01-01,19.898941040039062,6.215032577514648,13.478761672973633,30.682933807373047,4.129131317138672,6.3003740310668945,30.730525970458984,37.62335205078125,8.504438400268555
