,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9
1965-01-01,1.8466187,-15.915955,-7.6601257,-0.59381104,-0.048950195,1.9473877,-12.372803,-10.668854,-7.3702087
1965-02-01,1.5081177,-18.581116,-8.65625,-0.38345337,-0.3230896,1.5704651,-13.684296,-12.651428,-9.064392
1965-03-01,1.1752625,-20.100983,-9.104828,-0.14099121,-0.26571655,0.85046387,-14.030609,-13.7836,-10.371216
1965-04-01,1.38974,-20.01773,-9.244141,0.7156372,-0.42297363,1.4022217,-14.348511,-13.192413,-9.915253
1965-05-01,1.4718933,-17.457214,-7.212036,1.7433472,-0.11529541,1.134613,-12.67569,-10.531128,-7.78833
1965-06-01,1.9723816,-14.092194,-3.6359253,1.4040833,0.9145813,1.486908,-10.813019,-6.970001,-4.8000183
1965-07-01,2.373413,-10.747772,-0.7211304,1.4837646,1.925354,2.116455,-7.2740173,-3.7897644,-1.4241638
1965-08-01,3.2122803,-6.981018,0.5453186,2.2911987,2.9797668,1.941925,-4.2601624,-0.24053955,1.1750183
1965-09-01,2.6496887,-6.9588013,-0.11206055,1.7151489,2.460083,2.3263855,-4.654114,-2.595398,0.52960205
1965-10-01,2.4259644,-8.520294,-1.6121521,1.9699097,1.868103,2.3820496,-5.6193237,-4.830963,-2.8086548
1965-11-01,2.3640137,-12.083954,-3.9992676,1.9324036,1.1091309,2.422882,-8.510864,-6.514038,-4.3310547
1965-12-01,1.5108948,-14.186951,-5.6811523,1.3217773,0.036468506,1.7833252,-11.054474,-9.383453,-6.3392944
1966-01-01,1.3476868,-16.566345,-7.204132,0.7157898,-0.2736206,2.1212769,-12.966675,-11.648468,-7.950989
1966-02-01,1.083252,-18.120758,-8.417633,0.47961426,-0.44729614,1.4559021,-13.852417,-12.619904,-8.773163
1966-03-01,1.2087097,-17.991241,-8.481781,0.92581177,-0.76660156,1.252594,-13.402679,-12.596832,-8.867584
1966-04-01,0.93704224,-18.036499,-9.12561,1.7857666,-0.72509766,1.5563049,-14.365723,-12.386902,-8.858856
1966-05-01,1.6394348,-16.390045,-6.5401917,2.018158,0.015625,2.0953064,-11.689545,-10.190796,-7.197296
1966-06-01,2.1455994,-13.907074,-3.288147,1.8974915,1.5908813,2.5076904,-10.230255,-7.4374695,-5.491913
1966-07-01,2.515625,-10.61969,0.17520142,1.8721619,2.2609558,3.2599792,-7.0386963,-3.8495483,-0.9286804
1966-08-01,3.3303223,-4.747925,0.7357483,2.1195374,2.880005,3.0726318,-3.595642,1.0821838,0.74835205
1966-09-01,3.5367126,-5.367584,1.0853577,2.1579895,2.9224854,2.4449158,-3.894043,-1.3841858,1.2573242
1966-10-01,3.1740112,-7.6834106,-0.75946045,2.2728577,2.5138855,2.3101501,-5.8871155,-4.197754,-1.0005188
1966-11-01,2.622528,-10.74173,-3.8677063,1.9649353,1.6673889,2.334076,-8.400299,-6.4501953,-3.7371216
1966-12-01,2.2254028,-14.276611,-5.752533,1.613678,0.8032837,2.247589,-10.795471,-9.400574,-6.1534424
1967-01-01,2.1769714,-15.971405,-6.833374,0.9359436,0.48568726,1.480835,-12.510223,-11.539612,-7.5345154
1967-02-01,1.8941345,-17.441223,-8.411835,0.028564453,0.25341797,0.9816284,-14.0271,-13.357971,-8.490967
1967-03-01,1.6054077,-17.107422,-9.13678,0.08288574,-0.5726929,1.2703552,-14.533173,-13.59964,-9.173859
1967-04-01,1.2973938,-16.653168,-8.2378235,0.89974976,-0.75949097,1.6174316,-14.289795,-12.54541,-9.205902
