,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9
1965-01-01,-4.0615784908166256e-07,-0.0005853332757916567,0.0016119927749969065,-1.3641056831112598e-08,-1.484868973197432e-05,9.412233739167677e-06,6.4645496422599535e-06,2.844918266678828e-05,-1.0545307883479506e-05
1965-02-01,4.870375707671176e-07,-0.00014179830551646383,0.002591004522400908,-1.2766336462496278e-05,-9.776408261499009e-06,1.3700986988164464e-05,5.278686785459286e-06,9.755167628186645e-06,-1.2143982530687936e-05
1965-03-01,-1.99886358132062e-06,-6.513803003014929e-05,0.0048568195779807866,-6.8642125720194036e-06,-2.5916701735951124e-06,9.672262272183467e-06,2.0771691803626407e-05,1.8717474588248434e-05,-1.169255586897965e-05
1965-04-01,9.997689984528631e-07,0.00016738514594700452,0.0004992762114852667,-1.2549806762343416e-05,-4.345152423443404e-06,6.6141602963818095e-06,5.634861205786971e-06,1.0667153695803358e-05,-8.418112946111995e-06
1965-05-01,1.6639777792685586e-06,-3.92479380804746e-05,0.004794004780706018,-5.329055826363261e-06,-3.4720885690930712e-06,1.9444584452955227e-06,-3.3182759580085985e-05,6.671376966204705e-06,-1.0106831186104417e-05
1965-06-01,4.806734194870741e-06,0.00014146609308746908,0.001976318162633106,4.232994027776071e-06,-4.882527367985939e-06,-6.660728424002037e-06,4.502672936723684e-06,9.362093762666476e-06,-1.1850680824533232e-05
1965-07-01,4.552398801630868e-06,5.674807214615742e-06,0.0021055369870737195,1.4384516432003762e-05,-2.33967559899228e-05,-6.239092676928471e-06,-4.215117238951886e-06,3.2426714824396186e-05,-7.93083100606137e-06
1965-08-01,2.0154908142444583e-06,7.290951283981225e-05,-0.0009023882739711553,2.6834097228017454e-06,-7.616789955870462e-06,-1.271752063365676e-06,-7.241781834939806e-06,-8.00457763987305e-06,-5.106654105640535e-06
1965-09-01,3.3571051795257113e-06,2.6395749890590583e-05,0.0005638852599076927,1.0206730131847928e-05,-6.43730856066676e-06,-9.25418954556245e-06,-2.4288613834263138e-05,-4.7436052969238695e-07,-3.86958008262313e-06
1965-10-01,1.861779376592191e-06,-3.629854096029053e-05,-0.001195822551380843,-5.073807275179066e-07,-2.454869804511729e-06,-2.8903279379157316e-07,-4.425707932872077e-05,-3.8002107365693e-06,-3.7797274320506733e-06
1965-11-01,3.921248005806572e-06,-0.0007375173091921689,0.00020673905964940786,2.8607838832893043e-07,-1.3572858542350956e-05,4.5686492440226786e-06,-4.3503535683460846e-05,-3.062808944031574e-06,-9.231726752742278e-06
1965-12-01,3.9990355718247076e-07,-0.0010024941210368913,0.004422500933287665,-1.0330099590086878e-05,-9.17431957771585e-06,1.4395956875907339e-05,-1.0779518409738861e-05,1.466017108344074e-05,-1.1509130424449474e-05
1966-01-01,6.560733507083366e-07,-0.000876295962370932,0.002070678601739928,-1.593465080636983e-05,-3.855502415574033e-06,1.4373198520023744e-05,9.725041915468562e-06,1.703688429274951e-05,-1.4624245895075463e-05
1966-02-01,2.0111024746761865e-07,-0.0008071814850804263,0.003907782593159936,-1.3697370797252424e-05,-6.025425934415565e-06,1.1867574597760052e-05,-2.7209228695331454e-05,9.62761640992193e-06,-1.1034194358217064e-05
1966-03-01,4.933560325702678e-07,-0.00027775638175496297,0.004611666372511536,-1.2360894918226852e-05,-5.414303734397165e-06,1.0208419393325879e-05,2.0746307806499924e-05,1.7604951435281518e-05,-1.2677299888640515e-05
1966-04-01,2.932157687022633e-06,-7.134679955405382e-05,0.0018873755834647454,-1.137588976864488e-05,-5.296158777032121e-06,7.570776818153847e-06,3.44942501821303e-06,7.335908473275292e-07,-1.3125108208359135e-05
1966-05-01,1.2486216544655488e-06,-5.846772442704864e-05,0.0019264802176621743,1.2269630972766138e-06,1.1176000538270864e-06,-3.015311749250331e-06,-8.59764744139587e-06,6.854138167086819e-07,-7.975743508061647e-06
1966-06-01,2.5606972068696146e-06,-2.9289429091607285e-05,-7.844791980460286e-05,-4.435161057559666e-06,3.292161397295882e-07,-1.7887088518534085e-06,1.373008823672232e-05,1.3282668814575854e-05,-1.2482738301597154e-05
1966-07-01,2.619966576528693e-06,8.934969498243715e-05,0.0020682344256783836,3.367198447589404e-06,-1.8665990577765595e-05,-3.1707663815673233e-06,-3.36174737943414e-05,1.1270997544800464e-05,-4.6100017863698834e-06
1966-08-01,-8.804795470496174e-07,0.00026187192686068423,0.0010262585419695824,-4.049533467528258e-07,5.81912900088355e-06,-2.8472061455761503e-06,-2.4691328993261173e-05,-1.0790286285641959e-05,-1.2995391268139593e-06
1966-09-01,-1.176640037255557e-06,0.000239147811953444,-8.385541150346398e-06,8.566334005221366e-06,-1.0909713054979078e-06,-6.87635462612149e-06,-2.6013146149731863e-05,-1.4348612846030544e-05,-1.1496979368530447e-06
1966-10-01,-4.775331616555276e-07,-0.00013847625918320512,0.0005203419277677312,3.914102447966938e-06,-7.930753909341436e-06,3.9046044248907193e-07,-8.28171247727975e-06,6.549734215306152e-06,-3.4775863158839373e-06
1966-11-01,1.7968091015063692e-07,-0.001106148972342323,0.005111879727337509,4.780060337977305e-06,-1.0493719552565988e-05,5.457064157331382e-06,-2.1697474039683584e-06,-3.972704527248945e-06,-7.149721816610756e-06
1966-12-01,3.717190742867792e-07,-0.0004732903367507138,0.005926559970248491,-2.738256625889335e-06,-7.712057930276436e-06,1.0473271246595246e-05,2.7877691384977274e-06,6.057663475595681e-06,-1.2864065659166293e-05
1967-01-01,-1.8588763042417768e-06,-0.000764472341480931,0.006822498107794672,-3.628992299826887e-06,-9.123651149198658e-06,1.2994381564907259e-05,-1.4697085741014841e-06,1.4504486162401181e-05,-1.2002206775915427e-05
1967-02-01,-1.4993808387468257e-06,-0.0003440136944326306,0.002047121415671427,-7.52155546461626e-06,-8.837886318296864e-06,1.0856489337799087e-05,-5.463333726159666e-07,8.78901248922505e-06,-1.1247794356511969e-05
1967-03-01,1.0263614235049722e-06,-0.0001130196324083954,0.0021144931451999582,-8.894940037862398e-06,-1.5043388613552804e-05,1.22429840273101e-05,-2.25831081479555e-05,7.39903660879853e-06,-8.079094145200957e-06
1967-04-01,2.7324017221669942e-06,2.6546508381995538e-05,0.0013284890883369371,-6.1588602525611905e-06,-7.784571783288318e-06,5.754962650506378e-06,-4.718659359544594e-06,-6.8807231573806524e-06,-6.21589296398187e-06
1967-05-01,1.2808918528308923e-06,-4.4635264982519266e-05,0.001631662053114269,-7.030596232373052e-06,5.9209756536323484e-06,2.7581466878433316e-07,-3.6785748610175992e-06,-1.0597513469942246e-05,-6.53590900996774e-06
1967-06-01,2.415016714015413e-06,-0.00015317968323610588,0.0017864567780634388,-8.225263697498191e-07,4.277415412121755e-06,-3.860989156717071e-06,-1.2300821102447421e-06,9.638386343015425e-06,-1.1181623449374456e-05
1967-07-01,4.4723308513362605e-07,1.3130882540021306e-05,0.00274570284091169,7.6182858230402835e-06,-9.03355772096435e-06,-5.24755255805308e-06,-2.7118251940313108e-05,-3.074058256624128e-06,8.153222097462276e-07
1967-08-01,1.996049958405719e-06,0.00022917585218757656,0.00026497691578697413,1.2139529504705793e-05,-4.971114944246917e-06,-9.901854714921132e-06,-2.315766778338002e-05,1.0446562252279062e-05,-2.324723234117052e-06
1967-09-01,-1.1624277047101511e-06,0.0002244680737411337,-0.0006349175237119198,9.365970142355833e-06,2.762855824824472e-06,-8.101034217071463e-06,-3.613150511228014e-05,-5.1710030458620865e-06,3.397539671823324e-06
1967-10-01,1.3211515989850238e-06,-1.2612058851248418e-05,-0.0014473895134869963,1.2278392554995102e-05,-2.65945026624474e-06,-5.507623067747412e-06,-2.476710202851488e-05,1.4334762541000686e-06,-9.159513906938214e-06
1967-11-01,2.5950070418427154e-06,-0.0003891934414111477,0.0014776693205931224,1.6526181612929436e-06,-1.7097780775593334e-05,5.454491586603511e-06,-1.5745155603023402e-05,-1.1293037633073427e-05,-7.940753799961055e-06
1967-12-01,-4.926257841159693e-07,-0.0006874550828277798,0.0005079968104837462,-7.323113602699148e-07,-1.0561348461666505e-05,9.711143670406622e-06,-5.335965624908567e-06,2.505697964460567e-05,-1.2070214242240498e-05
1968-01-01,-2.1828471593228946e-06,-0.0006705458093035434,0.002586074697319418,-4.452930485198382e-06,-1.2103638462640608e-05,1.2378615672907352e-05,2.046159049010991e-05,2.3910420817888477e-05,-1.0218868531162364e-05
1968-02-01,-1.5238401829265058e-06,-0.0003828012787770213,0.0016499277990078554,-4.6448496085269235e-06,-6.279307989755405e-07,8.230321887262668e-06,5.597921093188537e-05,2.215363002462601e-05,-1.1489597992212195e-05
1968-03-01,9.248411616782606e-08,-0.00015500425953567692,0.0007202950655482709,-1.6153752277694785e-05,-6.576927964424453e-06,8.225921831851067e-06,-6.873845753337568e-06,6.301919240416153e-07,-1.1373233312703881e-05
1968-04-01,1.9835567854897818e-06,-0.00016827304664600106,0.00024198525352403522,-9.251841150286893e-06,-5.70878136498147e-06,5.952402956369282e-06,-1.6943636182986666e-05,2.4725330777506487e-06,-7.060458012181863e-06
1968-05-01,8.864591589170029e-07,1.970041044582363e-05,0.005665308708557859,-9.71421426444207e-06,8.907793750966034e-06,2.903860669383513e-06,6.794645438882678e-06,9.217940611874621e-07,-7.2381365870652106e-06
1968-06-01,5.798479849359081e-07,0.00019401554059835947,0.0032197884138440713,-6.672384747966694e-06,3.141753910440776e-06,-2.034360216304856e-07,2.5115741664194502e-05,5.563719068526379e-06,-1.0055200825511498e-05
1968-07-01,1.5943596704599056e-06,0.00017269559456118647,0.004442548379302025,1.4305691400715239e-06,-4.304883747720038e-06,-1.940444925132177e-06,-4.875558261119295e-05,2.2220379356613626e-06,-5.851494610066187e-06
1968-08-01,1.0290153164128747e-06,0.0003330314939375966,0.004652855932363309,8.98170163474368e-06,-5.758772858187737e-06,-7.878476865768718e-06,-1.4410543371923268e-05,-7.0121630068613396e-06,-1.7692901689191454e-06
1968-09-01,-8.347488902573888e-07,-7.339287679185092e-05,0.0015438436093972996,1.0181599394015322e-05,-8.53954692534069e-07,-8.333614999543528e-06,-2.4974989779972628e-05,-1.6168028845900805e-05,2.277116612441949e-06
1968-10-01,2.788448227875051e-07,-4.932949845429642e-05,-1.8571881810203195e-05,6.536471958567675e-06,-9.098553084441576e-06,-1.8230004250973841e-06,-3.442285863760238e-05,6.253317440582795e-06,-4.619695139560711e-06
1968-11-01,6.131939598061662e-07,-0.0007990579303753162,0.0019114162569167092,6.8053941504331306e-06,-1.3300788786932174e-05,3.798253261605738e-06,-1.599050240959817e-05,-3.231330462464636e-06,-5.996320272639753e-06
1968-12-01,1.3919698934235687e-06,-0.0005448418960440904,0.006718706572428346,-1.0926094266603915e-05,-1.3651213904315803e-05,1.351055778706303e-05,-2.8734621082548983e-05,7.761675966494727e-06,-3.9061849189569e-06
1969-01-01,2.901624864332714e-06,-0.0004986401368764096,0.0011092553904745728,-1.3431200876276796e-05,-5.4543737573304075e-06,1.2939957801731058e-05,-9.876981342434496e-06,1.4039877290391209e-05,-1.2979522911006246e-05
1969-02-01,3.077422800540969e-06,-0.00039328297134488816,0.002170896914321929,-1.1377025937410788e-05,-4.600519787345547e-06,1.0657767743795885e-05,-1.9026094075040117e-05,3.778968621623963e-06,-9.102114456089277e-06
1969-03-01,1.9978824639110826e-06,-0.0003594085553361635,0.001723129753372632,-1.2510306707834108e-05,-1.20147620819217e-06,9.941148883816632e-06,-4.380439880454409e-06,7.045109452433064e-06,-1.2331345673870105e-05
1969-04-01,3.0085174766251535e-06,-5.128239471170153e-05,0.0005703099304810166,-9.413444366565762e-06,-1.1843546912004649e-05,9.434486376019297e-06,-1.1166997258745445e-05,1.063041552351067e-05,-1.1029900096301306e-05
1969-05-01,1.1473557985179166e-06,-0.0001970790825518114,0.0014748718967894092,-9.73152054939419e-06,-1.3039615017381343e-06,3.796475749158372e-06,-2.2051984463663153e-05,6.893928154264965e-06,-1.1816893096362367e-05
1969-06-01,2.278601572116814e-06,2.3838190697590885e-05,0.003465449481154792,-2.6888007526465044e-06,-5.062160948510977e-06,-3.0655315980426504e-06,-1.8270413117231026e-05,4.974387073681491e-06,-1.0930721766106382e-05
1969-07-01,3.6311123747307443e-06,0.00010074776842624747,0.0006533635314553976,9.862741745354679e-06,-1.5508291988609067e-05,-7.110304148147486e-06,-1.7591008448410626e-05,1.3722904311310102e-05,-7.360023863095028e-06
1969-08-01,1.3730583563958337e-06,4.311325808105591e-05,-0.00010224393918178976,-1.644985052105487e-06,-1.1874863846235697e-05,-8.451807459026055e-07,3.309830087043035e-06,1.5194194431734062e-06,-3.881043074794764e-06
1969-09-01,1.3677195119675566e-06,0.00012049360001193624,0.004665212691179477,1.5448724577883975e-05,-3.912698463082371e-06,-8.061939937121408e-06,2.938849471926612e-06,-1.0711148336538048e-05,-5.8445881346745985e-06
1969-10-01,-1.7989520983974217e-08,-0.00012538063986409852,-0.0009725008567329496,3.1453233672296988e-06,3.003141283411344e-07,-1.5145941448521384e-06,-1.468678419769276e-05,-5.625056907038449e-06,-7.605955364521254e-06
1969-11-01,1.4168841112728438e-07,-0.0006591335737279483,0.002929212132585235,9.437042256020224e-06,-8.723333067201455e-06,2.8421412095597657e-06,-2.7416887557289254e-05,-5.22155416893795e-06,-7.435740847292684e-06
1969-12-01,-3.4362023547550456e-07,-0.0009092902473639696,0.0026502606488065794,3.999436837777746e-06,-1.4934930572564012e-05,1.0703185510535079e-05,-1.1912532803156258e-05,1.274579625758287e-05,-1.3255002655073026e-05
