,r600_cluster1,r600_cluster2,r600_cluster3,r600_cluster4,r600_cluster5,r600_cluster6,r600_cluster7
1965-01-01,54.444706,33.689255,59.294907,43.02929,46.957283,18.236103,9.258072
1965-02-01,72.37784,12.050907,66.59888,35.39608,36.523045,13.002602,44.19065
1965-03-01,57.45049,19.428585,79.56878,45.499435,41.31755,12.696293,36.264236
1965-04-01,74.515465,24.99952,65.050934,36.8097,37.22412,20.126385,54.21866
1965-05-01,66.70043,26.724361,72.62518,54.498764,38.37893,15.320412,63.566887
1965-06-01,58.921436,43.424057,79.26902,74.38114,48.742733,20.090351,80.75799
1965-07-01,70.45807,58.805138,61.969807,73.22306,55.72237,24.521215,58.986958
1965-08-01,60.408768,54.00244,62.1762,59.083603,49.795982,46.413456,59.963223
1965-09-01,63.701202,55.98609,61.82566,75.2837,33.102844,29.382881,64.26305
1965-10-01,74.63176,39.28476,57.594635,53.797688,34.88174,35.55497,55.342346
1965-11-01,70.35323,29.399261,57.71421,51.75343,36.926003,11.4333725,41.771286
1965-12-01,69.68328,17.86591,70.80861,50.085915,37.304382,8.792873,35.784294
1966-01-01,61.909557,12.535255,79.37779,37.978363,50.47912,4.197586,24.203724
1966-02-01,77.440704,10.425804,62.503815,28.946297,33.879295,10.662193,38.3034
1966-03-01,83.1945,13.933895,62.360996,30.230026,41.212307,13.459473,47.85913
1966-04-01,83.05825,16.16811,58.563984,33.262054,32.833595,14.80394,44.096592
1966-05-01,63.713673,23.437098,74.36764,72.35175,42.610947,25.334784,66.64392
1966-06-01,64.7446,44.405212,76.25219,63.63159,51.662712,16.131992,65.35034
1966-07-01,77.84946,50.923992,81.34442,72.4601,58.163433,39.183292,63.836792
1966-08-01,64.613266,58.258648,70.72493,63.940212,54.226887,57.81706,67.600975
1966-09-01,62.13774,78.98873,60.66851,63.559364,45.313015,54.410744,47.729446
1966-10-01,56.909256,49.958733,77.97586,56.377377,36.15783,23.38621,52.73139
1966-11-01,65.53092,30.046167,76.27517,52.98584,36.34005,17.44691,45.45091
1966-12-01,70.25872,23.220407,77.07463,51.014282,48.758728,10.829636,38.59232
1967-01-01,65.19882,19.066727,72.352066,47.752335,37.273296,12.320553,41.68348
1967-02-01,50.14407,26.132141,61.469334,33.915413,29.790682,9.903481,24.28429
1967-03-01,68.08883,22.48711,60.59439,24.603525,44.146156,32.292206,24.946407
1967-04-01,65.56197,24.46671,67.74595,30.69434,47.7574,14.151512,50.43628
1967-05-01,69.1141,45.12075,78.0679,55.297443,50.54776,26.143965,65.32381
1967-06-01,74.06816,55.625126,68.12768,57.386833,55.37852,34.330925,58.999905
1967-07-01,69.56171,69.15126,70.26099,71.23896,62.960793,60.509937,55.348118
1967-08-01,65.20389,67.65474,60.85113,63.553658,64.8914,60.368057,67.15815
1967-09-01,69.77115,66.3457,60.523453,58.136784,42.771244,66.362595,74.14755
1967-10-01,56.86153,54.633636,67.91992,56.288933,33.466118,37.045273,45.044743
1967-11-01,66.16835,30.018707,80.91569,34.862984,49.728554,19.25084,36.857784
