,vws850-250_cluster1,vws850-250_cluster2,vws850-250_cluster3,vws850-250_cluster4,vws850-250_cluster5,vws850-250_cluster6,vws850-250_cluster7
1965-01-01,6.209642703711291,79.95138263148546,50.58664859328317,44.71080543621587,76.8551917836605,17.15563403570801,23.509701965884172
1965-02-01,7.330328806783514,74.56145262817097,51.00599567736711,46.07923505312557,78.12587613252187,22.985878892973073,20.507524354884545
1965-03-01,6.590521407312186,81.66719066798372,43.8747405445854,47.27753532829866,71.93800898056945,21.055574560506134,18.55301025298509
1965-04-01,8.185786506259724,44.3968234873342,40.91182670083135,28.982976093282545,50.4293095249709,22.56599567674916,11.598836098431459
1965-05-01,9.726213885282066,23.06501511900824,38.10574389775385,10.63783110251461,38.63194347246581,17.921637944306216,6.539750691181607
1965-06-01,4.3540944282086,13.358965712447509,36.309320227250275,8.408149271559619,30.99174043604357,11.384909864834032,17.032754415231775
1965-07-01,6.779915779931273,12.690278140344763,29.404421683120745,11.230443001843268,13.36722951202393,14.520701138122227,29.48644057821977
1965-08-01,5.302493345017267,10.038187106566221,22.29618365537154,8.302164107755566,9.131017747337886,8.467878515714101,15.520424206361724
1965-09-01,7.000295939776847,12.26753178628475,40.84618688994566,5.398747077996852,25.792549469263427,8.25407212754307,26.16364420448029
1965-10-01,4.75900218404705,24.696963716772007,35.151912495659296,16.090138108585965,42.586492198102654,9.526909780195279,7.890834623547581
1965-11-01,4.523783550825582,44.285827041109016,46.38067255599406,29.153869903615917,59.16856151272243,18.503537876592716,8.505880822392331
1965-12-01,7.122802781874501,60.24807548338081,54.185512299538054,35.36598376944268,75.70522264537907,19.841236933882413,10.969187765913748
1966-01-01,7.06523896828054,81.4180772175079,56.00205960908502,43.793861773611376,81.05895152436423,19.101639299363647,15.486593423622281
1966-02-01,8.105095969716324,71.36038925381365,46.78112850029071,48.805021232215516,69.31370738625594,26.399613753411725,16.455776047293575
1966-03-01,8.492382789318333,51.84428160326358,51.37021870398316,33.89089700267026,60.337494902152805,25.087977092440756,13.825851491611553
1966-04-01,7.747395148195989,43.37433283700812,47.83833979597672,28.464948948280693,49.654184973366874,25.7313319535443,8.828947367419522
1966-05-01,8.03394738035423,25.086784029217032,34.304238548718686,15.044431990275518,38.13210930430098,14.94695855105154,10.1089470328776
1966-06-01,4.2981589578792985,13.849605710285942,36.241428686004966,7.9367644346079524,30.40437269912216,14.630597424802223,13.564584854914596
1966-07-01,3.8209921265789353,10.047301267991184,24.562571096380914,8.764202325905678,11.630879791773204,13.311836917866014,14.44659842999458
1966-08-01,4.273074594518173,10.122342654780343,16.868357072883843,10.070066381786308,7.869476358760685,7.252271469227109,14.782898141889312
1966-09-01,8.151351549788137,8.93431523644581,34.42614619145062,6.037923716600571,20.395898106696396,5.744241197025344,18.967922249870668
1966-10-01,2.6362771784953978,33.76306149759045,40.06779595901962,15.935557180257913,48.05851884046738,7.80404120727591,10.386791356166668
1966-11-01,3.2448991390604798,44.88162103540683,53.78674867513068,21.776474288399257,65.62687131706606,9.2858072827915,8.20752884466632
1966-12-01,4.575493646850919,66.19446064578852,64.76800859315168,32.75541855182419,79.4404835196,15.245308689062833,14.06122894745945
1967-01-01,7.9356736456806205,68.95776808676543,63.38687738127531,33.83640212032999,83.65717260194151,16.310679782270473,23.200775057500596
1967-02-01,7.085212272165997,76.8743090935539,51.53513337797906,46.35861421930671,79.60945664183033,20.310059902061543,20.207535992501867
1967-03-01,8.374545084262625,64.31284551094613,44.18563397762119,44.23535398261317,61.35303982729757,23.99840772223203,19.232281169033726
1967-04-01,8.72457574619107,39.439738673339974,44.13016598163173,26.623522817152878,49.526333830165235,23.68059949837631,7.920561123331125
1967-05-01,7.971668766308409,25.579946149388824,33.2776098205117,14.044781407491373,34.57318428097095,17.53164295513207,5.4606957394634374
1967-06-01,4.554446003953251,15.046607011174348,35.36825921145211,7.443611080711358,31.022979213883577,9.416482625986642,14.395835512625645
1967-07-01,5.63728257728783,12.964153352131762,23.12537172631443,12.47637023597425,11.138479489376607,10.399759721909081,23.89963304253752
1967-08-01,7.392509302949473,9.99064068177899,19.419815091219288,9.54705891626946,8.997601854974077,7.948156579106329,35.793290211641676
1967-09-01,11.520024779815449,10.936537570477377,35.86998335207201,6.576058368628067,22.78457936845402,7.120095270452901,27.762236658916155
1967-10-01,4.256415745349041,19.8606145334692,52.066419547878525,6.28386129453889,44.42520175058366,8.027947628327826,14.17666440357549
1967-11-01,4.693836941692635,47.88409694428796,59.74985655434276,25.51333925644262,62.595312196457236,14.451122088786017,9.131352934373485
1967-12-01,6.250528832979176,75.80410392849016,51.317136163807135,43.93109651885018,77.20119979809306,18.560605013865214,13.100953511037863
1968-01-01,7.243575210551744,80.63934404918199,51.57544068577597,47.218065794139434,84.48103533841483,19.825094611995357,21.540234289297672
1968-02-01,8.987205170314557,94.5096518243911,49.33861089886386,50.51898231679357,86.71800595437874,18.43252200529449,26.057296006723988
1968-03-01,10.323129358735429,54.02160092884575,41.175002102850335,42.35164277405814,54.58108342100918,31.047677935273978,10.162351337685715
1968-04-01,8.094193415147515,43.46119036721915,34.596908034417204,33.57288114459699,39.75647998037229,25.419027370109664,11.315896805220405
1968-05-01,9.921770527161023,30.772869166275814,39.32094736060548,12.796230693727832,40.105664801493056,16.90684760894313,8.690371440328276
1968-06-01,2.7022571796493278,22.7211461723965,31.036171014826884,8.377297685176806,37.76471053328275,9.008229408529719,9.165335044631838
1968-07-01,5.030805631317667,9.762112991882383,20.892148882999617,11.379977449496456,15.294287887566458,14.4785496329404,14.886258095801809
1968-08-01,5.947527288741951,8.637112328139867,29.038493956927176,8.385724715158702,11.616242275467865,7.511864494707265,26.607495771432987
1968-09-01,5.767328038399755,10.969279920065441,41.30732916098656,6.05955542733841,23.70806590303667,5.655161862067531,19.67161077255172
1968-10-01,4.307852335288038,23.464472346103715,46.623646863576575,12.220834626946434,43.765799365430226,7.5579441566864904,10.085009886558142
1968-11-01,4.827183285892919,61.52145949114769,46.46414308144706,29.14582318212345,64.0217362867058,9.662447880784265,17.82527925915471
1968-12-01,6.248384537761341,66.16647293127977,47.51806047787528,44.57313169194307,66.83862292776172,21.659130976648154,15.95030325649098
1969-01-01,8.067423691955087,70.37484735353517,55.45458653819017,47.61906437817113,76.49989422584589,26.088118324255728,14.883421977622946
1969-02-01,8.202341640363388,67.22890436939281,57.31009639363896,43.1542925008534,75.99562113991085,22.482388827571096,20.464660324994945
1969-03-01,9.059543331482525,65.25803945256887,48.35729131658942,48.349069596165165,58.9672043700099,29.545966500125584,15.82523473488225
1969-04-01,9.796274570208638,34.21845810641893,38.71848701782146,30.931999142718624,37.51122330445076,29.566426574099047,17.210903106124608
1969-05-01,8.031610413629682,21.637945025215338,38.41330018251557,12.57986973232995,35.42588926180481,19.86904393846684,6.5098287427429575
1969-06-01,5.351459781851406,12.450153998510174,35.73318204488598,8.81874391258112,27.58476456651878,15.747292003023256,13.107104084341234
1969-07-01,4.366979707988085,11.08158693890093,24.724953745005603,10.855242763700746,12.378435517030605,17.965424829802803,22.091123873742692
1969-08-01,2.7879083503725757,9.889152263418232,25.460950861318718,9.149204518407393,10.990925639871403,7.611200487410266,13.592041851680712
1969-09-01,4.67863773763723,11.056637064835858,43.26676453485964,7.349171251887241,21.743360066844343,9.20495343573844,24.45288475645238
1969-10-01,3.2147458801332736,34.0173277874194,42.66596647636939,14.649767089214942,46.89914448842308,7.068280603749439,9.011776140443157
1969-11-01,3.2728088504472788,52.84707466607059,54.48157914934034,27.346671904763,67.23444909745714,10.294922118331815,14.740681551494685
1969-12-01,5.718872986489152,69.32153141387563,61.99602840192357,34.87826436324212,82.26483143905152,16.003168098931777,19.396469908783008
1970-01-01,7.174509427241795,94.55777625897892,48.270548472064974,55.86679804663012,80.62990278789911,22.27533015402219,16.978890479493963
1970-02-01,7.588442081655645,83.40473364745273,55.559843573595714,46.49009422503925,81.64088053589566,19.555223164890656,21.231187347946065
1970-03-01,7.991865289000433,79.16608760585584,62.557172461253565,44.240704008804634,80.05452942124762,21.310737690147963,17.871611456593346
1970-04-01,10.798645435730128,48.93236531734055,39.31310834347743,34.163527799587804,51.39909665913198,27.221813379807504,11.208932237727039
1970-05-01,12.126359222410258,23.246168879210067,36.407284446932536,11.769993235975313,36.40589452323309,18.640580490142074,8.512320812155389
1970-06-01,9.05464148260058,13.737316414604374,40.18255865527379,8.304745996556415,29.105923043213235,14.325122477346545,10.819201551091924
1970-07-01,4.408937594968524,11.678599864576334,20.123735220086356,11.926013878139988,12.773473511830074,13.322656092029368,17.531750557411105
1970-08-01,5.471810495406983,10.593889429942719,18.213508602061125,12.907857053083989,7.889512683403945,13.40690603321966,16.707060149608132
1970-09-01,4.942395554953359,7.536368748913251,40.3770032547004,7.4972395091618536,14.655789049233857,11.041099361638453,14.556685391823175
1970-10-01,8.288795377866633,24.756371060951984,43.41643944223032,13.134716767789163,43.10783144010777,12.806483817887052,10.781652406341964
1970-11-01,8.66616788102955,47.66555842092692,50.144001803765,24.410928094762745,69.02822609585658,13.986977545538602,7.174404499761893
1970-12-01,7.671624975841402,65.14103318207295,55.697311727966536,34.722135232324106,78.70307303327549,17.764490898344924,16.382680475106863
1971-01-01,5.805036426630758,85.51165368732276,42.00878473610298,49.63434427357444,77.22604814167796,19.2271489980988,16.283609907097663
1971-02-01,5.544562822094512,80.28740688521316,50.85661111369265,44.88060002259867,82.20128992513712,19.016096081773576,19.001498116661892
1971-03-01,6.591802854331828,65.55368959450803,53.52151973905298,37.21500578844618,67.80392215783283,17.658978111252804,21.369720587480444
1971-04-01,7.630039534868257,36.471958299206506,41.73343592356489,27.233801531521586,44.83151447396098,23.503041848811066,14.717084248927478
1971-05-01,8.291815418702939,28.052838854889263,39.59104959144372,13.70689453672077,36.21086108083807,15.896208830538491,10.036657699586826
1971-06-01,8.664043448206064,11.887094619249616,39.41860519704736,10.709538748539403,24.197693337455902,14.238099251940099,12.713408248401551
1971-07-01,5.275765780842184,10.68946413829549,18.932090465160652,8.728164839277552,9.956662537509287,14.345075456626004,19.107721451949253
1971-08-01,4.770546213245035,9.632962651563226,20.974076107477064,10.258674009524716,8.088664021253274,8.66788501121744,11.05199683716539
1971-09-01,5.422767708882161,8.712841830131078,42.28504930328712,7.25201221210545,20.61487848709892,8.239112743513806,14.866228069507565
1971-10-01,10.257242357120742,20.681896870039,49.6150838590265,8.990968655480991,43.872223051775755,9.201174907889817,8.167941382719464
1971-11-01,6.584294838499332,47.25088986478829,51.80676716194067,23.04138724249437,65.3448224386986,10.882217319626664,15.032701461040725
1971-12-01,9.69121696315373,64.4767569931075,51.22634167273642,38.253851622951004,76.4749757334344,19.118222921411668,13.036136497681044
1972-01-01,7.518483699972124,67.10523262807475,47.43049724428178,46.213942800602986,68.17446298002974,23.86800780376584,21.465192937990505
1972-02-01,9.359618747170408,67.27743833760692,51.79107959359021,45.09947221198833,73.94730023246862,27.026083842820018,15.623582806118153
1972-03-01,6.824332942741254,66.87349064222006,41.6942347007847,45.82378578061102,56.68449254925202,22.253391582074062,22.634146108049787
1972-04-01,9.370468242478095,35.5599851916863,33.81328659665407,34.27436028769021,40.31972635902685,30.760833812881472,14.594427545615108
1972-05-01,6.400997123764374,23.078969023520116,34.38124130479423,14.512188008609598,34.250978027608134,19.469687695909716,13.026796067634836
1972-06-01,3.344879222843932,12.754972150448271,33.68423195919747,10.288731164440401,27.543144651742455,13.222674284579762,12.345143741231261
1972-07-01,11.193930745146476,11.919486059687856,22.352425316674157,12.989653200276653,10.754370869170685,12.679539528648636,37.16286080170453
1972-08-01,5.8013717166749466,8.122865574530216,18.672935100415888,8.008846251567144,7.025556427011144,12.302744832915034,26.982723270110938
1972-09-01,6.809230330504399,15.074871139855933,38.55818327484428,8.782090326014327,27.07818447094819,9.288299062817252,20.94820203832648
1972-10-01,10.15094504116127,34.485185802267516,46.85435741430623,16.279235755438005,47.52346766039486,6.734306950700699,14.222215071972323
1972-11-01,5.372714525499718,49.136626827603166,52.18573251449831,25.87414844301938,65.04901672617272,14.702966300734102,8.929556191179433
