,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6
1965-01-01,1009.6657,1012.18536,1013.14294,1010.6306,1010.7559,1019.65155
1965-02-01,1009.76056,1010.6344,1017.8407,1014.45087,1008.89294,1017.27075
1965-03-01,1011.0183,1011.858,1017.40405,1014.5768,1009.98694,1019.71545
1965-04-01,1010.8192,1011.7693,1020.62335,1014.10175,1009.56714,1017.27325
1965-05-01,1011.1696,1011.30914,1020.8758,1015.9281,1008.94196,1015.01953
1965-06-01,1013.20807,1011.41455,1024.2079,1015.623,1010.4316,1016.302
1965-07-01,1011.97705,1010.68713,1021.997,1008.75836,1009.97577,1015.8692
1965-08-01,1011.8816,1010.9215,1020.8137,1016.8088,1009.97516,1014.4422
1965-09-01,1012.1761,1011.1802,1017.1926,1015.69,1010.44275,1016.07886
1965-10-01,1011.6682,1011.4356,1016.71075,1019.20935,1010.32556,1014.3957
1965-11-01,1011.60864,1011.2248,1021.1926,1015.236,1010.4136,1019.904
1965-12-01,1011.15967,1010.1172,1023.8954,1018.8758,1009.2843,1024.0529
1966-01-01,1011.16095,1010.08936,1018.962,1016.4966,1011.12463,1020.6406
1966-02-01,1010.72406,1010.81604,1017.03107,1018.761,1009.94226,1019.34625
1966-03-01,1010.41425,1010.53937,1017.8404,1015.5296,1009.2782,1017.9242
1966-04-01,1010.868,1011.00073,1018.7079,1013.87787,1008.94336,1016.5079
1966-05-01,1011.85565,1011.73047,1020.02655,1012.12164,1009.65186,1014.39923
1966-06-01,1012.80884,1011.69604,1023.1147,1019.2111,1010.6489,1015.67474
1966-07-01,1011.6291,1010.64575,1023.4433,1014.5607,1009.26697,1014.6258
1966-08-01,1011.6091,1011.6598,1022.3924,1015.641,1009.7113,1014.0625
1966-09-01,1012.44086,1011.4945,1018.0932,1016.3683,1010.0594,1014.2728
1966-10-01,1011.1321,1011.9007,1019.1729,1018.1821,1010.0093,1015.8507
1966-11-01,1010.2252,1011.589,1019.03516,1015.5377,1009.26385,1018.9763
1966-12-01,1009.3477,1011.57025,1019.0002,1015.2449,1008.4702,1021.8511
1967-01-01,1009.704,1012.1028,1019.313,1015.94916,1009.3455,1023.5018
1967-02-01,1009.3855,1012.14343,1022.0122,1019.29193,1009.1047,1018.74335
1967-03-01,1009.31146,1011.7777,1019.8223,1016.415,1009.5712,1019.94495
1967-04-01,1009.7446,1012.14343,1021.5768,1015.67413,1009.73157,1013.1216
1967-05-01,1011.3257,1011.31335,1021.4695,1015.30194,1008.9334,1015.6821
1967-06-01,1012.4076,1011.20013,1018.9487,1018.6716,1008.6439,1015.2235
1967-07-01,1012.8945,1011.27203,1022.4671,1017.7508,1009.1584,1015.0959
1967-08-01,1012.87335,1011.3003,1020.80115,1024.0264,1009.5886,1013.7601
1967-09-01,1012.51276,1011.8373,1019.051,1019.54736,1010.2039,1016.3402
1967-10-01,1011.6834,1011.2495,1018.55835,1019.95294,1010.3897,1017.4272
1967-11-01,1010.76556,1011.3359,1023.3705,1017.2443,1009.6293,1015.68286
1967-12-01,1011.3337,1011.30756,1014.15625,1012.41986,1010.42084,1021.54486
1968-01-01,1010.5284,1010.94196,1010.2328,1013.9496,1009.3047,1024.0166
1968-02-01,1009.91437,1012.27155,1005.78467,1014.07916,1010.77454,1016.87714
1968-03-01,1010.54846,1012.5943,1021.6244,1017.90326,1009.01416,1015.82166
1968-04-01,1010.5234,1012.4369,1022.0845,1013.53674,1009.8693,1015.3694
1968-05-01,1011.0715,1011.9803,1019.2257,1016.63165,1009.0428,1014.74536
1968-06-01,1012.5012,1012.46906,1022.9303,1016.75616,1009.6439,1014.83765
1968-07-01,1013.02435,1011.73346,1021.46045,1018.2868,1009.70685,1014.68024
1968-08-01,1012.05255,1011.9624,1021.2165,1012.85767,1009.91724,1014.08484
1968-09-01,1012.05975,1011.4171,1018.39844,1016.22736,1010.089,1016.671
1968-10-01,1011.18384,1011.19104,1015.891,1017.09106,1010.38885,1017.3265
1968-11-01,1010.8647,1011.93304,1017.93835,1014.63586,1011.27045,1014.3167
1968-12-01,1010.92334,1010.9048,1014.8999,1012.84406,1009.4127,1018.14374
1969-01-01,1009.22174,1009.5767,1009.06323,1010.9657,1009.47687,1017.27203
1969-02-01,1009.06445,1010.0946,1023.5316,1013.91956,1010.18945,1012.25287
1969-03-01,1009.5686,1012.01764,1022.3511,1015.25476,1010.3486,1014.38
1969-04-01,1009.80634,1011.579,1025.6075,1015.36774,1010.3236,1017.61646
1969-05-01,1011.1653,1011.1741,1019.6718,1011.6907,1008.9459,1015.9243
1969-06-01,1011.87787,1011.6408,1019.5895,1015.5405,1009.7595,1013.6319
1969-07-01,1013.0478,1011.0231,1024.3634,1014.30194,1010.2456,1014.61584
