,r50_cluster1,r50_cluster2,r50_cluster3,r50_cluster4,r50_cluster5,r50_cluster6
1965-01-01,6.750252,5.788727,5.7051888,2.7141495,6.732231,2.6764755
1965-02-01,6.8255997,5.641308,7.17614,2.3537827,7.146652,2.9008865
1965-03-01,6.291603,5.113861,7.0336304,3.3333244,6.9582787,2.271881
1965-04-01,6.280136,5.0041122,4.7387543,2.3603363,5.7313957,2.3013687
1965-05-01,5.847698,4.073715,4.601158,2.6109543,4.863243,1.747715
1965-06-01,5.159725,2.9565773,3.7280884,2.3472328,4.6978035,1.405365
1965-07-01,4.86652,2.6076775,3.5249748,2.3472328,3.9131851,1.2382889
1965-08-01,4.425888,2.4848251,3.1433144,1.7591782,3.832924,1.3447609
1965-09-01,5.1908493,2.9565773,3.3120308,1.8509102,4.250622,1.710041
1965-10-01,6.1376266,3.6330833,3.4430733,1.8378067,5.0008354,1.986866
1965-11-01,8.0180855,4.18346,4.425888,2.0048828,6.663437,3.2186623
1965-12-01,10.810921,6.0377083,6.4979935,2.5863838,8.457077,4.1359596
1966-01-01,10.622795,6.559841,6.9505424,3.1502457,9.086262,2.5231552
1966-02-01,10.6884575,7.303486,6.8044395,2.9434052,9.97929,2.992653
1966-03-01,8.61348,5.7620277,5.860523,2.4410782,8.3327675,2.6118011
1966-04-01,6.2774887,4.713047,4.3781624,2.7792473,6.2134666,2.4230194
1966-05-01,4.184452,4.8427315,3.8955307,3.5130386,5.0282326,1.7433968
1966-06-01,2.9122162,4.184452,3.222477,3.1896439,3.680481,1.3494148
1966-07-01,2.4755516,4.076107,3.2618752,3.4736404,2.8974419,1.2509193
1966-08-01,2.3048248,2.8990822,2.7661133,2.9335556,2.280201,1.2919579
1966-09-01,2.4000359,3.4129028,2.7250748,2.0848503,2.5247993,1.4101524
1966-10-01,3.127266,3.7395782,3.324257,2.1258888,3.4621506,2.20961
1966-11-01,4.7869186,6.000057,5.794857,2.7759628,5.08733,3.317688
1966-12-01,5.3073044,6.037815,6.2134666,2.802227,6.23645,3.1617393
1967-01-01,6.005089,6.2618294,6.4695854,3.3785744,6.3547287,2.1387901
1967-02-01,5.258518,5.959484,5.783821,3.0289345,5.82605,2.9123878
1967-03-01,4.4883003,4.5862656,4.817669,2.5830193,5.0051575,2.2637825
1967-04-01,4.221424,4.125149,3.9680634,2.1675072,4.495056,2.1658173
1967-05-01,4.4528275,3.6471367,3.9410362,2.2874298,5.0794754,1.6067314
1967-06-01,3.843071,3.5339699,3.5356598,1.7182121,4.359928,1.5661926
1967-07-01,3.2603378,2.7857094,3.3093224,2.1877747,3.8869858,1.343235
1967-08-01,3.569439,2.5171432,3.317768,2.0948753,3.6606522,1.4108009
1967-09-01,4.8261147,3.5812645,3.7248344,1.9800186,4.5575523,1.8128014
1967-10-01,6.8479385,5.1453514,4.495056,2.3245888,6.6401825,2.424244
1967-11-01,8.045498,5.61829,4.819359,2.6134224,7.8225365,3.0965004
1967-12-01,8.844429,6.5776863,5.5625534,2.6894302,8.052254,2.2705383
1968-01-01,10.759377,8.414223,7.609432,3.4889069,9.742123,3.1895256
1968-02-01,7.722103,6.0320435,5.2208138,2.8998032,7.2698097,2.453949
1968-03-01,5.9081078,4.9230423,4.5222588,2.3573723,6.173687,1.850357
1968-04-01,4.8361244,4.4466095,3.5275383,2.7324066,5.253006,2.0129242
1968-05-01,5.241741,3.75449,3.7673645,2.986721,5.019619,1.2853928
1968-06-01,4.573765,3.0897331,3.3376083,1.9018631,4.1440086,1.3787498
1968-07-01,4.330719,2.5408669,2.9947662,1.9485397,3.7416115,1.2789574
1968-08-01,4.416027,2.5666199,3.0350075,2.0274086,3.5758247,1.3529968
