,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,-2.1258545,0.09301758,3.1037598,3.6211853,3.660614,-7.7361755
1965-02-01,-1.0654297,0.50079346,2.7915344,3.5769043,3.69516,-9.245422
1965-03-01,-0.46411133,1.2658081,2.6608887,3.4093323,3.3878784,-9.210907
1965-04-01,-0.8140869,2.0065613,3.0229492,3.4086304,3.433075,-9.678162
1965-05-01,-1.8509521,2.4086914,3.2808838,3.0668335,3.4216003,-7.917328
1965-06-01,-2.7955017,1.8049316,3.949463,2.9545288,3.2728577,-4.380707
1965-07-01,-3.4517212,1.1976013,3.957367,2.7349243,3.2827759,-1.0716553
1965-08-01,-4.4955444,1.1372375,3.9868164,2.902069,2.9030762,0.22912598
1965-09-01,-4.824127,0.87701416,3.7939453,3.216156,3.0724487,0.27926636
1965-10-01,-4.872711,1.1712341,3.7338867,3.6351013,3.1960144,-1.2038269
1965-11-01,-4.755951,1.1153259,3.7683105,4.0567017,2.8008423,-3.801941
1965-12-01,-3.9496155,1.527008,3.447998,4.305237,2.9899597,-6.105133
1966-01-01,-2.5568237,1.2006531,2.9470215,4.560272,3.4129944,-7.762146
1966-02-01,-1.8592834,1.3056641,2.64859,3.9385986,3.6697998,-8.869446
1966-03-01,-1.3889465,2.0155334,2.523346,3.441162,3.8057861,-9.149536
1966-04-01,-1.1381531,1.8608704,2.7287598,3.5210266,3.4428406,-9.4791565
1966-05-01,-1.967804,1.4386902,3.4255981,3.5556946,3.3786926,-7.343567
1966-06-01,-2.3381653,1.4147644,3.6724854,3.3406677,3.550476,-4.1516113
1966-07-01,-3.834137,0.8769531,3.8956604,3.2158813,3.6707458,-0.42965698
1966-08-01,-4.572693,0.2659912,4.3033752,3.040619,3.3063965,0.59329224
1966-09-01,-4.818939,-0.0014343262,4.3168335,3.2149658,3.0500488,1.1302185
1966-10-01,-5.301178,-0.20831299,4.286957,3.4453125,2.7564392,-0.9163208
1966-11-01,-4.5650635,0.20251465,3.778473,3.8046875,2.9262085,-4.0663147
1966-12-01,-3.3146667,0.3666687,3.3072205,4.1120605,2.7025757,-5.9985046
1967-01-01,-2.1493225,0.34127808,2.9045105,3.7834473,3.638214,-7.2116394
1967-02-01,-0.94381714,0.86065674,2.644104,3.6127014,3.5671082,-8.729126
1967-03-01,-0.88653564,1.4748535,3.059967,3.3599548,3.4661255,-9.331451
1967-04-01,-1.1077576,1.630249,3.198822,3.3420715,3.5559082,-8.783905
1967-05-01,-2.3371887,1.8837585,3.7002563,3.1022644,3.7067566,-7.5292664
1967-06-01,-3.1425476,1.6638794,3.8680115,3.2354736,3.7372742,-4.4552
1967-07-01,-3.9326172,0.8742981,3.9082947,3.0343628,3.3388367,-0.780426
1967-08-01,-4.418976,-0.024749756,4.067993,2.8650208,3.096405,0.8026123
1967-09-01,-4.9482117,-0.06317139,4.2434387,3.1105652,3.1601562,1.8945618
1967-10-01,-4.7832947,-0.29190063,3.9160156,3.1913452,2.9178772,0.21691895
1967-11-01,-4.425659,-0.22424316,3.724762,3.5785217,3.101715,-2.4589233
1967-12-01,-3.5679932,-0.16940308,3.4986572,3.5822754,3.4205322,-5.419525
1968-01-01,-1.9833984,-0.1835022,3.2362366,3.7516174,3.8005981,-7.7698364
1968-02-01,-1.1072083,0.6046448,2.7062378,3.8319702,3.6232605,-9.1406555
1968-03-01,-0.9739075,0.6810608,2.9246216,3.3198242,3.394989,-9.083557
1968-04-01,-1.196167,1.3288269,3.1786804,3.3339844,3.4042053,-8.921997
1968-05-01,-1.8659668,1.1828003,3.5307312,3.5307312,3.382843,-7.2868958
1968-06-01,-3.029419,1.690155,3.9703064,3.5845337,3.298645,-5.451538
1968-07-01,-3.591339,1.0530701,4.3476562,3.3871155,3.3772278,-1.5476074
1968-08-01,-4.3468323,0.7100525,4.1757812,3.157898,3.0916138,1.0231323
1968-09-01,-4.6200867,0.8497925,4.345703,3.4153442,3.120575,0.13510132
1968-10-01,-4.9154663,0.9164734,4.085449,3.4924011,2.8138123,-1.8899536
1968-11-01,-4.815155,0.66516113,3.8370972,3.918213,2.5011292,-3.2759094
1968-12-01,-3.632843,0.69055176,3.5721436,3.9485474,3.1017761,-6.062378
1969-01-01,-2.5790405,1.0332947,2.8986816,4.0995483,3.7687988,-7.4814453
1969-02-01,-0.99432373,1.1894836,2.2667542,3.5865784,3.7783508,-8.408173
1969-03-01,-0.7068176,1.4369812,2.3050537,3.4710693,3.662323,-8.505768
1969-04-01,-1.0296631,1.8863525,2.8892822,3.5727844,3.7865906,-7.7513123
1969-05-01,-2.1484985,1.8535156,3.5245667,3.5332947,3.966034,-5.708008
1969-06-01,-2.9218445,1.898529,3.8623657,3.2142334,3.9766846,-3.8842773
1969-07-01,-4.04245,1.3081055,4.166687,3.2704163,3.4842224,-0.9838867
1969-08-01,-4.4755554,0.50787354,3.8955994,3.2392883,3.7566528,0.8673096
1969-09-01,-4.794739,0.13278198,3.844574,3.3113098,3.4102783,0.20916748
1969-10-01,-4.6851196,0.12445068,3.9280396,3.2388916,3.099945,-1.7009277
1969-11-01,-4.6890564,0.19076538,3.7097778,3.5082703,2.9360352,-4.5865173
1969-12-01,-4.1910095,0.041229248,3.8909607,3.481781,3.2920837,-5.756439
1970-01-01,-2.9855347,0.5022888,3.2963562,3.4487305,3.7555847,-7.710541
1970-02-01,-1.6531982,0.6635742,2.8842773,3.5325623,3.8254395,-9.58551
1970-03-01,-1.4313354,1.1927795,2.524475,3.4171143,3.657318,-9.904999
1970-04-01,-1.7233887,1.3470459,3.175171,3.4634094,3.5786133,-9.783813
1970-05-01,-2.2091675,1.6588135,3.4977722,3.483307,3.476593,-7.874298
1970-06-01,-2.9858093,0.7923279,3.7728882,3.428833,3.8813477,-4.589203
