,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,-1.4201595355536192,-0.6939436848226347,-2.600083837609904,-1.4086785731108293,-1.9684910074327933,-14.952593909369574
1965-02-01,-0.5431477179509082,0.21280319544306975,-2.7710957686428115,-1.4016420607981475,-2.0305344755902435,-17.093043857150608
1965-03-01,-0.2922044341800777,1.0939354109659531,-3.1424441680251824,-1.542707384928413,-2.1693460970665472,-17.73156060112847
1965-04-01,-1.1263207340513477,1.49997121474722,-3.513004202471088,-1.7269247770309448,-2.28267992105843,-17.300260331895615
1965-05-01,-1.8689881754285507,1.2897921758785584,-3.635238409645644,-1.8862011328987454,-2.307447838512334,-14.480324144716615
1965-06-01,-3.2177825351707807,0.7453220978117826,-3.341788867948509,-1.8021994906923045,-2.302779694172469,-10.061085665667498
1965-07-01,-4.323643127470526,-0.019096726911109793,-3.1122611601825665,-1.4873047082320503,-2.232589561379317,-4.902199197698522
1965-08-01,-4.836706123279251,-0.7049145928600379,-2.9743982169792234,-1.178134006002675,-2.2056768823302155,-2.0411547576939615
1965-09-01,-4.868621066326403,-1.063970384890573,-3.1477279146673225,-1.2613550891046938,-2.2264900323793744,-2.8337810547263533
1965-10-01,-4.588643740151674,-0.9900361299514772,-3.459266630502847,-1.2606506762297258,-2.3016441184462924,-6.2719761883770975
1965-11-01,-4.006265820437715,-0.8886499755215227,-3.517231064648763,-1.4217228474824324,-2.1696830586050497,-10.13647821214464
1965-12-01,-2.8867826548241475,-0.294383680611326,-3.3811007102250086,-1.5058266079944114,-1.963091695286108,-13.202209825868959
1966-01-01,-1.6893408680690154,0.4694109423118726,-3.1321946516452046,-1.6891472132309624,-1.901091721021768,-15.81745006419994
1966-02-01,-0.9708189441047551,0.787487730645297,-3.201903764776855,-1.8287481743356455,-1.787106351870479,-17.56652690746166
1966-03-01,-0.963352677476315,0.90760562503547,-3.374100823392752,-1.8283001754594885,-1.8816169373916858,-17.707811991373696
1966-04-01,-1.0982501029058267,0.4951187393121552,-3.7540985263793574,-1.8291057296421216,-2.023696936384747,-17.51172454268844
1966-05-01,-1.9262772935037393,-0.22415755349293093,-3.693217140853853,-1.749950186713882,-2.1714307525844285,-14.355440139770506
1966-06-01,-2.8810410326673783,-0.5708545707819755,-3.388344927837974,-1.8919147926828135,-2.299569456866293,-10.5936806290238
