,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6
1965-01-01,1.1184493e-05,7.954026e-06,-4.7614594e-06,1.5110345e-06,7.531827e-05,-1.1356999e-05
1965-02-01,2.5111403e-05,5.6926947e-06,1.6097401e-06,-4.0033046e-07,7.617973e-05,-9.741765e-06
1965-03-01,1.6712183e-05,6.643888e-06,5.0645467e-06,1.7892162e-06,6.6829314e-05,-4.4743065e-06
1965-04-01,9.111609e-06,7.666873e-06,7.5053467e-06,1.4706166e-07,5.8977483e-05,-1.7485916e-05
1965-05-01,8.68088e-06,4.3197433e-06,-1.8060222e-05,1.7892162e-06,5.6455923e-05,-1.4892568e-05
1965-06-01,9.003925e-06,5.3696494e-06,-1.3694662e-06,3.7095451e-06,-1.8858867e-05,8.824456e-06
1965-07-01,2.363522e-06,1.3495082e-06,-1.6597536e-05,7.011804e-06,-2.9375835e-05,-1.234861e-06
1965-08-01,8.3802297e-07,4.355643e-06,-7.982955e-06,4.965841e-06,-2.3103341e-05,-4.5550696e-06
1965-09-01,2.3994144e-06,-8.490024e-07,-7.1573886e-06,4.1851454e-06,2.525498e-05,-1.3385019e-05
1965-10-01,9.55131e-06,-3.6397687e-06,-2.2008571e-05,1.3225872e-06,2.9634059e-05,-1.2707605e-06
1965-11-01,4.885078e-06,3.942856e-06,-1.1608259e-05,2.1122614e-06,6.962905e-05,-9.687923e-06
1965-12-01,1.7430066e-05,3.9831502e-07,-1.0374497e-06,-6.5158383e-07,7.617973e-05,-1.0334021e-05
1966-01-01,8.453993e-06,2.2705717e-06,-2.169436e-06,-1.5584264e-06,7.2202725e-05,-5.44445e-06
1966-02-01,1.6299366e-05,3.7288482e-06,-1.6344871e-05,3.565914e-06,7.4491974e-05,-7.521885e-06
1966-03-01,2.4959416e-05,4.9427217e-06,6.4335873e-06,-5.9710146e-07,7.685454e-05,5.195274e-06
1966-04-01,1.3333929e-05,2.9793446e-06,3.8103171e-06,-7.681847e-07,9.678163e-05,-7.1308386e-06
1966-05-01,9.71675e-06,4.5383422e-07,-3.3914548e-06,1.5292135e-06,4.7990427e-05,6.5802305e-06
1966-06-01,4.5027955e-06,7.3134433e-06,-9.55044e-06,-2.2183158e-06,-6.5605636e-06,1.0441814e-05
1966-07-01,3.5496196e-06,6.8735135e-06,-1.8324543e-05,5.84183e-07,6.066981e-06,2.7349379e-06
1966-08-01,-1.7213606e-06,2.1076376e-06,-1.9929466e-05,4.657584e-06,-1.2651399e-06,-4.3446307e-06
1966-09-01,1.814351e-06,2.7460555e-07,-2.0418272e-05,2.3683351e-06,1.2690332e-05,-1.0829535e-07
1966-10-01,9.74119e-06,4.486501e-06,-4.760117e-06,1.9691397e-06,2.7908558e-05,-8.53209e-06
1966-11-01,2.298789e-05,5.9773665e-06,3.1422787e-06,-8.0891914e-07,0.00010941731,-9.004601e-06
1966-12-01,2.6678392e-05,2.743087e-06,2.0750485e-06,-8.385541e-08,0.00010815456,-7.1308386e-06
1967-01-01,2.55642e-05,5.537131e-06,-9.514115e-07,3.6393976e-07,8.132238e-05,-1.4554098e-05
1967-02-01,1.9412515e-05,5.48099e-06,-1.2561904e-06,3.2383832e-07,6.957242e-05,-8.643026e-06
1967-03-01,2.0246642e-05,7.341736e-06,-6.589791e-06,2.040215e-06,6.4679945e-05,-1.6743681e-05
1967-04-01,9.427051e-06,5.3205804e-06,2.3770735e-06,2.5054032e-06,3.9944873e-05,-2.594314e-05
1967-05-01,1.0325344e-05,4.927577e-06,-5.4428674e-06,-2.9060175e-08,5.005064e-05,-1.3447276e-05
