,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5,zgv500_cluster6
1965-01-01,0.12877765,-0.14805755,-0.026638579,0.15585776,-0.08285923,-0.21458034
1965-02-01,0.02869904,0.22885628,0.15379731,0.3149534,-0.08506684,-0.98091793
1965-03-01,-0.13819683,-0.11376581,0.27035952,0.3009718,0.06887765,-0.33187842
1965-04-01,0.19883272,-0.5878148,-0.34012023,0.14261205,-0.008830476,-0.063579366
1965-05-01,0.022076178,-0.1024334,0.20104031,0.07314567,-0.06946634,-0.6415335
1965-06-01,-0.27845407,-0.3359993,0.14364228,0.28787327,0.036646463,-0.41944727
1965-07-01,-0.13701944,-0.8110784,0.42327374,0.29537916,-0.0030906678,0.3620492
1965-08-01,-0.2989114,-0.6332917,0.26049882,0.005003929,-0.06269634,-0.08815749
1965-09-01,-0.14894056,-0.138344,0.21531625,0.09139533,-0.05857544,-0.18337938
1965-10-01,-0.24931355,-0.30906639,0.13481192,-0.30700582,0.07079091,-0.48170203
1965-11-01,-0.015894841,-0.68539155,0.23989443,0.13966855,-0.08359508,0.76692617
1965-12-01,-0.35263005,-0.44608584,0.019279862,0.18176048,-0.042827748,0.30597574
1966-01-01,0.28933367,-0.022423362,0.3126251,-0.34647712,-0.036166716,-0.18705425
1966-02-01,-0.03660078,0.13772278,0.39305988,0.0649554,-0.06524477,-0.32361978
1966-03-01,0.104160115,-0.77700573,0.032550026,0.17996559,-0.1192055,-0.018806696
1966-04-01,-0.025316715,-0.2065843,-0.24868234,0.07421412,-0.050344087,-0.59906554
1966-05-01,-0.044702075,-0.7140756,-0.089114785,0.15233421,-0.09562478,0.30134106
1966-06-01,-0.23537302,-0.36846653,0.18994756,-0.063942716,0.04340005,-0.02705269
1966-07-01,-0.19067092,-0.91617525,0.37410852,-0.027486753,-0.05092273,0.43067327
1966-08-01,-0.029512024,-0.6311815,0.23884499,-0.12238817,-0.015479374,0.1261495
1966-09-01,0.14828353,-0.7856857,0.09215279,0.25128636,-0.04354472,0.06596808
1966-10-01,-0.62452686,-0.18864565,0.08217087,0.16231623,-0.012152004,-0.5140014
1966-11-01,0.038192034,-0.5317954,-0.30076236,-0.012875366,-0.09938612,0.34777912
1966-12-01,-0.01967473,0.22423378,0.29700106,0.31580776,0.057288073,-0.5354121
1967-01-01,0.0319734,-0.11157389,0.16119918,-0.13905096,0.0930892,-0.71373945
1967-02-01,0.08393017,-0.2712744,0.0059950114,0.040632844,-0.062448036,-0.010158217
1967-03-01,0.111240804,-0.5970032,-0.044796072,0.0076602935,0.057119142,0.38851005
1967-04-01,0.18268132,-0.93222415,-0.37768573,0.1297254,-0.007327235,0.31074142
1967-05-01,0.22481295,-0.33688635,-0.11257298,0.28193206,-0.007327241,0.242798
1967-06-01,-0.1635306,-0.57468843,-0.004329729,0.18667802,-0.033805203,-0.53139114
1967-07-01,-0.111740336,-0.80616254,0.13255635,0.11956718,0.041465502,-0.25029176
1967-08-01,0.0056619523,-0.38567907,-0.076602936,0.06544556,0.057285666,-0.3110745
1967-09-01,-0.21815181,-0.36119944,0.20749402,0.07194018,-0.02348047,0.07160707
1967-10-01,0.34954247,-0.16103268,0.067277335,0.03880105,0.005828482,-0.42980903
1967-11-01,0.22631168,-0.47277325,0.26244825,0.04912579,0.042464674,0.10041642
1967-12-01,-0.11623661,0.19983372,-0.29192376,0.1327229,-0.06644471,-0.5057458
1968-01-01,0.100935504,-0.20059688,0.15685348,-0.24448197,-0.01613835,-0.31073418
1968-02-01,0.0390718,-0.91365755,-0.173275,-0.020243715,0.084372476,-0.18714833
1968-03-01,0.02930386,-0.32503214,-0.12981467,0.34796566,-0.039779663,-0.40218478
1968-04-01,0.17214248,-0.173275,-0.24349105,-0.19281091,-0.009484815,0.11933889
1968-05-01,-0.21857564,-0.44437107,0.048131943,0.0036806823,0.1033421,-0.30889383
1968-06-01,-0.31030944,-0.4691449,0.00084939005,0.21701841,0.028029775,1.119209
1968-07-01,0.045159053,-0.34824872,0.15557942,0.18757303,0.005662584,-0.21135585
1968-08-01,-0.11721542,-0.34739938,0.13986576,-0.15501317,-0.08111648,0.14057359
1968-09-01,-0.10305898,-0.27520147,0.13731761,0.04629164,0.066393755,-0.44635296
1968-10-01,-0.16053419,-0.53058386,0.30238184,0.09782107,0.017695546,0.01896968
1968-11-01,0.03779771,-0.21347933,0.10305898,-0.046433173,0.101926446,-0.13491103
1968-12-01,0.10404994,-0.36268836,0.0014156342,0.101218656,0.10305898,-0.031144237
1969-01-01,0.1477807,-0.50527066,0.27481756,-0.1521717,0.19456781,-0.14611511
1969-02-01,-0.23923512,-0.6254939,-0.16140802,0.28072274,0.2025928,0.2118291
1969-03-01,0.022863602,-0.29768124,0.019835304,0.04406166,0.10190208,-0.52313757
1969-04-01,0.32932687,-0.17730653,0.029223036,-0.111744,-0.08221815,-0.012264585
1969-05-01,-0.1220402,-0.60535574,0.13672742,0.35597587,-0.022560786,-0.17140135
1969-06-01,0.06419982,-0.26300722,0.09645116,0.21213193,-0.041033365,-0.18184909
1969-07-01,-0.012113189,-0.7903845,0.13294205,-0.05678048,-0.05314653,-0.15156607
1969-08-01,-0.09963085,-0.6665273,0.11416664,0.03255415,-0.04451592,-0.22939317
1969-09-01,0.047695637,-0.25074264,0.08963747,0.23984079,0.019683886,0.1812433
1969-10-01,0.03255415,0.28420535,0.059354544,0.0022711754,0.00045423507,-0.4436449
1969-11-01,0.332658,-0.11083555,-0.08827473,-0.06631961,0.008630633,0.1733698
