,r400_cluster1,r400_cluster2,r400_cluster3,r400_cluster4,r400_cluster5,r400_cluster6
1965-01-01,39.527467368305594,64.47817312704551,20.062030445445668,33.338380471254005,25.16149003929067,46.115758747397784
1965-02-01,40.91328883516616,78.40462761956292,34.873306390010946,40.07453184861403,12.89505067272721,55.03700621827634
1965-03-01,49.25532133682915,85.68153896847286,35.0682460900509,41.014040433443505,15.960812791485651,53.51209811821669
1965-04-01,38.60787101413893,69.3531912726325,56.90486792362097,54.9469972268129,35.19669113872207,63.50418593355282
1965-05-01,61.245749653249554,74.65787836023279,80.90908166133995,50.979756086300576,49.69802571234302,65.9152459241673
1965-06-01,82.20900383548461,87.8017013137405,95.74787833473899,53.60601865328275,70.97491504990052,64.06080051810441
1965-07-01,95.80939472585486,81.16258157266152,71.5554497458718,55.58817447760166,88.16247387467143,70.4594320879725
1965-08-01,65.04093114880548,69.01693601866026,76.74040360884233,53.01493620261168,87.30677667065201,57.50920644063436
1965-09-01,86.66846786720166,70.5185348923142,78.36990356445312,43.85641049116086,92.19208120185638,58.882707607246445
1965-10-01,53.771038331847265,56.38740642650708,72.79190294670336,51.408283527080826,83.29609309401467,57.3061914501076
1965-11-01,52.71412946175838,59.54138266073691,50.57790351636482,48.60377678504357,64.33444869852511,60.80237976805179
1965-12-01,36.17503401161968,70.70303221006651,31.31850849498402,39.616856208214394,25.365259937036814,54.27614543252363
1966-01-01,38.621830594712414,74.46947871027766,30.34661610921224,33.47678795838967,15.84980688362478,49.08266353036115
1966-02-01,28.008643440578297,70.3200881545608,28.982321421305336,43.27392578125,13.971696835812006,58.00885868643572
1966-03-01,28.758411131043367,76.5548293654983,33.06583057750355,45.293201544345955,26.51212460526796,65.31375039837317
1966-04-01,31.956360305564992,67.86830489699905,48.53229522705078,55.22197821201422,34.010040425808626,66.73393477936705
1966-05-01,75.5620873492697,77.21184910954656,83.78653670802261,53.00093430739182,61.841110871216955,60.998743022987234
1966-06-01,65.95562368199445,82.86968437401025,86.62561936811967,56.584945091834435,69.90045387054158,65.41095436690097
1966-07-01,81.2786821006001,86.32698574581661,86.68867746988931,51.907069866473854,74.1766849410868,63.53058044068114
1966-08-01,73.12660217285156,77.33906410835885,72.08928772897431,59.112235827323715,88.34167908285265,51.3340430345364
1966-09-01,79.0748209193133,74.38108598863757,62.63859488747336,49.67823028564453,97.12741887458016,51.567719510929315
1966-10-01,62.24650507387908,82.03625550141206,54.67296947132457,42.475617237580124,80.70251250935492,53.94134293059389
1966-11-01,63.91157067340354,82.40890502929688,41.80246699940074,44.56259409586588,56.365013122558594,57.69221825514011
1966-12-01,60.16907622848732,79.7317917282517,37.453648538300484,48.04687010936248,31.38041095198872,57.228259697645726
1967-01-01,47.54302536231884,84.29507693728885,29.010503942316227,26.58095482068184,20.625692884498665,44.57202385999486
1967-02-01,36.04108561640201,69.7201496845967,24.075375181255918,27.63692415677584,23.263414329457504,47.75956890540209
1967-03-01,33.327450959578805,72.11026887635927,41.00821234963157,36.269532717191254,44.48465186858845,58.52635549214072
1967-04-01,38.63235141920007,70.7727844650681,57.64631213563861,47.959161416078224,44.34254726516866,66.47873838504631
1967-05-01,63.07554383208787,84.27125054436762,79.72106355609316,60.507745009202225,80.72720821772779,64.06528450057893
1967-06-01,67.9107223731884,76.32154516271643,78.43410029555811,57.466888427734375,75.31703521158093,67.88891089890532
1967-07-01,82.02668894892155,81.4541481636666,73.3463345151959,55.10567885178786,104.32464029187354,63.697351238684746
1967-08-01,91.34646982386494,84.70632192250845,84.73717082630503,53.85029621613331,99.07067557361638,59.63062811754421
1967-09-01,70.25886203931726,72.46360263308964,78.25133005777994,43.95442864833734,99.12628102525372,55.73245065654823
1967-10-01,67.771441694619,67.99623644029772,52.05938165838068,38.24620124621269,84.73324642003139,57.26845107392637
1967-11-01,47.566632256991625,70.20197687922297,41.593369570645415,41.61225343361879,49.525606743643216,61.79338786416425
1967-12-01,24.133942092674367,59.38360368883288,28.089063817804508,47.69704769819211,24.35757111166125,52.545147741626124
1968-01-01,37.29800901551178,73.7668733339052,22.706302007039387,30.139548961932842,15.823704282814097,50.01551690929664
1968-02-01,40.255958446557976,74.45424054120038,26.159719987349074,21.83076907426883,21.4399600697455,50.740147208025355
1968-03-01,27.21003103947294,68.94903440733214,42.31865911772757,50.180190648788056,34.83449454619505,60.305052888607555
1968-04-01,31.304685620294105,56.55392827214421,56.75463242964311,43.261146545410156,47.050579463210056,60.013191999789484
1968-05-01,49.29648136747056,73.11747782939189,67.82960024746981,62.43346287653996,62.0516072923892,62.64593158653397
1968-06-01,59.952406952346585,76.76394179060652,84.37289035681522,49.547811654897835,72.9166833039756,62.90412034817085
1968-07-01,76.76764225614244,77.02698063206029,72.33264807498816,50.109794812324715,98.86092783134674,58.549746210703596
1968-08-01,85.19512674082881,83.54022051836994,86.98826992150508,48.91756986960387,103.07889920528804,56.120983283676786
1968-09-01,73.120233286982,76.64568617537215,71.13050403016986,45.33367156982422,92.31867567401065,56.60748281878626
1968-10-01,54.909343995909765,74.07966304469753,59.25616640033144,39.64342459654197,76.34722629440165,57.12023523753275
1968-11-01,42.260095347528875,75.54809982712204,33.785097526781485,44.40491994222005,57.30154269209532,54.20907757239428
1968-12-01,42.674006586489476,79.11972870697846,25.651905753395774,40.343565818590996,23.378865072660357,57.903753497643386
1969-01-01,28.896635857181273,55.58396932241079,38.25456734859582,45.07629687969501,22.234547695266865,59.22944531469288
1969-02-01,13.407975348873416,49.55365464494035,15.22876132618297,30.52520507421249,12.532325548546336,56.45822079595692
