,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6
1965-01-01,-17.511627,1.3955383,-5.2087097,-11.565491,-0.766449,-7.63266
1965-02-01,-19.575043,1.3379517,-5.8545837,-14.186249,-1.3893738,-9.083862
1965-03-01,-21.033539,0.6383972,-6.1694336,-15.354828,-1.1643677,-9.889709
1965-04-01,-20.805603,0.9940796,-4.8173523,-15.35144,-1.2228394,-9.895782
1965-05-01,-17.27362,0.9619446,-3.0457153,-12.985535,-0.5753479,-7.322296
1965-06-01,-11.602875,1.7234192,-0.81082153,-9.257233,0.5912781,-4.114441
1965-07-01,-7.91568,2.1324158,2.1838074,-6.2591248,1.7502136,-0.582428
1965-08-01,-3.690857,2.6978455,2.3061829,-3.574585,2.848053,1.3491516
1965-09-01,-4.730957,2.268982,0.6274109,-3.3777466,2.2854614,0.82650757
1965-10-01,-8.3376465,2.1984253,-1.007904,-5.8707886,1.5627441,-2.5182495
1965-11-01,-12.387817,1.8580627,-1.686554,-9.1475525,0.6630554,-3.8545532
1965-12-01,-15.976227,1.0323792,-3.1090088,-10.112915,-0.42956543,-5.998474
1966-01-01,-19.140747,0.6260376,-4.245941,-12.599579,-0.9307251,-7.671112
1966-02-01,-20.324005,0.29907227,-4.5976257,-14.872101,-1.373169,-8.606262
1966-03-01,-20.921204,0.40689087,-4.592682,-14.160126,-1.4746399,-8.251312
1966-04-01,-20.948792,0.30114746,-4.192627,-14.889191,-1.111908,-8.29657
1966-05-01,-17.108673,0.8834839,-2.9561768,-12.517578,-0.54818726,-7.0752563
1966-06-01,-12.403259,1.9862366,-1.101532,-9.738068,1.6993103,-4.8075867
1966-07-01,-7.6191406,2.340149,1.6416931,-5.240906,2.201477,-1.0154114
1966-08-01,-3.0298157,2.8477173,2.8986511,-1.243103,2.824524,1.3403931
1966-09-01,-3.605072,2.778778,1.2739563,-1.3423157,2.9381104,0.92752075
1966-10-01,-7.537689,2.723175,-0.66567993,-3.9995422,2.3000793,-0.93899536
1966-11-01,-11.663605,1.99823,-2.5742188,-7.237915,1.3320618,-3.369995
1966-12-01,-16.035583,2.0004883,-3.7973938,-10.031464,0.15777588,-5.686981
1967-01-01,-19.075531,1.6481018,-5.104004,-12.1050415,-0.20645142,-7.225006
1967-02-01,-19.962372,0.7903137,-5.64328,-12.508575,-0.54037476,-8.136383
1967-03-01,-20.828552,0.5701904,-5.649536,-14.391937,-1.4866943,-8.949463
1967-04-01,-19.401215,0.43997192,-3.7965088,-13.598145,-1.5458069,-8.756683
1967-05-01,-14.908081,1.0732422,-1.946228,-10.516357,-1.0026855,-7.0431213
1967-06-01,-9.189941,1.9769592,-0.668396,-8.111664,1.23172,-4.7776794
1967-07-01,-4.688629,2.5107117,1.9753418,-4.412201,2.0634766,-0.37304688
1967-08-01,-0.39431763,3.062378,2.904602,-1.8757629,2.4473572,2.126831
1967-09-01,-2.8761292,2.6089172,1.7489929,-2.27063,2.18219,0.6246338
1967-10-01,-7.961975,2.8593445,-0.7706299,-5.0617065,2.1581726,-1.4637756
1967-11-01,-11.705231,2.0584412,-1.9426575,-7.9009705,1.1849976,-3.550293
1967-12-01,-15.439392,1.6858215,-3.9900513,-8.726349,-0.017486572,-6.299835
1968-01-01,-18.322144,1.5265808,-5.4296265,-11.315979,-0.3494873,-8.187073
1968-02-01,-20.47754,1.1443481,-6.7239075,-13.27652,-1.6487122,-9.288452
1968-03-01,-21.042328,0.9381714,-6.649658,-13.943665,-1.3128052,-9.691986
1968-04-01,-19.296661,0.7687073,-5.2996826,-12.998779,-1.5010681,-8.880676
1968-05-01,-15.963043,1.462616,-3.347992,-11.336945,-0.8798828,-7.646637
1968-06-01,-11.646698,2.2953796,-1.9701538,-9.507019,1.425354,-4.6469727
1968-07-01,-6.579315,2.592743,1.102478,-6.74057,2.088745,-1.4759216
1968-08-01,-2.9062195,2.6853638,2.3475342,-2.699463,2.7694397,1.3152771
1968-09-01,-6.281189,2.5654297,1.1854553,-4.099457,2.8710938,0.083984375
1968-10-01,-9.521912,2.2518005,-0.6733093,-5.791046,1.6142578,-2.3040466
1968-11-01,-12.213043,1.7607117,-3.2022095,-6.892517,1.0751648,-4.1044006
1968-12-01,-15.358154,1.4398193,-3.998413,-9.437164,-0.40408325,-6.3433533
1969-01-01,-18.477814,0.99487305,-5.201172,-11.277283,-1.1699524,-8.164368
1969-02-01,-20.831512,0.23944092,-5.570038,-12.820831,-2.0863953,-8.794708
1969-03-01,-21.028442,0.12966919,-5.9305115,-14.097595,-1.9705505,-9.597687
1969-04-01,-21.101715,0.19229126,-4.956238,-13.836029,-1.6720581,-9.416138
1969-05-01,-17.615204,0.83099365,-2.5500793,-11.766785,-1.0713196,-7.4725037
1969-06-01,-13.018524,1.6384583,-2.061554,-8.397614,0.63653564,-4.4099426
1969-07-01,-6.877899,2.3275146,1.8967896,-4.9971313,1.8547363,-1.0427856
1969-08-01,-3.472107,2.6675415,2.3640137,-2.5783997,2.9439087,1.4897766
1969-09-01,-4.5336914,2.570984,2.2243652,-3.2964172,2.854004,1.0778503
1969-10-01,-8.827118,2.4425964,-0.3826294,-6.5612793,1.8939819,-2.044464
1969-11-01,-13.110748,2.1676636,-2.8890991,-8.375519,1.1236877,-4.1694336
1969-12-01,-17.027649,1.9051514,-4.7257385,-10.200378,0.03463745,-6.341919
1970-01-01,-20.037323,1.1256714,-5.808136,-12.74762,-0.8341675,-8.172424
1970-02-01,-21.359192,0.6390991,-6.3587646,-13.523987,-1.4343872,-9.177124
1970-03-01,-22.435333,0.65908813,-6.840851,-14.2994995,-1.3818359,-10.124115
1970-04-01,-21.154083,0.76101685,-5.7094116,-14.572052,-0.89404297,-9.331543
1970-05-01,-16.898712,1.3167725,-2.8901062,-12.216095,-0.26132202,-7.5375977
