,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6
1965-01-01,0.35749358,0.6452484,2.9365335,-0.75181234,2.7100446,-2.0732684
1965-02-01,1.239008,0.337941,2.2437057,-0.68142164,2.3926344,-2.1273658
1965-03-01,0.42788467,0.67914045,2.397197,-0.5966919,2.5754552,-2.6644216
1965-04-01,1.3755531,0.4145233,1.3071175,-0.2740677,1.4531132,-1.691008
1965-05-01,1.5837923,0.06028824,1.431279,-0.18314628,-0.1971592,0.19846268
1965-06-01,1.9963605,-0.057029724,2.1237807,-0.0019554137,0.0778862,-0.9134506
1965-07-01,2.6034808,-0.34706575,1.0148003,0.51782835,-0.13589326,-1.0050237
1965-08-01,0.58202744,0.08342628,0.3464138,0.54976463,-0.020530319,0.9958992
1965-09-01,2.0823936,0.27634925,0.70130044,0.6550251,-0.2851475,1.1080027
1965-10-01,0.62536985,-0.09548378,0.43831292,-0.54064023,-0.1398037,1.141243
1965-11-01,2.2534823,-0.52793086,1.4469211,-0.38910484,0.6263477,0.7166176
1965-12-01,1.2318386,-0.18607903,2.5093007,-0.5768131,1.5358875,-0.8485996
1966-01-01,0.07188187,0.44278222,3.2580104,-0.5917984,3.0357985,-1.7586555
1966-02-01,1.0352371,0.8107281,1.5774733,-0.33676416,2.065879,0.19562492
1966-03-01,1.7310848,0.6768101,1.8459651,-0.14639053,0.5881882,-1.1570107
1966-04-01,1.1481483,0.34595412,2.023209,-0.08008804,0.87407607,-0.04923439
1966-05-01,0.6915808,0.27210236,0.7943165,0.2336998,0.37122804,-0.5878601
1966-06-01,0.8471615,0.2812931,1.2896153,0.25043947,0.19070168,-0.6137899
1966-07-01,1.7809753,-0.24092063,0.33676377,0.18479347,-0.16116104,0.5993479
1966-08-01,-0.119147494,0.85274124,-0.3059101,0.45820922,0.38763922,1.2436631
1966-09-01,1.6043876,1.1012112,0.19004516,0.913792,0.20612831,2.7515514
1966-10-01,1.4399449,-0.19299889,1.1222184,-0.28556022,0.19464035,0.13523063
1966-11-01,1.931633,-0.24748535,2.178134,-0.010503387,1.234473,0.31477243
1966-12-01,1.4386314,0.15361099,3.2530868,-0.6170719,2.4400609,-0.16378632
1967-01-01,1.120372,0.06041031,3.0868213,-0.8708927,2.2413986,-1.3900986
1967-02-01,0.4636925,0.7285198,2.122537,-0.26743966,2.1702123,-0.80297244
1967-03-01,1.1866611,0.39511833,1.3127073,-1.060942,1.4469169,-0.14302635
1967-04-01,1.9435905,-0.010449219,1.6905187,-0.45650864,0.8307282,-0.8398716
1967-05-01,0.676926,0.24033622,0.9094254,-0.27462348,0.38924026,-0.116576195
1967-06-01,0.5753706,0.32785034,1.6885598,0.20474319,0.21225396,-0.540757
1967-07-01,1.356464,0.37095413,-0.18972206,0.46173325,0.047022246,0.92836475
1967-08-01,1.1017597,0.4698967,-0.117882535,0.766399,0.6720276,1.007062
1967-09-01,0.9303242,0.33470765,-0.26188812,0.7040291,-0.45879441,1.7130502
1967-10-01,2.362873,-0.06073723,1.3917309,-0.05910454,-0.39968985,1.2059273
1967-11-01,3.1615996,-0.116576,2.1186182,-0.6168419,0.8833019,0.45389596
1967-12-01,1.1621704,1.0021636,2.6410885,-0.41960907,1.6892128,-1.105352
1968-01-01,0.34425506,0.6659004,2.6154647,-0.84203947,3.0990264,-1.5480541
1968-02-01,0.2950241,1.1399807,2.76717,-0.34243202,3.2478142,-3.7109542
1968-03-01,0.7745743,1.1786362,1.3048146,0.020056915,1.4794953,0.00875206
1968-04-01,0.867202,0.51528853,1.1935883,-0.0579834,0.84386253,-0.6659006
