,vws_u250-50_cluster1,vws_u250-50_cluster2,vws_u250-50_cluster3,vws_u250-50_cluster4,vws_u250-50_cluster5,vws_u250-50_cluster6
1965-01-01,-97.51701586606623,5.606297768031913,-14.273315590257134,-45.19193942268876,36.68424219419905,-50.59448147669921
1965-02-01,-95.50640014439196,6.487478256742211,-14.940384368762885,-44.59758132576408,37.119413319274685,-59.979083578555105
1965-03-01,-100.98478913056047,6.05930491542377,-15.238209691509367,-48.0263143870013,39.06000598319423,-53.295332273842725
1965-04-01,-61.009027079529965,-0.8955777088297222,-18.250452957075105,-31.014032090873915,32.519323475538094,-48.2204471570979
1965-05-01,-51.55381825401065,-7.81658111287609,-15.314675780519513,-16.735191996337598,12.56129644807933,-48.34475742512573
1965-06-01,-45.81645937348182,-8.463942521461936,-13.993203541251773,-16.20262944645775,3.06869601263546,-52.00500339723993
1965-07-01,-28.539994237900473,-11.990151898336853,-20.223182982681617,-13.531376565902935,1.7911631863458226,-50.02699735065099
1965-08-01,-28.31356131025413,-12.232076437071976,-19.2794641885699,-16.741653855188808,-6.053257780736388,-37.32579406933214
1965-09-01,-33.562376848210704,-11.229637007120536,-17.035359091729113,-13.618219609147125,-8.32289475615379,-48.07939113250498
1965-10-01,-48.118498749801,-12.11638000585075,-16.48182770568497,-20.34438645763579,-17.32316874737804,-37.53058680424259
1965-11-01,-58.07682439192708,-11.421284855568121,-15.579227558840405,-24.993388822766676,-27.658304257878676,-44.93691730924591
1965-12-01,-72.06207323808513,-12.283618621326257,-14.280800048325316,-32.34739083104123,-32.44019031172224,-34.352869168412866
1966-01-01,-91.33953309387182,-10.467223153918333,-16.926024052734288,-44.350886506339535,-27.73791938877228,-43.215224287649434
1966-02-01,-79.55769048469523,-12.568630474112949,-21.1467466273355,-43.22226252599494,-25.72321740012422,-39.55422100474882
1966-03-01,-71.47637522334956,-16.750794264104222,-22.35551622529781,-34.1479890909268,-29.385622242667758,-47.53678923981597
1966-04-01,-52.95392470925802,-17.940676527521738,-23.49167231345817,-28.24024063068418,-27.364713023826457,-41.61188394128698
1966-05-01,-51.80381218588035,-19.443778291125533,-21.123073394265052,-24.051630610245144,-22.402611798344935,-42.5404951708323
1966-06-01,-47.976582404093705,-13.775142842544227,-20.549299695434883,-18.211571181306276,6.673530071024941,-49.73792284143172
1966-07-01,-26.444402282465393,-12.712806414542317,-23.682423462778505,-16.68624737098286,11.11213349619555,-45.20891564508818
