,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6
1965-01-01,0.14767308126796375,1.3927760877107318,5.175660665218646,-0.6254842765228722,3.4990545581368835,-2.8599316956566985
1965-02-01,1.3690191687959612,1.0163282877520512,5.366288010890667,-0.5077619866658283,3.097745250253116,-2.4313422500110065
1965-03-01,0.18756916802940946,1.2015286244844134,5.198131387050335,-0.44999412631475794,3.542876243591308,-3.5616819975806067
1965-04-01,0.8269942168033484,0.9883998255980642,2.9598315174763017,-0.16534352294539892,1.7869460232117595,-2.007887207093786
1965-05-01,2.243019775910811,-0.2619907652076922,2.485441817687108,0.04888043929171818,0.21846879492787752,0.6085215044803307
1965-06-01,2.3944753589052143,0.07453013799692455,1.5496714470478203,0.012687577675747614,0.21277850165086631,-1.0443165654041728
1965-07-01,2.5975487448952412,0.008410701871310409,-0.19025590557318467,0.45722091710695656,-0.6224122994086321,-0.2003830231604029
1965-08-01,1.570563605337432,0.3888084308097237,0.5922064471703309,0.2385301855943536,0.10141904520637848,1.4582021314589704
1965-09-01,2.7702264713518545,0.3859907388687134,0.8176650708684554,0.332876927750085,-0.3803538925507489,0.9149672555141762
1965-10-01,1.7020987741874924,-0.053824582382252344,2.422524644778325,-0.10695423422661679,0.5176698460298426,1.5608297996833675
1965-11-01,2.48065861788663,-0.14553469066557131,3.3141033007548404,-0.28129072198944705,1.0631977635271408,1.0336208538930924
1965-12-01,1.6946198362292664,0.3539952792619404,5.334433454733628,-0.6272268391424609,2.215613863047431,-1.305156946182251
1966-01-01,0.8504434065385298,1.3757776272924322,5.9474894633659945,-0.8124999141180387,3.793682771570542,-2.86447102906274
1966-02-01,1.118566592534383,1.3333455512398167,4.484696227770585,-0.3444491765431819,2.592658295350916,0.3311376346916449
1966-03-01,1.8745743867122764,0.924113784965716,3.623446822166443,-0.12274082469683821,1.637330651283264,-1.8943770987088564
1966-04-01,1.7225211316888982,0.47529567229120356,3.1134623747605543,-0.12075165186517982,1.3817433048697079,-0.7577621057385304
1966-05-01,1.2980091752427996,0.3500596473091527,2.247675909445836,0.13013112769331983,0.34012785729239964,-0.19663963161531042
1966-06-01,2.0562634323582505,0.41679081163908305,1.9509035807389479,0.12840375664734072,0.5933969774666954,-1.0594289810931097
1966-07-01,2.2760647715944233,0.5414047131412908,0.5664324244627585,0.2902138197133618,-0.20170441883451798,1.1766217771123668
1966-08-01,0.7764294291987563,0.9506669483686748,0.22079871537593693,0.34586800442587945,0.46193336739259605,2.2840671851986745
1966-09-01,1.993487820480809,0.6421379352870741,-0.8391349110752344,0.49390424323338333,-0.024517987142590913,2.98233051769069
1966-10-01,2.0828743775685625,-0.0994064305957995,2.358889407836474,0.04901004334290822,0.5013512776178471,-0.3687862001481603
1966-11-01,2.024311369115656,-0.05154258228446308,3.510818343896132,-0.22784656574649195,1.2300933985149158,-0.5299055674036995
1966-12-01,2.015009793368253,0.5940889841631839,5.478134063573984,-0.6033196564643614,2.8705898453207577,-0.8629202842712402
1967-01-01,1.8791971784649473,0.5884060342060892,5.788281101446885,-0.9657649904169061,2.858279382481294,-2.180995706652032
1967-02-01,0.7635385701150604,1.302000880241394,5.062500559366666,-0.47934447885841447,3.1323068282183475,-1.6114258375324186
1967-03-01,1.0846242760166978,0.7942530669664082,4.001039610459254,-0.5390692462203323,2.160565467441783,-0.8048791377270809
1967-04-01,1.6192134582635127,0.06458303940139319,2.7866658109884996,-0.1939432435138251,1.0330412317724789,-1.0234283619239681
1967-05-01,0.8775776082819158,0.5331540578290036,1.6128218517853663,0.0724296874156402,0.6204644546789281,-0.3668749430140511
1967-06-01,1.474281603639776,0.01315760156629901,2.020627718705397,0.13578804109686163,0.5974638111451093,-0.7657299276258125
