,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11,sst_cluster12
1965-01-01,24.921936,14.145874,21.309967,15.849823,25.924866,18.986298,28.786407,10.602722,17.638092,27.729614,28.153717,26.792053
1965-02-01,24.290771,13.138458,20.96817,14.171326,26.4393,17.758362,28.459595,8.241638,16.363739,27.454681,28.352325,26.762115
1965-03-01,24.395538,12.982269,20.843445,13.229279,26.871887,16.907135,28.507477,6.9118958,16.494965,27.591888,28.083862,26.967682
1965-04-01,25.429382,13.186371,22.71753,14.342468,28.250519,17.471436,28.90866,7.517151,16.72699,28.433136,28.52594,27.51056
1965-05-01,26.794556,14.77005,24.400024,16.914612,29.189087,19.504211,28.81485,9.988525,17.928986,28.749481,28.28946,27.656769
1965-06-01,27.906738,16.181122,26.18332,20.02414,28.398224,22.523926,29.075806,12.901947,21.070953,28.826813,28.230072,28.14624
1965-07-01,29.06784,19.27768,28.735504,22.761932,28.035461,25.069641,29.218018,15.803925,24.042267,28.38623,28.663666,28.599792
1965-08-01,29.497925,22.183655,28.75,26.203278,28.735016,27.28003,29.413116,19.4628,25.401459,28.599304,28.515472,29.329773
1965-09-01,28.80188,21.942139,27.223663,24.000854,28.311401,27.33493,29.307312,19.637451,25.30365,28.496002,29.208038,29.032898
1965-10-01,28.172699,21.265045,25.876465,22.053406,28.854279,24.247864,29.294342,18.364075,24.334656,28.820831,29.427582,28.783905
1965-11-01,27.552979,18.572662,25.396973,20.569489,29.01593,22.81482,29.272888,14.999573,21.908722,28.81485,29.971954,28.427155
1965-12-01,26.486206,15.955597,23.901062,17.626617,28.331848,20.688263,28.691101,12.82312,19.444855,28.789917,29.046356,27.378326
1966-01-01,25.37622,14.075531,22.796265,15.393738,27.757996,19.045837,28.395416,10.475861,17.75232,28.11856,29.177094,27.123108
