,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6,mgu500_cluster7,mgu500_cluster8,mgu500_cluster9,mgu500_cluster10,mgu500_cluster11,mgu500_cluster12
1965-01-01,-0.21703796,0.037150573,1.166988,-2.0951035,3.2721932,0.54813576,2.078483,-1.9957088,-1.0864948,0.22779198,1.1832817,-1.1275558
1965-02-01,0.8150341,0.3982296,2.5194032,-2.156369,2.7937965,-0.13654518,1.7897507,-1.8226643,-0.7316078,0.9714573,1.1070255,-0.8495777
1965-03-01,0.35684204,0.13784866,1.4941746,-2.7690296,3.066887,-0.16326752,1.6587455,-1.6851418,-1.0451072,0.07495308,1.3273224,-2.1472447
1965-04-01,0.48882484,0.3190399,1.7907283,-1.6108406,1.7382609,0.38486806,1.2526951,-0.85772437,-0.35814553,0.8688046,0.91508025,-1.0675936
1965-05-01,2.4711723,0.31871375,1.523504,-0.23756866,0.5012085,-0.25223368,1.9269474,-0.13296032,0.013035202,0.7394289,0.22355576,1.8194062
1965-06-01,1.5903099,0.006191635,1.280721,-1.0571649,0.48198128,-0.29850882,2.3571131,-0.98905545,0.3030712,1.1650326,-0.0671318,0.085055545
1965-07-01,1.5547886,0.240176,0.72020185,-1.0460848,0.056703568,0.22290401,1.4495285,-0.049534418,0.6263477,2.4949617,-0.8365421,0.47220477
1965-08-01,1.423132,0.3183876,0.8479481,1.0281616,-0.23952445,-0.2284443,0.72997856,0.5963661,0.29394683,0.6243919,0.17923585,0.99068487
1965-09-01,2.0325336,0.14241104,1.5961761,0.7498571,-0.43798715,0.16326752,1.3494823,-0.48752135,0.5357517,1.7389128,0.01759758,1.5352358
1965-10-01,1.8539498,-0.14338875,1.7376093,0.7420362,0.23072548,-0.4797001,0.9124729,-0.32849044,-0.37867624,0.19846287,0.12383537,2.3421226
1965-11-01,1.7555326,-1.0470631,2.4154465,0.6247177,1.2683372,0.10004616,1.6698256,-0.15218735,-0.2176899,1.9536698,-0.28221434,1.6463621
1965-12-01,0.6517662,-0.626022,3.4889054,-1.024903,2.4835558,-0.25255927,2.4571593,-1.4498543,-0.55791205,0.9004154,0.63058394,-0.19422646
1966-01-01,0.33971786,0.06433334,2.862493,-1.7783496,3.4582305,0.7900494,2.2532983,-1.3726574,-0.92068446,0.08599548,1.5364441,-1.619487
1966-02-01,0.67910767,0.5642273,1.6628128,0.08402672,2.1095338,0.6016453,1.2613876,-0.2911396,-0.79759824,0.8218876,1.3349113,1.2436631
1966-03-01,1.0096352,0.76346284,2.0235374,-1.284364,1.2400528,0.6489105,2.0435596,-0.87112236,-0.5123669,1.1665294,0.99092597,-0.9577751
1966-04-01,1.7251766,0.06958465,1.4977131,-0.08008842,1.4471657,0.84026873,2.0074544,-0.449675,-0.29704818,0.8320629,0.2671791,-0.8379711
1966-05-01,1.3949772,0.5363277,1.2351291,-0.56455535,1.1927875,0.08993511,1.1602929,-0.064004704,0.007221222,-0.19004516,0.5077717,0.52713716
1966-06-01,2.308441,0.34431344,1.5505583,-0.6663065,0.7040531,0.34037438,1.4845841,-0.8645576,0.19989204,0.5593039,0.35974008,-0.23008958
1966-07-01,1.9421364,0.27046126,0.37483865,0.51696223,-0.19529648,0.92790604,1.003727,-0.09715595,0.21302147,1.8046081,0.19923553,1.6670796
