,r500_cluster1,r500_cluster2,r500_cluster3,r500_cluster4,r500_cluster5,r500_cluster6,r500_cluster7,r500_cluster8,r500_cluster9,r500_cluster10,r500_cluster11,r500_cluster12
1965-01-01,46.94254,18.858551,49.669857,17.679173,61.242523,5.785454,8.062313,40.727863,31.304289,29.458231,40.55587,16.267193
1965-02-01,65.68649,30.35587,40.641045,7.3448563,70.26642,17.88229,5.3284416,45.96136,54.995087,35.443584,46.962196,12.101688
1965-03-01,80.33701,34.16756,40.876923,12.750347,57.004944,14.257332,7.0483704,38.989914,38.267544,45.894203,55.370193,9.213844
1965-04-01,70.05675,59.288357,41.20289,27.065073,73.39669,27.450008,15.618534,37.767944,61.46202,40.62958,36.837547,18.734062
1965-05-01,69.56862,66.44817,41.71232,16.814293,67.35236,51.694458,30.026627,47.58465,46.015415,34.39525,47.899147,16.550571
1965-06-01,76.305824,73.992935,45.45685,31.872684,60.972248,53.03109,49.761585,52.788662,44.67387,33.982464,74.734955,16.101753
1965-07-01,61.077084,49.6027,45.243904,38.65248,80.60237,53.909073,57.69783,73.41143,58.27769,52.90496,70.433495,19.919994
1965-08-01,62.882187,47.330753,39.189754,37.514053,57.28341,43.77787,44.55757,49.01628,52.30872,41.564896,48.447887,37.92028
1965-09-01,70.85611,66.706985,39.551758,58.053284,70.84137,46.40363,56.07946,71.44252,52.505283,35.00787,62.518547,21.83321
1965-10-01,61.288387,63.19014,43.142315,22.953623,52.012238,28.866903,59.075413,49.871334,70.436775,24.298443,40.077564,28.665426
1965-11-01,64.674194,44.870434,37.363354,10.987827,55.0475,26.131395,44.523174,45.117775,65.085335,27.318966,38.765503,13.939556
1965-12-01,73.72102,28.236261,34.73104,7.013973,62.777355,10.742126,16.331078,31.019272,60.785515,31.317392,40.31672,8.630707
1966-01-01,77.002396,23.599617,54.29091,8.429623,47.719597,11.3385315,12.901329,21.440918,43.820805,30.917854,32.718685,4.419201
1966-02-01,70.82671,17.223656,37.244568,7.6400146,59.539093,21.697006,6.9177094,16.06797,66.70302,33.90556,26.045595,11.123482
1966-03-01,71.73451,33.322792,47.87555,7.152458,75.41005,16.89862,14.643066,31.254381,75.260666,32.767933,26.58404,9.956306
1966-04-01,66.41738,53.50458,48.143127,16.537468,69.350914,14.951687,20.625042,34.114044,77.73619,35.809814,33.312943,12.188877
1966-05-01,73.963806,56.85016,49.97843,18.497536,71.288,60.072613,35.6752,60.00859,50.722076,30.279274,51.153816,24.83738
1966-06-01,74.93891,77.55233,53.16313,37.395596,69.49702,33.375324,41.859097,60.517483,50.87803,43.47771,57.534702,15.549225
1966-07-01,76.69378,57.67752,57.155495,40.527763,64.73803,51.882687,38.661266,49.095253,73.91948,33.281754,72.967354,27.836576
1966-08-01,73.27433,34.301186,43.49741,57.17355,57.319653,40.39315,47.479923,53.238644,57.303238,40.360317,56.669582,47.955986
1966-09-01,68.93559,36.125,36.34333,74.06394,55.628807,44.37895,56.456173,57.68573,49.783085,33.222656,51.10621,45.30645
1966-10-01,81.242645,55.84878,37.00818,35.69326,57.60365,21.793861,57.66603,50.39704,44.96007,32.817184,48.840805,21.445843
1966-11-01,78.458496,33.55754,40.355392,23.179367,61.23322,29.231934,36.044563,49.549976,51.07338,32.95672,58.562344,15.252098
1966-12-01,76.363815,23.985392,49.659966,15.879189,59.82637,21.96951,20.600418,49.407158,57.17027,38.196693,49.06078,9.350555
1967-01-01,72.95844,31.348013,42.171623,13.295151,59.77519,11.678703,15.131176,36.089256,45.154533,30.751768,47.99894,9.202515
1967-02-01,58.391834,28.32963,33.73806,25.922695,49.88733,7.9576645,16.66824,31.638535,27.431042,33.859673,36.46254,8.428917
1967-03-01,62.952347,42.21385,49.53938,14.4487915,64.78162,16.948624,37.678673,39.705566,56.29907,34.971085,29.59475,28.620152
1967-04-01,67.45036,47.25068,52.008812,19.877487,60.266712,24.82986,32.868183,40.43694,49.563026,38.538414,31.49834,14.129555
1967-05-01,79.346535,68.71886,45.446743,41.801712,60.32752,31.045668,57.06084,55.204544,56.631817,48.99212,49.11035,22.169563
1967-06-01,60.10625,52.35845,52.82126,41.029808,65.98424,48.01752,54.995102,59.927208,63.54521,33.525234,46.171356,32.829334
1967-07-01,71.05823,53.69113,56.86322,65.71736,65.49441,47.838478,58.249954,58.623238,58.020237,35.67205,66.86425,52.496956
1967-08-01,71.16971,58.322582,64.303604,59.359676,69.49921,56.35143,55.92578,63.29016,56.138607,34.209312,70.299835,54.275555
1967-09-01,61.504807,55.65553,48.223587,55.187656,63.242867,40.661587,59.90187,51.767273,54.488377,30.991617,53.084755,57.842884
1967-10-01,63.092537,44.289726,36.86116,40.006226,57.32265,30.228153,58.87998,57.46622,39.33904,22.907692,54.990032,28.300917
1967-11-01,74.09857,39.820427,47.06488,22.43306,60.038685,20.120712,33.00331,42.02636,51.471684,26.871956,36.509834,13.256302
1967-12-01,58.8462,32.74488,36.322346,24.132273,42.946907,11.494595,14.762959,26.861822,44.46708,48.329998,26.201393,9.737953
1968-01-01,55.71171,20.630928,40.17766,26.56223,52.824127,7.8943253,4.742771,27.160994,50.79445,35.33122,47.38214,12.809982
1968-02-01,38.970478,29.031324,45.128727,21.456644,64.770424,10.9831085,7.207035,43.826576,37.671547,22.145544,42.695045,11.000816
1968-03-01,72.57367,43.105488,44.65873,13.825626,63.616356,12.20639,18.279335,28.983036,32.76555,31.244495,29.902107,17.244373
1968-04-01,68.23585,45.8466,55.22079,7.913643,47.33546,17.231499,35.268444,37.607162,54.441753,31.075489,25.583605,16.050064
1968-05-01,74.146225,59.146553,46.173344,26.731236,53.896107,37.462303,43.828186,38.638905,43.738052,44.492943,45.125507,21.403526
1968-06-01,75.17796,69.03581,50.524036,30.354399,41.116047,39.95554,54.568913,42.722404,30.183783,45.88362,54.586617,25.699495
1968-07-01,77.4861,47.620358,52.341255,55.671474,42.8222,52.941628,60.11874,61.089317,41.610188,38.624416,60.588737,32.64644
1968-08-01,74.173584,58.332108,48.98689,67.05442,47.184162,57.06859,55.80668,48.690727,47.64611,26.541304,64.80905,41.241592
1968-09-01,66.83069,38.635685,46.427658,59.643913,49.617844,41.91279,48.671413,48.465385,35.105877,40.87944,59.12563,44.412464
1968-10-01,73.58931,54.770107,46.92341,32.686676,58.15827,22.2389,41.051662,51.74571,54.858635,25.131313,43.649525,38.19788
1968-11-01,71.67069,27.486128,42.941307,36.066795,58.311184,18.079746,36.31628,53.35368,68.4628,35.92837,29.96971,23.137045
1968-12-01,76.92758,15.509247,42.97833,8.494701,63.3041,13.854599,19.177479,36.420902,78.632126,26.262848,50.696262,10.954136
1969-01-01,47.038933,21.816265,54.599213,5.375492,35.713547,14.332855,9.381237,13.270004,61.093304,37.769062,29.170996,11.677399
1969-02-01,55.29441,7.295643,51.636265,2.8119469,38.843613,4.6853065,3.966713,9.105499,61.23368,23.621107,19.304527,6.9998474
1969-03-01,63.173885,30.257244,42.815933,10.566082,52.461815,14.337868,11.583813,15.922119,64.036194,35.00331,29.281292,9.409649
1969-04-01,70.05902,39.5856,42.600357,16.585564,78.015366,15.3840065,12.623268,48.705067,65.353065,27.62351,30.713467,13.438789
1969-05-01,77.76302,57.256344,46.791603,37.423134,54.049404,37.526745,37.018715,50.346138,69.33876,40.417835,50.90263,12.457825
1969-06-01,81.90915,61.17185,45.907562,32.25594,58.569866,55.87096,31.259933,57.26971,71.20376,32.800735,69.78328,12.467854
1969-07-01,66.29559,50.153954,51.724834,55.384655,69.45239,56.81683,51.55772,64.564285,59.66614,42.219334,67.996826,29.724146
1969-08-01,66.11511,50.64527,47.353107,47.2261,62.450275,51.435726,46.31031,50.852497,42.302895,37.406425,52.306396,27.620169
