,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9,vo850_cluster10,vo850_cluster11,vo850_cluster12
1965-01-01,1.1963419847933646e-05,-8.78809598317475e-06,-3.416500931052724e-05,3.3299687876696344e-06,0.0016119927749969065,0.009896350820781663,-0.0005853332757916567,2.054651469569018e-05,7.423922296665194e-06,1.0023200047726277e-05,9.001962275871803e-06,-5.482469554763378e-06
1965-02-01,1.4422329723646935e-05,-8.89839412127735e-06,-1.8605253769367532e-05,-2.640956856102212e-06,0.002591004522400908,0.010404252680018544,-0.00014179830551646383,8.646905413911554e-08,7.196041030544653e-06,-6.542080654980964e-06,1.6399864274185016e-05,-2.6326382262263132e-05
1965-03-01,2.7626345819533945e-05,-8.206342133745216e-06,-7.366692703466728e-06,2.0693088394498613e-05,0.0048568195779807866,0.006772666529286653,-6.513803003014929e-05,8.223434571680793e-06,-2.460985292095251e-07,2.374443713253843e-06,1.0990235262774727e-05,-1.9653743504200176e-05
1965-04-01,6.446661105795871e-06,-6.312766123389849e-06,1.179939041711415e-06,6.034987682537378e-06,0.0004992762114852667,0.004320202424423769,0.00016738514594700452,-1.0825760005611136e-06,2.944474938767935e-06,-6.261716912882144e-06,1.0721198966011133e-05,-2.2745442082651143e-05
1965-05-01,-2.9573409567372157e-05,-6.744004284017848e-06,2.0341669174480815e-05,-4.0347601063093976e-05,0.004794004780706018,0.00648641143925488,-3.92479380804746e-05,3.566660211618e-06,2.1424205882609655e-06,-9.230857066376707e-08,2.633204830334119e-06,-1.1127515724028189e-05
1965-06-01,2.0850351435141278e-05,-8.60222632204901e-06,9.020720069331998e-06,1.226623023443529e-06,0.001976318162633106,0.002497679633961525,0.00014146609308746908,1.1825702276010732e-06,6.318110847671589e-06,4.456260743129153e-07,-3.945841099932029e-06,1.0941398724709161e-05
1965-07-01,2.173996143448256e-05,-6.778396770708397e-06,-4.799176492399835e-05,-2.9946520795499012e-05,0.0021055369870737195,0.002888028393499553,5.674807214615742e-06,2.58137437082372e-05,8.744739556345005e-06,1.0882635908476206e-05,-7.762463521829908e-06,3.194886298066505e-05
1965-08-01,-1.2233784638318377e-05,-3.738247963754963e-06,-2.102019769673851e-05,-7.338236746759123e-06,-0.0009023882739711553,0.00527588308614213,7.290951283981225e-05,-3.722627442667462e-06,4.806003693779025e-06,-2.8985736280320555e-07,-1.5389468344659603e-06,8.191491028034163e-06
1965-09-01,-4.843469958779259e-05,-3.0508396762814568e-06,3.3379478736605957e-06,-2.0736093653755706e-05,0.0005638852599076927,0.0031626179406885058,2.6395749890590583e-05,-2.1406287167089677e-06,7.950722681050172e-06,5.420840428390269e-06,-7.751178578118704e-06,2.0984618192703304e-05
1965-10-01,-8.907222938712668e-06,-1.8408058283643063e-06,-1.930573359589159e-05,-6.422167090299215e-05,-0.001195822551380843,0.004147911022300832,-3.629854096029053e-05,-1.0710189971260578e-05,3.6956301393594774e-06,7.878010895486417e-06,1.9203141840900973e-07,-2.789126605554285e-06
1965-11-01,-3.6613220380296785e-05,-6.676050888261937e-06,-2.3170413701986293e-05,-5.364504234065585e-05,0.00020673905964940786,0.011704515782184899,-0.0007375173091921689,1.7286237411181817e-06,8.448024067951741e-06,1.2177393829107234e-05,2.0932001151356043e-06,3.843874681967087e-07
1965-12-01,-2.0419623052265915e-06,-8.015413131055894e-06,-1.6442455879379327e-05,-1.2909976762982652e-05,0.004422500933287665,0.015205086674541235,-0.0010024941210368913,1.2787821064689938e-05,4.881419331299925e-06,-3.631115911654585e-06,1.2282175814062812e-05,-2.0991971790109103e-05
1966-01-01,9.8637516342793e-06,-9.503917947479683e-06,-3.5061885585361907e-06,6.145355358888121e-06,0.002070678601739928,0.01599274983163923,-0.000876295962370932,1.535768102588587e-05,1.5010858886752329e-05,-1.4407622630743492e-05,1.300070657524019e-05,-2.7416456027933192e-05
1966-02-01,-1.4564992712761383e-05,-7.178165860085113e-06,-5.78173821200575e-06,-4.069816777305475e-05,0.003907782593159936,0.013295342796482146,-0.0008071814850804263,9.444999126241203e-06,9.03195540415793e-06,-1.3459014604045984e-05,1.1521038553527011e-05,-2.456264133443034e-05
1966-03-01,1.6215643392150432e-05,-7.718048292611834e-06,-6.454781344343375e-06,2.098078331745574e-05,0.004611666372511536,0.006393372314050794,-0.00027775638175496297,1.1642738296690037e-05,4.535331109844231e-06,-9.689717393889117e-06,1.2206650043059732e-05,-2.394202876929762e-05
1966-04-01,-2.0823714171806037e-06,-8.484656940176715e-06,-1.0631570798328278e-05,2.7082856614351445e-06,0.0018873755834647454,0.00609845737926662,-7.134679955405382e-05,-6.109886705665056e-06,5.590842041177287e-06,-6.802969841778072e-06,1.1871270544361323e-05,-2.011257248984582e-05
1966-05-01,9.82946193499419e-06,-5.0700713827831265e-06,5.906849358845128e-06,-2.504976375506806e-05,0.0019264802176621743,0.002492682688171044,-5.846772442704864e-05,-5.694414539902937e-06,2.9959358385069744e-06,-2.1689032791982754e-06,-5.455798068063948e-07,7.109543375696465e-06
1966-06-01,8.261124024172133e-06,-8.277998115706241e-06,1.3859732916898791e-05,1.0084017563001353e-05,-7.844791980460286e-05,1.1166775948368013e-05,-2.9289429091607285e-05,1.0276528428221354e-05,4.585474808091358e-06,-3.6912849863155216e-06,1.0252800321479033e-06,-6.960060157480922e-06
1966-07-01,-4.852067831961904e-05,-4.794652540578859e-06,-3.174053030566678e-05,-3.6884118700349376e-05,0.0020682344256783836,0.007283817103598267,8.934969498243715e-05,1.5124557897004045e-05,8.320552280094017e-06,8.32589282456158e-06,-3.4779845475163826e-06,6.519289632794936e-06
1966-08-01,-1.2239045715362478e-05,-4.470152226696339e-07,1.8511034990556903e-05,-3.831595598097445e-05,0.0010262585419695824,0.0040397611883236095,0.00026187192686068423,-9.422532540074e-06,3.350257105483723e-06,-1.2639110183146033e-05,-2.993882977845227e-06,6.986831466769573e-06
1966-09-01,-3.264950254770855e-05,-8.137648387119265e-07,1.0479185773095065e-05,-3.758842348875275e-05,-8.385541150346398e-06,-0.0011342734069330618,0.000239147811953444,-1.1739912637990942e-05,6.273408130423544e-07,-1.2886817381109318e-05,-6.643488898301191e-06,2.780832180245098e-05
1966-10-01,-1.0895636338458504e-05,-2.655025424446205e-06,-1.817689962990698e-05,-1.158372984007102e-05,0.0005203419277677312,0.003434453174122609,-0.00013847625918320512,4.923174918241619e-06,1.664127351146076e-06,1.4788209531009974e-05,-7.635953917953174e-07,2.059171287683279e-06
1966-11-01,-2.5624801590031264e-05,-4.882565948297803e-06,-2.0791566969689613e-05,9.986069926526397e-06,0.005111879727337509,0.012501029414124787,-0.001106148972342323,-8.185768830447738e-07,9.042127014214218e-07,1.6026081084419275e-05,2.9580322494971705e-06,3.5721740925687414e-06
