,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7,zgv250_cluster8,zgv250_cluster9,zgv250_cluster10,zgv250_cluster11,zgv250_cluster12
1965-01-01,-0.38559714,0.74499714,-0.052541353,0.484204,-0.2151691,-1.0003449,0.4165039,-0.41046944,-0.7881192,-0.371027,-0.47434345,-0.4251871
1965-02-01,-0.0859499,0.2809561,-0.056515,-0.14246488,-0.22620717,-0.117003635,-0.40546566,-0.35159978,0.24224916,0.16336367,-0.29302448,-0.5438097
1965-03-01,-0.28242785,0.093308605,0.18249631,-0.129072,-0.0011773587,-0.41017514,0.1580654,-0.7697225,0.23827533,0.3754421,-0.30582863,-0.2650612
1965-04-01,-0.06254916,0.5033367,-0.26197058,0.096693635,-0.081828974,0.09875407,-0.33570498,-0.031789683,0.028110314,-0.20074601,-0.29199404,-0.13113251
1965-05-01,0.44505563,-0.769281,-0.13481197,1.0938005,0.2560836,-1.0453804,1.4885225,-0.35513192,-0.92278403,-0.76368827,-0.38059315,0.15688796
1965-06-01,0.28625435,-0.92925966,-0.15865402,0.5786902,0.03105383,-0.21163693,0.21148968,0.33143693,-0.7021694,-0.5591159,0.12951353,-0.32775757
1965-07-01,-0.20236492,-0.1638052,-0.46198064,0.49082685,0.18485108,0.49318165,-0.14217055,-0.57574654,0.5763352,-0.3429165,0.06637569,0.4042883
1965-08-01,0.009566355,0.12053585,0.5870789,0.54851925,0.042533398,-0.33173123,-0.32334232,0.6811236,-0.6915728,0.0007358551,0.35159984,0.24813616
1965-09-01,0.1474688,-0.75618255,0.07388153,0.5524929,0.07859125,-1.0734905,1.186815,-0.4075264,-1.0015223,-0.53821695,-0.2905224,-0.08977642
1965-10-01,0.101697564,-0.7410235,1.0311043,-0.04665432,0.4404932,-0.9392675,0.69245595,-0.74588025,-0.70246375,0.13024941,-0.295232,-0.2340074
1965-11-01,0.4282778,1.1180845,-1.0578902,0.67538375,0.2290035,-0.11450176,-0.67052686,0.53851146,-0.22296925,-0.8599405,0.95383775,0.09904842
1965-12-01,-0.16895632,0.5099596,0.042827796,0.12333219,-0.06711157,-0.6026795,-0.014717484,0.05504322,-0.41856417,-0.15100098,-0.46492425,0.0039735795
1966-01-01,-0.15913352,0.4439826,0.23103294,0.20311232,0.03804741,-0.455122,0.07985611,-0.7071317,0.027920723,0.15667419,-0.27559036,-0.3061152
