,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10,abs_vo850_cluster11,abs_vo850_cluster12
1965-01-01,9.28798e-05,6.198895e-05,4.942601e-05,8.401396e-05,1.6119928e-05,0.00019270893,4.939278e-05,9.111959e-05,1.9890727e-05,2.5060921e-05,5.8830265e-05,3.3947454e-05
1965-02-01,8.963139e-05,6.439385e-05,4.6303227e-05,7.7472265e-05,2.5910045e-05,0.00019778794,6.480929e-05,8.931591e-05,2.1945662e-05,2.5132706e-05,6.888958e-05,2.5126483e-05
1965-03-01,8.37986e-05,6.267991e-05,5.4514e-05,8.3206345e-05,4.8568196e-05,0.0001614721,7.703123e-05,9.019531e-05,2.3345534e-05,2.5105785e-05,6.7435874e-05,3.0169602e-05
1965-04-01,8.353836e-05,6.110057e-05,4.586352e-05,9.551802e-05,4.992762e-06,0.00013694745,8.9028836e-05,8.607646e-05,2.2277685e-05,2.4226383e-05,7.025356e-05,2.5611054e-05
1965-05-01,7.0840826e-05,6.4124644e-05,6.750766e-05,7.6574914e-05,4.7940048e-05,0.00015860953,8.1930775e-05,9.513075e-05,2.2107188e-05,2.1776612e-05,6.314653e-05,2.8455655e-05
1965-06-01,8.809692e-05,6.71218e-05,6.617958e-05,7.819912e-05,1.9763182e-05,0.00011872222,9.153245e-05,9.349757e-05,2.6477288e-05,2.567112e-05,6.382852e-05,4.6321944e-05
1965-07-01,8.7827706e-05,6.488739e-05,5.2934658e-05,6.727834e-05,2.105537e-05,0.0001226257,9.116453e-05,0.00010086483,2.9393688e-05,2.4118699e-05,6.564117e-05,4.9005026e-05
1965-08-01,7.575832e-05,6.556938e-05,5.326668e-05,8.389731e-05,-9.023883e-06,0.00014650426,8.4604886e-05,8.7951936e-05,2.7832297e-05,2.1902239e-05,6.8763955e-05,4.2391544e-05
1965-09-01,5.6474215e-05,6.5677064e-05,5.479218e-05,8.159111e-05,5.6388526e-06,0.0001253716,7.451864e-05,8.713534e-05,3.3036937e-05,2.6909465e-05,6.39362e-05,5.2818777e-05
1965-10-01,7.517504e-05,6.660134e-05,5.6470228e-05,6.4882406e-05,-1.19582255e-05,0.00013522453,7.957971e-05,8.241527e-05,3.2184456e-05,2.3293132e-05,7.176111e-05,3.392951e-05
1965-11-01,7.288679e-05,6.6547494e-05,4.744286e-05,6.5734894e-05,2.0673906e-06,0.00021079057,4.4340675e-05,8.667769e-05,3.4930352e-05,2.8524699e-05,6.0005797e-05,3.381285e-05
1965-12-01,8.605095e-05,6.4384876e-05,5.452297e-05,8.30538e-05,4.422501e-05,0.00024579628,1.39922195e-05,0.0001009097,1.9881749e-05,2.4055886e-05,6.0840335e-05,3.0815692e-05
1966-01-01,8.404835e-05,6.562504e-05,5.3315223e-05,7.942911e-05,2.0706786e-05,0.00025367292,3.0124662e-05,9.722884e-05,2.5697564e-05,2.491581e-05,6.3392814e-05,2.6691814e-05
1966-02-01,7.102161e-05,6.3148414e-05,5.946606e-05,7.3596e-05,3.9077826e-05,0.00022669884,2.8063521e-05,8.974192e-05,2.7612065e-05,2.2911694e-05,6.475333e-05,2.6537025e-05
