,zgv250GLB_cluster1,zgv250GLB_cluster2,zgv250GLB_cluster3,zgv250GLB_cluster4,zgv250GLB_cluster5,zgv250GLB_cluster6,zgv250GLB_cluster7,zgv250GLB_cluster8
1984-02-01,-0.046428584,0.22577572,-0.12535734,-0.051734734,-0.38602084,0.10081653,-0.060622502,-0.30125538
1984-03-01,0.6385924,0.11660216,0.11275516,0.04496951,0.36559218,-0.06606121,0.25442877,-0.26185745
1984-04-01,-0.5811536,0.18253079,0.069642924,0.14021444,-0.41321468,-0.121245004,0.15931647,-0.039530657
1984-05-01,0.6851537,0.23797984,0.12734707,0.069510266,0.94382745,0.19181652,-0.07614293,-0.13185725
1984-06-01,0.7823885,0.31465334,0.27154106,-0.13902056,-0.0923266,-0.31266358,-0.1520206,-0.13583688
1984-07-01,0.007826519,0.22909203,0.06566334,0.097234786,-0.07295923,-0.5005005,-0.09975519,0.057836793
1984-08-01,-0.19301033,0.28241864,0.28175527,-0.05359192,-0.06990824,-0.78185785,-0.24527574,-0.24806142
1984-09-01,-0.10917356,0.21542883,0.20534714,-0.037540864,0.16130634,-0.10731645,-0.18319407,-0.09298988
1984-10-01,-0.5462658,0.19539814,0.07985721,0.14392872,-0.10877566,-0.004642868,-0.28493902,-0.0049081324
1984-11-01,-0.039530657,0.19911246,0.34582686,-0.083836794,-0.0068979263,-0.016183663,-0.11447968,-0.3287146
1984-12-01,0.3791229,0.20561245,-0.14538789,-0.051204108,0.063275576,0.15016326,-0.20123486,-0.12615314
1985-01-01,0.0048124315,0.13247538,-0.069913864,-0.101328276,0.2518503,0.025799941,0.0914361,0.19583893
1985-02-01,0.010426903,0.059085943,-0.1330101,-0.11309197,0.009491349,0.08755942,-0.12485571,0.03261757
1985-03-01,0.79953086,0.38352358,-0.25064713,0.0914361,0.21294975,-0.30064288,-0.426167,-0.053471375
1985-04-01,-0.13113852,0.0017378092,0.031147074,0.103600815,-0.17779239,-0.10426922,-0.17632191,0.26735693
1985-05-01,-0.034088038,0.21321717,-0.21562338,0.1267272,-0.3424843,0.4446146,-0.38846967,0.07606306
1985-06-01,0.32136306,-0.5194746,0.3938168,0.034087993,-0.24075496,-0.4142696,-0.030746078,-0.24369583
1985-07-01,0.45784873,0.2637477,0.17485145,0.08969827,-0.23928447,-0.33085424,0.05601127,-0.22137156
1985-08-01,0.070448495,0.12726192,-0.1560028,0.022056961,0.025799941,-0.2900823,-0.18768463,-0.1507893
1985-09-01,0.1890213,0.07739983,0.18434265,0.09985783,-0.10654183,-0.24369588,-0.1275293,-0.14824943
1985-10-01,0.06911178,0.37443343,0.1708411,0.097451605,-0.047856905,-0.1163003,0.0280725,-0.23594253
1985-11-01,-0.26388133,-0.31320864,0.20332496,0.20599854,0.49126846,-0.19490328,0.085286856,-0.1974431
1985-12-01,-0.44260946,0.41346756,-0.033553313,0.15880997,0.030746054,0.24195805,-0.016041398,-0.0006683826
1986-01-01,0.6589119,0.2931665,-0.055989362,-0.123643205,-0.09759255,-0.09370442,0.040825557,-0.16913457
1986-02-01,0.48848122,0.27242973,0.022940064,-0.11871815,0.1473608,-0.26387578,-0.25052643,0.28007635
1986-03-01,0.5602824,0.16032138,-0.17172666,-0.094482064,0.048213065,0.044065714,0.08981626,0.08502088
1986-04-01,-0.9208435,0.18300226,0.096814916,-0.1791141,0.78618395,0.6576158,0.13064185,-0.0012960673
1986-05-01,-0.2195509,0.07672615,0.49185094,-0.006739461,-0.45504308,0.04121437,-0.47772402,-0.21566269
1986-06-01,0.12468,-0.20684958,0.3024981,-0.03434533,-0.20477593,-0.10498005,-0.03771515,-0.03434534
1986-07-01,-0.7466544,-0.13077144,0.16757926,0.05961833,-0.17405954,-0.35071114,-0.3232348,-0.10044384
1986-08-01,-0.057285406,0.04276967,0.29394412,-0.0692091,0.019829582,-0.2152739,-0.26685673,-0.4136991
1986-09-01,-0.35589534,0.20412779,0.24262056,0.05819266,-0.18105821,-0.14632407,-0.11638546,-0.06143279
1986-10-01,-0.040566374,0.40242353,-0.029031526,0.083206415,0.24002843,-0.055989362,-0.12403202,-0.22227259
1986-11-01,-0.2665975,0.05858146,-0.15137865,-0.11534846,0.09435245,-0.0047953604,-0.03175323,-0.13401157
1986-12-01,0.7588373,0.06246958,0.4162913,0.17639239,-0.5982567,0.40657085,-0.041603185,0.085020885
1987-01-01,0.2602784,0.44527954,-0.040979385,-0.066962674,-0.23117717,0.19598827,0.075871274,0.024053097
1987-02-01,0.05315442,0.44602194,-0.18811902,-0.10111213,-0.2942795,0.059984397,0.03949461,0.3769806
1987-03-01,-0.12561074,-0.02375617,-0.12650156,-0.03667357,-0.054490756,0.8221117,-0.204006,0.22315946
1987-04-01,0.07809837,0.084928274,0.36035126,0.1686687,-0.6850683,0.14134917,-0.13407382,-0.052412033
1987-05-01,-0.099181935,0.0038603782,-0.11878081,0.052411985,-1.2023587,-0.22479267,-0.17921053,-0.039346147
1987-06-01,-0.4850711,0.16065101,0.35946044,0.019450378,-0.44156766,0.31877798,-0.5019974,0.10838747
1987-07-01,0.23592834,-0.024053097,0.15990868,0.07305012,-0.22761373,-0.7269384,-0.1128418,-0.04365196
1987-08-01,0.25448784,0.355303,0.20281824,0.12932262,-0.07438649,-0.25879368,-0.077949904,-0.079137705
1987-09-01,-0.19287033,0.36035132,0.31922334,0.08314657,-0.1775773,-0.31343284,-0.08774929,-0.44127068
1987-10-01,0.1973246,0.32590482,-0.06607182,-0.12575917,-0.38915557,0.107793584,-0.26027846,-0.17460775
1987-11-01,0.3916797,0.012026573,0.010987187,-0.08671002,-0.28848886,-0.118335344,-0.34773082,-0.15307875
1987-12-01,0.46680856,0.010838747,-0.21024199,-0.13184671,0.7640576,-0.1937612,0.041573286,0.36213303
1988-01-01,-0.6033641,0.23971859,0.01640606,0.12826571,0.15728143,0.15606117,-0.0013558387,-0.117418766
1988-02-01,-0.15009537,0.4806575,0.34452772,-0.023321057,-0.24365065,0.26941222,-0.19551711,-0.04609971
1988-03-01,0.45882797,0.066980205,0.13667212,-0.107656434,-0.08325072,-0.0055591585,0.09274181,-0.22331253
1988-04-01,-0.32202014,0.24500652,0.3403245,-0.1305707,0.103588805,-0.47604752,-0.58261925,-0.19280535
1988-05-01,0.7721705,0.0900301,0.18846655,0.050709702,-0.6901401,0.33557886,-0.3717808,-0.0021694005
1988-06-01,0.77067906,0.1241981,0.28378454,0.034032464,-0.5033006,-0.25165033,-0.00881319,-0.15050206
1988-07-01,-0.2473115,-0.14223123,0.1913139,-0.13585863,-0.19321212,-0.18765306,0.07186131,0.05165882
1988-08-01,0.052065562,0.0,0.059387304,0.02711749,-0.124604866,-0.40296587,0.08677597,-0.17165372
1988-09-01,-0.18589039,0.05003176,0.16297612,0.13884158,-0.31713906,-0.19348328,-0.09762297,-0.008406448
1988-10-01,-0.6768526,0.27632722,0.23456626,-0.12148633,-0.43672714,0.014914608,-0.12501162,-0.122164294
1988-11-01,0.1987712,-0.13735008,0.0063725947,-0.22087196,-0.4730646,0.4657429,0.0055590747,-0.24704032
1988-12-01,0.12419815,0.0786407,-0.37272987,-0.109690234,0.08026771,0.26453105,-0.23510864,0.26561585
1989-01-01,-0.012864113,0.30683252,0.17759602,0.08123438,-0.2755062,0.012387658,0.15484564,-0.0033350945
1989-02-01,-0.6035406,0.28682172,-0.20761223,-0.017747689,0.11637249,0.26919317,0.44762295,-0.15282078
1989-03-01,0.1796209,0.11827824,-0.23036265,0.01072011,-0.058483936,0.23727112,0.08278285,-0.110655025
1989-04-01,-0.7856629,-0.066107154,-0.06289115,0.058007576,0.7037138,-0.20272866,0.18307516,-0.018938828
1989-05-01,-0.37377357,0.16294524,0.3281536,-0.12923653,-0.51837546,-0.1834325,-0.44619352,-0.19558194
1989-06-01,0.32827273,0.18938811,0.29241997,-0.103984796,-0.39223585,-0.20427708,-0.052051924,-0.07504058
1989-07-01,-0.29206267,-0.19855972,-0.052885722,-0.09731452,-0.2122576,-0.19975087,-0.1503193,0.013578748
1989-08-01,0.042761218,0.26156998,-0.060270738,0.10684357,-0.03144555,-0.1933188,-0.38056293,-0.21368694
1989-09-01,0.01655657,0.26538157,0.020963717,-0.08361659,0.00023821593,-0.2601406,-0.11267996,-0.15103403
1989-10-01,0.32982102,0.30873835,0.1459122,-0.08647533,-0.28884664,-0.09088244,-0.09826741,0.010600972
1989-11-01,0.17771515,0.15079582,-0.09898208,0.2090416,0.049550593,-0.009171677,-0.04490523,-0.1230427
1989-12-01,-0.6841794,0.4284459,-0.00428803,0.16092034,0.19963174,0.026204586,0.21726032,-0.107915476
1990-01-01,0.41623983,0.43011886,0.05630169,-0.038232803,0.72694665,-0.14206362,-0.13970685,0.008248901
1990-02-01,0.43483257,0.08458352,0.022651624,0.13027954,-0.698665,0.67692983,-0.006808567,-0.43286848
1990-03-01,-0.41178808,0.01977105,-0.02068758,0.09610572,-0.7354576,0.4989903,0.17610654,-0.08694029
1990-04-01,-0.8254093,0.4157161,0.052111816,0.012700629,0.084583476,0.11194877,0.06952606,-0.101212166
1990-05-01,-0.8514651,0.15162182,0.39830187,-0.26082096,-0.4818379,-0.14599161,0.10068841,0.05080247
1990-06-01,-0.14127803,0.26789144,0.2258615,0.07712028,-0.35587916,-0.3624259,-0.2449779,-0.13682623
1990-07-01,-0.31057593,0.11207962,0.26920074,0.103961766,-0.034697555,-0.5283195,-0.14638448,-0.27980644
1990-08-01,0.3778761,-0.10121212,0.026448678,0.037054252,-0.16654833,-0.4627215,-0.1347313,-0.16969076
1990-09-01,-0.032602597,0.35234404,0.024615575,0.18029633,-0.34239298,-0.124256566,-0.17165475,-0.34291673
1990-10-01,-0.2424902,0.09034459,0.20779261,0.11456744,-0.4103478,0.12137604,-0.16903606,0.055647086
1990-11-01,0.58121693,0.07031164,0.14586072,0.11024661,0.6372568,-0.2953875,-0.12713711,-0.06494341
1990-12-01,-0.1759756,0.11351998,-0.041637085,-0.028019905,-0.40314636,-0.02343731,-0.16209657,-0.109199144
1991-01-01,-0.22778082,0.18638115,-0.2904577,0.1260134,-0.19462815,0.12617835,0.15735188,-0.07983055
1991-02-01,-0.8421788,0.17829916,-0.12634334,0.2307497,0.15207386,0.20584401,-0.005607891,0.08807745
1991-03-01,-0.330373,0.14844513,0.20336986,0.17747442,0.071088694,0.056244276,0.040575027,-0.05146098
1991-04-01,0.57250345,0.13442533,-0.18984485,0.11529241,0.077686295,0.28023148,-0.055749398,-0.19611256
1991-05-01,0.21211162,0.15207382,-0.0338125,0.09236586,0.12238479,-0.3189921,-0.1502595,-0.022596657
1991-06-01,-0.454737,0.27412868,0.111663744,0.07504728,-0.23371863,-0.3480214,-0.28419,-0.16147533
1991-07-01,0.3376302,0.07339783,0.3264144,0.16840279,-0.10787014,-0.3188272,-0.25714007,-0.008082008
1991-08-01,-0.17252627,0.17500028,0.29425135,0.080490306,-0.027874708,-0.47469458,-0.22398719,-0.1857214
1991-09-01,0.38661712,-0.43181044,0.43181047,-0.07207842,-0.20336983,-0.037111282,-0.18423691,-0.29804486
1991-10-01,-0.2635726,0.4389028,0.23553297,-0.28534454,-0.08807735,0.026225304,-0.018473173,-0.052945446
1991-11-01,-0.57398784,0.25021255,-0.030513728,0.078510985,0.72507215,-0.27247936,0.05690398,-0.14234242
1991-12-01,-0.2820458,0.038760662,-0.1512491,0.23322383,-0.43972754,-0.13013697,-0.14762047,-0.530444
1992-01-01,0.006825256,0.4000143,-0.23379889,0.21626732,0.5892482,-0.13463178,0.03640146,-0.04215598
1992-02-01,0.086319566,0.36950135,-0.10666156,-0.042289924,-0.3966686,0.4329362,-0.034795474,-0.082304716
1992-03-01,0.093412496,-0.18187337,0.5548542,-0.0543345,0.5429435,-0.27876535,0.05192561,-0.41982093
1992-04-01,-0.9864521,0.05607426,0.17304063,-0.03974719,0.05660963,-0.19552383,-0.0017397404,0.117100194
1992-05-01,-0.23139,-0.07427502,0.29536015,-0.087524034,-0.44310713,0.2249662,-0.10371733,-0.07588093
1992-06-01,1.1734108,-0.021278787,0.20047553,0.23660931,-0.55257905,0.068118855,-0.2483863,-0.062498044
1992-07-01,0.18562055,0.038141202,0.20944205,0.12191806,-0.019538999,-0.59486896,0.06731586,-0.37191018
1992-08-01,-0.398676,-0.31690654,0.19699602,0.1924459,0.03225274,-0.1812042,-0.31677276,-0.1700964
1992-09-01,-0.50841564,0.15778413,0.06691442,0.03238659,-0.07869129,-0.12713735,-0.02168026,-0.33457202
1992-10-01,-0.3881035,0.5705122,0.26471335,-0.09394784,0.2503937,-0.24370226,-0.23353124,-0.093546346
1992-11-01,0.22148661,0.0040148734,-0.023420041,0.0068252804,0.24356833,0.05232706,-0.07547946,-0.2151967
1992-12-01,-0.23192534,0.6067797,-0.025695134,-0.1166987,0.38770205,0.17237148,0.20957589,-0.00762825
1993-01-01,-1.0377942,0.32732135,0.13336602,0.05815177,0.023446465,0.23028545,-0.13011594,-0.08600883
1993-02-01,0.70176756,0.2530356,-0.014044667,-0.22262487,-0.23748207,0.7769819,0.11073208,0.1584374
1993-03-01,-0.33358917,0.38466063,-0.04120531,0.04782138,-0.30549988,0.20289274,0.12593746,-0.25129452
1993-04-01,0.22657137,0.120946385,0.035401724,-0.1436964,0.51303554,0.23550873,-0.059080314,0.17341061
1993-05-01,0.2924999,0.03180356,-0.13510704,-0.2775267,-0.35842833,0.4922587,-0.1917499,0.4605713
1993-06-01,-0.15054455,0.1916339,0.33393735,0.22773203,-0.3080535,-0.43735695,-0.112124965,-0.012767839
1993-07-01,-0.6011337,0.03633032,0.17515174,0.23341957,-0.094133854,-0.43166953,-0.060473155,-0.31733912
1993-08-01,-0.554473,0.14253569,0.4498926,0.08589287,-0.1624999,-0.4410712,-0.05757141,-0.650348
1993-09-01,-0.9690801,0.24247313,0.23191062,0.053624965,-0.12048211,-0.20080352,-0.18513384,-0.17364272
1993-10-01,-0.37386593,0.024258923,0.23574099,-0.08183034,-0.29180354,-0.20741954,-0.05745535,-0.15994635
1993-11-01,0.45430335,0.18931241,-0.1164196,-0.23841062,0.5066515,-0.5949819,-0.10109818,-0.040044617
1993-12-01,-0.3796695,0.13185711,-0.0051071644,-0.0035982132,0.11723213,-0.3411339,0.0386518,0.07474999
1994-01-01,-0.61556613,0.24103954,-0.094330885,0.008771991,-0.07233715,-0.08034649,0.051615,-0.20976543
1994-02-01,0.17010069,0.28070426,0.045512773,-0.103230044,-0.45245767,0.6581549,0.18357654,-0.015764236
1994-03-01,-0.38978225,0.16870226,0.05314059,-0.15192103,0.7280768,0.15929458,-0.17658433,-0.23074207
1994-04-01,-0.35863534,0.19781514,0.17633009,-0.044749975,-0.41953087,-0.10628118,-0.18433933,0.0068650483
1994-05-01,-0.36740732,0.119629905,0.38507846,0.021866452,-0.8122371,-0.0640738,-0.08937278,-0.032164026
1994-06-01,-0.0765326,0.20468025,0.24472637,0.13018171,-0.18586488,-0.41304722,-0.2832469,-0.09776349
1994-07-01,-0.13908081,0.21129093,0.50610673,0.22896214,-0.20773134,-0.24561624,-0.25998193,-0.314521
1994-08-01,0.20035776,0.3315565,0.14696293,0.027460193,-0.13399561,-0.45487317,-0.36753446,-0.16348986
1994-09-01,-0.012458796,0.064836696,0.10526409,0.09496651,-0.27790743,-0.4098689,-0.07640548,-0.4541103
1994-10-01,-0.12509647,0.25782079,0.06470946,-0.12751196,-0.34388813,-0.36232215,-0.0772953,-0.21904597
1994-11-01,0.26837263,0.16107444,0.0029240013,-0.23862405,-0.54132193,-0.16717677,-0.100306,-0.11518028
1994-12-01,0.03686787,0.076659724,0.042970132,0.13183439,0.09280529,0.53267705,0.16234572,-0.016399836
1995-01-01,0.21836014,0.42613167,-0.094356015,-0.055178307,-0.51260513,-0.14294596,0.02188306,-0.17635879
1995-02-01,0.45542684,0.32483423,-0.3977778,0.03517761,-0.2538907,0.1873003,-0.03188343,-0.15541688
1995-03-01,0.22847815,0.118356846,-0.096120834,0.04764862,0.37271816,-0.18624143,0.025177311,-0.12706299
1995-04-01,0.8006147,0.05294292,0.021177173,0.22659568,0.37601244,0.04494257,0.04447206,-0.1654172
1995-05-01,-0.84849864,0.17400579,0.29824513,-0.024236094,-0.30353943,-0.21506591,-0.12823954,-0.13200434
1995-06-01,0.18459435,0.029059792,0.18706499,-0.13400443,-0.14576952,-0.12059222,-0.10823886,-0.0057649137
1995-07-01,-0.095650196,0.0438838,0.13094549,0.13953407,-0.15682872,-0.28659767,-0.06964941,0.11894508
1995-08-01,-0.7368478,0.11541557,0.30353945,0.05753131,-0.0865911,-0.41071945,-0.09647379,-0.21212463
1995-09-01,0.4803688,0.17659406,0.18682972,-0.047060348,-0.10153277,-0.114239074,-0.38883638,-0.027059698
1995-10-01,-0.13776927,0.29542154,0.048825145,-0.019883012,-0.319187,-0.1664761,-0.27047953,-0.17800589
1995-11-01,-0.1290631,0.23341946,0.11165074,-0.06517862,-0.53695893,-0.07423773,-0.13812222,-0.21530123
1995-12-01,-0.13447502,0.4097782,-0.13612214,-0.0045883656,-0.018824155,0.031883337,-0.16929968,-0.08553223
1996-01-01,0.052678727,0.24583411,-0.33325034,0.06502137,0.0180686,0.36353427,0.006871128,-0.2033349
1996-02-01,0.50032073,0.3578083,-0.01565094,0.057514,-0.09937706,0.16897912,0.02099514,-0.40297976
1996-03-01,0.13284206,0.10179468,-0.0062349318,-0.012088108,0.26899242,0.0031810761,0.042372037,-0.04962487
1996-04-01,0.6185299,-0.060313344,0.021122407,0.15930864,-0.7741485,-0.3249793,-0.06998384,-0.1758503
1996-05-01,-1.110707,0.1852663,0.3682422,0.11795459,-0.5993162,-0.14747506,-0.1787769,-0.12164465
1996-06-01,-0.0404634,0.1384407,0.017814051,0.07672773,-0.30156675,-0.20715217,-0.22102174,-0.05598707
1996-07-01,0.6413065,0.00776186,0.2267476,-0.056750536,-0.051533557,-0.39814442,-0.25295973,-0.005471468
1996-08-01,-0.4723273,0.38478383,0.025575925,0.07634602,-0.15994488,-0.35869896,-0.26008543,-0.11362829
1996-09-01,0.31645423,0.31403655,0.29482278,-0.017432308,-0.08474412,0.19201021,0.004326248,-0.2495242
1996-10-01,-0.08118129,0.22420272,0.11477351,-0.07469185,-0.107393384,0.028756952,-0.10955651,0.064766854
1996-11-01,-0.104085065,0.14136744,0.15714553,0.06934762,-0.3343955,0.028502513,-0.07583704,-0.22789283
1996-12-01,0.99822414,0.2444345,-0.005471468,-0.024303485,1.036397,-0.11744566,-0.101921916,0.18183073
1997-01-01,0.46318942,0.30973667,-0.0033974648,-0.10546331,-0.10305681,0.12131824,0.1843131,-0.086918734
1997-02-01,-0.028878499,0.29501426,-0.061720848,0.09059944,-0.13773938,0.44648513,0.13179378,0.07290421
1997-03-01,0.18813534,0.068940446,-0.28609592,-0.12443261,0.084087566,0.53694296,0.019110823,-0.064835265
1997-04-01,-0.5618579,0.13943812,0.04303472,0.06497679,0.11508961,0.23640779,-0.38433963,-0.2849634
1997-05-01,0.12683907,-0.022508334,0.24575086,0.4160494,-0.93784535,-0.18261442,-0.2499977,0.031992912
1997-06-01,0.26415387,0.09017477,0.1090024,-0.052236177,-0.61720836,-0.5106125,0.106454276,-0.086635634
1997-07-01,-0.24051306,-0.09895154,0.4926342,0.013873053,-0.13207693,-0.49150172,-0.26401225,0.021375846
1997-08-01,-0.057615567,0.064127445,0.056058407,0.05223627,-0.108011484,-0.3315372,-0.28015032,-0.26273823
1997-09-01,0.30336642,0.010192489,0.13306788,0.0007077932,-0.16718426,-0.25098866,-0.006511879,-0.2409378
1997-10-01,0.23060374,0.17114791,0.10546336,-0.16024768,-0.7114884,-0.08337984,0.06483521,-0.30039364
1997-11-01,0.04713993,0.37457186,0.0016987324,0.10659585,-0.109710194,-0.2866621,-0.2504224,-0.02548108
1997-12-01,0.3693341,0.20653832,-0.094280005,0.036947537,-0.3240344,0.21036044,0.004246843,-0.20172527
1998-01-01,-0.28695083,0.36660513,0.12313547,0.0019487381,-0.07794933,0.2974252,0.2918226,-0.4702534
1998-02-01,-0.23969397,0.5846196,0.44796476,0.07271214,-0.37500915,-0.0029231072,-0.062481213,-0.2055912
1998-03-01,0.08647499,0.15370616,-0.17562942,-0.11387911,-0.5848633,0.29291892,0.07819281,0.16332808
1998-04-01,0.49461251,0.10644951,0.551613,0.037513066,0.46050972,-0.049449157,0.05017986,-0.26125187
1998-05-01,-0.27440587,0.087571144,0.5847414,0.13543682,0.025820542,0.69947296,0.12082138,-0.18853982
1998-06-01,0.8614613,0.13080864,0.10608411,-0.016198825,-0.5119076,-0.30022654,-0.2459056,0.082212135
1998-07-01,-0.042993926,0.24955949,0.04798751,0.055904247,-0.12788554,-0.36209875,-0.080994174,0.020705272
1998-08-01,0.2670981,0.13531503,0.04409008,-0.22556567,-0.2301939,-0.45527253,-0.19828348,-0.002435875
1998-09-01,-0.037878513,0.43895188,0.1876872,-0.003775692,-0.3040022,-0.12544966,-0.19085392,-0.11972523
1998-10-01,0.5578245,0.15187928,0.17830901,-0.10998158,-0.46952257,0.0007308006,-0.024968099,-0.4495481
1998-11-01,0.9936097,0.062481213,-0.3124061,0.12057779,-0.099994324,-0.13202667,-0.13287917,-0.32909212
1998-12-01,0.45137507,0.06832743,-0.18890515,0.10523157,0.9185835,0.4305479,0.23409137,-0.07685318
1999-01-01,0.20356703,0.20966533,-0.17859307,0.04501126,-0.1743823,0.11339931,-0.0069694878,-0.20748739
1999-02-01,-0.12501526,0.08610217,-0.069985196,-0.081601046,-0.63625586,-0.5163225,0.078987494,0.16000776
1999-03-01,-0.569465,0.18991849,-0.17031679,-0.103671096,0.81993073,-0.121385194,0.007695484,-0.24654551
1999-04-01,0.22244272,0.072744,0.027151942,-0.0020327568,-0.45287132,0.03121748,-0.05212593,-0.041962106
1999-05-01,-0.24814281,0.14998913,0.053723108,-0.048350804,-0.41570076,-0.06809769,-0.120659254,-0.016988117
1999-06-01,0.22215232,0.02236042,0.33206695,0.0071146963,-0.38099852,-0.55073446,-0.32437143,-0.19587159
1999-07-01,0.11136653,0.15449028,0.21271448,-0.11427049,-0.20719698,-0.5134187,-0.24959469,-0.03629942
1999-08-01,0.013212967,0.29257315,0.060256958,-0.018004512,-0.119933225,-0.65890676,-0.14606886,-0.077825926
1999-09-01,0.57832205,0.34600583,0.08014908,-0.10570383,-0.14171287,-0.49788254,-0.28734607,-0.12167559
1999-10-01,-0.0069694757,0.38695163,0.03992932,-0.04646323,-0.25206298,0.30491492,-0.07797108,-0.15797496
1999-11-01,-0.21387616,0.19122525,-0.10541346,-0.029184718,0.5816616,0.031072283,-0.0042107226,-0.15187669
1999-12-01,-0.32611376,0.20153427,-0.26106527,-0.0605474,0.29242796,0.13605022,-0.14403601,-0.0836338
2000-01-01,0.7738537,0.25884724,-0.18439165,-0.10120039,-0.063972615,0.40345764,0.097974874,-0.3062891
2000-02-01,0.08870158,0.14904547,-0.07674022,-0.11181774,-0.4652799,0.07647137,-0.253337,-0.059000015
2000-03-01,-0.22471066,0.15616846,-0.0002687931,-0.063300654,-0.009542179,0.06477909,0.061150312,-0.044888355
2000-04-01,0.14568548,0.15603408,-0.07297721,-0.04730749,-0.28559208,0.21758756,0.060881518,0.0056446553
2000-05-01,0.64107025,-0.0143804075,0.2249794,-0.23492472,-0.7977765,0.23841901,-0.14501357,0.09649651
2000-06-01,0.68179226,0.08762636,-0.013439631,-0.002150333,-0.17525277,-0.45264664,-0.047710754,0.034002256
2000-07-01,-0.024191339,0.06491347,0.15253982,0.013439608,-0.02190659,-0.48866487,-0.28115702,-0.16154432
2000-08-01,-0.21691561,0.1937994,0.22242585,0.069751695,0.0005375862,-0.29231194,-0.21946907,-0.023519421
2000-09-01,-0.23626861,0.23492475,0.12149425,0.011558056,-0.10509789,-0.36743945,-0.091523886,-0.24151011
2000-10-01,-0.6143254,0.21678121,0.12633252,-0.05120497,0.2968813,0.030642366,-0.12068782,0.005779028
2000-11-01,-0.4490179,0.32671738,-0.050398607,0.015186787,0.45452815,-0.07096124,-0.053355325,-0.21409328
2000-12-01,0.48033231,0.19097705,-0.11584964,0.024997711,0.28774244,-0.14877672,-0.10039401,-0.05913434
2001-01-01,-0.009141254,0.52874535,-0.16839027,-0.056651305,0.31729534,-0.20110603,0.100432776,0.021409607
2001-02-01,-0.113904,0.17344198,0.15888815,-0.023334121,-0.14000444,0.26485378,0.014433431,-0.3186184
2001-03-01,-0.12533045,0.18402651,0.015636254,0.023334026,-0.30093747,0.19376898,-0.024176026,0.050757647
2001-04-01,0.3204226,0.13110383,-0.013471222,0.0038488866,0.12304516,-0.08407483,-0.020086551,-0.09189296
2001-05-01,0.33317214,0.0917727,0.043661166,0.12593183,0.39824286,0.1770503,-0.18210196,-0.094178274
2001-06-01,-0.59946924,0.42807204,0.3375021,0.18763486,0.008419514,-0.7543882,-0.22059116,-0.16442093
2001-07-01,0.06483023,0.06940079,0.10356007,0.17777209,-0.11955707,-0.42795172,-0.26365104,-0.30815417
2001-08-01,0.39090595,0.14084634,0.28337663,-0.09826775,-0.16730772,-0.45164666,-0.24043727,-0.21132965
2001-09-01,-0.106085874,0.46896672,-0.011185932,0.00072164537,-0.29997516,-0.2167423,-0.04835205,-0.10752921
2001-10-01,0.09959078,0.032715797,0.23129602,0.026581597,-0.39415345,0.0802259,0.0031271935,-0.21806535
2001-11-01,0.6401234,0.27519774,-0.0075775622,-0.06988194,0.6688701,-0.121120736,0.13711776,-0.42145672
2001-12-01,0.95116436,-0.11209979,-0.0696414,0.14998758,-0.0820301,-0.060620498,0.08010564,-0.07505393
2002-01-01,-0.91779965,0.3842965,-0.03742981,-0.059733868,-0.6538681,0.10805931,0.15125751,-0.2402174
2002-02-01,-0.8381971,0.44710684,-0.11831407,-0.044351768,-0.6119519,0.10447025,0.044095326,-0.17625341
2002-03-01,0.15971765,0.36545342,0.25303584,-0.015894795,0.13843903,0.132158,0.050761033,-0.034225225
2002-04-01,0.078705214,0.12715882,0.103316545,0.04165988,0.35545507,0.342124,-0.05268376,-0.09177999
2002-05-01,0.23534636,-0.18163714,0.004614639,0.030379701,-0.62656486,0.4199318,0.0051273825,-0.025380492
2002-06-01,0.56221634,0.32007617,0.2049667,0.1510011,-0.05742657,-0.3918594,0.051145554,0.15459022
2002-07-01,-0.2987976,0.09472819,0.15651302,0.23483363,-0.2027876,-0.6187456,-0.0067937733,-0.32122985
2002-08-01,0.14510469,-0.09780464,0.17407426,0.1013938,-0.17945802,-0.57811123,-0.11677589,-0.14792462
2002-09-01,0.077936076,-0.24226837,0.47517926,0.10895662,-0.5468343,-0.1561285,-0.061528493,-0.19035368
2002-10-01,-0.026405955,-0.14574555,0.06460488,0.024995947,-0.09267726,-0.30982152,-0.14331007,-0.051273726
2002-11-01,-0.6898879,0.21240136,0.13549082,-0.11933961,0.3669917,-0.2215025,-0.09754827,-0.09767643
2002-12-01,0.051914643,0.118570425,0.116647705,0.078576945,-0.034866143,-0.2138114,-0.16228132,-0.26944342
2003-01-01,0.4000829,0.13439402,-0.15693393,0.1625689,0.45925006,-0.33049098,0.042403173,-0.11608038
2003-02-01,-0.21934108,0.36035636,-0.20990257,-0.12749119,-0.6805635,0.47052002,-0.10227475,-0.15087624
2003-03-01,1.3521111,0.13157657,-0.12805471,-0.12495546,-0.3321815,0.44713497,-0.2779449,0.06480217
2003-04-01,0.9297701,0.18285474,-0.04465716,-0.06761966,-0.08015747,-0.2741413,-0.107205294,0.16017401
2003-05-01,0.3244334,-0.39656106,0.33288583,-0.059589863,-0.5171493,0.09382226,-0.45248803,-0.12087011
2003-06-01,-0.334013,0.16200523,0.15313034,-0.08973684,-0.2675202,-0.16721773,-0.119884014,-0.003944397
2003-07-01,-0.7042305,0.2797762,0.39839238,0.19454733,-0.19088463,-0.23047027,-0.16214618,-0.08339758
