,vws_v600-250_cluster1,vws_v600-250_cluster2,vws_v600-250_cluster3,vws_v600-250_cluster4,vws_v600-250_cluster5,vws_v600-250_cluster6,vws_v600-250_cluster7,vws_v600-250_cluster8
1965-01-01,0.8133851157521954,-2.186801448226964,0.7398816734694574,7.382285179808706,-1.720209432844966,-5.3534435458310075,-1.3629910377424401,5.7291610287888295
1965-02-01,0.569221490128107,-0.49885560265195966,1.1366619618894787,5.543741877198374,9.00334857425284,-5.650932990473036,-1.8314873266267977,4.238772082805901
1965-03-01,0.35595785985639433,-1.2803894720843068,1.0802778566487998,4.606580175447251,4.314693829369291,-4.822141226703412,-1.0685745123011967,4.076149718589563
1965-04-01,-0.0009130042890204882,0.15177960109804,1.9022269314508493,3.818271086955242,-1.01442160905887,-2.9466914903727117,-2.237092056903113,1.7247107291300747
1965-05-01,-0.3733898033893381,0.5478811746326435,1.7700707435059646,2.222316300022484,5.795856178707068,-1.60432014422227,-2.109015921951654,-0.9534076282460168
1965-06-01,-0.6683774710030221,1.7190843444946073,2.3198620480469305,-0.24439503863030843,9.55774457359904,-0.825974385533541,-3.1117468742374386,-4.295427817153427
1965-07-01,-0.9206619037131044,1.655668016024443,2.265111226627529,0.3715666265488793,11.603556414807182,0.30141242737878826,-3.6560832479425347,-4.01857142736855
1965-08-01,-0.4072294305379835,1.5248184839378143,2.8052435885122415,0.49400268555135085,9.480407908104619,-0.21442626691805886,-4.056608835955986,-3.6472495678802748
1965-09-01,-0.8244269140647748,1.1875075483631883,3.000035463697475,2.024893588873292,8.216116169665371,-2.397223855660835,-3.5798079162753176,-3.872029157341446
1965-10-01,0.35183392594311824,-0.7018950444732958,1.4378014182208354,4.002374755417826,3.0534824756223333,-3.7904459702662536,-1.7889893946532616,-1.1771428744720047
1965-11-01,0.239136552410281,-1.3946940572519781,1.7060936843267724,2.9940006856382153,0.6420275005346031,-1.7498467341104664,-1.82506402620771,1.51274666709044
1965-12-01,0.5802890182175202,-0.4867646215283622,1.4637132525098229,4.612099212443814,5.383466630021175,-4.955052844194554,-1.643536745936494,1.5908263073154865
1966-01-01,0.9470321307978932,-2.5012738494294067,0.9587204554362229,5.422255320759666,1.5100094803282642,-6.185594462505097,-0.9961410430433998,3.9163779096193765
1966-02-01,0.7212982712182918,-2.0807344795509772,0.8380933206927773,4.232928364276233,3.6788646973074965,-4.201542603505427,-0.9077268498651038,3.9294125401677884
1966-03-01,0.8585403705765963,-0.9330330421917543,1.3858112113897558,3.1705511747871555,2.7577086841126563,-3.527827801527881,-1.5499293995706196,2.738591646792689
1966-04-01,-0.14489085788403397,0.3830154240017095,1.4200342089542184,2.166310334401662,1.9799111174711128,-2.437401597658731,-1.851392997981654,1.4169602244289792
1966-05-01,-0.15579629055906194,1.2443509215467234,1.43690843504683,0.9208563633689152,4.988782753698994,-1.1343898597444484,-2.4754185698489155,-1.6890056914559806
1966-06-01,-0.4052361326730287,0.3320039770185072,2.466916477624878,0.986211653401951,9.917962534625863,-2.196060504163456,-2.807617236449729,-2.7667019536538318
1966-07-01,-0.7223571424408401,1.1124464310634103,2.6899474063639883,-0.008722055786265805,11.672132681410435,-1.1276401140384242,-2.9916723260772153,-3.423889803888977
1966-08-01,-0.4875983509843105,1.315281652710972,2.8200806879803917,0.7477715936006963,10.0957062024938,-1.8913576935326872,-3.1942498533320194,-3.466680221555521
1966-09-01,-0.4981416656049164,0.6345733119030833,2.196675026761088,1.3839801267761112,8.71352782065927,-2.1563608220644372,-3.1164070172852267,-2.7437089398368446
1966-10-01,0.012647824814535052,0.2131676844556233,2.3028200092293902,2.825813013621036,5.122407174001181,-3.2750150303395404,-2.0176264358012945,-1.0268761111037794
1966-11-01,0.29623075988690645,-0.7390530982658152,2.0937057759353648,3.957814626691895,0.7456740051697974,-3.8789326765046144,-1.5554480475865493,1.014931879225059
1966-12-01,0.8898594286651511,-1.3901128158939298,1.5451709206215773,5.658711500050434,-0.14025239408102425,-6.591323643123557,-1.8827914202922664,3.060438893508858
1967-01-01,1.2090589434838463,-1.6422047953264662,1.2134847794003114,5.37641755144392,3.680165064612848,-6.878184400984892,-1.4698586284728727,4.772392345531759
1967-02-01,1.7542854687101943,-2.4850144815051527,2.3815645899471893,5.132390967745222,1.0984250874884502,-7.998935913556361,-1.1432233276272872,5.034564532710393
1967-03-01,0.2369609324654907,-1.1473855000766078,0.9377453867222599,2.399071959078307,1.969636945052693,-3.803969697679905,-0.3754626043276816,4.098641473178517
1967-04-01,0.5255143014369554,0.30213844357795855,2.301173563981582,1.506185263162185,-0.8020257728498187,-2.766589282161005,-1.8715155781580612,0.9784959833223196
1967-05-01,-0.1606253245486956,0.7509459711574085,2.4283260198467866,1.826294122781263,2.2599929388625846,-2.8949176385015383,-2.9609652796809756,-0.7257939125778774
1967-06-01,-0.417107764069088,0.6526340730995447,3.867545539101726,1.0090934275480654,11.834484361514757,-3.260034628564256,-3.557593177644674,-3.0098580070914345
