,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8
1986-02-01,1015.2838,1010.7664,1012.0785,1015.92883,1014.21857,1023.30096,1019.27155,1010.69617
1986-03-01,1017.81696,1009.5821,1013.64825,1015.59595,1012.2893,1016.9916,1019.78424,1011.04297
1986-04-01,1017.2935,1009.8239,1014.32874,1013.8438,1010.0765,1014.3977,1019.4241,1010.29736
1986-05-01,1016.7644,1010.1644,1015.7358,1011.3044,1008.4257,1009.1169,1020.35205,1011.92914
1986-06-01,1016.09283,1009.1378,1017.96,1011.0101,1001.29724,1004.8798,1020.6672,1013.69135
1986-07-01,1016.2156,1011.01196,1020.97424,1013.38055,1003.56836,1005.77545,1022.532,1015.8921
1986-08-01,1014.1192,1009.8758,1018.3391,1011.4981,1004.07404,1007.8054,1020.32666,1014.22174
1986-09-01,1013.74255,1010.8348,1018.1822,1011.80255,1008.79974,1015.5009,1022.0686,1014.2711
1986-10-01,1014.4718,1011.188,1016.6308,1013.7179,1012.93555,1021.0571,1022.18445,1013.7046
1986-11-01,1015.6035,1010.47906,1015.1914,1015.92,1013.854,1025.1088,1019.04877,1012.176
1986-12-01,1015.89276,1011.3911,1014.14764,1017.1036,1016.1649,1024.834,1020.195,1012.76276
1987-01-01,1016.55646,1011.2273,1014.14484,1017.12225,1017.57,1025.4038,1019.27765,1012.50256
1987-02-01,1014.7271,1012.1594,1013.7393,1014.77423,1015.9571,1022.0234,1018.64954,1012.012
1987-03-01,1016.6262,1011.1025,1013.3374,1014.74976,1012.0836,1015.39136,1018.6477,1010.5613
1987-04-01,1017.69666,1010.9533,1015.3803,1013.52826,1011.83954,1013.9821,1020.25446,1011.4518
1987-05-01,1014.90936,1010.8566,1015.3956,1012.29956,1009.36304,1011.2866,1020.0471,1011.683
1987-06-01,1017.1638,1010.3086,1020.2123,1012.02484,1003.5011,1006.774,1023.14264,1014.4677
1987-07-01,1015.5437,1011.30865,1018.4673,1010.4261,1003.97876,1004.27966,1017.39624,1013.38885
1987-08-01,1014.9161,1011.10864,1019.0636,1012.3638,1003.4736,1007.0486,1020.93646,1013.42365
1987-09-01,1015.5228,1010.8878,1019.2991,1012.532,1007.3446,1015.1803,1022.36584,1013.51294
1987-10-01,1015.22314,1010.6047,1016.9094,1014.2684,1011.5643,1017.2617,1021.2533,1012.6145
1987-11-01,1016.5418,1010.0218,1015.9969,1015.9381,1013.40533,1023.2154,1021.2154,1012.217
1987-12-01,1017.389,1010.63525,1014.42615,1016.8703,1016.15533,1027.9948,1020.9077,1012.3197
1988-01-01,1017.1601,1009.8264,1013.09,1018.5762,1015.6788,1024.2938,1019.9814,1011.57477
1988-02-01,1016.7752,1010.17615,1010.9151,1016.7427,1013.74725,1025.3124,1019.87146,1009.64874
1988-03-01,1019.1489,1008.7389,1012.8314,1015.67633,1012.336,1019.4353,1019.2335,1011.025
1988-04-01,1017.92737,1009.74,1014.4185,1013.5878,1010.0559,1016.0962,1020.61755,1010.44507
1988-05-01,1018.1267,1009.52185,1016.9233,1012.6091,1007.35425,1009.0742,1022.08685,1012.0405
1988-06-01,1018.10974,1010.35626,1018.27466,1011.7034,1003.63275,1005.62396,1023.05225,1013.3987
1988-07-01,1016.5493,1010.3792,1020.56323,1012.9141,1000.74915,1004.322,1022.89154,1014.8293
1988-08-01,1015.576,1010.29767,1018.0687,1010.1799,1001.92,1007.031,1023.1236,1013.5485
1988-09-01,1015.3446,1009.43555,1017.50806,1011.24915,1004.9546,1014.6994,1022.0845,1013.1691
1988-10-01,1015.38275,1009.3727,1015.74097,1013.5461,1011.3815,1019.9476,1021.57275,1011.98987
1988-11-01,1017.5304,1009.3443,1015.0408,1016.02313,1015.20087,1025.2683,1021.3021,1012.3191
1988-12-01,1018.2518,1010.18164,1012.9607,1018.5279,1015.7621,1025.3818,1020.0545,1011.31195
1989-01-01,1018.59125,1008.615,1012.1311,1018.6025,1015.54266,1025.34,1019.4151,1011.73865
1989-02-01,1017.8544,1010.06055,1012.0554,1018.3445,1015.882,1023.4568,1019.34955,1011.462
1989-03-01,1017.5229,1009.5608,1012.83295,1014.82336,1012.13336,1019.34674,1019.71545,1010.15424
1989-04-01,1016.4032,1009.3169,1013.47327,1012.80695,1011.42694,1012.82056,1019.4433,1010.4157
1989-05-01,1017.8831,1009.178,1017.0334,1012.51337,1007.8381,1011.22205,1022.113,1012.54047
1989-06-01,1017.55786,1010.6568,1020.00903,1011.0667,1003.8053,1006.8217,1022.39923,1013.6929
1989-07-01,1017.02545,1010.1356,1020.72675,1012.2644,1002.282,1005.64557,1021.20557,1014.7629
1989-08-01,1015.78094,1010.2062,1018.6788,1011.22876,1003.5976,1007.55005,1021.34106,1014.1124
1989-09-01,1014.868,1010.29205,1016.8143,1010.3078,1006.82056,1012.34283,1021.3196,1012.5546
1989-10-01,1015.952,1010.35583,1017.52795,1014.62286,1011.5591,1019.9244,1021.6957,1012.94305
1989-11-01,1015.36365,1010.74884,1014.9611,1015.1113,1014.3823,1025.214,1020.2886,1011.576
1989-12-01,1015.4574,1011.2598,1013.759,1017.63135,1015.2649,1024.3202,1020.48737,1012.1051
1990-01-01,1016.1415,1010.2911,1012.3961,1017.5514,1015.86365,1024.7085,1018.19745,1011.37366
1990-02-01,1016.47125,1011.46,1011.9099,1018.3089,1013.13025,1022.705,1021.3225,1011.2873
1990-03-01,1017.3915,1011.6415,1014.1813,1015.2935,1013.7313,1017.9389,1019.98724,1011.26276
1990-04-01,1017.067,1009.59955,1014.12286,1013.5941,1010.28406,1012.5309,1019.9529,1010.89923
1990-05-01,1016.8499,1009.2902,1016.55524,1011.704,1004.90643,1011.6934,1022.3449,1012.5735
1990-06-01,1016.8499,1010.1323,1019.6436,1010.7749,1003.2864,1005.839,1022.53516,1014.45844
1990-07-01,1015.42487,1010.7539,1020.5399,1011.63745,1003.2064,1003.2724,1023.53485,1014.8313
1990-08-01,1015.0829,1010.68677,1020.4746,1012.9009,1003.4171,1006.52704,1022.1244,1015.2084
1990-09-01,1014.54944,1010.8846,1017.6979,1011.8253,1005.9283,1013.3292,1021.70416,1013.89935
1990-10-01,1015.6163,1010.4726,1016.7875,1013.45874,1011.63275,1020.37476,1021.05237,1013.12384
1990-11-01,1015.8386,1010.479,1015.5527,1015.70264,1014.019,1022.2265,1019.9797,1012.2064
1990-12-01,1015.89526,1010.6074,1013.7838,1017.2935,1015.5748,1025.0872,1019.2572,1011.8551
1991-01-01,1015.4883,1010.2683,1013.4055,1017.6741,1015.60834,1025.0344,1019.2054,1012.0682
1991-02-01,1016.12054,1010.7104,1013.2968,1016.32086,1015.29315,1022.09796,1020.2866,1011.9942
1991-03-01,1018.036,1010.6097,1012.63727,1015.2823,1012.046,1017.1926,1019.8974,1010.7452
1991-04-01,1018.2204,1009.80334,1014.93915,1013.53815,1010.28424,1014.168,1020.38904,1011.4553
1991-05-01,1017.3833,1010.0105,1016.0591,1011.7205,1008.1969,1010.9306,1021.62164,1011.82806
1991-06-01,1016.6526,1010.6575,1018.5937,1011.30225,1003.6763,1005.78516,1022.3262,1013.6735
1991-07-01,1015.67096,1010.6848,1021.02014,1012.7562,1002.06354,1003.6763,1022.296,1014.9289
1991-08-01,1015.8747,1010.88116,1020.5535,1012.99976,1002.94104,1007.9675,1021.954,1015.19006
1991-09-01,1013.7919,1011.407,1017.82654,1011.9493,1008.0842,1013.72076,1020.4079,1014.25287
1991-10-01,1012.9833,1010.1721,1016.41077,1012.23663,1011.60443,1019.6106,1021.1903,1013.38446
1991-11-01,1016.3027,1011.1002,1015.6886,1015.399,1015.0239,1024.5261,1019.9526,1012.6185
1991-12-01,1016.56104,1010.72974,1013.5438,1016.6236,1015.3847,1025.505,1018.4423,1012.1086
1992-01-01,1016.5971,1012.76587,1013.28284,1015.5231,1016.8544,1026.2833,1019.28937,1011.7891
1992-02-01,1015.51416,1011.46454,1013.8205,1015.39557,1015.5443,1020.76416,1019.42456,1012.06177
1992-03-01,1018.09375,1011.30994,1013.0987,1014.3474,1014.3274,1019.1312,1018.8284,1011.1022
1992-04-01,1016.2944,1010.5846,1015.02075,1012.69214,1011.6457,1011.7644,1019.8931,1011.4233
1992-05-01,1015.1677,1009.9437,1017.17896,1011.7898,1009.019,1010.2512,1020.12744,1012.3864
1992-06-01,1015.4917,1009.5507,1019.4257,1009.8953,1003.90063,1007.18835,1019.33655,1014.50446
1992-07-01,1014.6172,1011.1641,1021.0846,1011.93787,1002.61053,1006.1644,1023.1307,1015.75085
1992-08-01,1015.3879,1010.69086,1021.0828,1012.94055,1003.802,1007.52295,1022.2779,1015.5832
1992-09-01,1012.5888,1010.45483,1017.7438,1010.6336,1007.1399,1012.8549,1020.71875,1013.21735
1992-10-01,1014.462,1010.39935,1016.4755,1012.8756,1011.4816,1021.7556,1021.24335,1013.4994
1992-11-01,1015.35016,1010.53394,1015.1347,1015.4811,1014.1598,1024.7488,1020.19525,1012.07007
1992-12-01,1016.485,1011.4911,1013.96857,1016.714,1015.2575,1024.4225,1019.3136,1011.92896
1993-01-01,1014.327,1010.50696,1012.7582,1015.9444,1016.6758,1026.9491,1019.4217,1012.4596
1993-02-01,1015.8622,1011.3585,1012.825,1016.23126,1015.36255,1021.3615,1020.31744,1011.6847
1993-03-01,1017.9001,1011.3585,1013.4363,1016.25397,1014.0101,1017.6714,1019.7313,1012.0985
1993-04-01,1018.4629,1010.98083,1014.79297,1012.2346,1012.09674,1013.9905,1019.63446,1011.25305
1993-05-01,1016.509,1010.32,1016.7977,1011.2598,1008.7223,1011.21265,1020.79877,1012.00104
1993-06-01,1016.23865,1010.76385,1020.2126,1009.3427,1003.50006,1006.06274,1021.4498,1014.5735
1993-07-01,1015.65375,1010.5664,1020.2151,1011.8974,1002.7938,1003.63983,1023.40125,1014.9775
1993-08-01,1014.7195,1011.8306,1019.72217,1011.3867,1004.74713,1008.3367,1022.71094,1014.9972
1993-09-01,1014.8758,1011.5271,1017.6781,1011.7043,1006.25586,1014.3896,1021.8679,1013.80963
1993-10-01,1014.2265,1011.5535,1016.3625,1013.7489,1011.65894,1022.3602,1021.036,1012.95135
1993-11-01,1015.38586,1009.71545,1013.98553,1016.18835,1013.3921,1022.1781,1020.933,1011.60565
1993-12-01,1017.27844,1009.84424,1013.7355,1017.6193,1015.8628,1028.5646,1019.03674,1011.61053
1994-01-01,1015.8555,1010.1456,1011.7721,1018.1356,1015.47455,1024.063,1018.70807,1011.1342
1994-02-01,1016.45526,1009.77124,1012.35486,1016.8175,1014.5622,1020.0989,1019.49005,1011.6261
1994-03-01,1017.68005,1010.97974,1013.7874,1015.31274,1013.31006,1021.1911,1019.9038,1011.47766
1994-04-01,1017.8067,1010.0729,1013.97705,1013.75287,1010.7271,1012.1495,1020.92334,1011.3208
1994-05-01,1017.71704,1010.69446,1017.8243,1012.5408,1008.6718,1010.248,1021.27167,1012.61835
1994-06-01,1016.4643,1010.2795,1021.0397,1011.13055,1001.4905,1006.3117,1022.9956,1014.323
1994-07-01,1015.26917,1010.78955,1021.23047,1011.9417,1001.22455,1003.9716,1022.1918,1015.02075
1994-08-01,1015.1141,1011.3668,1019.40594,1011.7866,1002.9691,1006.4783,1022.13306,1014.1855
1994-09-01,1014.31866,1011.4165,1017.15125,1012.00775,1008.49854,1014.66095,1021.5963,1013.7511
1994-10-01,1014.52344,1011.0597,1015.8949,1011.81635,1012.2397,1021.1275,1021.1499,1012.5135
1994-11-01,1017.8957,1010.2946,1015.1728,1016.4546,1013.5954,1022.4317,1021.5243,1012.4493
1994-12-01,1018.2647,1011.15967,1014.2418,1016.77686,1017.18335,1026.1542,1019.0419,1012.2003
1995-01-01,1017.2952,1010.9902,1013.4988,1017.8401,1017.1863,1027.5961,1019.3313,1012.29376
1995-02-01,1015.10455,1010.90594,1012.353,1016.6434,1014.38165,1023.52094,1020.753,1011.86475
1995-03-01,1016.31165,1010.4852,1013.0828,1014.9866,1013.0415,1018.6264,1019.8714,1010.82117
1995-04-01,1016.9572,1010.0707,1013.8871,1012.7718,1010.8191,1013.89954,1019.52795,1010.1183
1995-05-01,1017.4366,1010.0907,1015.937,1012.0979,1008.4166,1010.1507,1023.00085,1011.7992
1995-06-01,1017.2497,1009.97546,1018.8982,1010.9432,1004.098,1005.18787,1022.3222,1013.58704
1995-07-01,1015.77563,1009.97064,1019.66656,1011.03564,1000.6106,1003.9429,1022.6208,1013.3022
1995-08-01,1015.2397,1010.2941,1018.3747,1008.7195,1002.8082,1007.2082,1022.04553,1013.54706
1995-09-01,1015.40594,1010.9729,1018.712,1010.8432,1007.40204,1013.59467,1021.80554,1013.99194
1995-10-01,1015.41425,1009.6782,1016.01086,1012.2572,1010.9246,1019.6383,1021.3945,1012.46967
1995-11-01,1016.6986,1009.76373,1015.39764,1016.0854,1013.7961,1023.4085,1020.31775,1012.2062
1995-12-01,1018.09393,1010.3114,1013.9961,1017.1848,1016.4441,1028.4672,1021.0613,1012.469
1996-01-01,1016.53687,1009.6208,1011.218,1016.85583,1014.7019,1024.758,1018.6721,1010.6693
1996-02-01,1015.17365,1009.72266,1011.3976,1016.0075,1013.4776,1025.0776,1018.88135,1010.4788
1996-03-01,1016.4975,1009.25024,1012.779,1015.11127,1011.50494,1017.3077,1020.2876,1010.57776
1996-04-01,1018.09784,1009.5529,1013.77045,1013.4381,1010.4546,1015.6758,1020.1117,1010.6584
1996-05-01,1017.7734,1010.6796,1015.66547,1011.3782,1008.6269,1012.16046,1022.11835,1012.08826
1996-06-01,1017.2846,1010.1981,1018.80304,1011.058,1002.5543,1006.5069,1021.9479,1013.5946
1996-07-01,1016.6643,1010.03796,1020.78546,1011.5692,1001.9521,1003.90045,1022.89087,1015.1531
1996-08-01,1015.375,1010.5165,1018.8498,1011.69775,1003.6785,1007.1175,1020.6987,1014.3387
1996-09-01,1014.60913,1009.4807,1017.6758,1010.7796,1006.063,1013.2896,1021.9182,1013.4066
1996-10-01,1015.7365,1010.0125,1016.61755,1012.34357,1011.7135,1018.7927,1020.8152,1012.91
1996-11-01,1015.6594,1009.522,1015.01904,1015.09546,1013.9445,1023.97095,1019.7606,1011.59827
1996-12-01,1015.06696,1009.4158,1014.3345,1017.3895,1016.14575,1025.5045,1018.358,1011.9919
1997-01-01,1016.5405,1010.7983,1012.97327,1017.72437,1016.0144,1023.96545,1018.8031,1011.53827
1997-02-01,1017.76587,1009.5753,1013.9217,1016.0593,1015.5769,1022.88556,1019.1407,1011.81165
1997-03-01,1017.5696,1011.4495,1014.0929,1015.10034,1013.09937,1018.2658,1019.9805,1010.78314
1997-04-01,1018.29565,1011.3094,1016.52826,1012.68414,1011.5196,1015.71063,1020.90564,1012.1708
1997-05-01,1015.265,1010.46014,1017.5901,1011.51373,1009.6273,1009.0351,1019.9122,1013.2676
1997-06-01,1016.36304,1011.22815,1017.75305,1010.01685,1003.9732,1007.4483,1019.01337,1013.6496
1997-07-01,1015.0005,1011.2071,1021.8681,1011.55695,1001.86835,1005.1355,1020.5593,1015.6908
1997-08-01,1014.2109,1011.8204,1019.61554,1012.228,1004.30554,1006.5506,1022.2618,1015.33044
1997-09-01,1014.2587,1012.24146,1017.0376,1009.9824,1008.20984,1015.93896,1020.14526,1013.489
1997-10-01,1015.2709,1012.31445,1015.7854,1013.04456,1013.2857,1021.20703,1019.52905,1012.59424
1997-11-01,1015.59326,1011.6329,1014.99695,1014.0432,1013.3418,1022.10583,1020.6107,1012.3267
1997-12-01,1017.16547,1011.1417,1014.57416,1016.6153,1015.65924,1026.1796,1018.43054,1012.6293
1998-01-01,1016.476,1011.1275,1013.2815,1015.8401,1015.67,1025.0813,1017.7263,1011.3727
1998-02-01,1019.603,1011.92914,1013.89343,1015.10345,1015.2704,1021.8604,1020.0221,1012.4666
1998-03-01,1018.6401,1011.0065,1013.7749,1014.0201,1013.4775,1018.9048,1020.1551,1010.59625
1998-04-01,1020.0486,1010.6026,1015.1822,1014.78265,1011.27625,1011.3525,1020.4336,1011.06384
1998-05-01,1019.20416,1009.9793,1017.6771,1013.73083,1008.337,1011.87305,1022.5731,1013.1145
1998-06-01,1018.0899,1010.2528,1019.949,1011.8875,1003.0389,1006.7237,1022.0003,1014.741
1998-07-01,1016.9921,1010.317,1019.94836,1011.39404,1001.5668,1003.3597,1021.93164,1014.78455
1998-08-01,1015.9705,1010.68195,1019.4291,1011.90326,1003.1883,1007.85803,1021.74445,1014.0932
1998-09-01,1014.81665,1010.3908,1017.7017,1008.75287,1006.1678,1013.8909,1021.0783,1013.6092
1998-10-01,1016.68774,1009.8898,1017.1012,1012.51514,1010.1998,1018.8953,1021.5365,1013.27014
1998-11-01,1017.8435,1009.32007,1015.63403,1015.3688,1013.7378,1020.45,1019.7177,1011.6373
1998-12-01,1020.0083,1009.52045,1013.5153,1019.2993,1015.52686,1027.3734,1019.59796,1011.967
1999-01-01,1018.32526,1008.1912,1011.8574,1017.9123,1014.99725,1023.7497,1019.7864,1010.64404
1999-02-01,1020.85834,1010.10345,1011.93713,1017.94336,1014.8253,1023.87805,1019.02155,1010.7107
1999-03-01,1019.14557,1007.88666,1011.683,1014.6092,1011.2121,1014.3794,1018.2442,1009.6518
1999-04-01,1019.9085,1009.27124,1015.65,1014.7126,1010.6864,1013.6375,1020.9088,1011.35846
1999-05-01,1019.4869,1010.0828,1016.5394,1012.78046,1005.69165,1011.42944,1020.86584,1012.22546
1999-06-01,1018.02374,1010.56616,1017.31244,1011.06757,1003.6524,1006.4989,1021.3063,1012.99475
1999-07-01,1016.78986,1010.2915,1020.2224,1012.17633,1001.4288,1004.2049,1022.7587,1014.5899
1999-08-01,1017.02966,1011.2209,1019.4084,1011.1293,1003.6032,1007.4867,1021.6918,1014.2922
1999-09-01,1016.1614,1010.2952,1017.30365,1009.8374,1005.6113,1012.1987,1020.79486,1012.9736
1999-10-01,1017.02783,1010.0337,1016.48773,1013.5123,1009.886,1019.9098,1020.6049,1013.28876
1999-11-01,1017.0078,1009.6792,1014.94055,1016.98047,1013.80444,1022.37573,1020.69586,1012.1557
1999-12-01,1017.9203,1008.86206,1012.8658,1019.0807,1015.7459,1028.5981,1019.3791,1011.3603
2000-01-01,1018.2693,1009.3945,1011.3558,1018.68695,1014.90674,1025.6321,1018.152,1010.6093
2000-02-01,1020.1425,1009.0977,1012.43243,1018.63275,1014.4652,1022.4565,1019.8476,1011.61255
2000-03-01,1019.8624,1009.1514,1012.5027,1014.915,1012.85474,1017.1474,1019.1487,1010.0111
2000-04-01,1019.25836,1009.35693,1014.93713,1014.25903,1009.41296,1013.7407,1020.1395,1010.75287
2000-05-01,1018.2395,1009.8693,1017.64435,1011.46844,1005.9228,1009.8616,1020.77576,1012.10944
2000-06-01,1016.2848,1010.3513,1018.74774,1011.074,1003.06604,1006.4299,1020.06384,1013.9272
2000-07-01,1016.67737,1009.8514,1019.13025,1012.0326,1001.7136,1003.7285,1022.25397,1013.6722
2000-08-01,1014.94006,1010.29767,1020.2176,1012.11127,1003.0511,1007.5011,1021.2238,1014.5814
2000-09-01,1014.84296,1010.29175,1018.18945,1010.5396,1006.6944,1013.68414,1020.61554,1013.1467
2000-10-01,1015.60736,1009.4498,1016.37646,1013.3738,1010.536,1018.6286,1020.4409,1013.1652
2000-11-01,1016.7012,1008.704,1014.2126,1016.16974,1013.2075,1023.66,1020.1836,1011.51843
2000-12-01,1017.3399,1008.7975,1014.12384,1017.78015,1015.19385,1024.4703,1019.4776,1012.2512
2001-01-01,1019.4406,1009.2432,1012.87335,1018.84045,1015.777,1022.7121,1019.1241,1011.95654
2001-02-01,1017.81177,1008.65546,1011.7605,1017.1346,1014.6278,1021.35315,1017.00165,1010.57587
2001-03-01,1018.6562,1009.8111,1012.7062,1014.6114,1012.6035,1016.6562,1018.6489,1011.11884
2001-04-01,1019.3663,1009.7664,1014.5449,1014.52844,1010.4574,1014.845,1020.7615,1011.259
2001-05-01,1017.9277,1010.1764,1017.03394,1012.1639,1005.8374,1011.61237,1020.8398,1012.4377
2001-06-01,1016.23627,1009.8848,1019.6749,1011.896,1002.0164,1006.2612,1023.4314,1014.05
2001-07-01,1016.20276,1010.0652,1019.6861,1011.87103,1002.30005,1004.514,1020.795,1014.4765
2001-08-01,1015.6959,1010.4291,1020.55414,1012.0684,1003.7071,1009.5558,1021.1945,1015.5946
2001-09-01,1014.28235,1010.28235,1018.3265,1010.3113,1007.72626,1014.5864,1020.5772,1013.49854
2001-10-01,1014.8884,1010.2053,1015.5321,1013.89795,1010.94836,1018.48303,1020.2606,1012.96814
2001-11-01,1016.4087,1010.0553,1014.6489,1015.90393,1014.3725,1022.81146,1019.975,1012.40405
2001-12-01,1017.1208,1010.91345,1013.5907,1017.8684,1016.0546,1029.2445,1019.35834,1011.5821
2002-01-01,1017.0439,1010.39276,1013.4135,1018.4725,1015.9624,1024.5864,1019.7799,1012.00726
2002-02-01,1017.7264,1011.5101,1012.47626,1018.6814,1016.47375,1022.4135,1019.3686,1011.44775
2002-03-01,1018.09296,1010.3792,1013.1394,1016.27545,1012.47327,1016.76086,1018.3342,1010.97406
2002-04-01,1017.6393,1009.5631,1013.04047,1014.40906,1010.2545,1012.6245,1019.3733,1010.09326
2002-05-01,1017.2445,1010.19037,1017.33685,1012.3868,1006.56415,1011.31714,1019.5704,1012.2168
2002-06-01,1016.82086,1010.22687,1021.0043,1010.22925,1003.2021,1005.39087,1021.62036,1014.41437
2002-07-01,1016.13654,1011.03705,1020.0906,1012.5504,1004.49304,1004.5295,1022.85425,1015.02924
2002-08-01,1015.6777,1010.8864,1020.2,1011.74603,1004.0452,1009.1524,1020.83014,1014.3514
2002-09-01,1014.8245,1011.5842,1017.37335,1009.8432,1008.22687,1015.66943,1021.5945,1013.85657
2002-10-01,1015.0263,1010.28625,1016.1725,1012.55975,1011.40894,1018.0335,1019.5227,1012.5539
2002-11-01,1016.3613,1010.0886,1016.11487,1016.31366,1013.6836,1022.6789,1020.0499,1012.8198
2002-12-01,1018.5543,1010.8346,1014.2897,1018.6043,1015.3093,1025.9508,1019.38446,1012.93164
2003-01-01,1016.2946,1011.31555,1013.84467,1018.1492,1016.6293,1025.4095,1019.78595,1012.67584
2003-02-01,1015.53766,1010.271,1012.60724,1014.94745,1013.9303,1019.6735,1018.43146,1011.1959
2003-03-01,1018.15045,1010.93713,1013.4858,1014.6395,1013.04193,1018.57794,1019.5545,1010.8142
2003-04-01,1018.94995,1010.1089,1014.83234,1014.2774,1010.4939,1013.83484,1019.99115,1011.46655
2003-05-01,1017.90466,1009.87286,1017.247,1012.1379,1008.3309,1010.2219,1020.16833,1012.58826
2003-06-01,1016.2907,1010.20306,1019.8572,1010.28796,1002.26404,1006.09204,1021.5731,1013.6322
2003-07-01,1016.1365,1010.9953,1020.5023,1012.1412,1000.3678,1005.12,1022.94977,1015.0298
2003-08-01,1015.7162,1010.7201,1019.731,1012.4648,1004.0415,1007.84784,1022.96344,1014.69775
2003-09-01,1015.086,1011.12274,1018.3361,1010.88745,1006.849,1013.3551,1022.07904,1013.83875
2003-10-01,1015.7573,1010.59,1015.5815,1012.4935,1012.05225,1020.54095,1021.0103,1012.1138
2003-11-01,1016.3097,1009.9958,1014.36304,1016.6071,1013.8205,1022.65564,1020.2919,1011.7059
2003-12-01,1017.1222,1010.2671,1014.3493,1018.2093,1016.1253,1028.0916,1019.20416,1012.03326
2004-01-01,1017.0043,1010.63086,1012.4532,1017.6218,1014.4229,1024.6818,1019.5705,1010.8869
2004-02-01,1017.9294,1010.5441,1013.4445,1017.8008,1015.7745,1021.41547,1019.9432,1011.46295
2004-03-01,1017.5402,1010.0785,1014.0201,1014.3912,1013.1511,1018.74115,1018.55475,1010.845
2004-04-01,1017.9191,1010.18445,1015.0443,1013.8303,1010.4144,1012.53424,1020.35565,1011.47437
2004-05-01,1017.2473,1009.73865,1017.7277,1012.5988,1006.6752,1010.69604,1021.73724,1013.07635
2004-06-01,1017.2043,1011.25055,1020.6791,1011.7729,1004.4432,1008.4057,1022.04315,1015.51447
2004-07-01,1016.1738,1010.5476,1020.25366,1012.0975,1001.975,1005.1026,1020.26276,1014.29596
2004-08-01,1015.40515,1010.9339,1019.8939,1012.5036,1003.5714,1007.08014,1021.48346,1014.9202
2004-09-01,1014.7254,1010.9458,1017.5781,1011.0569,1007.14307,1014.7554,1021.12036,1013.3868
2004-10-01,1015.3706,1010.807,1016.42084,1012.7642,1012.61694,1022.61304,1020.6343,1012.7121
2004-11-01,1017.12384,1010.2689,1014.6325,1017.0389,1013.65985,1024.2484,1019.59485,1011.9111
2004-12-01,1016.8004,1010.14197,1012.9319,1018.03076,1015.2193,1025.1395,1019.6832,1011.4579
2005-01-01,1015.8215,1010.80975,1012.60626,1017.99365,1016.08514,1023.79376,1019.33734,1011.30005
2005-02-01,1016.6637,1011.6376,1012.53485,1015.8985,1014.7101,1022.1213,1019.76636,1010.3615
2005-03-01,1017.76636,1011.404,1013.88983,1015.82904,1013.19104,1020.05743,1020.59216,1011.3314
2005-04-01,1018.596,1011.31757,1015.01624,1014.19727,1011.5036,1013.7427,1021.06744,1011.38275
2005-05-01,1017.3819,1010.0546,1017.01935,1011.3658,1008.1818,1008.44165,1021.32666,1012.4071
2005-06-01,1017.56976,1009.8211,1019.3061,1009.42725,1002.81384,1004.41986,1020.5327,1013.7865
2005-07-01,1016.5535,1010.84106,1020.87646,1010.70276,1002.1877,1005.2213,1021.9416,1015.09766
2005-08-01,1015.63367,1010.7566,1019.9698,1011.399,1004.0786,1007.79236,1020.7037,1014.4997
2005-09-01,1015.0639,1010.6025,1018.1001,1011.6351,1005.9451,1014.2498,1022.82385,1013.7877
2005-10-01,1016.6962,1010.3539,1016.9398,1012.5812,1011.99506,1021.96216,1020.8652,1013.07275
2005-11-01,1016.9893,1010.09155,1014.45337,1016.4383,1013.9418,1021.85455,1020.2484,1011.62946
2005-12-01,1017.03125,1009.2813,1012.52856,1017.9849,1015.38007,1028.4298,1018.5352,1010.79974
2006-01-01,1019.02344,1009.55743,1011.5774,1018.41516,1015.8114,1023.8515,1018.935,1010.6485
2006-02-01,1016.1076,1010.2102,1011.3738,1016.88873,1014.44995,1025.1125,1019.01776,1010.8847
2006-03-01,1018.48193,1009.72064,1014.1732,1015.70416,1012.48584,1017.1119,1019.19696,1011.5221
2006-04-01,1018.7416,1009.9746,1014.8254,1014.3233,1010.57086,1012.2257,1020.0032,1010.59314
2006-05-01,1017.7036,1010.6462,1017.62775,1012.0739,1006.9612,1011.56494,1021.45374,1012.766
2006-06-01,1016.76385,1010.59143,1019.28766,1011.13354,1003.1511,1005.90717,1021.6227,1013.824
2006-07-01,1015.77435,1011.0028,1020.02203,1011.5421,1002.8093,1003.25037,1021.4942,1014.8694
2006-08-01,1015.1786,1010.82886,1020.4437,1011.485,1003.37024,1007.0935,1020.82495,1013.9934
2006-09-01,1015.70984,1010.976,1018.00494,1011.6026,1006.32495,1015.2927,1021.6386,1014.02765
2006-10-01,1015.04224,1011.24023,1016.49506,1012.8014,1012.56976,1019.3949,1020.6234,1012.5589
2006-11-01,1016.5829,1009.98083,1014.57947,1015.09076,1012.8568,1020.6092,1019.59406,1011.7703
2006-12-01,1019.58093,1009.7235,1014.66736,1019.4725,1015.5364,1027.161,1019.56104,1012.6736
2007-01-01,1018.55444,1010.683,1013.31195,1018.74927,1017.7046,1029.0033,1018.50165,1012.20087
2007-02-01,1018.77203,1010.7432,1013.50555,1017.87787,1013.5706,1017.86804,1019.54205,1011.49414
2007-03-01,1018.10095,1009.9437,1013.21606,1015.8426,1012.8289,1016.62366,1018.71606,1010.5552
2007-04-01,1019.7313,1010.38,1015.2913,1013.6401,1010.895,1016.50385,1020.25977,1011.3098
