,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8
2007-05-01,1018.81995,1010.3063,1016.5075,1012.18494,1007.09845,1009.4785,1021.0876,1012.0602
2007-06-01,1017.5264,1008.6937,1019.0664,1011.25885,1000.4087,1006.49866,1021.935,1013.8251
2007-07-01,1016.63104,1010.1711,1020.32983,1011.52734,1002.21234,1003.49243,1023.19476,1014.30865
2007-08-01,1015.87756,1010.2897,1019.16656,1010.46484,1002.4188,1006.64,1022.5999,1013.5774
2007-09-01,1015.7215,1009.8565,1018.53357,1011.4124,1004.96484,1013.65356,1020.31885,1013.8675
2007-10-01,1016.78094,1009.6063,1016.29486,1013.3574,1011.6177,1020.83374,1020.3661,1012.7048
2007-11-01,1016.1007,1009.1817,1014.8679,1015.0879,1013.41455,1023.52045,1019.1807,1011.5181
2007-12-01,1019.32446,1008.2968,1012.64453,1019.12286,1015.21454,1024.0232,1019.9482,1011.41547
2008-01-01,1018.3851,1009.31616,1011.7235,1018.63116,1015.2239,1027.2875,1018.3652,1010.90265
2008-02-01,1019.42096,1009.1987,1012.9148,1017.3703,1017.0714,1026.8313,1020.3923,1011.2761
2008-03-01,1020.2617,1009.5368,1012.6979,1016.0653,1011.76953,1017.0733,1020.3245,1010.3421
2008-04-01,1018.7175,1009.1403,1014.5261,1013.8624,1010.1488,1013.28265,1018.92755,1009.89594
2008-05-01,1018.71814,1009.812,1015.32837,1011.6434,1007.2021,1009.2969,1021.3244,1011.5868
2008-06-01,1017.73193,1010.40796,1018.78345,1010.3981,1002.29175,1006.0954,1022.02966,1013.1428
2008-07-01,1016.0355,1010.4447,1019.82306,1010.6354,1001.1744,1004.2603,1021.243,1014.33405
2008-08-01,1016.0535,1010.3328,1018.15015,1009.7928,1002.75775,1007.7974,1021.8575,1013.0073
2008-09-01,1015.3501,1010.385,1018.1222,1010.1097,1007.1636,1012.7849,1021.49396,1013.3473
2008-10-01,1016.97943,1010.18054,1016.688,1014.16815,1011.03436,1019.23206,1021.5493,1012.8141
2008-11-01,1018.57776,1009.11487,1014.3627,1016.2636,1013.9215,1024.0865,1020.3549,1011.6353
2008-12-01,1017.8003,1009.07196,1012.5369,1017.6195,1015.92554,1025.2896,1019.9796,1010.99084
2009-01-01,1018.7276,1009.9136,1012.7886,1018.7489,1016.3899,1026.7823,1020.28125,1011.5952
2009-02-01,1019.1703,1009.0183,1011.5393,1017.64954,1014.4869,1017.18665,1018.9968,1010.48315
2009-03-01,1018.55005,1010.26526,1012.62775,1015.2139,1012.4334,1017.19354,1019.7924,1010.2076
2009-04-01,1018.4191,1009.60803,1014.46674,1014.52673,1011.00085,1013.5391,1020.8756,1011.3854
2009-05-01,1017.0073,1009.2114,1016.11725,1011.61487,1007.5009,1011.9515,1021.1834,1011.5935
2009-06-01,1016.7404,1010.38806,1018.5783,1010.84174,1005.0128,1004.9483,1021.66656,1013.80084
2009-07-01,1016.1772,1010.531,1021.044,1011.7537,1001.555,1004.14233,1021.5761,1014.6985
2009-08-01,1014.27765,1010.0825,1018.8734,1011.605,1003.62866,1008.4752,1021.4509,1013.99634
2009-09-01,1014.77515,1009.80524,1019.1715,1011.2539,1007.73615,1012.8088,1021.62506,1014.25226
2009-10-01,1015.04266,1010.674,1015.66125,1011.9451,1011.7647,1018.546,1020.4087,1012.5476
2009-11-01,1015.96326,1009.1353,1013.5818,1014.4921,1013.13446,1024.3242,1018.80945,1012.22186
2009-12-01,1015.67914,1010.53796,1013.6043,1016.64294,1014.6841,1023.7679,1019.0481,1012.0282
2010-01-01,1015.74115,1010.9216,1013.0875,1015.4364,1016.9035,1023.6574,1018.9187,1011.80505
2010-02-01,1017.59515,1010.9052,1012.40015,1014.93494,1014.43396,1018.4624,1017.4576,1011.06396
2010-03-01,1019.04297,1010.9342,1013.5329,1015.46295,1013.3054,1019.2367,1018.7654,1011.49664
2010-04-01,1018.801,1010.57275,1014.9451,1013.3525,1010.80383,1016.5547,1020.40875,1010.89136
2010-05-01,1019.43286,1008.9233,1016.1721,1012.47437,1006.67944,1009.70544,1020.87585,1011.97943
2010-06-01,1019.0605,1010.3808,1020.12573,1011.5667,1002.9057,1008.3505,1021.95795,1013.9934
2010-07-01,1016.98987,1010.216,1019.4998,1010.6922,1001.3589,1005.34265,1024.5676,1014.1576
2010-08-01,1016.8058,1010.2721,1019.3484,1009.81165,1002.9009,1009.1792,1021.2657,1013.9783
2010-09-01,1016.01697,1009.87805,1017.2771,1009.4592,1005.9842,1012.84314,1022.05096,1013.04047
2010-10-01,1017.5783,1009.11945,1016.27954,1015.12195,1010.2045,1020.35077,1021.25305,1012.33435
2010-11-01,1017.7648,1009.0923,1013.45026,1017.1715,1012.8823,1022.095,1020.3502,1011.1889
2010-12-01,1017.00134,1007.6613,1011.22266,1016.37006,1014.00726,1021.8451,1018.9235,1010.3488
2011-01-01,1016.7114,1008.5203,1010.56744,1017.671,1014.58234,1029.014,1018.5401,1010.0253
2011-02-01,1018.8963,1009.065,1011.57635,1018.299,1013.5901,1019.0122,1019.8173,1010.52014
2011-03-01,1019.61755,1009.089,1011.844,1015.80774,1012.92487,1022.83405,1019.59357,1010.46014
2011-04-01,1019.28656,1009.62445,1014.1968,1013.4343,1010.45685,1014.27203,1020.31946,1010.4768
2011-05-01,1019.2459,1009.8975,1016.88654,1012.63385,1007.8191,1010.921,1020.18494,1011.75006
2011-06-01,1018.2464,1009.8988,1019.21533,1010.38226,1002.77655,1005.06274,1020.5252,1013.6214
2011-07-01,1016.451,1009.95404,1019.64484,1010.2697,1001.41736,1004.9588,1021.2977,1014.029
2011-08-01,1016.10803,1010.22577,1018.7745,1010.2757,1002.1978,1006.87537,1023.0672,1014.0443
2011-09-01,1016.9651,1010.6113,1018.5374,1011.6423,1005.5701,1013.7612,1023.33154,1013.9124
2011-10-01,1016.97046,1009.5891,1015.5693,1013.2132,1010.6054,1019.7854,1020.44666,1011.6609
2011-11-01,1017.8515,1008.9725,1015.74774,1016.71875,1011.7402,1020.2435,1020.0238,1011.94727
2011-12-01,1018.2997,1008.7947,1014.3233,1018.81714,1015.6918,1028.2229,1019.3192,1012.01917
2012-01-01,1019.04663,1009.22925,1012.14825,1018.5234,1015.718,1025.2697,1019.63446,1011.69446
2012-02-01,1019.3981,1009.0442,1011.54065,1016.59686,1014.3981,1021.82794,1018.2157,1010.6055
2012-03-01,1018.6371,1009.392,1013.5479,1015.67194,1013.6946,1018.3043,1018.91187,1011.08685
2012-04-01,1019.4723,1010.43494,1014.94104,1014.055,1010.5073,1011.38617,1020.56,1011.37
2012-05-01,1018.3761,1009.65845,1017.6685,1011.27484,1008.27374,1010.32117,1020.62225,1012.96906
2012-06-01,1017.5458,1010.32056,1019.9116,1009.7093,1002.702,1004.8992,1021.4269,1014.41833
2012-07-01,1016.801,1010.14514,1021.3275,1011.78485,1001.4586,1003.60126,1021.76276,1014.5298
2012-08-01,1016.6448,1010.96234,1019.99005,1010.87854,1002.68884,1007.43024,1021.4011,1015.1236
2012-09-01,1016.6633,1010.7492,1019.40704,1012.9457,1006.35205,1015.0781,1021.18677,1014.613
2012-10-01,1016.3909,1010.0937,1016.5999,1013.2324,1011.8148,1018.8161,1019.86615,1012.6799
2012-11-01,1016.90216,1009.9363,1014.71234,1016.9112,1013.49884,1020.096,1020.39,1011.8914
2012-12-01,1018.2749,1009.301,1012.4649,1016.6675,1013.99634,1024.1149,1018.5186,1011.5735
2013-01-01,1017.17126,1010.29486,1013.42224,1019.73517,1016.44385,1024.339,1020.2449,1011.95483
2013-02-01,1018.61053,1009.46454,1012.3508,1017.7695,1015.22046,1021.02545,1019.35944,1010.5921
2013-03-01,1017.89685,1010.7668,1013.3971,1015.6955,1012.8791,1015.8007,1019.73456,1011.33453
2013-04-01,1018.5818,1009.8228,1015.19415,1013.40906,1009.98193,1013.2159,1020.2843,1011.58813
2013-05-01,1018.1295,1009.988,1017.1395,1012.9191,1007.14044,1009.65173,1021.4568,1012.8091
2013-06-01,1017.1832,1008.9734,1018.878,1010.6232,1001.823,1005.368,1022.8459,1014.0468
2013-07-01,1015.6948,1010.0412,1020.33875,1011.69525,1000.7773,1003.0511,1021.19116,1014.9812
2013-08-01,1015.7876,1010.75604,1019.52875,1011.8777,1003.1898,1006.69244,1022.67596,1014.0402
2013-09-01,1015.3748,1010.4802,1019.2261,1009.91736,1006.37476,1014.4877,1022.4498,1014.05634
2013-10-01,1015.7912,1010.94147,1017.4225,1013.6125,1010.7925,1020.264,1021.0799,1013.42224
2013-11-01,1015.775,1009.38135,1014.05634,1015.6135,1013.0076,1023.34357,1020.24005,1011.72095
2013-12-01,1016.6753,1009.34546,1013.35046,1018.39154,1015.9132,1025.6222,1019.7818,1012.32697
2014-01-01,1015.1803,1010.52264,1012.02875,1017.9462,1016.74225,1023.9285,1018.9649,1011.94476
2014-02-01,1016.00134,1010.17883,1011.2488,1015.3965,1014.32526,1022.0561,1018.53125,1011.09485
2014-03-01,1017.30414,1010.9055,1014.08655,1015.17065,1013.2784,1018.4055,1019.59674,1011.39056
2014-04-01,1017.6422,1010.61884,1015.4535,1013.6023,1011.6138,1014.38617,1019.93994,1011.6523
2014-05-01,1017.7622,1010.26794,1016.6672,1012.753,1008.60913,1011.1282,1021.95795,1012.1032
2014-06-01,1016.0174,1009.68616,1019.69104,1009.57776,1003.6186,1006.8028,1021.6847,1014.0012
2014-07-01,1015.9725,1010.665,1021.4512,1012.78375,1002.75256,1005.92017,1022.57117,1015.7865
2014-08-01,1014.01154,1011.2648,1019.4698,1012.2225,1003.641,1008.8561,1021.9676,1014.9115
2014-09-01,1014.6895,1011.04095,1018.45685,1009.8234,1006.6091,1012.4894,1020.85657,1014.19696
2014-10-01,1015.2611,1010.3764,1016.2688,1012.91974,1011.49634,1019.24524,1020.6923,1013.42523
2014-11-01,1015.78516,1010.0826,1015.2413,1016.61523,1014.05774,1022.1478,1020.9015,1012.7325
2014-12-01,1015.8057,1009.9517,1014.71204,1017.5704,1016.1855,1028.2693,1019.40686,1012.85046
2015-01-01,1014.8038,1011.1164,1013.305,1018.83,1017.12396,1025.2163,1019.41595,1012.9984
2015-02-01,1014.9377,1011.4789,1013.4522,1016.1062,1014.99774,1021.56885,1019.1273,1011.78375
2015-03-01,1016.93463,1011.853,1013.8258,1015.50696,1013.8846,1018.09796,1020.0008,1011.2082
2015-04-01,1017.8982,1010.5754,1015.86945,1013.18665,1010.97437,1014.77545,1020.3391,1012.1481
2015-05-01,1016.6806,1011.19086,1017.44214,1013.14044,1008.69165,1009.8168,1020.9944,1012.9754
2015-06-01,1015.2333,1010.9507,1020.5429,1010.5581,1002.7579,1006.28534,1021.90424,1015.0254
2015-07-01,1013.62366,1011.24506,1020.8864,1012.3761,1003.27856,1006.6202,1022.11896,1014.9613
2015-08-01,1013.28015,1011.1863,1018.64984,1011.42523,1004.51526,1009.0652,1020.2484,1014.294
2015-09-01,1011.68854,1011.1527,1017.7509,1010.92755,1007.81757,1014.3315,1021.11615,1014.0273
2015-10-01,1012.44305,1011.4258,1016.5617,1012.2681,1011.60187,1019.93555,1019.9592,1013.62537
2015-11-01,1015.9699,1010.2111,1015.739,1015.43884,1012.94885,1020.7149,1019.67236,1012.70514
2015-12-01,1017.99,1011.2249,1014.8938,1016.87866,1016.3775,1026.6937,1019.88885,1013.66986
2016-01-01,1017.9612,1011.74115,1012.95764,1018.2562,1016.4676,1026.0762,1020.7114,1013.05023
2016-02-01,1016.7112,1011.63727,1013.1613,1017.3335,1016.5684,1026.106,1019.204,1011.7274
2016-03-01,1018.0818,1011.7346,1014.6842,1014.4818,1013.1828,1018.3972,1021.4609,1012.13055
2016-04-01,1018.39233,1010.6811,1014.92377,1014.06256,1011.2825,1011.8797,1020.199,1011.5901
2016-05-01,1017.82446,1010.09705,1017.7456,1012.90216,1007.2841,1010.9254,1021.6604,1013.7317
2016-06-01,1016.3845,1011.1105,1020.53577,1011.91077,1003.717,1007.0996,1023.3708,1015.34296
2016-07-01,1014.4788,1010.4451,1021.35516,1012.3485,1002.3362,1004.989,1021.68243,1014.8413
2016-08-01,1014.49786,1010.0881,1019.2034,1011.608,1004.2807,1007.5182,1023.33673,1014.5959
2016-09-01,1015.0503,1010.1967,1018.78296,1012.72424,1006.44086,1014.12585,1023.8671,1014.13306
2016-10-01,1015.56335,1009.8904,1016.0119,1013.41815,1011.4646,1018.5106,1020.5633,1012.3193
2016-11-01,1017.19977,1009.7213,1014.78516,1016.2723,1014.4639,1022.85474,1021.6663,1011.995
2016-12-01,1017.011,1009.24243,1013.25275,1017.4715,1015.5974,1024.9886,1020.0938,1011.62646
2017-01-01,1017.23456,1009.8303,1012.74713,1018.5307,1016.0042,1025.117,1020.03955,1011.6319
2017-02-01,1017.1648,1010.36017,1012.55646,1016.18115,1015.93384,1024.1412,1020.6051,1011.18774
2017-03-01,1018.8501,1010.6211,1013.6223,1016.44385,1012.82477,1019.284,1020.01636,1010.9597
2017-04-01,1017.9584,1010.84174,1014.90826,1012.8696,1011.47705,1013.54803,1020.5705,1011.2456
2017-05-01,1018.3157,1010.22906,1017.3593,1012.1004,1008.74915,1012.91675,1020.0804,1012.81915
2017-06-01,1016.741,1011.04767,1018.94366,1010.1627,1002.6587,1007.5773,1020.78094,1013.6076
2017-07-01,1016.0218,1011.1758,1020.47687,1012.84296,1002.5044,1005.9231,1022.8168,1015.5107
2017-08-01,1015.6457,1010.6171,1020.3141,1011.2156,1002.3932,1007.183,1021.6806,1014.22076
2017-09-01,1014.95874,1010.68744,1017.1852,1011.11,1007.3299,1012.9989,1021.2637,1013.79474
2017-10-01,1014.8158,1009.7866,1016.84827,1012.3307,1010.55695,1021.132,1021.10315,1012.7879
2017-11-01,1014.6105,1008.5529,1015.20667,1015.29175,1013.52423,1023.2456,1020.7679,1012.12085
2017-12-01,1014.73865,1009.3811,1013.4715,1018.24365,1016.7286,1026.9548,1019.7752,1011.7726
2018-01-01,1016.9547,1008.7495,1012.92334,1018.4071,1015.6947,1024.8243,1019.90546,1011.56555
2018-02-01,1017.5759,1010.6353,1011.3777,1017.5326,1014.9938,1022.9735,1019.77264,1010.2634
2018-03-01,1016.1281,1009.97845,1013.10345,1016.2557,1012.87415,1016.7695,1019.52716,1011.56555
2018-04-01,1017.68866,1009.96155,1015.295,1013.95593,1010.2459,1013.88403,1020.8591,1011.846
2018-05-01,1017.74695,1010.12415,1016.8543,1012.84955,1007.1643,1010.7396,1021.4693,1012.6869
2018-06-01,1016.60297,1010.9294,1020.09076,1010.6845,1003.21326,1006.71796,1022.71704,1014.58435
2018-07-01,1015.83203,1010.2369,1020.7729,1013.163,1002.1295,1004.36444,1021.503,1014.90955
2018-08-01,1014.3052,1010.7798,1020.9348,1012.5373,1003.05133,1006.5165,1022.9625,1014.9012
2018-09-01,1012.93756,1010.8141,1018.3961,1010.58734,1008.49615,1015.2827,1020.6485,1012.88904
2018-10-01,1014.57654,1011.0706,1015.26904,1012.62665,1011.7832,1021.53796,1021.45703,1012.7031
2018-11-01,1016.2946,1010.6832,1015.1033,1016.3633,1014.13086,1023.3007,1021.21405,1011.8881
2018-12-01,1017.6472,1010.10736,1014.4437,1017.7949,1015.8262,1028.04,1020.6239,1012.5748
2019-01-01,1016.74536,1011.0554,1013.6295,1018.5853,1017.03955,1027.3254,1019.32935,1012.443
2019-02-01,1014.8061,1012.25244,1012.80853,1016.9824,1015.426,1022.20135,1020.33905,1011.38983
2019-03-01,1017.5248,1011.344,1014.6577,1016.0373,1013.7536,1018.05725,1020.1498,1011.6474
2019-04-01,1018.39044,1010.4479,1015.3391,1014.04346,1011.5506,1012.2568,1020.6754,1011.6046
2019-05-01,1017.0215,1010.7562,1016.1049,1012.2363,1009.2676,1012.39764,1020.9311,1012.1861
2019-06-01,1016.6088,1010.7073,1020.0275,1012.1861,1003.5397,1006.40485,1021.92523,1014.5926
2019-07-01,1016.04596,1011.2372,1020.1026,1012.3399,1001.3764,1005.6025,1022.18524,1014.579
2019-08-01,1015.5793,1011.14905,1020.9944,1011.4929,1003.0104,1007.5678,1023.80304,1015.3168
2019-09-01,1014.58514,1011.48724,1017.16736,1011.604,1005.6577,1016.1676,1021.21533,1013.9299
2019-10-01,1014.8074,1010.3622,1015.81757,1012.53485,1010.92883,1020.37134,1021.03345,1012.0837
2019-11-01,1015.5402,1010.3287,1014.1135,1014.30096,1013.125,1023.51636,1020.156,1011.545
2019-12-01,1017.00104,1010.51117,1013.92365,1017.65265,1014.3239,1026.1215,1019.4548,1011.6015
2020-01-01,1018.6828,1010.7264,1013.2615,1018.5734,1016.1716,1024.2427,1019.78265,1011.99115
2020-02-01,1018.00366,1011.4177,1012.85474,1017.46014,1015.93396,1023.88116,1020.0697,1011.4238
2020-03-01,1019.5695,1011.0043,1013.82947,1016.92456,1012.9506,1017.47424,1020.3207,1011.34076
2020-04-01,1018.91486,1011.1185,1015.8638,1014.7553,1011.67975,1018.9576,1021.69244,1012.0938
2020-05-01,1018.2571,1010.5817,1018.4031,1012.1909,1007.8219,1010.1719,1022.1755,1013.4533
2020-06-01,1017.69525,1010.77344,1019.99524,1011.95514,1002.1135,1006.0575,1020.87524,1014.1501
2020-07-01,1015.8839,1010.06995,1019.7399,1011.339,1000.85,1005.9189,1022.58093,1013.92896
2020-08-01,1015.3825,1010.4589,1020.5949,1010.5475,1001.526,1006.54,1021.6185,1014.2087
2020-09-01,1015.5199,1010.51263,1018.4062,1011.95514,1006.3635,1014.09393,1022.2665,1013.59375
2020-10-01,1014.8689,1009.7572,1016.4824,1013.26514,1010.5915,1022.05023,1021.329,1012.9012
2020-11-01,1017.6635,1010.1438,1015.159,1016.2326,1014.1989,1024.2152,1021.2075,1012.36615
2020-12-01,1018.78784,1009.27045,1013.5058,1018.58936,1015.54315,1028.8267,1019.93964,1012.1372
2021-01-01,1018.90295,1009.3908,1011.64954,1017.6205,1016.0079,1025.9844,1019.25336,1011.34326
2021-02-01,1018.55505,1010.05646,1012.5652,1016.2737,1014.985,1020.3925,1020.3576,1011.3378
2021-03-01,1019.3617,1010.13306,1013.05945,1017.2059,1012.9553,1017.46674,1020.04346,1011.03033
2021-04-01,1017.2346,1010.78845,1015.07446,1012.90936,1011.53687,1017.1893,1019.64166,1010.9268
2021-05-01,1018.5061,1009.78033,1017.52374,1012.9412,1007.26733,1010.29236,1021.9476,1012.57007
2021-06-01,1017.942,1011.14307,1017.4906,1010.7216,1004.3281,1007.0394,1022.46204,1013.58795
2021-07-01,1016.8873,1010.5373,1022.5362,1012.7562,1002.68243,1005.2664,1023.14374,1015.20123
2021-08-01,1015.9478,1011.132,1019.7506,1011.3494,1004.1707,1008.5242,1022.4957,1014.18695
2021-09-01,1016.4709,1010.6929,1017.74664,1012.4629,1004.74945,1012.87573,1022.49695,1013.42694
2021-10-01,1016.53705,1010.1919,1015.7996,1014.17847,1010.51587,1021.88696,1021.40314,1012.6417
2021-11-01,1017.4037,1009.44775,1015.0151,1016.9749,1012.76483,1024.1959,1020.5989,1011.73773
2021-12-01,1016.1156,1010.58203,1013.6707,1016.9192,1015.9778,1027.7457,1019.5069,1011.15155
2022-01-01,1016.5054,1010.55054,1012.4946,1019.06036,1015.5969,1024.1781,1019.7356,1011.59845
2022-02-01,1017.7125,1009.9139,1012.40533,1018.64984,1014.21765,1025.1803,1020.3228,1010.9264
2022-03-01,1018.8914,1009.5053,1012.616,1016.31006,1012.74774,1015.1023,1020.2065,1010.0803
2022-04-01,1018.54456,1009.6068,1014.7721,1013.05804,1010.1008,1016.1893,1020.33435,1010.6855
2022-05-01,1019.03925,1009.70447,1018.7084,1011.91187,1006.7582,1012.3642,1022.21796,1013.02716
2022-06-01,1017.498,1009.8696,1018.9531,1010.7209,1002.4545,1005.32306,1021.55304,1013.12805
2022-07-01,1017.4151,1009.68005,1020.06256,1012.54407,1001.1535,1005.1714,1021.48883,1014.6089
2022-08-01,1016.0801,1009.91907,1019.1047,1011.9723,1003.2325,1006.8173,1022.4512,1013.78656
2022-09-01,1015.173,1010.5756,1018.0993,1011.1545,1006.3695,1015.5893,1022.6767,1013.6658
2022-10-01,1015.5648,1009.9878,1015.5636,1014.2703,1011.83484,1022.3664,1021.5666,1012.8762
2022-11-01,1017.22107,1009.9788,1015.0149,1017.12024,1014.00244,1020.01764,1021.546,1012.27875
2022-12-01,1016.4508,1008.95795,1013.58545,1018.14557,1015.04834,1027.813,1020.0954,1011.7745
