,zgu200_cluster1,zgu200_cluster2,zgu200_cluster3,zgu200_cluster4,zgu200_cluster5,zgu200_cluster6,zgu200_cluster7,zgu200_cluster8
1965-01-01,-0.06354733,-0.63710177,-0.114711,0.19813652,0.51489544,0.26885375,0.4093094,-0.8929199
1965-02-01,-0.1459957,-0.50316393,0.12904969,-0.021834563,0.13621902,0.43244705,-0.15121002,-0.26559487
1965-03-01,-0.3930151,-0.15023232,0.0749527,-0.0149909975,-0.04757881,0.3799797,0.35749358,-0.889661
1965-04-01,-0.13915214,-0.029003525,-0.11373329,0.2196453,0.010102463,0.35423508,0.3278385,-0.37639505
1965-05-01,-0.13850021,0.15349121,0.4005104,0.079841614,-0.42625505,0.2890587,0.12807198,-0.18053932
1965-06-01,-0.88151395,0.20367661,-0.002281189,0.19715957,-0.772995,-0.27211228,0.48230705,0.05377121
1965-07-01,-0.63123626,0.11731796,0.3467392,-0.07951584,-0.37346268,-0.05507431,-0.12579079,0.13393784
1965-08-01,-0.14632186,0.19650802,0.029655075,0.0009773255,-0.42690736,-0.18477592,-0.09776497,0.018575286
1965-09-01,-0.19292259,-0.0821228,0.20432892,-0.17043686,-0.14371414,-0.049534608,0.29068795,0.0984169
1965-10-01,-0.07690811,0.029981231,-0.15381698,0.24115372,0.29948694,0.32229882,0.14958039,-0.23137704
1965-11-01,-0.21215001,-0.2942726,0.18901214,0.2558182,0.37639505,0.31871375,0.043668367,-0.53444827
1965-12-01,-0.5562824,-0.24930076,0.17988777,0.058984756,0.541618,0.6015808,0.7609371,-0.038780022
1966-01-01,-0.3551449,-0.36302224,0.3265892,-0.52385557,0.12768134,0.26947707,1.03097,-0.13326149
1966-02-01,-0.33906174,-0.22418098,0.06630249,-0.035449218,0.48906288,0.186763,0.87932813,-0.5809668
1966-03-01,-0.22615051,-0.038731,0.081073,-0.0009849549,-0.0042671203,0.1516426,0.4198063,-0.32560387
1966-04-01,-0.19267121,-0.23731002,0.06137886,-0.0029541017,-0.33315355,0.31903917,0.0055801393,-0.22385255
1966-05-01,-0.17297706,0.07056961,-0.0045955656,0.15820655,-0.31903917,0.08501129,0.23271485,0.02855606
1966-06-01,-0.2002205,0.21236496,0.055142976,-0.106674954,-0.450988,-0.27571297,0.15426788,0.047921754
1966-07-01,0.07811813,-0.018052673,-0.04496765,0.26750717,-0.25667572,-0.35022125,-0.07713394,-0.158535
1966-08-01,0.12013169,0.3469391,0.23731002,-0.041684724,-0.31641388,-0.67221487,0.18019791,-0.057768248
1966-09-01,0.10043869,0.019037629,0.4089752,-0.06925659,0.022319794,0.3715561,0.36367875,-0.17264862
1966-10-01,-0.08599625,0.2524086,0.03643341,-0.038074493,0.19135818,0.26619452,0.41882133,0.08369865
1966-11-01,-0.27932376,-0.05481415,0.22352448,0.4004406,0.6324989,0.3633507,0.7644474,-0.1756031
1966-12-01,-0.74311256,-0.3475956,0.09354553,-0.046608735,0.22582206,0.31510085,0.47494888,-0.38599855
1967-01-01,-0.5149601,-0.16490479,0.31478882,0.051268004,-0.05649223,0.68280333,0.77064437,-0.6188011
1967-02-01,-0.27625617,-0.44475326,0.43201828,-0.4297325,-0.13812828,0.05322685,0.5659008,-0.5456554
1967-03-01,-0.05518608,-0.6782322,0.1952736,-0.008163452,0.16294555,0.36768836,0.16098633,-0.40230256
1967-04-01,-0.42091522,-0.07477836,-0.14955711,0.23315239,0.17764015,0.30172652,-0.045716096,-0.42287445
1967-05-01,-0.31838036,-0.22335625,0.23282585,0.15086326,-0.08522835,0.24033622,0.20572281,-0.035266876
1967-06-01,0.13878174,0.03983841,0.30140036,0.09828949,-0.42287445,-0.13388291,0.08065643,-0.03624649
1967-07-01,0.33372802,-0.020898437,0.38891372,0.13714829,-0.4934082,-0.3102169,-0.095351025,0.03069458
1967-08-01,0.1495575,-0.3079315,0.6034538,-0.1547821,-0.6994575,-0.6455776,0.056818772,0.018939208
1967-09-01,-0.15902634,0.088819884,0.07086029,-0.6377403,-0.107759856,-0.53292084,0.2194378,-0.030041505
1967-10-01,-0.122780606,-0.15935364,0.45063132,-0.3765053,0.21029434,0.5747177,0.24588756,-0.31478843
1967-11-01,-0.514307,-0.5332462,0.24164276,-0.050287627,0.08914642,0.81995237,-0.08000298,-0.45683518
1967-12-01,-0.3637701,0.08588104,-0.12473984,0.1329033,0.054206084,0.04310379,0.15086326,-0.63088286
1968-01-01,-0.24251023,-0.35227814,0.01604538,-0.27788392,-0.1929142,0.5513916,0.7366478,-0.26621398
1968-02-01,-0.29611778,-0.21370086,0.49231416,-0.3632187,0.15608177,0.10247459,0.5805664,-0.7016388
1968-03-01,-0.51273614,-0.20640716,0.35483092,0.11159134,0.05579529,0.22062989,0.24433403,-0.12180176
1968-04-01,-0.16155204,0.055430986,-0.15754052,0.41135558,0.061994933,-0.13055459,0.017504502,-0.27460176
1968-05-01,0.09044037,-0.15608215,0.028079987,-0.069288634,-0.13638917,0.66808814,-0.06236,-0.112320706
1968-06-01,0.030997466,-0.15061188,0.33003235,-0.074394226,-0.11560211,-0.6111988,0.11961403,-0.06965332
1968-07-01,0.075488284,-0.0043762205,0.08533478,-0.031726837,-0.61448133,-0.98572195,0.14149475,-0.0014579773
1968-08-01,-0.17905656,-0.1476944,0.43250734,0.009846496,-0.57691956,-0.02115097,0.23485222,-0.063453674
1968-09-01,-0.11231995,0.23084107,0.4160965,-0.320916,-0.64438474,-0.0040115356,0.34461975,0.11195602
1968-10-01,0.092263415,0.20531312,0.3858284,-0.2202652,0.12690774,0.4507408,0.27314338,-0.45219916
1968-11-01,-0.45001143,-0.2614731,0.09700394,0.06892395,0.08059349,0.2855423,0.35774803,-0.44016534
