,mgu250GLB_cluster1,mgu250GLB_cluster2,mgu250GLB_cluster3,mgu250GLB_cluster4,mgu250GLB_cluster5,mgu250GLB_cluster6,mgu250GLB_cluster7,mgu250GLB_cluster8
1965-01-01,0.5027281806433622,-1.2652006519324355,0.07464286805724284,3.1480359259962714,-2.6223978189032846,-1.7319732746541106,1.2187233409629419,-0.4516604151955331
1965-02-01,0.013796953503530954,-1.1501864571209728,-0.1899324822178019,3.622798778297445,-2.5727571934226927,-1.7647344150290585,1.4203032639880593,-0.46824949259623155
1965-03-01,0.0791760567180651,-1.3985850613373718,-0.570251464224192,3.219151753942279,-2.486361786136477,-1.252675638688321,1.484499112344705,-0.31842037958780106
1965-04-01,-0.5400064032834911,-2.01265086572637,1.0239601933530398,2.411413899650471,-1.9250142292713555,-0.9656159268901837,1.3678457229756391,0.03379084658270323
1965-05-01,-0.9687557825000963,-2.2940330614698836,1.4849290410592866,1.9766495555558938,-0.6256176613447234,-0.4205708225436558,0.8669830034845151,0.11541885168203045
1965-06-01,-1.332165367111241,-2.6968845404434876,2.287168695982585,1.5759127801961976,0.7695462056032316,0.20156288211116727,0.5742513753760319,0.11056444121663551
1965-07-01,-1.4375089511632104,-3.142169270355655,2.6970623652818104,0.6277358756875092,2.3514312552654837,-0.21425578373157425,0.30046309917592084,0.44172103385079486
1965-08-01,-1.2896934284179757,-2.6449411424169256,2.296509188629671,0.6849207445938954,1.8407958229695718,-0.49195436156348676,0.20931867318442807,0.5766424110128154
1965-09-01,-1.0830384839491807,-2.6486059555511208,1.7786731216699074,1.3958912493404996,0.8606439383011164,-0.6500248482685216,0.5661076597439555,0.44565422982360525
1965-10-01,-0.6266724679325978,-2.2337345429408697,1.1824717860359117,1.8766621373734385,-0.4296235564186817,-0.744926008019621,0.9077548300131009,0.027172388281472084
1965-11-01,-0.4683065022147572,-1.770016987277507,1.0277286775584922,2.307099312784858,-0.7119251987126869,-0.6774538739380852,1.0057431717331593,0.1834178846185802
1965-12-01,-0.12567940878521486,-1.3355974850410717,0.36990684169187726,3.276860746090624,-2.186746343852967,-1.6943380532675232,1.221095906713834,-0.26472291375263796
1966-01-01,0.3769701193835472,-1.03199199709312,-0.7664639844314883,3.121825498390712,-1.7501294847548476,-1.6362869538465479,1.4125574380159378,-0.5275906870443288
1966-02-01,0.13856872185605962,-1.1252089993243075,-0.24336029344530247,2.929058421975519,-1.4258735292539821,-1.3725820953482823,1.3693563611573503,-0.11427121734902607
1966-03-01,-0.19277780865793762,-1.374327095728072,0.23291862524076817,2.7917028437406226,-1.5720510811317623,-1.48557388032509,1.3884944841265678,-0.09667703134886403
1966-04-01,-0.47351319338603876,-1.9474098081100975,0.5431906882125431,2.090406128659724,-0.4752230045832987,-0.5056097425076346,1.3094967159514244,-0.06544982253126129
1966-05-01,-1.1732057212695837,-2.358704227198579,1.6964416386984558,1.9116634307203266,-0.2477290886124288,-0.27596012794024105,0.8580294509346669,0.00471339051092192
1966-06-01,-1.1581954077956615,-2.885007101391989,2.5376349115676713,1.517709937057084,1.2074498210366316,-0.3266401342208812,0.6597895860277976,0.47159359376197607
1966-07-01,-1.225689607444076,-2.922028923371061,2.405604065608368,0.35165500528407545,2.89912345841175,-0.3491335113637692,0.22775421474272242,0.404161312509625
1966-08-01,-1.151933052928581,-2.746763515304216,2.2880928348630727,0.32133026264427167,2.5411091451569803,-0.1984490118674095,0.31004551833925337,0.4480802886197607
1966-09-01,-1.1371790275334497,-2.889100668501812,2.7043697168069607,1.1762311677084458,1.373296506761566,-0.6029926721524719,0.7064295735640022,0.43175135093326933
1966-10-01,-0.6068198700587317,-2.1630411110227072,1.6085946356563934,2.4426129629027167,-1.0371013537166625,-0.7894500991366556,0.7235663226590706,0.26570921380714463
1966-11-01,-0.17254854825366728,-1.4577401062798878,0.6620698074287951,2.5787383076958257,-0.8833631521134865,-1.0580083466326164,0.4823149522193349,-0.0008211386148221694
1966-12-01,0.15246637479881062,-1.4191438859522447,0.5027793395493838,3.6605913362734404,-2.5222382207555096,-1.7962440552300964,1.0619770592221847,-0.2512637055496946
1967-01-01,0.47898113285801974,-1.0935932660649483,0.04381128211519611,4.0419800904883205,-3.3139981153443103,-2.048182448014518,1.0979229476875982,-0.4668740996166795
1967-02-01,0.3693136232591817,-0.8575730222873587,-0.35856501824820214,3.7337218976085076,-3.1543699775155134,-2.0750964516835495,1.5301048039243772,-0.5360091282270255
1967-03-01,0.11571348658598272,-1.316446659846701,-0.14324140574123811,3.0059452005473752,-2.764869674922913,-1.7093015032888248,1.2763852002815559,0.03362264966587404
1967-04-01,-0.3396687147758706,-1.6057783964449768,0.5197354661884592,2.1187406344555137,-1.0863033101314634,-1.4504838315461646,1.1021398330250611,-0.14641344317433766
1967-05-01,-0.6953810340594268,-2.167385890160078,1.2272522393574337,1.6437053680419922,-0.6606566741710572,-0.4347965824386931,0.987050854242765,-0.0036304606517398572
1967-06-01,-0.9219045327082191,-2.4584959423731245,1.5375064888488508,1.5855241014629682,1.222712006859892,-0.6927628588202773,0.547756885050778,0.04796972234941693
1967-07-01,-1.1409327846568422,-2.769244495102548,1.870903328283509,0.4056250530915119,2.7954820572860597,-0.019634216530433554,0.24635285551015002,0.257633082511186
1967-08-01,-1.0744325451323489,-2.5983744407667264,2.123387929981451,0.2803534359703809,3.1675268345930445,-0.632607741959837,0.25564670795574784,0.2321098272743752
1967-09-01,-1.0147985262093278,-2.4833896172740473,1.9738936220913297,1.026439538220511,2.1036333925142063,-1.0443247509318472,0.6621928240817326,0.05641368153124358
1967-10-01,-0.5686234729523806,-1.8368722269774744,1.5424319421812922,2.2226823629394694,-0.8461076766252518,-1.2212180933415495,0.5655830204397296,0.22560622169609854
1967-11-01,-0.35376111873794036,-1.3188336497892148,0.4950289088271574,2.8302096292336354,-1.3310106251183458,-1.182908954604572,0.8793426856685143,-0.08657376131085932
1967-12-01,0.1185749788070894,-1.213394418174838,0.23874038398992625,3.295693950190377,-2.6960967093940793,-1.5893915433757353,0.9972882725728246,-0.410188887996125
1968-01-01,0.5014350971243129,-0.7979573369867167,-0.5846448163233839,3.8339986312742824,-3.7286466500890536,-2.010049784420342,1.1447253063894234,-0.4683430244365664
