,sstGLB_cluster1,sstGLB_cluster2,sstGLB_cluster3,sstGLB_cluster4,sstGLB_cluster5,sstGLB_cluster6,sstGLB_cluster7,sstGLB_cluster8
1988-12-01,22.7016,27.980194,24.863129,14.436951,25.489868,20.648346,17.405823,18.849518
1989-01-01,24.9841,27.602448,23.711884,13.655243,26.49704,19.383606,19.085022,20.983124
1989-02-01,25.662506,27.375336,23.345184,12.881012,27.341309,19.055847,18.010254,21.379486
1989-03-01,24.876617,27.700195,23.286835,13.203918,28.01242,18.645386,17.922699,21.344482
1989-04-01,23.862152,27.836853,23.354431,13.947998,27.702148,18.32489,16.632507,19.917114
1989-05-01,22.645386,27.960388,24.530853,15.29657,26.817047,19.420593,15.003815,19.048553
1989-06-01,21.130981,28.178741,26.344818,16.838226,25.632843,22.373047,14.109467,17.71991
1989-07-01,20.183624,28.360626,27.11029,21.439789,24.680634,24.225922,13.50885,17.150421
1989-08-01,19.953583,28.075653,27.584473,22.981903,24.161743,25.68393,12.936951,16.67044
1989-09-01,20.001251,28.299347,27.492554,21.379486,23.89862,24.772064,12.40686,16.909698
1989-10-01,20.101929,28.085388,27.013031,19.219238,24.39273,23.083557,12.7404785,16.779846
1989-11-01,21.012299,28.196747,26.052063,16.91748,25.00354,21.338135,13.96698,17.598816
1989-12-01,22.473694,27.94336,25.32016,14.995056,25.497162,19.69049,14.973663,19.266418
1990-01-01,23.681976,27.44931,24.61444,14.000366,25.60263,19.246002,15.652252,20.723846
1990-02-01,24.473907,27.355621,23.431,13.137909,26.948822,18.579346,17.659698,21.422089
1990-03-01,24.72293,27.332458,23.318573,13.330719,27.384216,18.585236,16.405731,21.349121
1990-04-01,24.130219,28.141144,23.622314,13.548187,27.529694,18.486633,15.9279175,21.067047
1990-05-01,22.772705,28.7659,24.773712,15.2222595,26.332428,19.693756,14.50528,19.836273
1990-06-01,21.44577,28.683075,26.157867,17.649841,25.483795,21.719421,13.455963,18.28003
1990-07-01,20.688843,28.153473,26.739258,22.806732,24.851624,24.070557,12.772522,16.88205
1990-08-01,20.02118,28.014404,28.045471,24.763367,24.212585,25.384186,12.257721,15.954529
1990-09-01,20.143463,27.920227,28.66336,22.58731,23.762848,25.162292,12.628052,15.847046
1990-10-01,20.526611,27.909393,27.502563,19.88507,24.216034,23.776672,13.196594,16.427917
1990-11-01,20.671082,27.934052,26.511932,17.617767,25.445831,22.384125,13.776978,17.909698
1990-12-01,22.23227,28.244202,25.258942,15.832733,25.929565,20.40924,15.630554,19.654297
1991-01-01,23.450378,28.05423,24.0737,14.327515,26.164276,19.27066,17.763855,20.706482
1991-02-01,24.201416,27.535278,23.978851,13.67514,26.71991,19.157257,18.111237,21.043854
1991-03-01,24.449677,27.586731,23.948853,13.101379,26.798553,18.693085,17.69809,20.624512
1991-04-01,23.849731,27.850739,23.849731,13.872437,26.884796,18.655457,16.981384,20.358612
1991-05-01,22.38388,28.248169,25.000092,14.617249,26.261963,19.83728,15.652313,19.584229
1991-06-01,21.048615,28.587006,26.231476,17.563232,25.25885,23.122986,14.193146,18.44339
1991-07-01,20.487274,28.304413,27.787842,21.742004,24.082733,25.403229,12.951294,17.201996
1991-08-01,19.859192,27.963684,28.463562,24.396301,22.81134,26.948181,12.489044,16.312317
1991-09-01,19.38266,27.470459,28.605103,21.758667,23.02008,25.961731,12.417572,16.18509
1991-10-01,19.54132,27.484772,27.781158,17.953522,23.649567,23.756805,12.331299,16.456238
1991-11-01,21.053864,27.355621,26.268646,15.438812,24.387726,22.000275,13.421143,17.168182
1991-12-01,22.231384,27.419952,24.6055,14.103546,25.383698,20.334778,15.033295,19.366913
1992-01-01,23.819489,27.372406,23.32251,12.965973,26.174072,19.24353,17.286163,20.312561
1992-02-01,24.697174,27.23825,23.247437,12.256836,26.373138,18.670044,17.868378,21.394684
1992-03-01,24.363434,27.45523,23.33316,12.263611,26.466125,18.732513,16.696655,20.930634
1992-04-01,23.726013,27.540497,23.386932,12.980988,26.054901,19.3656,15.652832,20.550385
1992-05-01,22.389587,28.352814,24.160492,13.674133,25.842743,20.014679,14.293182,19.255157
1992-06-01,21.13263,28.176483,26.249146,14.965485,24.907898,21.391296,13.399475,17.950256
1992-07-01,20.369232,27.774445,27.891663,19.159271,24.052948,24.200195,12.667114,16.73349
1992-08-01,19.769104,27.68097,27.798187,22.608063,23.486725,25.21643,12.366791,15.798126
1992-09-01,19.861115,27.270203,27.829193,21.868896,23.179626,25.017365,12.718445,15.559326
1992-10-01,20.205505,27.353027,27.174316,18.90158,23.831604,23.342377,12.671448,15.971069
1992-11-01,21.416962,27.295898,25.802063,16.161438,24.384766,21.696442,14.295105,17.306976
1992-12-01,22.824066,27.48529,24.54895,14.803711,25.322021,20.625,15.655243,19.431488
1993-01-01,24.339905,27.527588,23.417236,13.840057,26.066315,19.74408,17.174927,21.666931
1993-02-01,24.753235,27.028473,23.138916,12.762878,26.90567,18.939362,17.624329,21.546051
1993-03-01,24.819519,27.498352,23.075562,12.517212,27.79712,18.652771,17.6604,21.608948
1993-04-01,23.935364,27.385742,23.746246,12.451904,27.424744,19.476501,16.168915,20.66092
1993-05-01,23.292938,27.882904,23.957794,13.398468,26.585907,19.275208,15.161926,19.15921
1993-06-01,21.789276,28.203644,25.984924,15.166321,25.540405,21.921356,14.18222,17.782745
1993-07-01,20.449371,27.826385,27.72403,18.342285,24.608002,23.625366,13.43988,16.97998
1993-08-01,20.237854,27.523682,27.826385,20.2583,23.938782,25.15097,12.60202,16.409698
1993-09-01,19.734833,27.717194,28.417603,19.776276,24.24878,25.299622,12.527954,16.438934
1993-10-01,20.141815,27.82248,27.382843,17.93872,24.408142,23.524475,12.553772,16.862518
1993-11-01,20.901703,27.773743,26.5206,16.379974,25.043243,21.520721,14.265564,17.82611
1993-12-01,22.52185,27.827362,25.109528,14.47467,26.11264,19.936615,16.223022,18.893555
1994-01-01,24.164093,27.327057,24.13858,12.736725,26.855804,19.299011,18.392792,20.223877
1994-02-01,24.83493,26.919067,23.505005,12.569489,27.198578,18.697296,18.55658,20.835876
1994-03-01,24.366608,27.029877,23.884094,12.278687,27.539398,19.074402,18.06668,20.837341
1994-04-01,23.661438,27.36728,23.908112,12.124237,27.49527,19.33432,16.695557,20.57547
1994-05-01,22.320251,27.750244,24.52649,13.418335,26.593933,19.597656,15.954102,19.382874
1994-06-01,21.205109,28.224945,26.375214,16.68869,25.633759,21.66806,13.893524,18.092163
1994-07-01,20.343536,27.89444,27.000946,21.138428,24.282288,23.344666,12.754852,16.709778
1994-08-01,19.676605,27.874817,27.472198,23.592316,23.901245,24.909973,12.696991,16.042877
1994-09-01,19.307343,27.650208,27.890503,21.962769,23.776184,25.362091,12.497894,16.056122
1994-10-01,19.623627,27.586456,27.787537,18.486938,23.92627,24.889374,12.794586,16.66565
1994-11-01,21.072235,27.697296,26.587067,16.742157,24.738342,23.377014,13.528687,17.961243
1994-12-01,22.563965,27.897858,25.187042,15.632416,25.617096,20.935425,15.645172,19.587341
1995-01-01,24.034424,27.635132,23.59143,13.109711,26.355927,20.18219,17.586182,21.075531
1995-02-01,25.155365,27.52768,23.297882,12.386841,27.339142,19.25708,18.92398,21.417908
1995-03-01,25.39032,27.8432,23.302277,12.294525,28.346283,19.184326,17.197876,21.167816
1995-04-01,24.789062,27.873962,23.721832,12.488434,27.688385,19.720612,16.300629,20.268616
1995-05-01,23.19043,28.443481,25.13095,13.730499,26.885895,21.901459,14.904205,18.750092
1995-06-01,21.785217,28.792236,27.084198,15.667114,25.843079,23.333038,13.6171875,17.82257
1995-07-01,20.78003,28.627625,28.134308,18.088776,24.242981,24.745575,12.891388,16.867676
1995-08-01,19.97705,28.258362,28.499664,23.155731,23.352081,25.855286,12.035645,16.243958
1995-09-01,20.004883,28.078156,28.117218,21.819397,23.254883,25.311676,12.304779,16.266418
1995-10-01,20.276947,28.025879,27.670288,19.495453,23.893768,23.712555,12.401978,16.417358
1995-11-01,21.142914,28.222229,26.165436,16.66742,24.165314,21.648926,13.093109,17.586182
1995-12-01,22.861694,28.519684,25.280426,14.67514,25.463074,20.422974,14.974548,18.706146
1996-01-01,23.61969,28.135376,23.97641,13.022034,26.54538,19.233215,18.334503,20.883423
1996-02-01,23.946564,27.795135,23.337128,12.477966,27.417328,18.529602,17.75235,21.996246
1996-03-01,24.68106,27.568665,23.246002,12.415161,27.659271,18.263977,16.93393,21.131012
1996-04-01,24.176636,27.781769,23.554321,12.375549,27.638153,18.860046,16.39914,20.065002
1996-05-01,22.757019,28.282593,24.119507,12.9921875,26.596863,19.06543,14.408173,19.20697
1996-06-01,21.191742,28.642883,25.685791,15.081451,25.211212,21.092926,13.856415,18.075592
1996-07-01,20.185974,28.234192,26.786804,19.152924,24.480316,23.049377,12.353394,16.875763
1996-08-01,19.470001,28.019043,27.070923,22.088379,23.917206,24.721222,11.724915,16.171112
1996-09-01,19.464844,28.062286,27.945953,21.266388,23.872955,25.218445,12.089874,15.9626465
1996-10-01,20.220978,27.869263,27.543945,17.883087,24.56369,24.36914,12.5979,15.975525
1996-11-01,22.131622,27.860016,26.49289,15.814941,25.38623,22.7565,14.165741,16.545319
1996-12-01,23.682495,28.17038,24.8638,14.140533,26.052277,20.871582,15.337769,18.291779
1997-01-01,24.934937,27.817963,23.794525,12.935822,26.288452,18.98471,16.56607,19.77008
1997-02-01,25.198425,27.944641,23.051392,12.196747,26.186737,18.275665,17.017242,20.519836
1997-03-01,25.207062,27.828156,23.149567,12.284241,26.20401,18.58493,17.220703,20.374878
1997-04-01,24.31845,27.834259,23.352509,12.605713,26.257935,18.998962,16.997406,19.811798
1997-05-01,22.472046,28.424286,24.37439,13.689667,25.540222,20.425232,15.846344,18.682068
1997-06-01,21.161743,28.440063,26.496002,15.157623,25.019379,21.339264,13.63269,17.328552
1997-07-01,20.120544,28.180145,27.77066,19.072723,24.383057,23.38507,12.949554,16.509125
1997-08-01,19.64853,27.60028,27.767609,21.858093,23.639404,25.068207,12.470428,15.79953
1997-09-01,19.263458,27.71878,28.595703,22.12973,24.002075,25.795074,12.610291,16.080841
1997-10-01,20.049835,27.831207,27.60028,17.902313,25.332184,24.657196,13.112335,17.102722
1997-11-01,21.008636,28.227936,26.308289,15.303619,26.60434,22.377441,14.012146,18.045746
1997-12-01,21.617493,28.434967,25.531586,13.942444,27.29712,20.836212,15.857544,19.137817
1998-01-01,22.240082,28.098297,24.256653,12.46167,27.43692,19.798645,17.19812,19.940277
1998-02-01,23.401642,28.675903,23.525757,11.361603,27.36847,18.906525,18.806793,21.024933
1998-03-01,23.638184,28.712524,22.85904,11.233795,27.76892,18.689056,17.707825,21.155945
1998-04-01,22.798035,29.056213,23.309875,12.119568,27.435852,18.895905,16.937164,20.201752
1998-05-01,21.62268,29.59668,24.682556,15.526306,26.964844,20.303589,15.8302,19.631561
1998-06-01,20.670624,29.294891,26.769653,16.301727,26.065308,22.16687,13.844391,18.719818
1998-07-01,19.794922,29.039246,27.388641,20.022491,25.143463,23.975525,13.208984,17.638885
1998-08-01,19.221588,28.698181,27.656494,21.947296,24.41629,25.455353,12.801117,16.54889
1998-09-01,19.21521,28.305176,28.053223,22.32016,24.133575,25.558228,12.698761,16.019043
1998-10-01,19.854858,28.29245,27.789612,20.714111,24.635864,25.042145,12.901886,16.31607
1998-11-01,21.212677,28.35025,26.873077,16.861298,25.353516,23.75064,13.457733,17.339722
1998-12-01,22.766754,28.370392,25.421387,14.751373,25.854736,21.949402,15.356567,19.082611
1999-01-01,24.221375,27.959747,24.295685,13.252747,26.159851,20.04068,17.006683,20.751587
1999-02-01,24.443268,27.990875,23.200165,12.427856,26.581085,19.402039,18.597748,21.622162
1999-03-01,24.41867,27.848297,23.190125,12.557373,27.13736,19.274017,18.065033,21.672394
1999-04-01,23.727325,27.760437,23.675629,12.980133,27.266388,19.688232,17.587585,20.72699
1999-05-01,22.306,28.14502,24.850952,13.974213,26.626251,21.222015,15.761078,19.390991
1999-06-01,21.31491,28.34433,25.52774,16.25711,25.756195,22.360718,14.531494,18.230713
1999-07-01,20.3414,28.572784,27.053009,21.17633,24.84143,24.674225,12.901794,17.536377
1999-08-01,19.751465,28.354889,27.839264,23.791595,24.134003,26.013245,12.128113,16.812897
1999-09-01,19.937256,28.314209,27.645447,22.716675,23.888489,25.876678,11.903198,16.509644
1999-10-01,19.893555,28.362396,27.289001,19.64154,24.149567,24.87204,12.584991,16.689392
1999-11-01,21.276245,28.488922,26.56903,18.138336,24.95288,22.362213,14.591248,17.77887
1999-12-01,22.946625,28.46231,25.036713,15.76709,25.992645,20.727997,15.992523,19.258942
2000-01-01,24.910217,28.201996,23.98523,14.520325,26.251038,20.170685,18.453857,20.585968
2000-02-01,26.180664,27.752869,23.642517,13.445251,27.226257,19.2948,18.571167,21.480408
2000-03-01,25.973267,28.004425,23.196686,12.723267,27.142212,19.167633,17.753143,20.853912
2000-04-01,24.301758,28.4552,23.34021,13.421783,27.022705,19.025757,17.329132,19.466705
2000-05-01,23.128448,28.311127,24.443085,14.734253,26.511353,20.032623,15.82077,18.770355
2000-06-01,21.430725,28.52069,25.933441,16.777405,25.415009,21.906067,14.172699,18.395447
2000-07-01,20.746948,28.390808,27.278625,21.329224,24.22754,23.532288,12.985779,17.786438
2000-08-01,20.295654,28.496674,27.7807,23.954681,23.847168,24.677216,12.503357,16.930206
2000-09-01,20.217072,28.160522,27.902924,22.519989,23.60379,24.958252,12.00238,16.457611
2000-10-01,20.307648,27.944397,26.941376,19.100525,24.25592,24.085114,12.773499,16.816162
2000-11-01,21.702515,28.134857,26.452423,16.862549,25.195648,23.027496,12.960114,18.359436
2000-12-01,23.668732,27.82489,25.381714,14.448822,25.72116,20.901947,15.13916,19.708466
2001-01-01,25.25058,27.62268,24.73175,13.4505005,26.184967,19.87555,16.231995,21.054108
2001-02-01,24.953217,27.484314,24.077179,12.702484,27.127075,19.299957,17.408478,21.112457
2001-03-01,24.738464,27.717133,23.589844,13.183624,27.016602,19.097076,18.694427,21.103668
2001-04-01,24.10556,27.86737,24.188171,13.886719,27.118835,19.540009,17.232452,20.228668
2001-05-01,22.738068,28.356232,25.30478,14.355469,26.414154,20.591583,15.518555,19.544647
2001-06-01,21.610626,28.381012,27.204529,17.25412,25.234589,22.5961,14.294556,18.413574
2001-07-01,20.892029,28.37741,27.313965,20.785675,24.396729,23.955353,12.979706,17.253082
2001-08-01,20.624603,28.181244,27.691833,24.606842,23.507263,25.605743,12.315826,16.4039
2001-09-01,20.447021,27.930359,28.401154,24.115906,23.520172,25.139069,12.634338,15.86908
2001-10-01,20.64267,28.359344,28.10846,21.126892,24.048798,23.712708,13.347778,16.481323
2001-11-01,20.927643,28.644287,26.83078,18.17456,24.79837,22.153168,14.743683,18.314972
2001-12-01,22.112915,28.608673,25.328522,15.78183,25.293427,20.26892,16.700714,20.117676
2002-01-01,24.333557,28.06009,24.345367,13.610565,25.64093,19.113434,18.144989,20.872528
2002-02-01,25.017273,28.057129,23.84439,13.41452,26.434998,18.786835,18.93216,21.456757
2002-03-01,25.32071,28.196045,23.396118,13.523865,27.1138,18.377502,18.15384,22.227173
2002-04-01,24.082825,28.448273,23.581848,13.499725,27.08078,18.756805,15.877045,21.067108
2002-05-01,22.9375,28.438416,24.456207,15.015472,26.483276,20.19519,13.829773,19.789795
2002-06-01,21.408966,28.523132,25.701996,16.25241,25.55423,21.60205,12.704681,18.100159
2002-07-01,20.679413,28.321167,26.669464,20.819824,24.532074,23.078888,12.030792,16.843536
2002-08-01,20.691254,28.046783,27.72757,21.300598,23.79367,24.67099,11.691376,16.323334
2002-09-01,20.50946,28.061554,27.923645,22.4646,23.44342,24.9823,11.812561,15.99527
2002-10-01,20.588776,28.093079,27.716736,19.089783,23.522736,23.681824,12.626343,16.820374
2002-11-01,21.305023,28.22116,27.02069,16.415466,24.36261,22.229156,14.307098,17.723816
2002-12-01,22.397125,28.196045,25.8414,14.402191,25.653717,20.893219,15.64502,19.422302
2003-01-01,23.809143,28.131042,24.643005,13.242706,26.93219,19.91922,17.256195,21.539673
2003-02-01,24.496063,27.534485,24.199585,12.77179,27.8107,19.094727,18.017883,22.155457
2003-03-01,24.650787,27.543823,24.508514,12.293579,28.134155,19.044342,17.998657,21.944153
2003-04-01,23.93686,28.015778,24.24527,13.311768,27.978394,18.869385,16.502838,20.535522
2003-05-01,22.650269,28.683502,25.229187,14.397949,27.087433,20.085358,14.635223,19.781647
2003-06-01,21.547455,28.818481,26.453491,16.355896,26.238525,23.030853,13.511139,18.47116
2003-07-01,20.441559,28.809662,27.608215,20.526184,25.382874,25.130524,12.834076,17.30188
2003-08-01,20.090057,28.694916,27.987762,22.203735,24.412476,26.334595,12.37146,16.30603
2003-09-01,19.94986,28.371979,28.53189,22.292023,24.194397,25.95401,12.318512,16.237
2003-10-01,19.995026,28.311737,28.45816,18.549042,24.82837,24.160126,13.002319,17.08902
2003-11-01,21.341858,28.515778,27.038116,16.569275,25.172058,22.19336,14.84967,18.450378
2003-12-01,23.03189,28.733856,25.737488,15.598877,26.11081,20.656494,16.720886,19.327332
2004-01-01,24.598877,28.312714,24.561127,13.649048,26.478943,20.075836,18.296387,19.63501
2004-02-01,25.530365,27.806976,23.817352,13.044159,26.774353,19.427673,18.392517,20.270569
2004-03-01,25.055298,27.74356,23.803253,12.665253,26.710419,18.893738,17.403656,20.04715
2004-04-01,23.932587,28.315735,24.268738,13.137787,26.39743,18.646637,16.54013,19.38388
2004-05-01,22.79831,28.762115,24.610962,14.291168,25.927917,20.075836,15.0112915,19.001434
2004-06-01,21.563385,28.412872,26.637451,17.050903,25.421661,23.009674,13.582123,18.172607
2004-07-01,20.743622,28.377136,27.67212,21.391266,24.730713,24.598877,12.976746,17.19986
2004-08-01,19.816162,28.306671,28.294617,23.723755,23.956757,25.513733,12.340668,16.467651
2004-09-01,19.749725,28.35196,28.318756,23.864655,23.719208,25.616913,12.432251,16.363983
2004-10-01,20.046143,28.384186,27.580017,20.345062,24.258179,24.26474,12.921875,17.014679
2004-11-01,20.977112,28.425446,26.457306,17.486694,25.081482,22.744476,13.656616,19.018036
2004-12-01,22.24878,28.421936,25.4599,14.953949,25.816193,20.725494,14.21167,21.060638
2005-01-01,23.459778,28.4375,24.143585,13.6249695,26.633759,19.422546,16.79367,21.510498
2005-02-01,24.587097,28.272919,23.385132,12.782379,27.461548,18.601105,18.204712,21.972015
2005-03-01,24.476501,28.55658,23.57727,12.24411,27.952179,18.486267,16.99533,21.948181
2005-04-01,23.596313,28.416351,24.235687,13.063934,27.262024,19.220886,16.036285,20.49643
2005-05-01,22.338776,28.888428,24.788757,13.349762,26.549622,19.750153,14.355347,19.430481
2005-06-01,21.80951,28.533844,26.88675,15.150299,25.344482,21.491974,13.000977,18.27243
2005-07-01,20.642487,28.638641,27.974396,21.075958,24.460083,23.857239,12.43042,17.587036
2005-08-01,19.976685,28.408386,28.526428,23.704285,23.853546,24.96289,12.1467285,17.003784
2005-09-01,20.251373,28.472961,28.53543,23.224762,23.829712,25.171417,12.096985,16.97522
2005-10-01,20.527649,28.402588,27.733063,21.143188,24.417206,23.892181,12.370605,16.805328
2005-11-01,22.250397,28.53067,27.065643,18.65564,25.204224,22.368439,13.138031,17.747955
2005-12-01,23.756165,28.723846,25.581055,14.786163,25.615479,20.840973,15.287384,19.033539
2006-01-01,25.56009,28.431152,24.648071,12.440918,26.266113,19.477997,17.69992,20.296478
2006-02-01,25.957825,28.148468,23.859222,12.102478,27.078949,19.120148,18.725464,21.059753
2006-03-01,25.166443,28.34732,23.885315,12.703674,27.683746,18.927399,17.174377,20.567932
2006-04-01,24.530487,28.102966,23.680298,14.700562,27.196533,19.310822,16.723999,19.51889
2006-05-01,23.121521,28.364716,24.862793,15.629456,26.438385,20.415588,16.18106,18.531708
2006-06-01,21.641022,28.540558,26.376526,17.629395,25.230865,21.313812,15.142242,17.805237
2006-07-01,20.631317,28.473083,26.803925,20.113464,24.20636,23.374603,13.684235,16.978088
2006-08-01,19.78064,28.152557,28.481781,22.852112,23.557098,25.218079,12.406647,16.366638
2006-09-01,19.813354,28.309998,28.062073,22.016266,23.490631,25.035583,12.315155,15.756744
2006-10-01,20.441162,28.264496,27.367798,18.955505,24.146027,23.46048,12.431213,16.14325
2006-11-01,21.077637,28.571747,26.726227,17.011322,24.657776,22.181885,13.827362,17.56958
2006-12-01,22.70642,28.534424,25.26767,14.669373,25.560608,20.75708,15.352875,19.616547
2007-01-01,24.049957,28.343536,24.177673,13.394501,26.042023,19.987091,18.124756,20.964935
2007-02-01,25.072754,27.996704,24.06308,12.576691,26.690216,19.614014,18.22522,21.483917
2007-03-01,24.879883,28.055786,24.386688,12.948242,26.739197,19.372192,16.890472,21.14566
2007-04-01,24.008545,28.434387,24.50531,12.876556,27.000671,19.46054,15.9322815,20.19809
2007-05-01,22.319916,28.63733,25.595245,14.052307,26.061707,20.739777,14.885284,19.567566
2007-06-01,21.14566,28.661072,27.09964,15.824249,25.05658,21.976624,14.006866,18.086914
2007-07-01,20.036041,28.50711,27.837189,20.437897,24.395752,23.951508,12.715027,16.941437
2007-08-01,19.707916,28.278412,27.995209,23.695068,23.464844,24.713806,11.774506,16.475494
2007-09-01,19.587769,27.78418,28.47934,21.957947,22.85907,25.326172,11.820953,16.241241
2007-10-01,20.109253,28.011871,27.879608,21.667145,23.418915,24.358398,12.216736,16.564331
2007-11-01,20.504028,28.219849,26.528656,17.230713,24.162018,22.847961,13.481842,17.692627
2007-12-01,21.968048,28.648438,25.171173,15.1154785,24.81073,21.034088,15.699554,18.989532
2008-01-01,24.474548,27.966614,24.137573,13.593872,25.594727,20.082672,17.801636,20.416718
2008-02-01,25.61856,27.95819,23.599548,12.511932,26.860352,19.421112,18.378845,21.176056
2008-03-01,25.504913,27.994415,23.462097,12.362518,27.653442,19.016602,17.445282,20.910522
2008-04-01,24.37082,27.96762,23.694855,13.401825,27.66388,18.829987,16.986176,19.877716
2008-05-01,22.363739,28.52002,24.955475,13.58844,26.791351,20.69165,14.753265,19.389832
2008-06-01,20.947754,28.634674,26.541718,15.309143,25.48407,22.86203,13.444977,18.509369
2008-07-01,19.827087,28.602386,27.28717,20.441528,24.352478,24.502838,12.6727295,17.6026
2008-08-01,19.483124,28.38153,27.973083,23.321136,23.74945,25.771912,12.581909,16.788666
2008-09-01,19.526825,28.210297,27.91452,21.285736,23.55191,25.447845,13.261353,16.38913
2008-10-01,20.182434,28.46939,27.40976,19.92038,23.914734,24.441803,13.404785,16.453644
2008-11-01,21.157196,28.495209,26.375946,17.689453,25.161957,22.829773,14.42572,17.383728
2008-12-01,22.895294,28.558228,24.885498,15.178619,25.904938,20.84851,16.028809,19.132233
2009-01-01,24.388947,28.366455,24.23471,13.772461,26.524567,19.960999,17.448364,20.936768
2009-02-01,25.14392,27.945892,23.826385,13.289215,26.846252,19.656464,17.92035,21.09198
2009-03-01,24.786987,27.865112,23.55957,13.762665,27.313324,19.089508,17.297577,21.310333
2009-04-01,24.18039,27.798523,23.921387,14.00354,27.517975,19.711792,16.981293,20.544617
2009-05-01,22.993591,28.154938,24.5466,14.1979065,26.727264,20.749756,15.312256,19.21045
2009-06-01,21.64328,28.432068,26.382599,16.297333,25.783813,22.07608,13.974182,18.262573
2009-07-01,20.386963,28.43695,27.707458,19.993805,24.87854,24.306213,13.424347,16.991577
2009-08-01,20.186707,28.168182,27.962524,21.956604,24.174988,25.927277,12.823608,16.674316
2009-09-01,20.39087,27.96939,28.145172,21.188934,24.062866,25.954681,12.627289,16.461334
2009-10-01,20.625397,28.273926,28.092285,18.637115,25.027863,24.407562,12.991547,16.708588
2009-11-01,20.819763,28.216156,27.033752,16.995483,25.589447,22.973022,14.348236,17.802368
2009-12-01,22.473145,28.335114,26.057983,14.586182,26.909393,20.656738,16.33258,20.129425
2010-01-01,23.520172,28.321655,24.419067,13.162598,27.440674,18.37323,17.58545,21.01886
2010-02-01,23.778198,28.544922,23.62497,12.591766,27.737122,18.49121,18.81137,21.666046
2010-03-01,23.953033,29.01361,24.017273,11.981445,28.448029,18.108368,18.062561,21.14154
2010-04-01,23.357971,28.878784,24.236877,12.679169,28.084686,18.908783,17.11206,19.87561
2010-05-01,22.445404,29.544922,25.233185,13.850342,27.396423,20.293732,15.8350525,19.244232
2010-06-01,21.143127,29.524933,26.564941,15.840332,26.480164,22.046753,13.967224,17.705536
2010-07-01,20.179474,29.139465,27.411713,19.797668,25.193146,23.866669,13.11203,16.710785
2010-08-01,19.479614,28.874573,28.265839,22.993591,23.85086,24.647614,12.905609,16.081512
2010-09-01,19.524902,28.560211,28.356934,24.168396,23.459625,25.242676,13.140472,16.029907
2010-10-01,20.15155,28.572327,27.836151,20.24054,24.34378,24.076263,13.518585,16.65445
2010-11-01,21.267395,28.904083,26.74768,17.947754,25.27005,22.993591,14.972504,17.901947
2010-12-01,22.224213,28.968323,24.725006,16.341125,25.899841,20.388,18.19104,19.233704
2011-01-01,23.80896,28.190979,23.807922,14.730957,26.234802,18.807281,18.761261,20.3414
2011-02-01,24.829987,28.104095,23.7919,13.729065,26.740662,18.803162,18.944885,21.53363
2011-03-01,24.838257,28.17804,23.570496,13.567688,27.233063,18.527985,18.656769,21.831573
2011-04-01,23.861725,28.151672,23.77533,14.002167,27.046844,18.880219,16.749207,20.688477
2011-05-01,22.644135,28.98285,24.394989,15.279755,26.212555,19.502441,16.037506,19.066956
2011-06-01,21.463806,28.715973,26.731323,17.477478,25.234467,21.556396,14.563385,17.592834
2011-07-01,20.589172,28.682861,27.376343,23.288086,24.328247,23.24826,13.253204,16.602844
2011-08-01,20.070374,28.462006,27.814423,25.103607,23.74533,25.050842,12.481506,16.165253
2011-09-01,19.703644,28.197693,28.03064,22.908447,23.616547,25.79721,12.406494,16.336456
2011-10-01,20.107086,28.394257,27.724426,20.975525,24.214996,24.02362,12.747864,17.158844
2011-11-01,20.690552,28.622345,26.763916,18.751953,24.852753,22.145538,13.887848,17.031616
2011-12-01,22.630707,28.212708,25.225159,16.191101,25.298584,20.807434,15.048523,17.825073
2012-01-01,23.97525,28.25589,24.159973,14.277069,25.710846,20.167938,17.058502,20.804443
2012-02-01,24.837952,28.114166,23.621185,13.362213,26.005066,19.577972,17.921692,21.506958
2012-03-01,25.117828,28.024109,23.449768,13.591431,26.386261,19.190125,17.638245,21.638458
2012-04-01,23.579742,28.421661,23.781342,13.999756,26.171875,19.747864,16.427612,20.725647
2012-05-01,22.623932,28.694397,24.44754,15.427826,25.93753,20.51944,16.201477,19.228516
2012-06-01,21.17746,28.749664,26.971588,17.468353,25.014465,22.856232,14.541595,17.769226
2012-07-01,19.701813,28.318817,27.649048,22.719116,24.230072,23.879059,13.386261,17.052368
2012-08-01,19.468475,28.239014,28.27124,23.907227,23.647278,26.079773,12.512848,16.34372
2012-09-01,19.329803,27.96167,28.26767,22.47351,23.423676,25.032898,12.476501,16.066376
2012-10-01,19.746826,27.855255,27.529846,18.013275,23.566956,23.068085,12.779938,16.5141
2012-11-01,20.999908,28.215973,26.656403,16.050537,24.55191,21.515656,13.823212,18.218475
2012-12-01,22.623444,28.485626,25.36139,15.385864,25.394623,20.281525,15.710266,19.275574
2013-01-01,23.885193,28.186981,24.317291,13.366974,25.960602,19.741089,16.803528,20.722504
2013-02-01,25.138428,28.184387,23.809448,12.114777,26.533783,19.265411,17.868988,21.776031
2013-03-01,25.026886,28.205658,23.56305,12.22995,27.038513,18.756012,17.427063,21.685791
2013-04-01,24.168915,28.502869,23.846802,13.039154,27.438446,19.401306,16.770874,20.174744
2013-05-01,22.62262,29.075562,24.293427,13.898682,26.869415,20.225067,15.885925,19.456299
2013-06-01,21.994415,29.000336,25.664398,16.152008,25.729767,21.766174,14.626434,18.140808
