,mgv850GLB_cluster1,mgv850GLB_cluster2,mgv850GLB_cluster3,mgv850GLB_cluster4,mgv850GLB_cluster5,mgv850GLB_cluster6,mgv850GLB_cluster7,mgv850GLB_cluster8
1965-01-01,-0.12790734014872993,0.690631019441705,-0.29967305064201355,-0.8047901040358509,-0.00038619804223185606,0.6782512348818492,-0.024705681262567718,0.19710200030786135
1965-02-01,0.04303261937041367,0.7374182604906853,-0.2512438583832521,-0.9789662824260246,-0.022704118657796903,0.7164087640233787,-0.03481965784710598,0.19385967455432732
1965-03-01,0.06276538395988089,0.3314553122771414,-0.23404868978720444,-0.6036690456404104,-0.01271181121999006,0.6712169891380402,-0.09391801132955015,0.18378391508576525
1965-04-01,0.2283745944233877,0.17271733336281359,-0.13152941459646592,-0.6773504636270538,-0.0203099705408475,0.5972171045211424,-0.1041280939916079,0.15593617118876776
1965-05-01,0.5029516959828989,-0.4486561344380965,-0.07130193695999108,-0.6890495904058004,0.004839603352122322,0.5314689802836223,-0.20969107966212663,0.12531447774888255
1965-06-01,0.6174532696604728,-1.4422384270450526,0.0009542454320650834,-0.5038195805583927,-0.013898561547474913,0.5220813205443233,-0.2992881890286736,0.14876869041853427
1965-07-01,0.6785544167671884,-1.8194522774010375,0.025935719506098673,-0.6944776224575455,0.0025885330639707233,0.5011544888278088,-0.32474995456277367,0.14106192590268243
1965-08-01,0.6510071456432341,-1.6663249124560442,-0.012811410312469188,-0.7448924316776743,0.00325768126602794,0.546831574784704,-0.28709951927636396,0.14203949203183197
1965-09-01,0.465742006365742,-1.1368604082810252,-0.037063466385006905,-0.6205148190903149,0.004902642663315084,0.5256574915116092,-0.2493702353321932,0.12333952042769918
1965-10-01,0.2844275773635932,-0.0825743926198859,-0.12378080361164533,-0.6099286268083313,-0.011195388136952995,0.5358290241425296,-0.13446703423711068,0.13222913771794648
1965-11-01,0.1888670426394258,0.3710585205178512,-0.20930612545747024,-0.6159452868880129,-0.006377945102534248,0.6260019828038044,-0.03287133060079466,0.11950183175473747
1965-12-01,0.10491905185127896,0.4709018949876752,-0.24069053851641142,-0.8297054244459963,-0.004886239164276802,0.6642903010529209,-0.09176394140178507,0.18494609478352406
1966-01-01,-0.009916652509543511,0.5896034993623432,-0.2748702053840344,-0.7742372562559389,-0.019795820975983605,0.6880815488746368,-0.04577444203915124,0.2027402609854766
1966-02-01,-0.023523451194965413,0.3614009995209544,-0.2168053763990219,-0.8439104119650752,0.012192833553818824,0.5920806383512106,-0.03751905829232325,0.14252022932224945
1966-03-01,0.16675263842833893,0.3950949562223334,-0.19956767788300148,-0.7599273388334316,-0.01373744026447336,0.6042749048715614,-0.07354788604207377,0.16514862493862406
1966-04-01,0.2886221744120121,0.021249129387893178,-0.14679723061048067,-0.47942312072506915,-0.004404884383299397,0.5111447479351457,-0.11490759225612017,0.14640018709448643
