,vo1000GLB_cluster1,vo1000GLB_cluster2,vo1000GLB_cluster3,vo1000GLB_cluster4,vo1000GLB_cluster5,vo1000GLB_cluster6,vo1000GLB_cluster7,vo1000GLB_cluster8
1971-01-01,-4.331160112525647e-06,3.5750415166603104e-06,7.867182099945523e-06,0.0010605079296510667,2.265789849583858e-05,0.0001476710849601659,-3.303847826031047e-05,-0.0007781408082034129
1971-02-01,-4.5112259166873e-06,3.688188830813811e-06,1.6801460169219472e-05,0.002039037826762069,1.8740068169011336e-05,0.00017414796502635,-3.063626771497153e-05,-0.000736219832712474
1971-03-01,-4.836359698879837e-06,3.5695109775454437e-06,2.5257629547058224e-05,0.00213241783058038,1.7418994892588152e-05,0.00019355911717866547,-2.809574652928859e-05,-0.0007541955710621551
1971-04-01,-4.291834618116496e-06,3.3934580939187005e-06,3.3827722082143556e-05,-0.0015171839550021105,4.407749137109411e-06,0.00017675644130576984,-2.044570863474516e-05,-0.0006723808837705292
1971-05-01,-3.924287011194733e-06,3.5992112110268237e-06,4.2208984134466865e-05,-0.002393793511146214,-9.659004198121174e-06,0.0002004647512876545,-1.5535384550327016e-05,-0.00048426742675170925
1971-06-01,-4.197102340720553e-06,4.068165174994678e-06,5.4032895351439474e-05,-0.0031118855986278504,-2.0773153145065798e-05,0.00024032037799770478,-1.6193478566063357e-05,-0.0005697040251106955
1971-07-01,-3.893325312416153e-06,3.904233363016902e-06,5.049059240502443e-05,-0.0037832614907529205,-2.248057405397828e-05,0.00023619022613274865,-1.527185692763207e-05,-0.0005705519773376485
1971-08-01,-3.524354112738872e-06,3.865658522841219e-06,4.6239840797125746e-05,-0.004141067620366812,-1.9914132800684975e-05,0.0002234955445601372,-1.6118124375261074e-05,-0.0006053770145323749
1971-09-01,-3.162298686662012e-06,4.01436277693619e-06,4.3107737852909345e-05,-0.00399447453673929,-1.366206249388467e-05,0.00019824269656965043,-2.296611465895653e-05,-0.0006246971679502167
1971-10-01,-3.946583921596531e-06,4.163686660334414e-06,3.8922307347271925e-05,-0.002414481969026383,-1.2809544257054637e-06,0.00016613438447166118,-2.8832474026274397e-05,-0.0006125397097396975
1971-11-01,-4.246320083898466e-06,3.8118171104006996e-06,1.7745644638990433e-05,-0.000374066007680085,1.4545572672172316e-05,0.00012276640291020158,-2.863160241329833e-05,-0.0007333315807045437
1971-12-01,-4.865845885778161e-06,4.169181147363759e-06,1.8677499118908958e-05,0.0008581014299124945,1.990263314967576e-05,0.0001620218540665519,-3.589825865582385e-05,-0.0008527040942378032
1972-01-01,-4.768383960180757e-06,4.091553033301974e-06,1.2318430323875127e-05,0.001663106377236545,2.033779102410855e-05,0.00016734176142563228,-3.257244908750538e-05,-0.0008076623998931609
1972-02-01,-4.193405503530812e-06,3.695708758839633e-06,1.1185614416494081e-05,0.0009551538823870942,1.712931563296089e-05,0.0001671554514359741,-3.0269007622970666e-05,-0.000670173903927207
1972-03-01,-4.190658178212751e-06,3.653595521062355e-06,3.0027760777691166e-05,0.0013613287592306733,1.3137419175888812e-05,0.0001692191290203482,-2.530600131342836e-05,-0.0006074693374102935
1972-04-01,-4.3001292188240525e-06,3.814576167664375e-06,3.8045099707411936e-05,-0.002034521457972005,3.0730409434909234e-06,0.00020550669432850555,-2.238123394480875e-05,-0.0006685721624914247
1972-05-01,-4.3563042863360965e-06,3.614461569943724e-06,4.5483263465194185e-05,-0.002820004738168791,-1.1384085415297055e-05,0.0002343399955861969,-1.8475587781272786e-05,-0.0003937869829921207
1972-06-01,-3.605579924971764e-06,3.4282716265708405e-06,4.6739532096029e-05,-0.003514527270453982,-2.0673594138185892e-05,0.00022007500319887185,-1.600652222202442e-05,-0.00046449282914788154
1972-07-01,-3.5322167005510257e-06,3.827506081402169e-06,5.827224249216789e-05,-0.003981010377174243,-2.6414260251580606e-05,0.0002315942765562795,-1.7431859836751447e-05,-0.0006314666582814729
1972-08-01,-3.498205545638573e-06,3.593346217704414e-06,4.94566102432026e-05,-0.003621285577537492,-2.1772256461969975e-05,0.00021729588297603186,-1.8971812178176734e-05,-0.0005758436600444838
1972-09-01,-3.546407419824644e-06,4.271867537833667e-06,5.096365190988987e-05,-0.00380449382646475,-1.6079350254066022e-05,0.0002076932332784054,-2.6845710441663735e-05,-0.0006255831370557038
1972-10-01,-3.5109543978856877e-06,3.941730428186122e-06,3.7562967620152586e-05,-0.0033059339330065995,-2.538803788151459e-06,0.00014472251450570184,-2.8941106526024136e-05,-0.0005935895387665369
1972-11-01,-4.78940793181541e-06,4.281418413036618e-06,2.5018341491021767e-05,-0.0026140160116483457,8.467689505258541e-06,0.0001738863147693337,-3.0825712395638354e-05,-0.0007098535206750967
1972-12-01,-4.856790362234025e-06,4.2688220291401194e-06,2.0851188101452685e-05,-0.0008983232874015812,1.639197372631835e-05,0.00017771376406017225,-3.324201499933398e-05,-0.0008217933403405672
1973-01-01,-4.972111059487826e-06,4.465641248576628e-06,1.4459910147945535e-05,0.0008814606189844199,1.998209024480145e-05,0.00014819584066572133,-3.279459061365303e-05,-0.0007948285201564431
1973-02-01,-4.8501480726013166e-06,4.067015635171902e-06,1.7064880399838794e-05,0.001652324863243848,1.796697168694144e-05,0.00016707735994714312,-3.138831764292181e-05,-0.0006947163152896489
1973-03-01,-4.986860946773884e-06,3.4073837302929877e-06,2.7686217465804372e-05,0.000746570958654047,1.5060235455166548e-05,0.00019344336124049732,-2.9755484432458166e-05,-0.0007735568942734972
1973-04-01,-4.627371785566121e-06,3.749517436875129e-06,4.076223600260746e-05,-0.0022687216187478043,3.8752871530180395e-06,0.00020883194338239264,-2.3082689397832315e-05,-0.0006598000254598446
1973-05-01,-4.2880095439792834e-06,3.933188757912808e-06,5.0742104964437664e-05,-0.002114809649356175,-1.0112419269197354e-05,0.0002300961341461516,-1.8074132732293577e-05,-0.0005430782039184123
1973-06-01,-3.7127369477532545e-06,3.8757505901564274e-06,4.869715980259839e-05,-0.002963530096167233,-1.8965959627946306e-05,0.00023682334813202033,-1.6203219356509764e-05,-0.000529803886214116
1973-07-01,-3.889179001434893e-06,3.626286261484296e-06,4.940312599083867e-05,-0.0034894183045253158,-2.2431697288993746e-05,0.0002223787078037276,-1.3492161782819443e-05,-0.00047431819136060466
1973-08-01,-3.7197707034804766e-06,4.054472921577382e-06,4.894466014849938e-05,-0.00389841734431684,-2.076395009810637e-05,0.00023822065031708917,-1.445175431409767e-05,-0.0006088978504218783
1973-09-01,-3.869538199517436e-06,4.2082172318816835e-06,4.498757841590349e-05,-0.0037894271372351795,-1.2265142556446205e-05,0.00020396112176968018,-2.1664231241905664e-05,-0.0005843448889208958
1973-10-01,-3.87751775592287e-06,4.165961522965733e-06,3.673744313495203e-05,-0.0033268912375206128,-2.317245421831363e-06,0.00016959277218120405,-2.7961590951256285e-05,-0.0005741480587554786
1973-11-01,-4.415924908072589e-06,4.1303326971814425e-06,2.865547566082077e-05,3.640649595126888e-05,1.49312883357717e-05,0.0001650078161219426,-3.280702923107997e-05,-0.0008030755755801996
1973-12-01,-4.9152368586926405e-06,4.146527653893648e-06,1.5880879882537497e-05,0.0008487270861223806,2.2234650324597688e-05,0.0001553943093313137,-3.391588925909816e-05,-0.0007686612055598138
1974-01-01,-4.680813789757879e-06,4.0523824178703564e-06,1.4778983999438752e-05,0.0030697414331370965,2.0814948324446698e-05,0.00014722687637913623,-3.7356949178501964e-05,-0.0008992264459569318
1974-02-01,-5.092331525492652e-06,3.7114843398877473e-06,1.980208521747015e-05,0.0021799338355776854,2.2374925070575307e-05,0.00016652542171868845,-3.2235138962605155e-05,-0.0007089286858293539
1974-03-01,-4.505771120873716e-06,3.6366498026732223e-06,2.1849979527703046e-05,0.0014717996236868203,1.375328065478243e-05,0.00016271088725261507,-2.8770771453136138e-05,-0.0007277067197719589
1974-04-01,-4.918437450396875e-06,3.3234989805220083e-06,3.258494677434324e-05,-0.0019089593479293399,3.868838088497536e-06,0.0002014459369092947,-2.131082408268821e-05,-0.0006540206716939186
1974-05-01,-4.020111561675042e-06,3.4875003331912002e-06,3.6922335952947864e-05,-0.0026486140995984897,-1.081939236818081e-05,0.0002128822870872682,-1.7299216676874903e-05,-0.00043652498789015226
1974-06-01,-3.3310608129756446e-06,3.19411779257598e-06,4.439727311618015e-05,-0.003409455166547559,-1.975334349221417e-05,0.00020758200207637856,-1.487221882424809e-05,-0.0004300534177067069
1974-07-01,-3.441681038523592e-06,3.7089540287341316e-06,5.357786024239327e-05,-0.0037143905501579866,-2.2719463491479735e-05,0.0002295720605616225,-1.466105868019624e-05,-0.0005380845323088579
1974-08-01,-3.3256035762184378e-06,3.4139380912166277e-06,4.670391866906744e-05,-0.003641338844317943,-2.2428991672183785e-05,0.00021893354187341174,-1.4689949954587841e-05,-0.0006120553734945133
1974-09-01,-3.502759357610889e-06,3.6100202898396383e-06,4.0951012810272335e-05,-0.003782654312090017,-1.3357718021974766e-05,0.00020892305201414274,-1.9190947262287724e-05,-0.0005919058821746148
1974-10-01,-4.063694650725335e-06,4.222327894665493e-06,3.6375744546931544e-05,-0.0026512081603868864,-3.6217074921296444e-06,0.0001818664941310999,-2.4631836832882942e-05,-0.0006471910334463853
1974-11-01,-4.656729821422754e-06,4.1271706006177015e-06,2.647621453225376e-05,-0.0009817843420023564,1.2017693214667296e-05,0.00014973106772231404,-3.0372653230423044e-05,-0.0006877370954801639
1974-12-01,-5.256155554516376e-06,4.326570786358042e-06,1.8760425280292946e-05,0.0002425178308840259,2.0328539644002115e-05,0.00015293933302018559,-3.484748774783665e-05,-0.0008247282191102083
1975-01-01,-5.233176439366512e-06,4.042095374032196e-06,1.3993171258513686e-05,0.0018931015802081674,2.25198278453068e-05,0.00017615799379200325,-3.642040262982417e-05,-0.0009357953482928376
1975-02-01,-4.8009941930918555e-06,3.826462005221346e-06,1.5194838524025055e-05,0.001528811662865337,1.8848060010766077e-05,0.00017010900137393037,-3.212970297906569e-05,-0.0006930711606401019
1975-03-01,-4.57522448342485e-06,3.4923742785636025e-06,2.773598173574056e-05,0.0009868506822385825,1.3918347706619119e-05,0.00019927172161260387,-2.8844978045567536e-05,-0.0007047692633932456
1975-04-01,-4.732478739671773e-06,3.894489131296905e-06,3.9707248986099436e-05,-0.0012312626495258883,2.635609819533004e-06,0.0002116242285410408,-2.365610843492944e-05,-0.0006555508055801814
1975-05-01,-3.8754861236378795e-06,3.547258934414444e-06,4.312045437801004e-05,-0.002398266951786354,-1.0460686358523422e-05,0.00022187020931596635,-1.6005457397890434e-05,-0.0004567500582197681
1975-06-01,-4.02745767082408e-06,4.197441302320035e-06,4.866579118123675e-05,-0.003170948548358865,-1.9784786023332606e-05,0.00021911141629971098,-1.8686261498944813e-05,-0.0004770444926786392
1975-07-01,-3.7430103781460155e-06,4.132488627391793e-06,4.7695148616006264e-05,-0.004245640229783021,-2.0160338733278748e-05,0.00023345060071733315,-1.3368286560629651e-05,-0.0005497880920302123
1975-08-01,-3.70643786482222e-06,4.474093157421633e-06,5.039831298521766e-05,-0.004177941445959732,-2.3152759240474552e-05,0.00022360820821631933,-1.5934672140584357e-05,-0.0006770749071923395
1975-09-01,-3.845084565499911e-06,4.661351442208724e-06,4.3233749089327444e-05,-0.0037747140595456585,-1.3623131962958723e-05,0.00021053210730315186,-2.2531167723060573e-05,-0.0006299616870819591
1975-10-01,-4.129305521196031e-06,4.009743001049096e-06,3.325160788171772e-05,-0.001976503699552268,-3.1864004930477156e-06,0.00018081361758959247,-2.5826616518806374e-05,-0.0006966450503872087
1975-11-01,-4.192075411028372e-06,4.2382063931815235e-06,2.6252830705698963e-05,-0.0008872695616446435,1.0477497198735364e-05,0.00017765527218216448,-3.1555366272033514e-05,-0.0007929224617934476
1975-12-01,-4.540606002665225e-06,4.392112167865777e-06,1.5683174371558573e-05,0.001035848163155606,2.0157225143131135e-05,0.0001414393523191393,-3.333281731531233e-05,-0.0007747109824170669
1976-01-01,-5.203346876867011e-06,4.165373702612619e-06,1.4154337260733286e-05,0.002735136149567552,2.5062812450674494e-05,0.0001777170155037311,-3.36265309649687e-05,-0.0008007682481547818
1976-02-01,-4.744236473256337e-06,3.965516964484574e-06,1.674813246922224e-05,0.0020964576833648607,1.62476727772238e-05,0.00018704753301790333,-3.2390388686293634e-05,-0.0007788417254535792
1976-03-01,-4.954536686201492e-06,3.632366078964042e-06,2.673807743956816e-05,0.0013785208466288168,1.4853622165641614e-05,0.00019762371721299132,-3.0910193212487304e-05,-0.0007768901317225149
1976-04-01,-4.52117328202311e-06,3.4868986134089064e-06,3.2193565857596695e-05,-0.0019080605852650478,2.5226928812571714e-06,0.00020479785689531127,-2.347687053300566e-05,-0.0006162311062022734
1976-05-01,-4.311038145045422e-06,3.901020974082162e-06,4.725810062840627e-05,-0.0035511679016053677,-1.1917411549282925e-05,0.0002247538532174076,-1.8257319271888876e-05,-0.0005053710083302576
1976-06-01,-3.9349585564451205e-06,3.858227666460169e-06,4.8389792340696926e-05,-0.0037768128095194697,-2.0974003876160297e-05,0.00022473755052487832,-1.6213140002088202e-05,-0.0005018374698314195
1976-07-01,-4.1564607872099965e-06,4.0801706490586054e-06,5.464485557091453e-05,-0.0038733585824957117,-2.5222448000152197e-05,0.00022332853859552415,-1.653641631716883e-05,-0.0005725675388627376
1976-08-01,-3.6384462597620916e-06,3.727954050802624e-06,4.455702511505911e-05,-0.0036758163332706317,-2.154637539726017e-05,0.00019939386675105197,-1.739390222865858e-05,-0.0006105591940771168
