,zgv600GLB_cluster1,zgv600GLB_cluster2,zgv600GLB_cluster3,zgv600GLB_cluster4,zgv600GLB_cluster5,zgv600GLB_cluster6,zgv600GLB_cluster7,zgv600GLB_cluster8
1965-01-01,-0.06288491459882448,-0.2948655217301612,0.006437652376950334,0.09954531873663879,-0.016224330448242556,0.04709520288845048,0.34929593286570715,-0.36386490548064954
1965-02-01,-0.028610282087173262,-0.6200906692766676,-0.022462601040059912,0.06641496587415528,-0.0020801190690821914,-0.003902330641111318,0.42985265071575457,-0.28797537654978245
1965-03-01,-0.029008639081591202,-0.4448760373919618,-0.00790012544676069,0.06987010344047852,0.08944384024355068,0.027889875273634915,0.38193157438695785,-0.3452720807532394
1965-04-01,-0.034741759337225876,-0.44259122189353495,-0.013829235397621032,0.05119435776359414,0.15423696443259,0.12064104369522011,0.43641148939640567,-0.2978748865000649
1965-05-01,-0.06437068171577219,-1.2499085828369738,0.03496091471079293,0.06787364983870912,0.5000543163483402,-0.19686023031708097,0.4327371099291469,-0.27571741080782713
1965-06-01,-0.05152336448475408,-1.234218069151336,0.14715690211327434,-0.009370485366607667,0.5773883627121708,-0.4710648834270282,0.3743806005229611,-0.21328042215267515
1965-07-01,-0.05144514005895715,-1.6462552781198538,0.1918839706557971,-0.009592154184542883,0.7570936378226223,-0.7375479179577236,0.25148853747802374,-0.16387273121922644
1965-08-01,-0.03225698268508988,-1.5432880205266615,0.18745957210158717,-0.027272337392899557,0.5644797560680344,-0.5976020637219839,0.17587988686984812,-0.12054121822911977
1965-09-01,-0.044921381804119156,-1.6706134758743585,0.07692851433786776,0.04240507038435016,0.6137629589402532,-0.4618749675089425,0.3591793528675328,-0.2741718813493678
1965-10-01,-0.05284162402863299,-1.0144143712286855,0.12024848092495484,0.02813925960342269,0.4512808947678072,-0.28921758932788877,0.38026225637402056,-0.28850986930354017
1965-11-01,-0.0517790714212228,-0.9630116177540199,0.054754161301555984,0.0374512957876838,0.29239974108087013,-0.1607804402817775,0.38334554469091653,-0.22811629303054665
1965-12-01,-0.057381283919129965,-0.939138788802951,0.016910980657791144,0.06825650076400518,0.18175479069531683,-0.009927711021291077,0.3650063241021873,-0.25466798376221167
1966-01-01,-0.025911897221115872,-0.8740653009975657,-0.008782484377834045,0.07551101055024952,0.1126596502151834,-0.17928170570491872,0.25663061078483534,-0.24767836463768675
1966-02-01,-0.04876685030980345,-0.6121543108248243,0.02448757489522298,0.07025574783124432,0.12059161910809667,-0.0545246040543718,0.3024201509515209,-0.23268434031381355
1966-03-01,-0.029711894003249882,-0.7172395201290355,0.0184700866329515,0.05785110191325836,-0.009722009031887514,0.07381386456698397,0.33770949530178274,-0.27504962206793376
1966-04-01,-0.02348269983319623,-0.7710052471534878,0.024931818041779578,0.02066854621428646,0.13428261974848898,0.16078846733065416,0.4218000632065993,-0.2900825820494967
1966-05-01,-0.042634917283867105,-1.0448072470870673,0.07100954099304814,0.02388091562731975,0.30226184122533684,-0.10579989502464766,0.24841791955677012,-0.11051887568412172
1966-06-01,-0.04078436318263337,-1.5524084661521163,0.20330946106429493,-0.02689234812303413,0.6965584783668978,-0.6300537255558654,0.271291307796388,-0.19618788939465134
1966-07-01,-0.03869625850272658,-1.34241312157874,0.16095110696572412,-0.007192647646131777,0.6784595818404692,-0.7007867315389814,0.18182548545521393,-0.12746728503432112
1966-08-01,-0.039763509294955944,-1.547300698710423,0.14298222247021278,0.008104225860408884,0.5735501108399357,-0.6319005558960629,0.06049597999576986,-0.07398791696182222
1966-09-01,-0.04951290756873481,-1.6218284765879314,0.134307396133923,0.027921834276438056,0.557701146028128,-0.5408019697579154,0.22773120177568065,-0.20420013328468845
1966-10-01,-0.036874189191380406,-1.321558157602946,0.03306956118718929,0.03405860962435167,0.2970508333430233,-0.14158009830182486,0.4518588442774214,-0.22034452158688594
1966-11-01,-0.034462075769279774,-0.984720973407521,0.017570206305917796,0.039747570180700076,0.19499960254473858,-0.09714878660483951,0.2887162760164611,-0.13550153363340256
1966-12-01,-0.022517519359326114,-0.8733793216593125,0.005563716518285753,0.054387670607293145,0.09287622594555099,-0.005285123730227895,0.32004641710653814,-0.23914269054797213
1967-01-01,-0.014573133938095893,-0.8309830053179872,-0.011781598812443367,0.058119435965417895,0.041416863046855816,-0.08833629969697798,0.2285248958147489,-0.1796462689969023
1967-02-01,-0.02133447792271916,-0.5293434741450291,-0.006642215386807736,0.0586217637740661,0.11080663696110968,0.08697611191411958,0.10618190749509801,-0.27007613571877714
1967-03-01,-0.03356094171072041,-0.6153155191271913,-0.01376348566149991,0.05906466692427779,0.19874216831592192,-0.028363291011021953,0.24498291093216845,-0.2372671499451757
1967-04-01,-0.04548300279613284,-0.20328971977327384,-0.016575745614501862,0.046967389958929295,0.2614060439259173,0.16466236952012472,0.30881389534685033,-0.3125875281743677
1967-05-01,-0.05466634497349821,-1.1392060448141659,0.11798606997509616,0.009223126098858005,0.4191708403179445,-0.13739287608513867,0.40837235351991374,-0.22287263956360037
1967-06-01,-0.04303610787468906,-1.360088353063546,0.15514234268884047,0.0013184861404870066,0.5304034036326122,-0.43571253110022434,0.1731249938454457,-0.17016065013046047
1967-07-01,-0.037968583227446916,-1.6897674869088566,0.20049746726448747,-0.027020853274689845,0.5280339753771403,-0.6163671068901563,0.0776609714479136,-0.028020021693334833
1967-08-01,-0.028000912067684777,-1.8152115391749961,0.13965731230350809,-0.020597576940767984,0.5177027489765581,-0.5673063715008924,0.18228215755090207,-0.07053577967922951
1967-09-01,-0.04115943041331363,-1.9282282567491718,0.13850478723143947,0.007712576668910418,0.621395261890917,-0.5655908454073606,0.38288346761782494,-0.21822369823890947
1967-10-01,-0.04773750882320635,-1.1845745292364382,0.07276368905599329,0.049509500542250916,0.3873794014195362,-0.30068714905829325,0.46027339774476,-0.31868867547793084
1967-11-01,-0.040801185450970744,-0.8886160803776161,0.0211652440933186,0.020412612241479024,0.384291117808905,-0.19440885334119307,0.38338128984327147,-0.1886566867166599
1967-12-01,-0.05425229343070529,-0.32357710833642994,-0.032859047965946915,0.1110411815930772,-0.050417194703975356,0.202187736596008,0.4967022224290837,-0.45365429423154535
1968-01-01,-0.04034029831323688,-0.9077190768484975,0.01588983152243978,0.09343224966493886,0.060179403208824526,-0.04013605742123875,0.24124499432433993,-0.34272294534023273
1968-02-01,-0.056339021195965525,-0.4810561444245133,0.06431939677742597,0.08513760453058501,0.06527984851455114,0.023828760931526655,0.18098107015592813,-0.30308363555502077
1968-03-01,-0.057067466939521104,-0.7755685086343802,0.04285804212480692,0.05274955473857457,0.20404920789850764,0.03390510967613136,0.4104730116545096,-0.30661574901283467
1968-04-01,-0.03647180370515482,-0.33610019029355515,-0.040445176297827234,0.04601063883399881,0.2105452748666327,0.1673205544913772,0.29091082028383336,-0.20867532310377057
1968-05-01,-0.030176292545584796,-0.9627778740490184,0.013877242370665255,0.027080454206372537,0.3158519695322198,0.0018517928619454374,0.32019390333333664,-0.25823799036301587
1968-06-01,-0.07662660060330204,-1.2799405584148331,0.1830779396236763,0.007344077492652257,0.48584455108068075,-0.4070732280285689,0.3172291806463659,-0.22172155035765906
1968-07-01,-0.03160635120852257,-1.1646547738243551,0.14335801112907012,-0.010066491086035967,0.5542785288339638,-0.6169279561425647,0.10880520401974401,-0.0782366827866877
1968-08-01,-0.03297578958681643,-1.4236618490780102,0.12017897350161083,-0.01885992909303776,0.6114647510540054,-0.5639756900550674,0.19766338301833566,-0.0836352672527045
1968-09-01,-0.02577903129149075,-1.346357546600641,0.0574546686689788,0.01375122838517298,0.4661031336669462,-0.43554549669697334,0.24893055477085904,-0.14014935170516316
1968-10-01,-0.05471482646375036,-1.2972289440678615,0.12739392436061064,0.03478203667686514,0.3613766776510032,-0.3632428872324254,0.33877841996018,-0.20310949010087512
1968-11-01,-0.029831969312391248,-0.7517703023611331,0.02487691130705565,0.04134388390830926,0.1737846263560904,-0.06637145241681676,0.3467864715136015,-0.18549047821261586
1968-12-01,-0.03418329647208574,-0.7058452741772521,0.0333243789470296,0.05036158623885598,0.05902240209909807,-0.006931585116978109,0.3208140473393999,-0.2385827808325735
1969-01-01,-0.048082413962490064,-0.6485924416897344,0.046969510740187556,0.0663213381609766,0.10374110326709518,-0.15076616384687214,0.2631437319975633,-0.2091806906031112
1969-02-01,-0.0227558987783134,-0.6076283314648796,0.06364798087865935,0.02165924591257686,0.10057172951209976,-0.011964383905576746,0.16651614706897172,-0.21228024828116704
1969-03-01,-0.03048459477995475,-0.6209638188867008,0.008916048352985389,0.05027356045248879,0.1452252717621355,0.09051770869180233,0.27755069485782874,-0.18681375161096625
1969-04-01,-0.03492794519377264,-0.6682166866227692,0.04249301536823267,0.023279393076371453,0.2504938607474408,0.09331752403374136,0.2979867292579109,-0.2137480466538056
