,vws500-200GLB_cluster1,vws500-200GLB_cluster2,vws500-200GLB_cluster3,vws500-200GLB_cluster4,vws500-200GLB_cluster5,vws500-200GLB_cluster6,vws500-200GLB_cluster7,vws500-200GLB_cluster8
1965-01-01,19.3272773346909,14.232992891638833,21.386154221606912,10.090216112175456,36.68100658788868,8.81485235210088,10.570982606419571,17.68763170423394
1965-02-01,19.17566638443932,14.675041818985049,22.877387524405197,10.061567589192743,38.67786518770672,8.371681023091492,11.178830784125518,15.840972177480023
1965-03-01,19.781489419559918,14.543236558652108,22.25166034381479,10.023025068751531,37.18431936275194,7.604321137048956,9.890095381683043,16.256660360077344
1965-04-01,28.108049620479356,17.744752317719378,20.593258383487292,12.392766263398604,32.57672477276581,7.311011159882818,6.190968886201877,12.645987764195285
1965-05-01,32.3948819590253,21.115009055903382,16.741504811653012,15.398676205729497,25.151096177233057,8.050963497612656,12.520806494660413,9.700872333794706
1965-06-01,36.237111147539224,22.74388649635068,11.10125122938657,15.494249245410735,17.96819611248509,8.4999421802638,26.46353882791475,8.300201301322485
1965-07-01,39.71449850930855,22.134683803111724,10.122655159630682,15.200039505216404,11.250575909322919,9.966166181482155,29.01290174785255,8.075528284418711
1965-08-01,36.37879231688628,19.511282005424736,7.412710203286695,14.53827729705688,9.204250042702212,7.311098122874611,21.43346889090611,7.8335783342739
1965-09-01,33.315933156559694,20.52865053479863,9.433384578899613,14.210684470762128,16.963294613355053,7.810876109949499,17.111452894448195,7.065950375822068
1965-10-01,28.828863696068243,19.959575678408623,13.776742699523659,13.35077474065693,26.167777384164754,7.2763457705290655,8.45487366932712,8.633031680075552
1965-11-01,26.08048719791287,16.966574072254453,17.43570181906203,12.944603780960101,31.25997373327923,8.124616607719327,7.222061096580424,13.201397339562517
1965-12-01,20.422874424739945,15.286767013044985,20.454242467184514,11.768887592437514,38.306598889293774,7.369445643674729,8.78931179465291,14.798731723469182
1966-01-01,19.296041085911877,13.82578053237829,22.445266275328915,10.796469782721053,37.1027371860813,8.489260431697593,11.105856758370033,18.85473593584259
1966-02-01,18.12651361430169,15.253049600917278,22.04696632965622,9.937519228707309,39.34971092714035,8.084577365818838,7.920477840755633,17.285629144275305
1966-03-01,19.870832293196578,15.885061684948582,22.15025500935824,10.899225150893225,35.360827661739165,6.485490149450696,7.8562730071393725,15.463931512544562
1966-04-01,26.52681877875868,18.29589093906527,20.22547636082094,13.83898888118158,28.692992226667574,7.811417571019285,6.741972045312214,14.1033361405068
1966-05-01,33.731224233912975,20.789761176488035,16.421740672195376,15.271769671063298,25.916867101950746,8.517197874516098,9.719244463410517,9.713686672744721
1966-06-01,38.691553798909716,22.823481009082485,11.906876471458691,15.2927333581421,17.918685485223193,7.323166502831323,20.88505177976233,7.7929779780132575
1966-07-01,36.80326497020847,22.63124079545434,9.442549711530331,15.906236329185326,10.85446058735448,8.68605159429665,24.22320711277091,7.359082691067248
1966-08-01,35.71378750123274,21.97729521579758,8.108735053140162,15.579362598825622,8.791537061280359,7.979800309419635,23.02363866038363,7.226678066620593
1966-09-01,35.198628100653465,20.798921743790274,8.581099295297282,13.899537473650627,13.08603959959265,7.785986150735352,17.43024194170598,6.7467618260889015
1966-10-01,29.698918236360484,18.658863060423936,13.0416528089488,13.372528054439826,28.49930631708479,6.996278070284962,8.457806220860054,8.929526117303467
1966-11-01,24.131765462306937,16.819012743406255,16.361280278055233,13.527574765610398,33.30757134586585,8.654941596586628,8.759644164642657,13.712770338197394
1966-12-01,23.08262195534353,16.70791403041889,20.208075394676065,11.62284441433123,40.39812760818339,7.405018813831241,10.162943210829448,15.796587636287468
1967-01-01,16.636066253705987,14.396998453339558,22.27186166259328,9.795343252714993,43.47186972578412,8.942089739032339,10.623315785308842,17.615334351103634
1967-02-01,16.16204279284256,13.474096097099697,22.865186186084596,9.357486169544545,41.50486580044469,8.321895355673732,11.074490276548046,16.97952580209644
1967-03-01,20.960087122764783,15.123856124754623,21.15024609214406,8.966743615818402,37.32799514135419,8.294874570062921,7.109116841700026,15.169707619949628
1967-04-01,24.749485602203798,16.50900331126549,19.72045990386795,11.923439625375215,29.351194792816163,6.837617612860872,7.627024986618402,13.035084799654095
1967-05-01,31.966302187001194,20.3646372710438,17.017657368430115,14.289236872721983,23.59574914212835,8.189929293863605,9.593489660929865,10.659853694101713
1967-06-01,35.739961553727525,23.036783759007204,11.574216424096537,15.301946404107,18.05179097655626,8.356862247792135,19.432523780401898,7.551707479118169
1967-07-01,36.48871755116599,22.920077251944143,9.635650491762188,15.945243903486869,10.407425716546115,10.08473202418398,27.2097588674573,8.179117943830498
1967-08-01,36.14462429038217,21.009621094087112,9.008259131187382,14.779719613001907,8.705859160977528,9.75091944509931,26.900768693044384,7.862158942503642
1967-09-01,29.50237422127725,19.737255922867345,8.893922223913137,13.411549613108315,14.434539165012298,8.40104601970449,19.516258048452766,6.798449393431291
1967-10-01,26.34109402289605,16.934764708462076,12.89973909354139,13.217854333032637,26.50651090582651,8.094661765333383,7.99285338829485,8.093008365887082
1967-11-01,21.329068575155635,17.018244716070253,18.02279588672689,12.94651422701456,33.52922406728648,8.10773984020031,7.204559621712952,13.804638623587062
1967-12-01,22.650182619468634,15.78572572773741,21.449090103220485,11.521763757341056,38.350338611488176,7.90057429754702,10.757210197597617,15.842994015825823
1968-01-01,16.791653561489273,14.160801964363397,23.111218445697087,9.446157808859983,44.147416952763145,8.946219659577523,11.34421990915089,19.711236592166212
1968-02-01,17.372408672125573,13.204968903263147,23.357498425747348,8.535785137474988,44.30559658882297,10.504003507845693,11.040231904141418,17.56470893226511
1968-03-01,19.52121047788495,15.059061458837773,20.189382072517997,9.617882573669837,33.1922955196013,7.807901556995897,9.696773666535103,15.587507340399705
1968-04-01,21.505662426591172,17.142164546966498,20.411047921984714,12.671193684997272,26.96073974334043,8.56056141248757,9.514279033915209,14.577230189141918
1968-05-01,31.319763337111727,18.841792025868713,15.84241513769499,14.249004832666591,25.635782490227474,9.014790863745363,7.004798071396737,9.734120511823566
1968-06-01,36.49416363497221,24.16783142897276,11.58491880593387,15.060612761305286,19.442335929517064,7.0090198750224735,20.510562001418705,7.095542440831258
