,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6,abs_vo600_cluster7,abs_vo600_cluster8
1965-01-01,-6.649566e-05,6.0472106e-05,1.2515933e-05,0.0001006456,-3.1928357e-05,-7.904323e-05,3.523546e-05,-8.588635e-06
1965-02-01,-5.5449258e-05,6.734583e-05,2.0708763e-05,9.4409e-05,-2.7522357e-05,-8.097254e-05,4.300653e-05,-1.0607684e-05
1965-03-01,-6.912491e-05,4.8860362e-05,2.3149556e-05,9.720874e-05,-3.0169547e-05,-8.283006e-05,2.5714548e-05,-8.373274e-06
1965-04-01,-6.42792e-05,5.459445e-05,9.438014e-06,9.805225e-05,-3.53383e-05,-7.843303e-05,3.570208e-05,-1.0625627e-05
1965-05-01,-5.169832e-05,5.551872e-05,1.4445241e-05,9.3646246e-05,-3.1668125e-05,-7.7131874e-05,4.428077e-05,1.4527322e-06
1965-06-01,-6.345364e-05,5.721472e-05,1.5907926e-05,8.754425e-05,-3.0528492e-05,-8.521702e-05,4.253093e-05,2.6821072e-06
1965-07-01,-6.479967e-05,6.685228e-05,1.6778356e-05,8.3093386e-05,-2.3035594e-05,-8.071231e-05,3.125121e-05,-4.568501e-06
1965-08-01,-6.271781e-05,5.6236604e-05,1.5154152e-05,8.3479244e-05,-2.784541e-05,-8.801676e-05,3.6321257e-05,-8.265415e-07
1965-09-01,-6.080645e-05,5.812104e-05,1.487597e-05,8.096666e-05,-2.584431e-05,-9.6550575e-05,3.7353206e-05,-7.3323463e-06
1965-10-01,-5.9307873e-05,6.91495e-05,1.5907926e-05,7.897454e-05,-3.4539655e-05,-8.21391e-05,3.263314e-05,-5.0799863e-06
1965-11-01,-7.003123e-05,5.2970237e-05,1.7173194e-05,8.850442e-05,-3.3202603e-05,-7.6728065e-05,3.663533e-05,-1.0508971e-05
1965-12-01,-5.588896e-05,6.0642604e-05,1.8510245e-05,9.780996e-05,-2.6284011e-05,-7.809204e-05,3.638407e-05,-1.2581855e-05
1966-01-01,-5.8322134e-05,6.767397e-05,1.853686e-05,9.198807e-05,-3.5850866e-05,-8.04349e-05,2.5759098e-05,-7.890445e-06
1966-02-01,-5.7686684e-05,5.8671758e-05,1.6711978e-05,9.5588955e-05,-3.6445585e-05,-7.967725e-05,3.0549418e-05,-9.715328e-06
1966-03-01,-5.929975e-05,6.7266636e-05,2.0329158e-05,9.920614e-05,-3.2535117e-05,-9.0650996e-05,3.4720582e-05,-5.291615e-06
1966-04-01,-5.359699e-05,6.496924e-05,1.7380016e-05,9.802485e-05,-4.0388637e-05,-8.0320846e-05,3.2626853e-05,-4.517671e-06
