,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1970-01-01,1153.7486494348404,1082.7807998657227,1139.4939753786928,1037.7589790188536,1162.960326216603,1552.4279045336173,1113.8020260233275,1034.6108731356533
1970-02-01,1154.3598147994237,1082.019168308803,1139.802301045016,1038.1232748226244,1161.6280825083493,1547.0061793471828,1116.0730400742127,1033.7843114679508
1970-03-01,1152.7997388907359,1081.76267351423,1140.5930693893188,1035.1557984644053,1158.3338147811307,1545.1760031960227,1114.5205406702366,1034.152006669478
1970-04-01,1153.2298159768395,1082.3089926583427,1143.5403805453677,1035.556917774434,1156.6923418117842,1539.8778279622395,1117.416883298489,1035.1526641845703
1970-05-01,1153.0480697307182,1082.2299902779716,1144.5381090955336,1033.8082449776787,1152.0086623330153,1529.7199596058238,1117.174786730365,1035.9840046275744
1970-06-01,1153.5633276540336,1082.8474208286832,1146.0044640053507,1033.108224674147,1149.441318657562,1527.1931041370738,1119.2947029507777,1037.5073727694423
1970-07-01,1153.6732169076906,1083.7040710449219,1147.8287871627563,1031.6630149374203,1148.5421916000714,1520.3926317619555,1119.8468848573211,1038.3179335160687
1970-08-01,1154.6064314605496,1082.7080590384348,1146.5705699859325,1031.5925753846461,1148.6213742321684,1523.6724853515625,1120.2070113825314,1037.2044025767932
1970-09-01,1153.465879183289,1082.4169758387975,1144.0153557387962,1033.0740636708786,1151.5925516609016,1531.6957415956438,1117.7033569144905,1036.2395199862392
1970-10-01,1153.5204298952792,1081.8896429879326,1143.6735196128918,1035.74005438357,1156.8954118335519,1542.4259994969223,1116.1425762146666,1035.3215581720524
1970-11-01,1154.8026876246677,1082.2393580845426,1141.4784520385351,1037.8482117944834,1161.044544482049,1548.333046653054,1116.3715869981172,1034.6850100430574
1970-12-01,1153.1310775432182,1081.114354814802,1138.9907984104955,1038.188311518455,1162.8840322712906,1550.200537479285,1115.4356286372752,1033.437271118164
1971-01-01,1153.1033390126331,1081.6093989780973,1138.0443904177553,1037.6450519172513,1162.8913005799736,1552.8864542643228,1114.345926634023,1033.3251883766868
1971-02-01,1154.5264104748449,1081.0191999162946,1138.1735455184887,1036.065097730987,1159.7656948875835,1545.6883748372395,1115.7733469501907,1033.0625568736682
1971-03-01,1153.8329125803414,1081.6845103672574,1141.5327066010602,1035.371616908482,1159.3837126520752,1544.6016253847063,1116.7662619051987,1033.8808787952769
1971-04-01,1153.878528784353,1081.5403366088867,1142.4613829977643,1033.9043753487724,1155.1151188275285,1536.2378207120028,1116.4506270478776,1034.7578638250177
1971-05-01,1151.7477005762412,1082.1136147635325,1143.5081359274518,1032.699273557079,1151.8441935531964,1530.9661402846828,1116.5955831560545,1035.8721993186257
1971-06-01,1153.6238000748006,1083.1422696794782,1146.3363500270048,1032.2690535564811,1148.4236855543297,1522.3235621596828,1118.6445113825314,1037.4152304909446
1971-07-01,1152.5195052775932,1082.655737740653,1145.947618883139,1031.497690628986,1147.778879413168,1520.380655924479,1118.4457507305117,1037.099352749911
1971-08-01,1153.8165845938609,1083.0619703020368,1145.6104732403035,1031.566791145169,1149.4686912944298,1524.3607492157907,1119.3378096268584,1037.3502974076703
1971-09-01,1152.9995446171322,1082.8337369646345,1144.8852048426197,1032.7777161890147,1152.8322875044728,1532.4793497721353,1117.3113660260174,1036.8265464089134
1971-10-01,1151.9977975398936,1083.017807006836,1143.7818324834204,1036.4270580058196,1158.2172655877266,1544.4467717950993,1117.9832589831524,1036.4441750266335
1971-11-01,1151.9410132009086,1082.4417550223216,1140.7707778587219,1037.707721943758,1162.6065319731035,1549.698107170336,1117.2886617120257,1034.9333121559837
1971-12-01,1153.6606982075577,1081.1065292358398,1139.2715503165193,1039.2142626704,1162.7798065884422,1549.9588937470407,1115.7971497059616,1033.6532107266512
1972-01-01,1151.8313663563831,1081.3661302839007,1138.9474850375552,1037.4561543367347,1162.6476724639194,1550.6197842684658,1114.8852902025872,1033.2260686700993
