,r700GLB_cluster1,r700GLB_cluster2,r700GLB_cluster3,r700GLB_cluster4,r700GLB_cluster5,r700GLB_cluster6,r700GLB_cluster7,r700GLB_cluster8
1966-04-01,73.82817714334392,33.1906432240131,24.84226353963216,48.56172471720882,55.43298762243705,54.010041624635136,39.695822334500775,71.14383843210008
1966-05-01,66.25974824388535,44.785141539258184,24.049533526102703,46.38967869003712,42.77037182590992,64.00589995331816,36.76983990674531,72.3769850201077
1966-06-01,58.2968082931116,48.83389391836011,20.809569835662842,49.9493918407052,39.83772097739027,68.46137162093278,34.997149242515185,70.71152395672269
1966-07-01,59.93565804095005,55.87886168510567,19.27758725484212,51.01391434965299,31.84627565703167,72.0794174697373,33.11958418600055,73.58640432357788
1966-08-01,61.982240379571344,60.02894078851422,19.142380555470783,50.01574627518949,34.092330114012626,73.61847175346627,32.94332151529137,73.8229751586914
1966-09-01,64.11197305583268,58.85045388695874,20.94023052851359,47.649653318797974,39.13281035525604,71.9690888792604,35.31459098638491,70.81390354368422
1966-10-01,69.42674650562753,54.05806269222036,22.671671549479168,45.927140020555065,44.773741955409236,68.20128220778246,37.63410287309987,71.46265904108684
1966-11-01,71.78356161506342,43.23046563478408,22.99170716603597,45.35170808323559,49.16481214531501,61.044837197104656,38.53719210703904,72.19322787390816
1966-12-01,77.69128721680859,33.98784248049183,21.592424074808758,48.097240836093796,56.1026781925316,55.24072500375601,38.14483676373893,71.51529060469734
1967-01-01,79.53805260235171,27.986044424017344,18.705936431884766,45.75370476204467,59.70007933260545,48.68602878444798,39.81915745360247,71.67268726560805
1967-02-01,82.32623312970718,29.903923856738835,21.363483428955078,45.27841478068538,64.44264931740167,44.58181611784212,43.19888312423216,69.43003733952841
1967-03-01,77.74886261644981,34.81669975814387,23.58904806772868,44.650170584174596,60.54713040462379,48.832852709424365,44.1143348499522,68.63723662164476
1967-04-01,73.99679956962164,37.52617574594422,26.47349961598714,45.344349882442955,55.686662534787416,55.83007560981499,42.66083507178762,70.31140592363145
1967-05-01,66.21511811546857,42.688451236948396,24.738630930582683,46.3325926447033,45.57193215824503,62.98590775374528,39.13955435008306,72.94886244667902
1967-06-01,62.08871251387562,51.968486908478184,19.375205993652344,49.79941697037841,37.07406285494694,68.17504463614999,34.38890463490027,72.02685276667277
1967-07-01,59.35340716684465,58.43966795951973,21.96950880686442,51.06560444417721,34.28477872594743,73.68805518517128,33.8574535162874,73.1001615524292
1967-08-01,63.146212461183396,61.88103472127356,21.445223649342854,49.894784402019035,37.39847543413547,75.63759436974159,33.43612316042878,72.45134777492947
1967-09-01,66.43055611663013,61.67316761269236,21.914589405059814,48.68275616364207,41.17313843428321,72.25751185155177,34.74258790380535,70.74748277664185
1967-10-01,69.71251032621169,52.9382932839637,21.099361101786297,46.28931192251352,48.44002130205539,69.15194500933637,36.33193885237144,71.251466539171
1967-11-01,73.49454847742899,46.232491765445936,21.698494116465252,46.82340408968866,51.74842228705279,60.42410378927713,38.154111800927794,72.86041577657065
1967-12-01,77.77698343034557,34.747722964656376,20.694039185841877,49.000000302904,55.30898540316733,52.791619772439475,37.44847370540581,70.21289401584201
1968-01-01,78.34683516614443,28.49266145991017,20.557130177815754,46.38600881874709,61.41151460966839,44.84328385237809,40.10212730331675,70.57901289727953
1968-02-01,79.60232064592466,29.545507449058142,23.51235357920329,48.014748717655905,61.48666905742858,43.08539841201279,42.4647596323345,68.75885725021362
1968-03-01,77.82743257298458,29.38634371261741,21.42683966954549,45.321777854900496,63.640772938216706,48.99231879265754,42.29066559378623,70.95949318673875
1968-04-01,70.14758981389107,40.7082793843318,23.844364166259766,47.85032911276995,53.8602698002762,55.14982621748369,44.264290895176885,70.58834499782986
1968-05-01,64.5636606559479,44.002489692096674,21.746472358703613,48.52759595544403,47.41051473331042,62.08593179891398,38.71327713874488,72.24303881327312
1968-06-01,54.95982547458127,50.53606664300641,21.420299688975017,50.62998731438042,37.44477693615041,67.94629778180804,37.4181981894661,71.29234605365329
1968-07-01,59.61828895038266,59.645648083749926,21.35701624552409,50.292415950197736,38.03365281723088,73.50902347774296,36.17287400288968,73.2058154212104
1968-08-01,60.44881715477228,59.04692954512309,21.767802874247234,52.59141567031443,37.650056765314844,74.22832698612423,37.35113027747948,72.25727240244548
1968-09-01,60.41703624405164,59.652883028488304,21.071488857269287,46.140888015330574,39.57173261519665,71.34067158122639,32.78768228930097,70.52306599087186
1968-10-01,69.24471409200764,51.86857356916979,23.57838503519694,46.30410972954913,44.144047585679736,66.8087894313938,36.927111468309846,71.00546095106337
1968-11-01,71.82159332348574,41.93509864446572,21.04479726155599,45.53230512822532,49.783036227901604,59.658728798667156,39.64874461903789,71.41942448086209
1968-12-01,77.22332814900423,33.48533904394716,20.123722394307453,47.85156108013749,54.57146935196905,50.824135581215664,39.93855388721623,72.09568818410239
1969-01-01,77.61750529995925,29.39965549173337,23.55432669321696,47.55228814061167,58.38051087866525,45.03469027005709,42.77925544138895,69.41219237115648
1969-02-01,78.44784780086087,33.66247079773526,23.46472930908203,47.86874472947038,61.783378830283496,42.757008311512706,43.31351160871098,68.87575189272563
1969-03-01,78.02657806616035,29.59611636704443,22.861719131469727,47.3106320383531,59.76537123258533,46.476406893887365,41.143061657944656,71.69537676705255
1969-04-01,74.82240891856827,39.05411812218015,23.754279454549152,46.62291808400497,50.41021911883047,52.67800635033912,39.72797393798828,72.60205215877957
1969-05-01,64.44391666842307,44.11720751814671,19.7102206548055,49.30775692090207,41.88315060005679,62.89853777204241,37.95034824679725,73.58415789074368
1969-06-01,59.542317927884255,45.31407419359751,19.69282865524292,48.66975353610131,38.225225112980525,67.17596871512276,35.958028182898914,73.33056529362997
1969-07-01,58.209126973323684,54.98099372157077,20.036473115285236,50.065046267828926,38.437487229768806,73.36972330952739,33.4561716546516,73.02031252119276
1969-08-01,65.94960237864396,57.98296288416381,21.88253180185954,47.44205285538514,36.09278601126609,72.3457998757834,32.246591139209364,72.52488798565335
1969-09-01,60.15483206696362,59.82111334124675,20.07784827550252,48.98915728623459,37.46575940832048,71.92391615647536,34.1712928425566,70.9992355770535
1969-10-01,69.19213804981406,51.93835368453893,22.73325475056966,44.93953193683482,47.68635582002959,67.10264436491244,38.29270613153908,70.17145686679416
1969-11-01,73.54037241398288,43.769883298242924,22.06963888804118,45.29840123860475,50.77254741488608,62.38498729663891,37.93212915971826,72.36560848024156
1969-12-01,76.90458137640279,33.15366914457094,19.058721860249836,48.1229744241492,55.65524858466545,53.701306018200555,39.006086837413704,72.25554519229465
1970-01-01,78.0066913266262,28.75228946736269,22.448558807373047,48.30087609681539,57.62600714556649,45.72566860324734,40.55746380540884,70.36676605542502
1970-02-01,78.9247224656798,30.00939807278898,20.625919342041016,44.375866400101046,60.197540414179855,46.41785841721755,38.677476437252885,70.13766633139717
1970-03-01,78.09795955959842,29.564863251828516,24.24773184458415,49.810702037574636,57.588837586758984,45.684610723139166,40.65884603878457,72.75133728981018
1970-04-01,74.28666990723828,34.51386796053506,20.375057538350422,45.97662932819527,52.39579933395713,54.717527955442996,38.175430593564535,73.69648350609674
1970-05-01,64.87244530547437,44.00656759626248,21.33078209559123,47.01916006007798,43.14071016761878,62.41827325506525,37.21096275388733,72.84403112199571
1970-06-01,64.78707567393351,47.70587207238931,18.540536562601726,50.35197113642917,37.85668933852036,69.29252289153717,34.92592149398652,73.30512470669217
1970-07-01,58.90653230589357,57.796811426519675,20.696809768676758,49.76584716115341,34.54137032635734,73.14868465884702,33.0529651240521,71.38296630647447
1970-08-01,58.90770964771152,61.66693790197823,21.55103635787964,50.099377123357044,34.7168775075495,76.39004382458363,32.53525642065511,72.5220282872518
1970-09-01,62.253715094330786,59.9344985471556,20.290478388468426,47.57096879831319,36.998982081597454,73.5569092467591,33.987360433618626,71.18228011661105
1970-10-01,67.06119509909651,50.33175318813504,22.28107674916585,44.92414299370929,43.27681791117263,69.52054118062114,33.91124771810978,71.3138779004415
1970-11-01,70.38205098762786,41.59134214001026,19.584951559702557,42.891368440008044,51.68806739119501,62.97734103360019,37.724672150638284,70.60235341389975
1970-12-01,75.25226400910522,35.10150224364773,21.237980524698894,44.49273102336722,55.331916972802944,52.390400813176086,38.24623357153943,72.25095298555162
1971-01-01,77.30399939081937,29.78654367486561,22.879677454630535,49.32559512685013,59.08975396545148,45.12292882898352,41.45952902759033,70.29293841785855
1971-02-01,76.46284400702095,30.409351413777284,23.91515572865804,46.547426361008256,61.78839114602543,47.54523392562028,41.91087488320183,70.18269432915582
1971-03-01,76.23752621438005,34.66725737025472,22.466034571329754,44.34957882902462,62.04021683066699,52.40928733741844,42.66145353433434,70.59396505355835
1971-04-01,73.08946787882195,39.5266138087599,24.36283238728841,47.333602810615936,56.23507602020395,55.43817541101477,44.321733561333104,70.3763935301039
1971-05-01,66.6847942544402,45.181694823987996,20.712681611378986,49.68937147344016,46.658423427860114,64.55896482362853,39.55921561747031,72.45906988779704
1971-06-01,61.85925069758646,51.44630605196457,20.55622132619222,50.77444885859714,42.3764470309147,69.6423557826451,36.046012506664525,72.2475634680854
1971-07-01,59.36926514696446,56.82148996508189,20.430038611094158,53.646284060797676,37.37442769717761,73.06590488978794,36.794338458664264,71.89881404240927
1971-08-01,59.28239708038257,60.76534465941229,23.42991892496745,49.98873197115384,36.821340798308405,73.32125653277387,35.14684928480045,71.11624744203355
1971-09-01,63.095562978328275,58.68728219448732,22.64747667312622,47.514264222705926,37.63228404163802,71.82493859594994,36.25487351866392,70.00824742847018
1971-10-01,68.19316763386166,50.74203072964357,20.82639980316162,48.60886604555191,44.756290943325844,70.0420413174472,36.4387252402068,71.04011376698813
1971-11-01,72.71931142829877,42.280559503739184,21.4637664159139,46.24374238196437,51.364157025906145,61.14680447421232,39.730573677409396,70.95679177178278
1971-12-01,76.38462075798346,36.92050133400468,22.04537041982015,46.7408201534754,54.92878205786447,54.25898792979482,40.1376451764788,70.94926569196913
1972-01-01,77.65397636724605,35.152104311043466,23.186806042989094,46.48295797721919,58.45744988437374,47.97874450683594,42.1263203668436,71.10713455412123
1972-02-01,78.01096891041854,32.18082290966704,24.16251214345296,47.7353519600615,61.04652339296791,45.854831737476395,43.617763498164756,69.83557873302036
1972-03-01,76.47222157576674,35.4711013390121,25.28228982289632,47.42202001529059,60.68295736681238,46.61422561813187,42.96711322873138,68.77721680535211
1972-04-01,72.0671244376569,35.83942297951711,25.736368815104168,48.11852126204346,52.43465030653794,56.72731420496008,41.699877345020724,71.33547332551744
1972-05-01,67.77960688090153,45.47221106257015,23.665069897969563,49.17904070529985,45.33636150441968,63.16197321965144,37.53817295315258,73.01012012693617
1972-06-01,55.44030397630138,52.22225946379519,22.45573918024699,51.48676169421477,36.12357372889703,67.22722231686771,37.223430223771246,71.36812276310391
1972-07-01,58.385712694492845,57.984296946534585,21.75069586435954,54.0007584148246,33.57381206725288,74.74199986719823,35.612725841906645,71.16605838139853
1972-08-01,57.770256573061864,59.87132023773482,23.76867389678955,54.13447159987229,36.694185314260324,73.00231095198747,37.838755467141326,69.30020186636183
1972-09-01,66.1982319051985,58.5470909883034,23.00295654932658,48.79264878871719,39.680307003561516,72.66152518136161,34.6167214817119,71.93589939011468
1972-10-01,66.96825553473238,54.85317468192492,23.083826541900635,47.31015236146988,43.655448717109124,67.80343443482786,36.300867657328766,67.87839399443733
1972-11-01,75.01324715374186,42.96970908267737,19.28801441192627,48.44335078009896,51.39746440838335,64.11877055744549,36.663215104923694,72.89324071672227
1972-12-01,79.24349393775995,35.3404540871402,24.632039070129395,50.00997548067836,55.41531231270327,53.971272562886334,40.63774734108419,72.19603723949857
1973-01-01,80.77037088590846,28.874856267399057,21.315883954366047,47.52544280021421,60.829697146436175,38.81213093851949,41.98024703286679,71.11758722199335
1973-02-01,83.48825578209308,30.851072805365,21.620615482330322,47.09291363472382,63.631324604345494,41.544802739070015,41.3367443570531,70.39681673049927
1973-03-01,80.21950664566003,28.093768878785333,21.984792709350586,48.71752622997199,62.06726925567496,41.74033573695592,41.68699270863074,72.29265636867947
1973-04-01,78.57230847402157,34.07659440500299,21.77299467722575,47.80491623038393,57.912419691617906,52.73899958683894,39.48692520327479,73.42279222276476
1973-05-01,68.27724100016862,45.56606126868206,21.290520668029785,49.762478300714605,47.240941616598626,63.49052429199219,37.05466387675846,73.73223304748535
1973-06-01,63.409857441195484,51.03056462365423,19.470778624216717,51.211857381588764,41.39526514536321,69.53606993287474,34.83149421835527,72.95126120249431
1973-07-01,59.104469354204134,59.56907506701175,21.959350109100342,49.21615638448937,41.23738252042189,74.51948899489183,34.948358504083075,71.28734058803983
1973-08-01,60.50076015847478,61.784487545828284,20.66772476832072,49.33413701968512,39.717775762336956,76.71789148351648,35.35833284836407,71.56498034795126
1973-09-01,65.06765717796857,57.927654100501016,18.61920992533366,47.45552640399033,40.48522654521107,73.06824233505752,33.78489505941026,72.21205102072823
1973-10-01,68.73241945993986,50.641426562361545,18.720394770304363,43.27460281902152,45.97069654341931,71.68231754512577,34.59167839548781,70.04071805212233
1973-11-01,74.23889105268519,39.374858805723136,20.607508500417072,44.63774962697372,51.76110902057697,61.54843508542239,37.6016906197549,72.1768339474996
1973-12-01,77.6905425732656,33.88292099893206,18.325424989064533,44.8382815415451,59.31871356882251,55.788732675405655,38.663373040994536,71.2063213189443
1974-01-01,78.74128401136512,35.671133174788075,22.98185125986735,44.04132857216203,64.44112261989086,48.40166280557821,41.11300919407098,68.2763503657447
1974-02-01,79.22646959336828,30.94071386441842,21.72565746307373,45.10159031037361,64.45869724126332,47.25501762641655,41.490425118312224,71.50445381800334
1974-03-01,79.05074652436254,37.724600216842106,26.13278611501058,47.04577206973698,64.32160307921053,51.39174576644059,45.501372294040486,69.07142599423727
1974-04-01,76.18801107795404,37.182548681594476,21.738648414611816,46.21383865772938,54.761605815314425,59.07049661154276,41.40434349626138,71.80131806267633
1974-05-01,64.68806003780959,46.74796409102153,21.903117179870605,46.992463331956124,46.280726649730504,64.1288581261268,38.809910644328475,72.1348179711236
1974-06-01,60.10188736218057,50.19753281245385,19.801656246185303,50.54764002191813,38.38930089074655,68.56452019660028,35.93290229704425,72.07366360558404
1974-07-01,55.219394125812634,57.65815403150476,22.580554167429607,52.87855872445307,33.90347722262272,71.24415051806105,36.785294922483324,72.05022904607985
1974-08-01,55.73704671516693,60.294693223920795,20.632119019826252,53.70081861320855,35.822246207699756,74.6457990709242,36.143498510485344,70.30057112375896
1974-09-01,61.493599614936954,60.89671230496441,22.32003132502238,49.02521090826976,41.176939215271254,72.61739626035586,34.89197385667567,71.41863703727722
1974-10-01,67.06058127131108,50.36073839732064,20.417083740234375,46.53906526399901,47.02583362104555,70.68578363774897,37.18652862515032,71.8881024254693
1974-11-01,72.42122073825315,42.26912082030327,21.383177121480305,44.677804421550285,53.29809393493914,63.03399809114226,37.080897207672024,73.18608628378975
1974-12-01,81.77639894920001,35.414444070682634,20.012274742126465,47.683748003862625,57.168776385262284,53.552512703361096,37.94528965406112,73.6769609981113
1975-01-01,79.80634657313212,29.312908266352345,21.272478421529133,46.37978082850908,59.65591234198967,48.4295889047476,37.98071289907394,71.22704121801588
1975-02-01,79.26205422380845,30.56384016300194,23.515942573547363,47.715834056769054,62.0589055728503,47.71090664706387,40.50719238990961,71.72122067875333
1975-03-01,78.57778352513301,28.756008256360577,21.53801377614339,48.91083767041379,62.57745636379258,47.363282926790006,42.48133666755617,71.22678558031718
1975-04-01,75.37599924942859,35.59747562516615,22.179755210876465,46.883866568061315,55.59475698184558,55.09822635860234,40.715427968985225,73.84478251139323
1975-05-01,69.15380811805633,47.479575432991936,20.08312733968099,49.343018732946504,46.219362414445996,65.88372534447974,37.95293362301714,74.02863105138144
1975-06-01,61.694972635173116,50.1376182685953,19.93035666147868,51.34966119051571,40.7180573295626,70.9320286342076,34.580260706634355,74.19791486528185
1975-07-01,57.02327298317596,59.93363393051638,21.557029406229656,49.81360376324902,36.79391017799214,72.76678148206774,33.940167601322415,71.29567795329623
1975-08-01,60.69867067771564,62.46719576686001,22.03954807917277,50.20802547558957,38.20615408246609,77.4731680063101,33.9514820018612,72.50500917434692
1975-09-01,64.7076403208488,60.70368934443858,22.189098676045734,45.68090225863397,44.49269126924834,74.54459892524469,33.29703414426954,72.39190737406413
1975-10-01,65.698739836256,50.29911192693873,21.73276964823405,45.01407377181514,46.032444704244064,72.42808247660543,37.35139113856049,70.89518308639526
1975-11-01,75.00888998274037,43.619924592160544,18.588440736134846,44.04748864564351,54.475703259906034,61.70310303405091,36.42693157343901,72.34514421886868
1975-12-01,75.65951907663323,33.67759942557726,20.67393207550049,44.709379323954614,59.285476586337765,54.62956774365771,38.35792752727454,72.2163803047604
1976-01-01,82.78681071256277,31.278328273607336,22.988118807474773,44.46644510879705,63.52805927587681,47.74915087354052,38.23479011341319,72.35601080788507
1976-02-01,82.08931938921519,33.71490521782513,24.100069681803387,43.450121725759196,63.840958591182854,47.94184925791981,42.65125376045506,70.43281462457445
1976-03-01,79.40835015093394,34.5043449185521,25.154623985290527,44.400859293215916,62.342097728549156,50.1257081084199,44.40877202605357,71.89906570646498
1976-04-01,74.93601188385229,40.06676196150608,25.254880905151367,45.02802794387855,53.87907232849383,58.04977500831688,40.62853757197147,73.24111859003703
1976-05-01,69.60776441102978,46.38910059216793,23.23194471995036,47.3123058196037,45.42603881573984,66.79127368298207,36.64592519022962,73.04301261901855
1976-06-01,61.542036207459816,50.626984796361796,20.35608784357707,51.97342477424564,38.41139830233201,67.90969932472314,35.13233083427151,72.61676126056247
1976-07-01,59.83302804777662,57.66924838262605,22.174328009287517,52.011494601039075,36.15883512046716,73.44361860673506,33.08648883570336,72.321617603302
1976-08-01,60.45448888691781,59.096961210715975,23.03935941060384,51.89379415204448,33.91832548149665,73.35417024381869,35.00946970081013,70.91443141301474
1976-09-01,62.36013782967767,57.91499709361893,23.236060460408527,49.87590733000421,36.2581584586606,71.34139595450937,36.387453892434294,69.79439126120674
1976-10-01,66.08371871838467,50.96341657728689,21.498644828796387,46.88725199356268,44.484470023617725,67.73673508193467,36.9144695277758,71.83251248465645
1976-11-01,70.98169669830541,41.90989460070778,21.732756932576496,47.027718991263036,48.88818356100582,65.38023057874743,39.29745134457138,72.13214768303766
1976-12-01,79.49720149417575,37.20463750943795,21.283187866210938,47.892668939405866,54.291369884310875,55.02015333909255,38.784170942845144,72.86589940388998
1977-01-01,81.74166599337717,27.38404625530279,21.154422442118328,51.536869115332514,59.62252555486982,39.65849320967119,40.10159311896543,69.59340969721477
1977-02-01,79.42694611400724,24.51995604430345,21.185736815134685,46.0270524320768,63.13835275019699,43.32468724512792,38.454361849052965,70.979815059238
1977-03-01,81.4711829169477,31.9304266138203,23.323973496754963,43.78722524524622,62.728681277819454,48.71583205003005,41.04895164008157,72.17986053890652
1977-04-01,76.72580471999353,37.414801368641264,26.014528274536133,46.604462237866876,56.088746361466434,55.771238725264,39.60579400046719,72.63357639312744
1977-05-01,66.71809189611201,47.034537273904554,23.4672638575236,47.763676797190016,44.53385807413911,64.53155769096627,38.631468146610366,71.95880942874484
1977-06-01,61.47732357327029,49.05626480881343,23.240877469380695,50.69129082464402,35.77336282689172,67.16561705201536,34.411098949140886,70.69070206748115
1977-07-01,57.601388981588165,60.123957037249674,21.82070271174113,52.38252407859632,33.61073154236625,74.03603270813659,31.200083440060368,73.08676375283136
1977-08-01,60.848431850222944,61.18255355633049,21.913341681162517,50.58098407300471,33.44413855556766,73.32179729755109,32.54116603306362,71.58484061559042
1977-09-01,63.316396443392165,58.882764877578936,23.179046154022217,47.330441723390486,40.06667403192479,72.10147899585766,34.30715626392386,70.66082424587674
1977-10-01,68.60882601292013,54.48680509917001,21.512452443440754,42.74359908944028,44.51215441134866,68.46386165409298,34.791468834692196,72.9136413998074
1977-11-01,73.96270788544946,44.67340696511512,22.02407105763753,44.56504556736343,51.002996059958,63.581749213920844,36.281926608164845,71.6176642311944
1977-12-01,79.97009222456019,32.94184095242073,22.57330322265625,46.601244829428694,56.67544025208305,50.88538201300653,39.11242627622281,71.61825630399916
1978-01-01,80.2435785746403,31.3207107140121,22.356011708577473,45.27396540487966,61.46400435288065,45.40275657569969,38.40775748555975,70.52613629235162
1978-02-01,81.84677782676204,28.171909238530468,23.132446606953938,49.40590326011033,62.872533839148,45.027162321321256,42.22897860166903,69.72424652841356
1978-03-01,78.21216628991729,30.450871040329815,24.49135684967041,46.509577322834474,58.67168197304394,47.055747063605345,39.02252805589442,70.23371060689291
1978-04-01,74.30655573197691,37.41994183545753,22.166813532511394,48.304903773456886,51.900412596346484,56.1678708254636,40.80642222830096,72.78573513031006
1978-05-01,67.30627796346907,45.68517428940771,20.38188091913859,48.78829549027436,47.62345178956126,65.99109188540952,36.99747932577714,73.51689868503146
1978-06-01,58.676444769477385,54.6418534334756,21.304743607838947,50.140024947173536,40.54779863152893,71.35647197346111,36.48336100023847,71.00990017255148
1978-07-01,58.47521445734038,60.12029305297621,22.82998561859131,51.28605844956769,36.25217445930186,74.91039234203296,34.35546414532667,70.71373131540086
1978-08-01,57.52163985364443,60.719982933231925,21.80760367711385,47.94190693138255,36.91646264858,76.66275024414062,33.24490860847144,71.43088314268324
1978-09-01,62.17406110511981,59.041728144106656,20.328712622324627,47.10291301642103,35.929138363686754,72.68770406534384,33.542592712943076,70.4310933748881
1978-10-01,66.41029522573348,52.40698527748959,22.414706865946453,43.69601446109137,42.91745869386861,70.4943093100747,35.12746487741059,71.02370262145996
1978-11-01,72.35527404492422,42.270684918293654,22.06756528218587,43.68629550223906,51.28184551844781,61.42622392256182,35.07124561804078,74.10435014300876
1978-12-01,79.11128128747002,34.992524491366005,17.747871557871502,43.93248120253494,55.28423571279632,54.075329958737555,37.61403367896941,71.98850711186728
1979-01-01,81.39171646081573,35.52282113434011,24.310367266337078,45.893757633180826,59.012419573738846,44.798096876878006,39.32877917622411,69.16697488890755
1979-02-01,79.43955382568944,28.251594586723918,19.419602394104004,46.08235891640334,58.842983982593715,44.28148206773695,41.4988977172446,70.37363979551527
1979-03-01,79.2848673941706,31.313603046035045,22.39544137318929,49.13711926481564,58.52585984913576,44.80731922191578,40.733757525979485,71.8429684638977
1979-04-01,72.40424213363684,32.724615937144634,22.295889218648274,47.07690302846449,51.20553929406686,54.87774021022923,38.2354660287648,72.47271140416464
1979-05-01,66.92345799873773,42.92514202500111,19.438549836476643,49.62678109445879,44.09457521888831,62.94684525374528,36.379645802781965,72.70666228400337
1979-06-01,58.75034286535615,53.09143210629209,18.658638954162598,47.76329296102595,36.12820866793522,71.04375063718021,32.935265237970874,74.383634991116
1979-07-01,57.56614465507672,56.22245341483046,19.169206142425537,50.36207582459556,32.41745699117112,73.60258332975619,31.50774173166269,72.78985049989488
1979-08-01,56.44667463051044,59.13715542827527,20.083757718404133,51.11048487812354,36.64600347756316,74.10130092075893,34.82265768125076,71.03875544336107
1979-09-01,62.947725620772914,57.99708303296499,20.750847498575848,46.60589156612273,35.921015350603746,72.02531164819068,34.72334227028612,71.30096091164484
1979-10-01,67.31875760378026,49.619722276193656,22.112276077270508,46.30257012530532,42.306844359303746,67.40724752237509,36.49638588906391,71.3638252682156
1979-11-01,70.82005599133974,44.511581954523386,21.465198675791424,44.53169583682682,50.04213766990301,64.5934312422197,36.825836958943285,72.93725146187677
1979-12-01,79.65791734288351,36.39037956136837,22.497557640075684,44.70415328335821,55.16599073942127,53.75153426285629,38.65846082617674,73.15905623965793
1980-01-01,80.51063208271273,27.094300888436504,22.142093976338703,49.323603059754475,60.416297748876744,42.44551522391183,39.3517005219148,70.96144821908739
1980-02-01,82.22046996192108,26.880431941416404,22.0298277537028,48.164552731194505,62.803166107046756,42.19679277021807,41.44375907754318,70.23700541920132
1980-03-01,78.18090223865829,29.77094776463644,23.843274116516113,47.25202555691929,59.2582293334437,47.55482935643458,40.309261985263426,71.94266584184435
1980-04-01,74.92629401117777,38.08613003765027,21.714763005574543,46.79013907761491,53.32160835102392,56.41934069958362,38.48316851644421,72.68634372287326
1980-05-01,67.57356291480488,45.80982258729989,19.122016588846844,47.38166042356278,42.92403208851302,65.80421028556405,36.84587531443582,73.65588347117107
1980-06-01,55.88096874795086,52.02645011570143,18.69857883453369,49.6383297827936,32.14547971799138,71.31458324390454,32.732532032304434,73.74242146809897
1980-07-01,57.08537479098752,57.80721494966734,20.780930201212566,50.54788187183162,33.082204008307066,74.77608481606285,31.03788044233523,73.4834392865499
1980-08-01,63.39709695866354,59.449185405651875,20.20586617787679,48.730868204651635,34.02973960909209,75.0805404160049,30.26033023399108,73.51528273688423
1980-09-01,62.68961057960273,59.74216208791462,19.253727595011394,46.89589753636059,34.08751303545907,73.95880395239526,31.467297914152265,70.71253193749322
1980-10-01,67.570526708516,51.72993203868037,20.881778081258137,43.12767899657597,44.636227849215395,70.5768065400176,35.85017553859639,72.25735717349582
1980-11-01,73.7233196231101,40.317845119195084,19.07177718480428,45.098468032723325,49.00224628366626,64.51588138119206,35.466802899095576,71.7138065232171
1980-12-01,76.81751662878682,33.50780393315623,20.55041790008545,47.91678530406715,55.094317816869385,56.58421359219394,37.83039819626581,72.46616813871596
1981-01-01,81.26151727543747,30.602022830840546,19.904656728108723,46.478576281526244,61.39919461098863,46.58546112395905,40.326974135828706,70.60392432742648
1981-02-01,80.69387202640232,30.818868539734463,20.30535872777303,45.28814746487525,64.33630194275165,45.505086039448834,40.69024040585473,71.0598799917433
