,vws600-250GLB_cluster1,vws600-250GLB_cluster2,vws600-250GLB_cluster3,vws600-250GLB_cluster4,vws600-250GLB_cluster5,vws600-250GLB_cluster6,vws600-250GLB_cluster7,vws600-250GLB_cluster8
1965-01-01,6.896992206573486,16.47957992553711,38.4521598815918,2.3678085803985596,19.658859252929688,9.915082931518555,23.287321090698242,7.856054306030273
1965-02-01,8.789836883544922,10.652262687683105,40.45342254638672,7.087536811828613,13.007516860961914,14.884415626525879,25.147869110107422,12.002337455749512
1965-03-01,8.36705493927002,14.44931411743164,38.73177719116211,7.216456413269043,20.75893783569336,8.155205726623535,26.906028747558594,11.91264533996582
1965-04-01,16.62665557861328,8.368805885314941,22.807680130004883,6.046787738800049,13.357537269592285,11.158198356628418,29.58792495727539,25.392309188842773
1965-05-01,19.036930084228516,9.063573837280273,25.438926696777344,0.6345750689506531,14.723651885986328,17.43874168395996,18.984182357788086,29.5653018951416
1965-06-01,22.55821990966797,4.112800598144531,16.493486404418945,6.72504997253418,1.9261096715927124,19.104677200317383,8.571001052856445,25.53515625
1965-07-01,18.38885498046875,8.877837181091309,6.691888809204102,5.753990650177002,2.1580288410186768,12.99470043182373,7.432845592498779,32.94178771972656
1965-08-01,13.731130599975586,5.697192192077637,9.314404487609863,6.007662773132324,0.29106128215789795,12.042135238647461,4.1699748039245605,34.294986724853516
1965-09-01,23.94144630432129,4.438784122467041,16.817787170410156,1.959363341331482,7.12316370010376,11.684796333312988,10.396162033081055,35.94560623168945
1965-10-01,21.113494873046875,7.786515235900879,29.379169464111328,2.8253443241119385,11.966045379638672,13.465879440307617,17.29958724975586,28.958881378173828
1965-11-01,14.998210906982422,8.756049156188965,34.12871170043945,2.0199954509735107,16.57870864868164,5.070303440093994,19.17737579345703,35.993961334228516
1965-12-01,11.20967960357666,7.75151252746582,46.03623580932617,2.214413642883301,19.248090744018555,8.204366683959961,23.715993881225586,20.578474044799805
1966-01-01,14.41533088684082,17.98046112060547,45.89937973022461,2.8095850944519043,25.693490982055664,12.71529769897461,25.00368881225586,11.582928657531738
1966-02-01,14.696962356567383,11.948213577270508,36.13140106201172,3.8335120677948,22.36801528930664,8.501273155212402,22.919780731201172,17.96727180480957
1966-03-01,12.514533042907715,10.265375137329102,31.96610450744629,3.544067144393921,15.001683235168457,8.963789939880371,26.347881317138672,17.03392791748047
1966-04-01,14.841144561767578,12.735684394836426,19.586774826049805,3.555870532989502,18.47818374633789,15.683494567871094,21.670019149780273,19.173107147216797
1966-05-01,20.953052520751953,7.549995422363281,24.35593032836914,4.531383037567139,15.519978523254395,14.730567932128906,18.719249725341797,29.113807678222656
1966-06-01,20.59756851196289,4.834494590759277,25.10590934753418,4.054733753204346,2.4377620220184326,15.154757499694824,11.54010009765625,39.96466827392578
1966-07-01,20.09412956237793,8.123779296875,8.784387588500977,5.613870620727539,4.386131286621094,17.288822174072266,5.4921674728393555,29.457609176635742
1966-08-01,24.10297966003418,4.992712020874023,13.32625675201416,5.587688446044922,2.7868430614471436,19.57916259765625,3.9814133644104004,24.886505126953125
1966-09-01,17.270404815673828,4.763248443603516,12.089110374450684,2.4595561027526855,5.246736526489258,16.09101676940918,9.770345687866211,29.787405014038086
1966-10-01,18.116043090820312,5.001795291900635,34.869991302490234,2.949631690979004,8.616284370422363,15.237151145935059,15.76490592956543,27.8989315032959
1966-11-01,14.31521224975586,5.801242351531982,43.397010803222656,1.931938886642456,9.855941772460938,16.05573272705078,16.916711807250977,19.846839904785156
1966-12-01,14.629838943481445,7.306990623474121,46.299617767333984,5.102810382843018,14.275335311889648,12.274405479431152,27.4180908203125,13.867115020751953
1967-01-01,10.007707595825195,9.442975044250488,49.51386642456055,6.578746318817139,15.15378189086914,17.163772583007812,35.251251220703125,7.4624342918396
1967-02-01,6.412526607513428,9.786441802978516,37.82942581176758,2.843871593475342,18.32796859741211,10.823416709899902,30.060373306274414,9.384600639343262
1967-03-01,5.825412750244141,13.13658332824707,26.923324584960938,1.7938536405563354,20.36898422241211,8.580888748168945,30.599327087402344,10.359975814819336
1967-04-01,11.12174129486084,9.193357467651367,23.47612190246582,1.5662046670913696,15.165321350097656,11.622166633605957,24.19611167907715,22.096479415893555
1967-05-01,16.30848503112793,10.779987335205078,18.071041107177734,3.577888011932373,11.161978721618652,9.577312469482422,18.979623794555664,33.89302062988281
1967-06-01,23.711774826049805,3.331934690475464,16.52638816833496,7.226898193359375,10.800073623657227,13.449153900146484,14.955906867980957,28.55896759033203
1967-07-01,28.1153507232666,6.533292293548584,4.840504169464111,4.9944281578063965,4.061000347137451,18.9455509185791,3.8376152515411377,29.9656982421875
1967-08-01,20.956165313720703,5.749227046966553,6.054901599884033,7.744664669036865,2.905947208404541,15.514730453491211,3.1716415882110596,33.99997329711914
1967-09-01,19.885242462158203,2.701690673828125,15.190190315246582,1.6913256645202637,7.631114482879639,16.694974899291992,9.814668655395508,24.85038185119629
1967-10-01,14.630019187927246,2.1729304790496826,27.51680564880371,5.714260101318359,9.216383934020996,11.120278358459473,18.335458755493164,25.345611572265625
1967-11-01,13.439759254455566,9.709403991699219,36.799888610839844,2.401026487350464,16.24746322631836,12.583313941955566,21.206783294677734,20.222835540771484
1967-12-01,8.848938941955566,11.617630004882812,44.398563385009766,5.513740062713623,16.453149795532227,14.641791343688965,25.86859893798828,18.315156936645508
1968-01-01,10.394082069396973,11.025068283081055,46.599693298339844,3.7063565254211426,17.541025161743164,8.571566581726074,28.292240142822266,14.466594696044922
1968-02-01,12.199835777282715,16.42809295654297,38.83937072753906,5.659491062164307,24.929380416870117,3.7747902870178223,28.3397159576416,14.221240997314453
1968-03-01,11.781484603881836,5.298420429229736,28.181068420410156,3.680539846420288,11.806117057800293,14.527658462524414,20.54098892211914,18.444950103759766
1968-04-01,19.441160202026367,12.276891708374023,19.392478942871094,5.299294948577881,18.052217483520508,13.86051082611084,25.522193908691406,15.13560962677002
1968-05-01,18.845102310180664,13.529379844665527,18.84362030029297,5.445328712463379,16.867956161499023,10.948074340820312,21.686555862426758,25.921104431152344
1968-06-01,25.55095100402832,2.105410575866699,19.48838233947754,5.294994354248047,7.216569900512695,23.391637802124023,10.776302337646484,30.285667419433594
1968-07-01,24.454853057861328,6.45212459564209,9.80435848236084,6.0573883056640625,4.31344747543335,13.01932430267334,3.8155417442321777,32.23051452636719
1968-08-01,16.168682098388672,4.300741195678711,8.288290977478027,11.633788108825684,3.1913886070251465,13.689921379089355,4.686378002166748,37.549339294433594
