,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8
1965-01-01,24.84295493678043,27.74683328620492,16.93486343195409,19.35110167851524,19.43351640734066,23.760646371280448,23.56056999321559,25.92597427368164
1965-02-01,25.700179150230007,27.882586772934797,15.621198253867066,20.156757793729266,18.695158810959647,24.60204012253705,23.189714805564687,26.66764717102051
1965-03-01,25.694691005506016,28.00009522256972,15.292934135154441,19.593610460796054,18.37352411853489,24.231137107400333,23.16158860173058,27.00471725463867
1965-04-01,25.091901578401266,28.68970798540719,16.1832273742299,18.634704938010564,18.97352749539405,23.255703869987936,23.863829320399606,27.116635513305663
1965-05-01,23.882433740716234,28.732537861111798,18.426210497632436,17.207346265278165,20.389143298172048,21.74206341014189,24.86019565831477,26.437317276000975
1965-06-01,22.554886466578434,28.415805478639243,21.350984220151545,15.96768091595362,22.499173613348365,20.317846186020795,26.106120833200425,25.331181716918945
1965-07-01,21.57653005499589,28.054650705071946,24.955782478238326,15.093287210615854,24.68526191318158,19.33592431685504,27.129425355537453,24.34023323059082
1965-08-01,20.864236731278268,28.035306326950653,27.429043805157693,14.851007764301603,26.018359652909215,18.87669002308565,27.69006892065307,23.826559829711915
1965-09-01,20.733863429019326,28.228073120117188,26.534897604106384,14.779851550147647,25.608675586398935,18.713873694924747,27.84377869649149,23.866685104370116
1965-10-01,21.214445515682822,28.530086404663603,24.196994451828942,14.942432206774514,24.338988995633994,19.108970305498907,27.297632897918547,24.349778366088866
1965-11-01,22.019637258429277,28.740250309811362,21.422034134099512,16.056259851607066,22.66547933886551,20.151122037102194,26.352265132731528,24.942255401611327
1965-12-01,23.523177096718236,28.488214710090734,18.677620828887562,17.756252061753045,20.94719155957199,21.966175191542682,25.0436298811256,25.66594696044922
1966-01-01,24.93670563948782,28.350235017543103,16.534028818577895,19.33450358254569,19.471581449213716,23.670781640445487,23.942565438735425,26.387105560302736
1966-02-01,25.70278519078305,28.398293442866976,15.359472345422814,20.223662209889245,18.72944586055795,24.618708666633157,23.468734031945615,26.94060935974121
1966-03-01,25.540605846204258,28.574262530491826,15.470777911904417,19.90459532964797,18.585821853060903,24.244973799761606,23.55020753103285,27.04530601501465
1966-04-01,24.86762147200735,29.001840518999703,16.30820933683419,18.81444908323742,19.14990153099663,23.26757206636317,24.19553402081207,26.96732063293457
1966-05-01,23.695789136384665,28.98828498421842,18.459765116373696,17.395127387273877,20.46499612814782,21.765736972584445,25.189606748034606,26.11333885192871
1966-06-01,22.403562947323447,28.79339805635219,21.18828620439694,16.059688537839858,22.401356123567037,20.243223975686465,26.393741339295353,25.294995880126955
1966-07-01,21.31430274561832,28.531417202848925,24.75968113651982,15.249142192658924,24.6251116093901,19.258450059329764,27.36765799210898,24.381348037719725
1966-08-01,20.7856896049098,28.183433919013304,27.561108859968773,14.706462148636106,25.797088203561263,18.750855782452753,27.8877929227436,23.6560359954834
1966-09-01,20.469056681582803,28.18701345709306,27.14234693550769,14.627643993922643,25.754585790470294,18.46888822667739,27.95698654711546,23.554179763793947
1966-10-01,20.799788926777087,28.510358464365773,24.702189881124614,15.082215505933005,24.69717858173593,19.081649219288547,27.547011063925584,23.907937622070314
1966-11-01,21.8658090892591,28.599105223321715,21.761641090298873,16.178230633811346,22.73413143616771,20.25267993702608,26.41700044948252,24.6585636138916
1966-12-01,23.37208245929919,28.39516185003997,18.84609446113492,17.898238651336186,20.867223837940962,21.949906068689682,24.943637368667066,25.50019073486328
1967-01-01,24.764835959986637,28.04617676553847,16.707530433748975,19.452675940498473,19.540573067681485,23.601565641515396,23.88286303036177,26.160558700561523
1967-02-01,25.698000255383946,27.9462299266445,15.7395186247649,20.564881582108754,18.906327867016348,24.655802670647116,23.435879232895434,26.813761138916014
1967-03-01,25.660978618421055,28.260599450220038,15.838305155436197,20.232096929398793,18.721128247447847,24.464376112994028,23.423829869409303,27.038199996948244
1967-04-01,24.92175855134663,28.79038814753923,16.433689918047115,19.183404105050222,19.065873975196652,23.437875859877643,23.99526097666678,26.863711166381837
1967-05-01,23.682342328523337,29.031642801147978,18.830566641725138,17.718754495893204,20.38697901460313,21.939617044785443,25.00001773163302,26.15424346923828
1967-06-01,22.258752019781817,28.67372440386422,21.9119448720673,16.389219344608367,22.36514140650169,20.32177532420439,26.30980362245186,25.082997512817382
1967-07-01,21.07146413702714,28.26597946102609,25.61391076923888,15.441308324299161,24.718358672361603,19.144543759963092,27.282451265421344,23.98245506286621
1967-08-01,20.5301234596654,27.995704296771986,28.735164359763814,14.937476506308904,26.213050789849454,18.735097155851477,27.751398326164516,23.38843879699707
1967-09-01,20.579677882947422,28.050297121458417,27.7298774248288,14.680848424396817,26.143604291673377,18.592012910281912,27.84002390339147,23.378081130981446
1967-10-01,20.992205268458317,28.092293558241447,24.925911279372226,15.338968095325288,24.9453462685916,19.23091411590576,27.301339288452763,23.733509826660157
1967-11-01,21.9532278964394,28.216777914184057,21.85932324256426,16.445959182012647,23.108412228089428,20.426606009988223,26.15611205747978,24.448004150390624
1967-12-01,23.345602939003392,28.113791872177448,19.156690291416496,17.89413860866002,20.94211643913767,22.05593557918773,24.78760810353648,25.17297706604004
1968-01-01,24.801678406564815,27.837922140515808,16.979198102597834,19.324955864558145,19.40133268480858,23.766919865327722,23.70048312086556,25.894891357421876
1968-02-01,25.53019824780916,27.833588998528977,15.744317019427264,20.166160189916216,18.64217319029713,24.609098995433136,23.120360158795688,26.592951202392577
1968-03-01,25.42565897891396,27.945435922357102,15.326054302262671,20.11222309536404,18.441214020719233,24.391303903916302,23.072941938237328,26.636494827270507
1968-04-01,24.87895965576172,28.586246474382747,16.494864593317477,18.995565838283962,19.24719794099683,23.312909743365122,23.87700488219908,26.734048080444335
1968-05-01,23.58440449363307,28.790531721799184,18.625111638763805,17.661213496374707,20.42071745567715,21.820000480203067,25.07223148441794,25.924982833862305
1968-06-01,22.260606665360303,28.678466539342697,21.533890712408372,16.238161495753697,22.425941912988616,20.20558413337259,26.43918607702207,25.139157867431642
1968-07-01,21.414443568179482,28.369879098884166,24.93921680214964,15.376977693466912,24.64149514424432,19.39153727363138,27.39287668736137,24.250194549560547
1968-08-01,20.81240453218159,28.127578864117716,27.73750681936005,14.892754479060097,25.98380387034203,18.778454836677103,27.823699778647878,23.77650718688965
1968-09-01,20.581687124151934,28.215450013237163,27.01846228705512,14.5041200849745,25.754960050287934,18.479482145870435,27.928857947114725,23.753376388549803
1968-10-01,21.152765374434622,28.536674081021726,24.553483798180096,15.086193690224299,24.389385603547506,19.054765701293945,27.46951951453434,24.289930725097655
