,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8
1965-01-01,-8.342105492329462e-06,-1.2441892546943759e-06,8.804912527641867e-06,0.000975749298959272,-0.00014213419490261003,-5.275603423517448e-05,5.972846172950518e-06,6.015177293237848e-05
1965-02-01,-7.853150881623097e-06,-1.0191737717793605e-06,8.57043082384249e-06,0.0021138372176210396,-0.00013354109052505174,-5.9657542386468355e-05,6.345255561561463e-06,6.657854876229082e-05
1965-03-01,-7.5206269414209845e-06,-1.1716816616890844e-06,8.957168656912074e-06,0.0018203325453214347,-5.950555119356564e-05,-4.89226539894634e-05,5.292693549247247e-06,7.232532075026119e-05
1965-04-01,-7.15559461636642e-06,-8.730167333422275e-08,8.053569429723853e-06,0.0015544921552645974,2.9356041605668988e-05,-5.3642441763748553e-05,2.80021286261589e-06,6.85111981660097e-05
1965-05-01,-7.218845199283751e-06,1.4080669803944103e-06,7.849847525453546e-06,0.004054756936966442,0.0001379861466623631,-6.194731423210424e-05,-8.891645097561365e-07,6.915463137509088e-05
1965-06-01,-6.647636350452379e-06,3.4693930218419717e-06,8.260276071406633e-06,0.005612898894469254,0.00026470464614579794,-6.151267371024005e-05,-5.145648938280555e-06,6.588247817460082e-05
1965-07-01,-6.7881027718402e-06,4.0250095467663904e-06,1.028112939926363e-05,0.005419131048256531,0.00034189086529129946,-7.379303497145884e-05,-7.772110343693504e-06,7.139970562764307e-05
1965-08-01,-5.993898918104087e-06,3.1138717643229025e-06,9.185585735742628e-06,0.005184673864278011,0.00031706113077234477,-8.637544641924951e-05,-6.633830510794742e-06,7.089558911517445e-05
1965-09-01,-5.430356247012396e-06,2.804882273638705e-06,8.830473346266477e-06,0.004275221363059245,0.00019824927386997098,-8.317506049374619e-05,-4.993767815229512e-06,6.318545960401352e-05
1965-10-01,-6.144634956283815e-06,1.7530351162619442e-06,7.920096246579414e-06,0.002705378210521303,4.538316550844518e-05,-7.437352346292195e-05,-1.13684065369936e-06,4.9740214546814134e-05
1965-11-01,-7.175471095466244e-06,2.1028883085716757e-07,9.111166307347537e-06,0.00178995087480871,-7.691424715713683e-05,-7.478252323030923e-05,9.223121105526927e-07,6.219759926039604e-05
