,abs_vo1000GLB_cluster1,abs_vo1000GLB_cluster2,abs_vo1000GLB_cluster3,abs_vo1000GLB_cluster4,abs_vo1000GLB_cluster5,abs_vo1000GLB_cluster6,abs_vo1000GLB_cluster7,abs_vo1000GLB_cluster8
1966-01-01,6.3172854e-05,-3.8180853e-05,1.2814489e-05,-8.3849445e-05,-9.495365e-06,8.885392e-05,-5.712534e-05,3.7286823e-05
1966-02-01,6.186937e-05,-3.6828482e-05,1.0126045e-05,-8.203271e-05,-8.957679e-06,9.192526e-05,-5.9821934e-05,3.930723e-05
1966-03-01,5.9001693e-05,-3.605454e-05,1.42401805e-05,-8.647272e-05,-1.0782562e-05,8.874801e-05,-5.7312718e-05,3.5144214e-05
1966-04-01,5.7111632e-05,-3.86941e-05,1.24071485e-05,-7.7462355e-05,-1.1605389e-05,8.9293855e-05,-6.173643e-05,3.9999708e-05
1966-05-01,6.1967134e-05,-3.755355e-05,1.1119955e-05,-7.864364e-05,-1.246895e-05,8.741194e-05,-5.9976723e-05,4.0537398e-05
1966-06-01,6.2952895e-05,-3.5524994e-05,1.1584321e-05,-7.909171e-05,-1.3389537e-05,8.5179716e-05,-5.6302513e-05,4.074107e-05
1966-07-01,6.362908e-05,-3.5720517e-05,1.1608761e-05,-8.322214e-05,-1.3145134e-05,8.915535e-05,-5.8828024e-05,4.1718686e-05
1966-08-01,6.489998e-05,-3.7032154e-05,1.1307329e-05,-8.230971e-05,-1.1369131e-05,8.678464e-05,-5.93983e-05,4.4138284e-05
1966-09-01,6.5266584e-05,-3.7512815e-05,1.1429533e-05,-8.645642e-05,-9.658303e-06,9.0377376e-05,-6.1850486e-05,4.3062908e-05
1966-10-01,6.35476e-05,-3.739876e-05,1.2293094e-05,-8.572321e-05,-1.1189903e-05,8.683352e-05,-6.0864724e-05,4.3649477e-05
1966-11-01,6.563319e-05,-3.6193032e-05,1.1869459e-05,-8.357246e-05,-1.15728e-05,8.898428e-05,-6.315397e-05,3.877769e-05
1966-12-01,6.266775e-05,-3.7912007e-05,1.2236065e-05,-8.8957495e-05,-1.0000469e-05,9.00515e-05,-6.0090777e-05,3.6390677e-05
1967-01-01,6.3747895e-05,-3.7158174e-05,1.3957157e-05,-8.23492e-05,-9.122803e-06,8.848123e-05,-5.935334e-05,3.7097314e-05
1967-02-01,6.358749e-05,-3.8625916e-05,1.30829285e-05,-8.362446e-05,-1.0414096e-05,8.809625e-05,-5.884003e-05,3.8741506e-05
1967-03-01,6.117333e-05,-3.8465507e-05,1.4109548e-05,-8.741813e-05,-1.1280306e-05,9.249146e-05,-6.1029616e-05,3.8717444e-05
1967-04-01,6.0900635e-05,-3.636415e-05,1.0901367e-05,-8.138675e-05,-1.1809654e-05,8.7663146e-05,-6.078098e-05,3.846079e-05
1967-05-01,6.0483573e-05,-3.4607667e-05,1.2304947e-05,-8.319135e-05,-1.1368531e-05,8.950785e-05,-5.472554e-05,3.8372564e-05
1967-06-01,6.0756265e-05,-3.6291964e-05,1.2681907e-05,-8.093761e-05,-1.1865799e-05,8.982065e-05,-5.4605232e-05,4.006488e-05
1967-07-01,6.2304214e-05,-3.6107493e-05,1.099761e-05,-8.639954e-05,-1.3157092e-05,8.792782e-05,-5.8422967e-05,4.3521693e-05
1967-08-01,6.2039544e-05,-3.690954e-05,1.2032251e-05,-8.559749e-05,-1.1841737e-05,8.840102e-05,-5.7644982e-05,4.7660247e-05
1967-09-01,6.5624685e-05,-3.6155616e-05,1.2914501e-05,-8.607069e-05,-1.1360509e-05,8.9050685e-05,-5.970624e-05,4.398688e-05
1967-10-01,6.526376e-05,-3.6877456e-05,1.3459889e-05,-8.514834e-05,-1.0702832e-05,8.7318265e-05,-5.8519214e-05,4.5013498e-05
1967-11-01,6.35153e-05,-3.7759706e-05,1.4502548e-05,-8.267003e-05,-1.0983549e-05,8.811229e-05,-6.363626e-05,4.1219824e-05
1967-12-01,6.3395e-05,-3.6628822e-05,1.2080371e-05,-7.910894e-05,-1.1151977e-05,8.825666e-05,-6.1398554e-05,3.7506357e-05
1968-01-01,6.1980194e-05,-3.9021164e-05,1.1036347e-05,-8.3558094e-05,-1.17800155e-05,8.9416164e-05,-5.6741494e-05,3.993825e-05
1968-02-01,6.0844905e-05,-3.737407e-05,1.3883866e-05,-7.938917e-05,-1.0458614e-05,8.775046e-05,-6.0640556e-05,3.553669e-05
1968-03-01,5.9756145e-05,-3.727171e-05,1.1799406e-05,-8.362323e-05,-1.1054173e-05,8.814129e-05,-5.8984147e-05,4.0096445e-05
1968-04-01,6.123575e-05,-3.5866557e-05,1.0831616e-05,-8.362323e-05,-1.2059179e-05,8.8466986e-05,-5.9337766e-05,3.828185e-05
1968-05-01,6.130088e-05,-3.7839352e-05,1.3120807e-05,-8.218086e-05,-1.255238e-05,8.9490604e-05,-5.7718582e-05,3.9035604e-05
1968-06-01,6.326437e-05,-3.763463e-05,1.2199547e-05,-7.989167e-05,-1.2570992e-05,8.6596556e-05,-5.966346e-05,3.9835886e-05
1968-07-01,6.317132e-05,-3.7746293e-05,9.807998e-06,-8.197613e-05,-1.1900986e-05,8.86531e-05,-5.9533184e-05,4.1994794e-05
1968-08-01,6.293868e-05,-3.294459e-05,1.0896758e-05,-8.540061e-05,-1.10076435e-05,8.792726e-05,-6.1412924e-05,4.1520212e-05
1968-09-01,6.524647e-05,-3.4172932e-05,1.1148011e-05,-7.938917e-05,-1.1938209e-05,8.655933e-05,-6.0947637e-05,4.326036e-05
1968-10-01,6.415771e-05,-3.7429905e-05,1.4637626e-05,-7.883083e-05,-1.172418e-05,8.743406e-05,-6.185028e-05,3.8374903e-05
1968-11-01,6.224075e-05,-3.6443504e-05,1.5633326e-05,-8.269267e-05,-1.1184449e-05,8.7359615e-05,-6.154321e-05,3.9314775e-05
1968-12-01,5.9998092e-05,-3.9961036e-05,1.4814432e-05,-8.755021e-05,-1.1426397e-05,8.8159904e-05,-5.7355664e-05,4.0115057e-05
1969-01-01,6.1588034e-05,-3.752332e-05,1.2988501e-05,-8.047616e-05,-1.1341101e-05,8.802235e-05,-5.5425455e-05,3.6748515e-05
1969-02-01,5.8085345e-05,-3.596155e-05,1.5290527e-05,-8.521563e-05,-1.0384174e-05,8.838345e-05,-5.581364e-05,3.8490838e-05
1969-03-01,5.9177677e-05,-3.633168e-05,1.2546152e-05,-8.6010055e-05,-1.1151518e-05,8.829318e-05,-5.7023335e-05,3.173822e-05
1969-04-01,5.66951e-05,-3.541087e-05,1.2789897e-05,-8.106295e-05,-1.0989024e-05,8.714668e-05,-6.07788e-05,4.1966454e-05
1969-05-01,5.8220758e-05,-3.5663637e-05,1.1110766e-05,-8.257055e-05,-1.2433433e-05,8.782375e-05,-5.9045513e-05,3.9249153e-05
1969-06-01,6.297828e-05,-3.4381723e-05,9.75663e-06,-8.1288636e-05,-1.1909833e-05,8.803138e-05,-5.783582e-05,3.9826915e-05
1969-07-01,6.293314e-05,-3.5762947e-05,1.0018433e-05,-7.901369e-05,-1.1756369e-05,8.6568914e-05,-5.878371e-05,4.173173e-05
1969-08-01,6.350188e-05,-3.6078905e-05,1.2663506e-05,-7.903175e-05,-1.2740369e-05,8.957509e-05,-6.092324e-05,4.1903255e-05
1969-09-01,6.454908e-05,-3.6024743e-05,1.1616314e-05,-8.7490575e-05,-1.1034164e-05,8.841054e-05,-6.0237147e-05,4.2878233e-05
1969-10-01,6.28519e-05,-3.5699748e-05,1.4207224e-05,-8.480939e-05,-1.1485543e-05,8.6000175e-05,-6.267459e-05,4.429556e-05
1969-11-01,6.595738e-05,-3.784831e-05,1.4144025e-05,-8.479133e-05,-1.0916803e-05,8.684877e-05,-6.0517003e-05,3.603534e-05
1969-12-01,6.444977e-05,-3.5185178e-05,1.4125973e-05,-8.328373e-05,-1.2577875e-05,8.9241075e-05,-6.14649e-05,3.9276234e-05
1970-01-01,6.230484e-05,-3.7749895e-05,1.3688219e-05,-8.9318746e-05,-9.910538e-06,8.664869e-05,-5.864248e-05,3.6762194e-05
1970-02-01,6.0894912e-05,-3.7903854e-05,1.2707758e-05,-8.246361e-05,-1.1125987e-05,8.8747365e-05,-5.875592e-05,4.012494e-05
1970-03-01,5.9096044e-05,-3.687477e-05,1.2221579e-05,-8.519432e-05,-1.1709406e-05,9.065157e-05,-5.9007114e-05,3.618688e-05
1970-04-01,5.8204714e-05,-3.7377158e-05,1.1937973e-05,-8.683923e-05,-1.1117885e-05,8.840704e-05,-6.0190152e-05,3.834228e-05
1970-05-01,6.116231e-05,-3.3268934e-05,1.1184391e-05,-8.286876e-05,-1.1709406e-05,8.644612e-05,-5.7921312e-05,3.817212e-05
1970-06-01,6.338253e-05,-3.6339974e-05,1.1597647e-05,-8.3614235e-05,-1.05911895e-05,8.88365e-05,-5.81563e-05,3.9598246e-05
1970-07-01,6.372286e-05,-3.5902412e-05,1.0787346e-05,-8.1612794e-05,-1.2430573e-05,8.72159e-05,-6.0733055e-05,4.08137e-05
1970-08-01,6.309893e-05,-3.646152e-05,9.717751e-06,-9.014526e-05,-1.1458211e-05,8.8966146e-05,-5.913676e-05,4.533517e-05
1970-09-01,6.432248e-05,-3.8163147e-05,1.2237782e-05,-8.5032254e-05,-1.0915312e-05,8.4809304e-05,-6.0976145e-05,4.2069663e-05
1970-10-01,6.3974054e-05,-3.6664092e-05,1.4482313e-05,-8.196932e-05,-1.1879569e-05,8.530359e-05,-6.0716848e-05,3.2435193e-05
1970-11-01,6.413611e-05,-3.6720816e-05,1.584362e-05,-8.91972e-05,-1.09639295e-05,8.8561e-05,-6.120303e-05,3.834228e-05
1970-12-01,6.118662e-05,-3.757973e-05,1.5033318e-05,-8.397887e-05,-1.1028751e-05,8.851238e-05,-5.4509946e-05,3.8058675e-05
1971-01-01,6.2970095e-05,-4.0458555e-05,1.3946064e-05,-8.871832e-05,-1.0804226e-05,8.8525536e-05,-5.5737095e-05,3.9709157e-05
1971-02-01,6.0880524e-05,-3.8642618e-05,1.3465131e-05,-8.501182e-05,-1.1169068e-05,8.8003144e-05,-5.715502e-05,3.8083937e-05
1971-03-01,5.9296766e-05,-3.838557e-05,1.3879726e-05,-8.350269e-05,-1.0290125e-05,8.851724e-05,-5.8970953e-05,3.792639e-05
1971-04-01,5.9727947e-05,-3.5425346e-05,1.1218013e-05,-8.0840975e-05,-1.121053e-05,8.9371315e-05,-5.9186543e-05,3.7263035e-05
1971-05-01,6.252233e-05,-3.5251214e-05,1.1508233e-05,-8.373486e-05,-1.3333265e-05,8.82519e-05,-6.045521e-05,3.9601364e-05
1971-06-01,6.357541e-05,-3.5839945e-05,1.0936088e-05,-8.04015e-05,-1.1086151e-05,8.79368e-05,-5.694772e-05,3.9576487e-05
1971-07-01,6.335982e-05,-3.582336e-05,9.501582e-06,-7.856069e-05,-1.0688138e-05,9.074777e-05,-5.867244e-05,4.2379164e-05
1971-08-01,6.279597e-05,-3.731591e-05,1.00571415e-05,-8.6570704e-05,-1.1086151e-05,8.879917e-05,-6.0952727e-05,4.3540036e-05
1971-09-01,6.4023174e-05,-3.612187e-05,1.2072083e-05,-8.427384e-05,-1.0447671e-05,8.7455875e-05,-5.895437e-05,4.117683e-05
1971-10-01,6.407293e-05,-3.8634327e-05,1.4211404e-05,-8.147117e-05,-1.2777706e-05,8.738954e-05,-6.2105304e-05,3.8664373e-05
1971-11-01,6.3757834e-05,-3.562435e-05,1.6980914e-05,-8.598198e-05,-1.2031433e-05,8.7887056e-05,-6.0612758e-05,3.6566515e-05
1971-12-01,6.4039756e-05,-3.6088702e-05,1.5753707e-05,-8.132191e-05,-1.1442702e-05,9.157697e-05,-5.776033e-05,4.0206676e-05
1972-01-01,6.232677e-05,-3.57713e-05,1.473094e-05,-8.684827e-05,-1.0958516e-05,9.0687034e-05,-5.6341738e-05,4.064097e-05
1972-02-01,6.173822e-05,-3.553945e-05,1.396404e-05,-8.3905514e-05,-1.1208205e-05,8.8609275e-05,-5.893671e-05,4.235312e-05
1972-03-01,5.9491023e-05,-3.7117832e-05,1.2492659e-05,-7.902768e-05,-1.0530486e-05,8.908189e-05,-5.7385074e-05,4.1327618e-05
1972-04-01,5.8608202e-05,-3.7198093e-05,1.20913755e-05,-7.932195e-05,-1.1288466e-05,8.870736e-05,-6.001572e-05,4.006134e-05
1972-05-01,5.8866804e-05,-3.3479526e-05,1.288503e-05,-7.55053e-05,-1.2171287e-05,8.880546e-05,-5.8740527e-05,3.8411617e-05
1972-06-01,6.351279e-05,-3.5289762e-05,9.888776e-06,-8.02137e-05,-1.0851509e-05,9.099914e-05,-5.262317e-05,3.8072754e-05
1972-07-01,6.332552e-05,-3.5040073e-05,1.0200885e-05,-8.514504e-05,-1.1466815e-05,8.79583e-05,-5.863351e-05,4.0418035e-05
1972-08-01,6.2415944e-05,-3.5138168e-05,1.0504074e-05,-8.6179454e-05,-9.933014e-06,8.8609275e-05,-5.7848778e-05,4.2246113e-05
1972-09-01,6.594724e-05,-3.7982827e-05,1.2474826e-05,-7.769006e-05,-1.1056611e-05,8.88768e-05,-5.9552007e-05,3.6949157e-05
1972-10-01,6.340578e-05,-3.6386606e-05,1.5471087e-05,-8.135513e-05,-1.1770004e-05,8.7646185e-05,-6.020298e-05,4.064097e-05
1972-11-01,6.551029e-05,-3.6582787e-05,1.6460916e-05,-8.4173036e-05,-1.25012375e-05,8.926916e-05,-5.8018213e-05,3.7448535e-05
1972-12-01,6.262996e-05,-3.591398e-05,1.6273654e-05,-8.013344e-05,-1.1520315e-05,8.851118e-05,-5.950742e-05,3.995433e-05
1973-01-01,6.375043e-05,-3.615379e-05,1.5392172e-05,-8.190823e-05,-1.061373e-05,8.660661e-05,-5.443078e-05,3.724628e-05
1973-02-01,6.121988e-05,-3.6268815e-05,1.2843935e-05,-8.621723e-05,-9.835101e-06,8.815502e-05,-5.396183e-05,3.845846e-05
1973-03-01,6.122873e-05,-3.7091682e-05,1.3135919e-05,-8.253644e-05,-9.958974e-06,8.903098e-05,-5.986349e-05,3.6237598e-05
1973-04-01,5.8768972e-05,-3.5030083e-05,1.2419223e-05,-8.281073e-05,-1.0427924e-05,8.853549e-05,-5.6041124e-05,3.434411e-05
1973-05-01,6.122873e-05,-3.733943e-05,1.3357123e-05,-7.848402e-05,-1.1303877e-05,8.667739e-05,-5.9412236e-05,3.8024908e-05
1973-06-01,6.233474e-05,-3.6180332e-05,1.1295524e-05,-8.460689e-05,-1.1684344e-05,8.4606945e-05,-5.6678186e-05,3.8803537e-05
1973-07-01,6.280369e-05,-3.686163e-05,9.62324e-06,-8.042175e-05,-1.1613563e-05,8.7544504e-05,-5.824429e-05,4.1776486e-05
1973-08-01,6.258248e-05,-3.878166e-05,9.676325e-06,-8.250989e-05,-1.0560645e-05,8.679242e-05,-6.364161e-05,4.264359e-05
1973-09-01,6.410435e-05,-3.7896854e-05,1.107432e-05,-8.234178e-05,-1.0534095e-05,8.727906e-05,-6.380088e-05,4.045812e-05
1973-10-01,6.437864e-05,-3.8967475e-05,1.3622564e-05,-8.596064e-05,-1.098535e-05,8.793382e-05,-6.256215e-05,3.8953953e-05
1973-11-01,6.451136e-05,-3.679085e-05,1.6330072e-05,-8.4244115e-05,-1.0657968e-05,8.7606444e-05,-6.164194e-05,3.7087008e-05
1973-12-01,6.349383e-05,-3.8188846e-05,1.769267e-05,-8.257183e-05,-1.0392527e-05,8.995118e-05,-5.8049638e-05,4.497948e-05
1974-01-01,6.222659e-05,-3.9061677e-05,1.6177328e-05,-8.167127e-05,-1.0496478e-05,9.039173e-05,-5.8927395e-05,4.304937e-05
1974-02-01,5.956938e-05,-3.9837032e-05,1.4360092e-05,-8.464346e-05,-1.0544936e-05,8.9834444e-05,-5.883048e-05,3.9495655e-05
1974-03-01,5.958553e-05,-4.034586e-05,1.3253593e-05,-8.434463e-05,-9.696894e-06,9.002828e-05,-6.055887e-05,4.097368e-05
1974-04-01,6.185506e-05,-3.7947102e-05,1.1347518e-05,-8.630725e-05,-1.1433367e-05,8.64988e-05,-6.160076e-05,3.975411e-05
1974-05-01,6.197621e-05,-3.4659926e-05,1.1266748e-05,-8.375504e-05,-1.22167985e-05,8.703994e-05,-5.694055e-05,3.741997e-05
1974-06-01,6.302617e-05,-3.6582154e-05,1.0984069e-05,-7.777834e-05,-1.225718e-05,8.890563e-05,-5.777244e-05,3.9326053e-05
1974-07-01,6.3171545e-05,-3.7494814e-05,9.909876e-06,-8.62911e-05,-1.1126453e-05,8.800913e-05,-5.8418573e-05,4.1086754e-05
1974-08-01,6.3849984e-05,-3.810056e-05,1.0232943e-05,-8.811641e-05,-1.1247605e-05,8.7879904e-05,-5.838626e-05,4.3323973e-05
1974-09-01,6.349461e-05,-3.5475663e-05,1.2082484e-05,-8.452232e-05,-1.0932614e-05,8.905909e-05,-6.3103e-05,4.247593e-05
1974-10-01,6.550569e-05,-4.1016217e-05,1.3923956e-05,-8.319775e-05,-1.1465672e-05,8.701571e-05,-6.0599257e-05,4.2702075e-05
1974-11-01,6.542492e-05,-3.6671e-05,1.6460013e-05,-8.446578e-05,-1.1425291e-05,8.686225e-05,-5.967852e-05,3.718575e-05
1974-12-01,6.2210434e-05,-3.7260594e-05,1.7130369e-05,-8.2640465e-05,-1.0803393e-05,8.934177e-05,-6.0760784e-05,3.9810646e-05
1975-01-01,6.392659e-05,-3.6703415e-05,1.5780915e-05,-8.17038e-05,-1.15337025e-05,8.797545e-05,-5.937413e-05,3.9472e-05
1975-02-01,6.0894956e-05,-3.7850747e-05,1.284977e-05,-8.1527935e-05,-9.892261e-06,8.846118e-05,-5.7205085e-05,3.982374e-05
1975-03-01,5.8960402e-05,-3.7767e-05,1.0303866e-05,-8.428321e-05,-1.0604112e-05,8.877105e-05,-5.944113e-05,3.9061644e-05
1975-04-01,5.9178146e-05,-3.7850747e-05,1.1325577e-05,-8.6041895e-05,-1.1399705e-05,8.654338e-05,-5.877953e-05,4.0393217e-05
1975-05-01,6.1012204e-05,-3.7792124e-05,1.0973839e-05,-8.775033e-05,-1.24381695e-05,8.7799584e-05,-6.151805e-05,3.843354e-05
1975-06-01,6.374235e-05,-3.494473e-05,1.0019125e-05,-8.04141e-05,-1.1307584e-05,8.6233515e-05,-6.0102728e-05,3.9044895e-05
1975-07-01,6.242753e-05,-3.514572e-05,1.0747724e-05,-8.737347e-05,-1.3258887e-05,9.016125e-05,-5.9148013e-05,4.4773184e-05
1975-08-01,6.135556e-05,-3.680391e-05,9.893505e-06,-8.3931474e-05,-1.1935685e-05,8.793358e-05,-5.6300618e-05,4.048534e-05
1975-09-01,6.4805936e-05,-3.5614707e-05,1.1484695e-05,-8.368023e-05,-1.03444945e-05,8.86873e-05,-6.109094e-05,4.4806682e-05
1975-10-01,6.5333545e-05,-3.6184185e-05,1.4248344e-05,-8.636013e-05,-1.0537111e-05,8.821832e-05,-6.0404218e-05,3.8534035e-05
1975-11-01,6.5568034e-05,-3.648567e-05,1.5420803e-05,-8.301025e-05,-1.0779979e-05,8.5504915e-05,-6.271563e-05,3.625612e-05
1975-12-01,6.2201405e-05,-3.947544e-05,1.5152811e-05,-8.12097e-05,-1.158395e-05,8.7648834e-05,-6.008598e-05,3.273875e-05
1976-01-01,6.185501e-05,-3.8615064e-05,1.5023994e-05,-8.217957e-05,-9.757998e-06,8.767692e-05,-5.8316105e-05,3.8032213e-05
1976-02-01,5.934097e-05,-3.8377373e-05,1.4585181e-05,-8.357829e-05,-9.721429e-06,8.6963846e-05,-5.9614267e-05,4.028113e-05
1976-03-01,6.064827e-05,-3.7024358e-05,1.1632328e-05,-8.0680285e-05,-1.2061777e-05,8.640619e-05,-5.7840723e-05,4.1359886e-05
1976-04-01,5.838107e-05,-3.5561643e-05,1.29761975e-05,-8.2700666e-05,-1.2299468e-05,8.566569e-05,-5.9074893e-05,3.9394366e-05
1976-05-01,6.235782e-05,-3.2252254e-05,1.0974101e-05,-8.124709e-05,-1.1942931e-05,8.749408e-05,-5.8526373e-05,4.0061725e-05
1976-06-01,6.2970335e-05,-3.3239587e-05,1.087354e-05,-8.449249e-05,-1.0717908e-05,8.86734e-05,-5.509814e-05,4.0436546e-05
1976-07-01,6.393024e-05,-3.271849e-05,8.505769e-06,-7.972038e-05,-1.1101867e-05,8.724725e-05,-5.818812e-05,4.1030773e-05
1976-08-01,6.3217165e-05,-3.74906e-05,9.630232e-06,-8.455648e-05,-1.0251664e-05,8.9679015e-05,-5.9340007e-05,4.072909e-05
1976-09-01,6.454276e-05,-3.508626e-05,1.1751174e-05,-8.637574e-05,-1.1421835e-05,8.825286e-05,-5.9751397e-05,4.202725e-05
1976-10-01,6.4277636e-05,-3.5195968e-05,1.3835539e-05,-8.621118e-05,-1.2902834e-05,8.794204e-05,-6.0994706e-05,4.101249e-05
1976-11-01,6.545695e-05,-3.7307756e-05,1.4786303e-05,-8.211558e-05,-1.1558965e-05,8.659817e-05,-5.8864625e-05,4.0116578e-05
1976-12-01,6.188244e-05,-3.7335187e-05,1.6313017e-05,-8.004949e-05,-1.1120152e-05,8.81523e-05,-5.688082e-05,4.0838797e-05
1977-01-01,6.1103594e-05,-3.5256042e-05,1.3580946e-05,-8.2578976e-05,-1.0260839e-05,9.0293135e-05,-5.8206988e-05,3.98473e-05
1977-02-01,6.2805295e-05,-3.5831377e-05,1.3686287e-05,-8.449137e-05,-1.0755142e-05,8.8445566e-05,-5.5986675e-05,4.0446947e-05
1977-03-01,6.0973944e-05,-3.508587e-05,1.2689576e-05,-8.3000356e-05,-1.1022552e-05,8.6914035e-05,-5.65377e-05,3.9604198e-05
1977-04-01,6.06336e-05,-3.481846e-05,1.1141838e-05,-7.351134e-05,-1.1557371e-05,8.6824904e-05,-6.1051265e-05,4.120866e-05
1977-05-01,6.0576876e-05,-3.3594857e-05,1.1125634e-05,-8.629031e-05,-1.213271e-05,8.590112e-05,-5.6618734e-05,3.8964034e-05
1977-06-01,5.8680696e-05,-3.8108417e-05,9.918236e-06,-8.2108985e-05,-1.2327189e-05,9.083605e-05,-5.7437173e-05,3.983109e-05
1977-07-01,6.1654624e-05,-3.7046877e-05,9.448242e-06,-8.290311e-05,-1.11441e-05,8.6614215e-05,-5.3353087e-05,4.2245887e-05
1977-08-01,6.326719e-05,-3.6625504e-05,1.1295804e-05,-8.498567e-05,-1.06660045e-05,8.807282e-05,-5.908215e-05,4.274019e-05
1977-09-01,6.409373e-05,-3.631758e-05,1.2803022e-05,-7.958074e-05,-1.1233238e-05,8.711662e-05,-6.0621784e-05,4.062522e-05
1977-10-01,6.353459e-05,-3.5993446e-05,1.3613357e-05,-8.209278e-05,-1.3048386e-05,8.723817e-05,-6.250986e-05,3.7845773e-05
1977-11-01,6.630594e-05,-3.8926853e-05,1.5955222e-05,-8.3178624e-05,-1.20435725e-05,8.915056e-05,-6.1035054e-05,3.696251e-05
1977-12-01,6.417476e-05,-3.61312e-05,1.5655402e-05,-7.908644e-05,-9.531537e-06,8.9207286e-05,-5.9260423e-05,4.03335e-05
1978-01-01,6.349929e-05,-3.7193033e-05,1.5536105e-05,-8.5029074e-05,-1.0353739e-05,9.034903e-05,-5.814169e-05,4.032562e-05
1978-02-01,6.0904527e-05,-3.757587e-05,1.3638946e-05,-8.3140425e-05,-1.0455828e-05,8.842634e-05,-5.765676e-05,3.7228914e-05
1978-03-01,5.7288864e-05,-3.9558097e-05,1.2643577e-05,-8.2842664e-05,-1.0779109e-05,8.833276e-05,-5.70102e-05,4.0674422e-05
1978-04-01,5.8718117e-05,-3.701438e-05,1.1911936e-05,-8.3395644e-05,-1.1561795e-05,8.8103065e-05,-5.9953774e-05,4.0172483e-05
1978-05-01,6.220616e-05,-3.6333782e-05,1.2345816e-05,-8.7751454e-05,-1.1527765e-05,8.8868735e-05,-5.8056612e-05,3.6846075e-05
1978-06-01,6.402675e-05,-3.6316767e-05,1.0244479e-05,-9.183503e-05,-1.3297311e-05,8.7303364e-05,-5.667841e-05,3.902398e-05
1978-07-01,6.388212e-05,-3.5950947e-05,8.687621e-06,-8.630518e-05,-1.1391647e-05,8.823068e-05,-5.6959154e-05,4.2435462e-05
1978-08-01,6.212109e-05,-3.70399e-05,1.0363587e-05,-8.0349986e-05,-1.2344477e-05,8.962589e-05,-6.1374514e-05,4.3286203e-05
1978-09-01,6.4171385e-05,-3.8622282e-05,1.2269251e-05,-8.8704284e-05,-1.0591946e-05,8.666531e-05,-6.0744962e-05,4.521739e-05
1978-10-01,6.428198e-05,-3.621468e-05,1.462581e-05,-7.870805e-05,-1.0404783e-05,8.767769e-05,-6.04472e-05,3.682056e-05
1978-11-01,6.4545704e-05,-3.3007378e-05,1.5008642e-05,-8.34552e-05,-1.1187469e-05,8.738844e-05,-6.0804516e-05,3.621653e-05
1978-12-01,6.3107946e-05,-3.6657064e-05,1.7748036e-05,-8.287669e-05,-1.0481352e-05,8.777978e-05,-6.0404665e-05,3.819025e-05
1979-01-01,6.0797942e-05,-3.442707e-05,1.783033e-05,-8.34329e-05,-9.872976e-06,8.8824185e-05,-6.374648e-05,3.4027682e-05
1979-02-01,6.010508e-05,-3.744355e-05,1.2329689e-05,-8.3449806e-05,-8.774536e-06,8.965224e-05,-5.9623108e-05,3.5354256e-05
1979-03-01,5.8415175e-05,-3.589729e-05,1.3495723e-05,-8.25795e-05,-1.0075764e-05,8.930581e-05,-6.0687747e-05,3.7922913e-05
1979-04-01,5.8626414e-05,-3.431723e-05,1.1180553e-05,-8.088959e-05,-1.2019154e-05,8.826652e-05,-5.8473972e-05,3.761873e-05
