,vws_u850-250GLB_cluster1,vws_u850-250GLB_cluster2,vws_u850-250GLB_cluster3,vws_u850-250GLB_cluster4,vws_u850-250GLB_cluster5,vws_u850-250GLB_cluster6,vws_u850-250GLB_cluster7,vws_u850-250GLB_cluster8
1965-01-01,12.657304763793945,16.305566787719727,37.181644439697266,-3.6384849548339844,-6.60565185546875,11.757865905761719,32.24613952636719,19.580692291259766
1965-02-01,12.597015380859375,14.408926010131836,39.07665252685547,-10.231101989746094,-1.2122859954833984,15.513669967651367,26.885364532470703,15.137274742126465
1965-03-01,13.566516876220703,8.163372993469238,40.6637077331543,-0.5898475646972656,-2.517446517944336,16.255054473876953,26.5301513671875,17.053468704223633
1965-04-01,28.783634185791016,17.438011169433594,41.128089904785156,-4.950166702270508,-3.4364376068115234,20.77179718017578,30.263145446777344,9.3528470993042
1965-05-01,31.340187072753906,12.370527267456055,26.37047004699707,1.2171745300292969,4.8898773193359375,25.009904861450195,16.92800521850586,1.1650314331054688
1965-06-01,27.22591209411621,11.40102481842041,13.929877281188965,-5.347743988037109,6.410123825073242,18.078371047973633,1.0102367401123047,-7.641960144042969
1965-07-01,35.65650939941406,7.896150588989258,3.8943042755126953,-8.161745071411133,1.7320690155029297,22.34418296813965,-3.566791534423828,-8.463186264038086
1965-08-01,39.14672088623047,20.835342407226562,3.061674118041992,-7.879856109619141,6.718082427978516,19.33302116394043,-7.024412155151367,-5.406402587890625
1965-09-01,34.506141662597656,5.095182418823242,13.88099479675293,-8.911275863647461,6.763706207275391,22.738500595092773,4.668277740478516,-3.2262439727783203
1965-10-01,35.55222702026367,10.737852096557617,26.22545051574707,-9.167095184326172,4.956684112548828,16.256683349609375,17.57162094116211,4.451564788818359
1965-11-01,39.850624084472656,18.73665428161621,32.215187072753906,-3.7395095825195312,3.7264747619628906,13.936395645141602,20.768535614013672,7.689214706420898
1965-12-01,27.838573455810547,16.507614135742188,39.75123596191406,-9.724353790283203,5.937593460083008,8.417562484741211,21.80484390258789,11.578630447387695
1966-01-01,17.164783477783203,15.892892837524414,36.645225524902344,-1.2144508361816406,-3.1986007690429688,8.635729789733887,24.269319534301758,15.704160690307617
