,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5,mgu50_cluster6
1965-01-01,1.4201992,-0.92257535,1.6209433,1.0789993,0.32034302,-0.55823743
1965-02-01,1.3370991,-0.9330036,2.0634923,1.0079569,0.40898362,-0.7074928
1965-03-01,1.0434777,-0.83002436,1.9308579,0.94375783,0.35749358,-0.6960865
1965-04-01,0.4327732,-0.8163376,1.9181484,-0.24278298,-0.0410614,-0.5034897
1965-05-01,-0.27895585,-1.4345376,1.0444558,-0.120902635,-0.4461338,-0.67066765
1965-06-01,0.27863008,-1.7532517,0.40214005,-0.77690583,-0.1766285,-1.1914291
1965-07-01,-0.42821082,-1.8418916,0.004888153,-1.1806751,-0.67066765,-0.755723
1965-08-01,-0.522065,-2.70646,-0.07625656,-0.97732353,-0.1893383,-0.9059555
1965-09-01,-0.6331913,-1.7789962,0.0984169,-0.5269531,-1.0170819,-0.84175646
1965-10-01,-0.6061424,-1.4785321,0.15609817,-0.08798905,-0.5654076,-0.522065
1965-11-01,-0.59995043,-1.185889,-0.0153160095,0.100372314,-0.9040001,-0.7609375
1965-12-01,-0.7234604,-0.69999695,0.020856475,0.25093,-0.92778933,-0.81144905
1966-01-01,-0.49365768,-0.95744705,0.2202423,0.5179474,-0.9029602,-0.99781877
1966-02-01,-0.43654555,-0.84190977,0.16608505,0.30787963,-0.7910339,-0.7746223
1966-03-01,-0.52648085,-0.7989117,0.17264938,0.20021972,-0.9472717,-0.962698
1966-04-01,-0.6459572,-1.0683883,-0.15000077,-0.239608,-0.89967805,-0.75066185
1966-05-01,-0.5556938,-0.93972224,-0.0019699098,-0.9233109,-0.98009413,-1.3316288
1966-06-01,-0.43949968,-1.5541687,-0.09551506,-1.4133583,0.25405008,-0.5419075
1966-07-01,0.85274124,-1.7104061,-0.28227767,-1.7455266,0.21400604,-0.7844696
1966-08-01,1.4563564,-2.2877624,-0.0091903685,-2.0681767,0.22089882,-0.87276345
1966-09-01,1.1245159,-1.714673,0.239608,-1.1307522,-0.018052673,-0.980423
1966-10-01,1.1954132,-1.338522,0.6052559,-0.58785975,0.44704896,-0.049562454
1966-11-01,0.992239,-0.51105386,0.9810791,0.20678501,0.3810753,-0.33052748
1966-12-01,0.8356735,-0.5330456,1.0956314,0.96663725,0.20054856,-0.27374345
1967-01-01,1.2738488,-0.9175892,1.4674889,1.4132828,0.3033592,-0.6197807
1967-02-01,1.4103439,-1.1598847,1.7571338,0.6445978,0.39348602,-0.6543938
1967-03-01,0.99204063,-1.0031437,1.695417,0.8526064,0.33862686,-0.56884
1967-04-01,0.73276484,-1.1066582,1.3708322,0.46532536,0.19755897,-0.8607704
1967-05-01,0.4917755,-1.2369487,1.3078091,-0.27984828,0.37813798,-0.6005146
1967-06-01,1.2385819,-1.5628401,0.8888529,-1.4730406,0.3500553,-0.9979187
1967-07-01,1.1850288,-1.8319123,1.541288,-1.7156626,-0.14955711,-1.1331081
1967-08-01,1.0168583,-1.9997561,1.3345855,-1.5079806,0.07510491,-1.1856816
1967-09-01,1.203968,-1.6937841,1.4795713,-0.98812234,0.1374752,-0.6765995
1967-10-01,1.2121315,-1.1432312,1.5974538,-0.32197246,0.41177216,-0.22041741
1967-11-01,0.57471734,-1.0860859,1.9168139,0.49634704,0.012735367,-0.43071175
1967-12-01,0.7451733,-0.69586563,1.618026,0.99922484,-0.117882535,-0.6351284
1968-01-01,1.0356834,-0.984993,1.7646725,1.2760051,0.14295349,-0.8336517
1968-02-01,1.0973129,-0.9667587,1.9484699,0.9503487,0.21989974,-0.8832474
1968-03-01,0.8963768,-1.0633987,1.7169002,0.8143242,0.097733304,-0.8650139
1968-04-01,0.60755235,-1.2304207,0.8770485,0.013858032,-0.23485184,-0.811042
1968-05-01,0.06892395,-1.020002,0.27131957,-0.39640427,-0.37817,-0.5740021
1968-06-01,0.05579529,-1.9838436,-0.40661544,-0.61630404,-0.23740463,-1.1954117
1968-07-01,-0.7515999,-2.6763656,-0.30669326,-0.5546738,-0.15754089,-1.2636063
1968-08-01,-0.3832756,-2.4075985,-0.103932954,-0.42010802,-0.24579239,-1.3569638
1968-09-01,-0.58093107,-1.802599,0.13091889,-0.1294609,-0.6104698,-0.78989106
1968-10-01,-0.46970367,-1.3219544,0.15389328,0.08825226,-0.66626513,-0.29064712
1968-11-01,-0.5685318,-0.21114807,0.058348082,0.20713654,-1.1483681,-0.8212528
1968-12-01,-0.57363737,-0.5761898,0.22281723,0.37233505,-0.89856493,-0.5072662
1969-01-01,-0.32011718,-0.7835411,0.44385147,0.5427063,-0.7868584,-1.1361679
1969-02-01,-0.22856064,-1.0326684,0.54934084,0.6810371,-0.63393176,-0.89865035
1969-03-01,-0.27201614,-1.1782967,0.52213895,0.5543167,-0.7881851,-1.0572166
1969-04-01,-0.25708923,-0.89168435,0.8054352,0.24050216,-0.81339645,-0.98689
1969-05-01,0.18112335,-0.8747662,0.8867081,-0.33139572,-0.050754167,-0.54370195
1969-06-01,0.6760613,-1.13285,0.3887848,-0.7752476,0.101176836,-0.7556759
1969-07-01,1.7107198,-1.8228439,0.6180088,-2.1446197,0.3456604,-0.47271234
1969-08-01,2.013919,-1.4625874,0.16685906,-2.4886212,0.57621115,-0.61999893
1969-09-01,1.8735983,-1.5259478,0.14596024,-1.8586705,0.70624846,-0.18211861
1969-10-01,1.5133423,-1.1899071,0.70658,-1.274498,0.4498226,-0.47337532
1969-11-01,1.3488052,-1.0937065,1.2605655,0.2773245,0.3128189,-0.3479824
1969-12-01,0.8396034,-0.96035194,2.005626,1.1481098,0.13103256,-0.4574524
1970-01-01,1.1085365,-1.1228466,1.879953,1.4589685,0.21798019,-0.7371384
1970-02-01,1.181086,-1.0869049,1.731527,1.2689431,0.31948242,-0.7727478
1970-03-01,0.9401428,-0.873917,2.0273807,0.5917076,-0.026623536,-0.93415225
1970-04-01,0.4126648,-1.1171894,1.6839371,0.568412,-0.4126644,-0.7677555
1970-05-01,0.092516705,-0.6752388,0.8992092,-0.5211552,-0.45858994,-0.46657714
1970-06-01,-0.56807935,-0.72615623,-0.14443246,-0.72482526,-0.6216591,-1.0752571
1970-07-01,-0.6965374,-1.6732877,-0.31848374,-0.7165054,-0.61300623,-0.71683806
1970-08-01,-0.7378044,-1.1937319,-0.47256774,-0.65560377,-1.1105335,-0.64062804
1970-09-01,-0.91917646,-1.6489937,-0.39369506,-0.35642242,-0.5827225,-0.31548843
1970-10-01,-0.7843956,-1.5920861,-0.1324524,-0.021631623,-0.7777397,-0.52548105
1970-11-01,-0.63297427,-1.0875705,-0.11348267,0.16872635,-0.63197553,-0.37106553
1970-12-01,-0.60701597,-0.92749673,0.09850693,0.38570863,-0.8486244,-0.8582756
1971-01-01,-0.41513595,-0.76592827,0.4226486,0.6640221,-0.70321655,-0.97169954
1971-02-01,-0.10549927,-1.1137803,0.6767601,0.60000384,-0.5163887,-1.0086082
1971-03-01,-0.16657715,-1.0915699,0.64573133,0.42297515,-0.6796997,-1.0458428
1971-04-01,-0.21524353,-0.8400715,0.7162819,0.032009125,-0.65128404,-0.5686485
1971-05-01,0.66663516,-0.7613552,0.2965725,-0.9877041,-0.26391068,-0.27534217
1971-06-01,1.1921692,-1.587055,0.3034317,-1.0304916,0.31453666,-0.6636955
1971-07-01,1.7820482,-1.635395,0.6695744,-2.756361,0.48242036,-0.75808907
1971-08-01,1.5968539,-1.195762,-0.6911316,-2.0782943,0.8093685,-0.283181
1971-09-01,1.06838,-1.417865,0.2207962,-1.0105674,0.55721664,-0.54415166
1971-10-01,1.8212429,-1.0631539,0.9380577,-0.83549845,0.5898792,-0.38149413
1971-11-01,1.512912,-0.67447394,1.3234713,0.03527508,0.6215607,-0.23059502
1971-12-01,1.3731182,-0.8857983,1.8669703,0.5124695,0.3197624,-0.60229033
1972-01-01,1.621082,-1.0179818,2.0121498,0.23297653,0.7723808,-0.45619813
1972-02-01,1.7955277,-1.1608665,2.0749846,0.23355046,0.69233096,-0.55518496
1972-03-01,1.2730515,-1.0658973,2.0990858,0.4863245,0.5758427,-0.80853236
1972-04-01,0.7626255,-0.7967688,2.167372,0.67310774,0.061974335,-0.66220474
1972-05-01,0.38905984,-1.3267047,1.5404581,0.16182117,0.041889954,-0.8736626
1972-06-01,0.1486229,-1.70314,0.3793045,-1.2802242,0.13026008,-0.7603304
1972-07-01,0.022092437,-2.101955,-0.18305321,-1.712321,-0.17559318,-0.40397948
1972-08-01,-0.27974397,-1.6601026,-0.9086666,-1.0544201,0.20198974,-0.64298093
1972-09-01,-0.63666916,-1.6784652,-0.3276596,-0.42980194,-0.16296883,-0.69003564
1972-10-01,-0.7477058,-1.0062183,-0.36036834,-0.114766695,-0.38791198,-0.004016876
1972-11-01,-0.81369627,-0.78758776,-0.32421646,0.08693619,-0.7941868,-0.6111336
1972-12-01,-0.72274476,-0.9585903,-0.1431717,0.17157593,-0.7743896,-0.86677665
1973-01-01,-0.4243141,-0.9636265,0.4988556,0.40392685,-0.7278961,-1.048043
1973-02-01,-0.100026704,-0.84671706,0.9355934,0.65176165,-0.5316666,-1.1773765
1973-03-01,0.5823166,-0.85436213,1.7533219,0.6183136,-0.438649,-1.2057278
