,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6
1965-01-01,1018.31696,1018.2456,1009.2347,1020.8956,1014.9433,1010.9221
1965-02-01,1016.2308,1013.9758,1008.2294,1016.947,1014.157,1009.5081
1965-03-01,1022.5633,1018.7821,1008.9829,1018.7195,1016.40936,1011.83563
1965-04-01,1019.7805,1017.5517,1011.5281,1023.6392,1019.6479,1011.3197
1965-05-01,1018.0032,1014.41797,1011.13055,1020.312,1014.52466,1013.87164
1965-06-01,1021.68445,1014.52594,1013.02454,1021.33154,1016.9582,1017.17584
1965-07-01,1026.1893,1021.09534,1013.58575,1026.1293,1020.7629,1017.43823
1965-08-01,1027.5549,1018.38525,1012.78143,1027.754,1014.40375,1016.779
1965-09-01,1023.2975,1017.76385,1013.0989,1024.265,1017.161,1016.66235
1965-10-01,1019.76447,1020.3846,1012.2009,1023.5754,1015.69305,1014.90546
1965-11-01,1020.5111,1020.79767,1011.43005,1024.2898,1016.55756,1013.52124
1965-12-01,1015.81836,1014.29584,1009.0133,1019.45435,1013.5268,1012.0266
1966-01-01,1015.8582,1019.92334,1010.65704,1018.06323,1017.7321,1012.60547
1966-02-01,1014.55383,1018.2391,1009.6099,1021.14136,1014.72595,1010.55505
1966-03-01,1019.93835,1017.77844,1009.64435,1022.04944,1016.18805,1010.81165
1966-04-01,1016.91095,1019.63666,1010.3354,1019.3043,1019.26807,1011.77057
1966-05-01,1017.6157,1016.5742,1012.2293,1018.5608,1019.4433,1014.813
1966-06-01,1025.8735,1016.4528,1013.12115,1021.806,1016.8402,1016.404
1966-07-01,1019.3219,1016.5354,1012.5829,1020.7608,1016.9391,1015.8019
1966-08-01,1024.384,1020.0385,1012.68744,1025.4938,1021.724,1016.15607
1966-09-01,1020.327,1018.82056,1012.8007,1022.3493,1016.74945,1015.8932
1966-10-01,1018.45935,1020.4791,1011.5796,1018.9507,1019.4094,1014.43054
1966-11-01,1015.5477,1012.7512,1010.0149,1014.6677,1015.27234,1012.4727
1966-12-01,1015.8075,1019.1472,1008.5447,1017.70514,1016.8577,1010.13885
1967-01-01,1013.3617,1015.14813,1008.00903,1014.79834,1013.9102,1010.93024
1967-02-01,1014.3768,1020.3092,1007.91034,1019.7679,1017.4519,1010.12415
1967-03-01,1017.65283,1022.306,1009.39276,1023.14624,1018.9799,1009.62494
1967-04-01,1019.8572,1017.85315,1011.2328,1023.1092,1017.94086,1010.54065
1967-05-01,1021.4607,1012.7478,1011.079,1017.75806,1015.8744,1012.6796
1967-06-01,1021.645,1009.0372,1012.23267,1019.12506,1017.4939,1014.86365
1967-07-01,1024.136,1016.04205,1012.5904,1022.91846,1017.0092,1015.3331
1967-08-01,1029.0627,1017.1725,1012.8574,1026.9875,1016.2764,1016.5296
1967-09-01,1022.4991,1020.16486,1012.8639,1023.84717,1020.3759,1015.5726
1967-10-01,1021.8496,1014.5966,1011.7872,1019.424,1016.9867,1014.78534
1967-11-01,1017.64923,1016.5252,1010.12415,1019.5619,1016.97943,1011.5542
1967-12-01,1015.68866,1017.1739,1010.1386,1018.2137,1015.4826,1010.99335
1968-01-01,1014.5428,1016.3533,1007.3103,1021.54565,1011.883,1009.5008
1968-02-01,1016.15295,1021.243,1008.9791,1023.2209,1015.2305,1010.22284
1968-03-01,1017.4932,1022.1066,1009.3019,1022.4559,1015.9046,1008.9233
1968-04-01,1013.88165,1019.0418,1010.94196,1020.88806,1011.8157,1011.5645
1968-05-01,1016.6996,1018.60815,1010.03674,1016.4778,1017.22705,1013.4959
1968-06-01,1016.1236,1012.3553,1011.46216,1021.0476,1013.166,1015.4638
1968-07-01,1025.767,1015.1397,1011.9295,1024.5282,1018.40924,1017.3122
1968-08-01,1025.1422,1021.8498,1012.6315,1029.6346,1014.4112,1017.44104
1968-09-01,1019.05396,1020.14594,1012.6401,1022.7034,1017.36584,1016.1071
1968-10-01,1020.18243,1017.0288,1011.8515,1021.21216,1016.8728,1014.5572
1968-11-01,1019.0017,1016.8671,1011.43286,1017.4431,1015.97833,1013.4559
1968-12-01,1015.1676,1018.19525,1009.0614,1018.4536,1016.19226,1011.50226
1969-01-01,1013.323,1013.26556,1009.10065,1017.50037,1011.76556,1009.57544
1969-02-01,1014.9571,1017.5647,1009.2704,1017.3382,1015.4407,1010.3205
1969-03-01,1019.6474,1018.04266,1010.6449,1019.5014,1018.37146,1011.0736
1969-04-01,1018.2036,1019.7872,1012.0476,1022.2949,1018.3203,1011.3675
1969-05-01,1020.46423,1018.5019,1011.2346,1022.55945,1019.39417,1012.77826
1969-06-01,1021.17554,1011.5179,1012.47314,1017.9347,1017.2046,1015.37213
1969-07-01,1026.0032,1019.90576,1013.49585,1024.5854,1021.04456,1016.5732
1969-08-01,1026.8461,1018.855,1013.26373,1023.2065,1021.5212,1016.19006
1969-09-01,1020.12537,1029.4368,1012.2604,1025.2881,1023.8654,1015.22925
1969-10-01,1017.84924,1019.8434,1011.65704,1018.9055,1020.4929,1013.2107
1969-11-01,1017.73065,1018.65906,1010.78284,1019.19946,1017.5672,1012.1917
1969-12-01,1015.533,1019.72925,1009.97174,1017.7855,1016.41284,1011.32446
1970-01-01,1015.84,1018.6565,1010.0935,1018.82104,1017.0022,1010.3211
1970-02-01,1016.8578,1020.7593,1010.05194,1020.73315,1015.4246,1009.34424
1970-03-01,1016.4567,1015.3557,1009.6883,1016.15314,1017.28564,1009.2991
1970-04-01,1016.31647,1021.574,1010.63007,1020.93756,1015.5251,1011.5047
1970-05-01,1020.26733,1015.4002,1010.4299,1019.2863,1019.7325,1012.54517
1970-06-01,1026.7649,1009.3015,1012.175,1021.49255,1011.0948,1015.4062
1970-07-01,1021.3,1018.4176,1013.2338,1025.0863,1019.1277,1016.19763
1970-08-01,1023.77716,1019.9851,1012.235,1026.9265,1019.7575,1015.3664
1970-09-01,1018.9749,1019.2714,1010.961,1021.7088,1014.06274,1014.7491
1970-10-01,1018.21796,1017.04083,1010.15826,1019.2709,1015.3046,1013.8042
1970-11-01,1014.4882,1018.0266,1009.5617,1020.70935,1014.51904,1012.1381
1970-12-01,1015.5655,1016.6808,1007.9318,1018.0433,1013.29205,1011.34186
1971-01-01,1015.5369,1016.008,1008.1442,1017.8606,1013.6357,1008.5403
1971-02-01,1015.21124,1018.5326,1007.135,1019.47845,1013.33234,1007.9561
1971-03-01,1018.21454,1019.8259,1008.5966,1020.6131,1016.6819,1010.7219
1971-04-01,1015.96893,1024.7063,1009.71014,1021.6325,1018.2414,1010.35846
1971-05-01,1018.1429,1016.4233,1010.33154,1019.0708,1015.40704,1012.43445
1971-06-01,1022.5387,1013.1186,1012.0486,1017.8664,1019.4535,1015.41156
1971-07-01,1023.58374,1014.95264,1011.9852,1025.7551,1016.60376,1015.69635
1971-08-01,1021.16284,1020.13116,1011.91486,1022.4203,1015.73987,1015.3936
1971-09-01,1018.75916,1013.5231,1011.1641,1018.1518,1011.6153,1015.3296
1971-10-01,1021.9263,1015.9587,1010.9562,1023.46466,1013.0751,1015.0135
1971-11-01,1017.41846,1020.0397,1009.91565,1018.8769,1012.90674,1012.5119
1971-12-01,1013.4705,1018.9959,1008.3407,1016.78424,1014.43304,1010.82947
1972-01-01,1016.1264,1017.0151,1009.3675,1018.2975,1016.5476,1009.8038
1972-02-01,1016.51636,1017.18884,1008.07385,1016.95135,1017.3325,1008.6688
1972-03-01,1020.2342,1018.73553,1009.7706,1022.6559,1017.53314,1010.1668
1972-04-01,1016.2483,1017.70935,1011.59796,1018.68304,1018.9668,1011.28046
1972-05-01,1020.28485,1018.2525,1012.1361,1022.22284,1023.239,1013.00604
1972-06-01,1019.23303,1016.02576,1012.2891,1020.6041,1018.8018,1013.8059
1972-07-01,1023.46326,1018.38306,1013.08167,1024.4033,1016.15326,1016.15826
1972-08-01,1020.8654,1012.80914,1013.1179,1023.85077,1012.8516,1015.3583
1972-09-01,1020.15356,1018.5262,1013.0248,1022.56396,1018.6474,1015.0965
1972-10-01,1018.4562,1021.65094,1012.75726,1020.02856,1020.49725,1013.5122
1972-11-01,1020.4879,1019.41675,1010.6968,1016.82196,1020.0767,1011.54297
1972-12-01,1015.0165,1013.2647,1010.80365,1017.00635,1015.7289,1011.3586
1973-01-01,1014.1225,1019.6464,1009.4436,1020.64,1015.15656,1009.8725
1973-02-01,1018.5249,1020.4727,1010.6287,1020.71265,1016.1353,1009.24744
1973-03-01,1018.45935,1024.0785,1009.6121,1022.60834,1018.7455,1010.23456
1973-04-01,1021.58203,1014.75336,1009.7503,1018.4445,1014.5605,1011.1484
1973-05-01,1017.58417,1012.1509,1010.48346,1017.57837,1014.2383,1012.7457
1973-06-01,1025.3896,1013.7232,1010.9471,1021.9518,1015.1643,1014.88196
1973-07-01,1025.7639,1013.46405,1011.36505,1023.39484,1014.03375,1015.4698
1973-08-01,1025.8643,1017.5481,1011.26416,1025.8855,1014.9758,1016.14307
1973-09-01,1017.31665,1011.558,1011.7721,1015.6395,1014.90576,1014.6833
1973-10-01,1018.16095,1020.68756,1009.8526,1020.30493,1016.1713,1013.0653
1973-11-01,1016.354,1019.48755,1008.551,1020.21234,1015.84534,1012.8512
1973-12-01,1017.77765,1021.2162,1008.0591,1022.9126,1015.3347,1011.67114
1974-01-01,1017.97314,1018.69446,1006.3293,1021.41693,1011.61664,1010.3946
1974-02-01,1016.7851,1023.5477,1007.3678,1023.34875,1015.9075,1009.6461
1974-03-01,1020.46735,1022.016,1008.5851,1024.1028,1018.185,1010.80896
1974-04-01,1019.72626,1020.51624,1009.6515,1020.08014,1019.5429,1010.99506
1974-05-01,1020.1467,1010.48083,1010.64056,1017.68915,1014.0266,1012.878
1974-06-01,1019.85864,1013.75287,1011.51135,1017.7687,1019.1,1014.1577
1974-07-01,1024.4729,1011.2559,1011.8156,1021.9406,1011.402,1015.9068
1974-08-01,1020.12427,1013.9872,1011.5391,1020.7166,1015.89795,1015.6167
1974-09-01,1021.09705,1018.831,1010.90814,1021.97595,1018.7135,1015.3756
1974-10-01,1019.6284,1014.2263,1010.05975,1021.99225,1013.29974,1013.9777
1974-11-01,1015.4402,1017.3088,1009.00757,1017.8814,1014.481,1012.95
1974-12-01,1013.85547,1017.0778,1008.6292,1016.37415,1014.7154,1010.76953
1975-01-01,1014.2929,1017.6895,1009.5117,1019.2644,1014.3345,1010.72675
1975-02-01,1015.4685,1019.84283,1008.4247,1019.4214,1015.6325,1010.6312
1975-03-01,1016.9395,1019.6394,1008.75195,1016.79834,1017.0481,1009.49304
1975-04-01,1020.22266,1020.73883,1008.9416,1021.83344,1018.24725,1011.0561
1975-05-01,1014.78485,1014.90735,1010.29987,1015.73627,1016.4953,1012.05524
1975-06-01,1024.8538,1011.92377,1011.3412,1020.5735,1017.7352,1015.06165
1975-07-01,1019.01666,1017.47296,1011.48096,1024.5929,1011.8297,1014.29913
1975-08-01,1023.7009,1017.7311,1011.299,1023.9777,1017.7947,1015.75354
1975-09-01,1024.6268,1019.8504,1010.5019,1023.46155,1016.21576,1014.7821
1975-10-01,1020.55414,1020.2372,1009.6827,1021.32635,1015.96735,1013.9913
1975-11-01,1017.3083,1018.2583,1009.3242,1021.6591,1014.5821,1012.4718
1975-12-01,1016.3853,1018.4624,1007.39514,1021.3602,1015.4214,1010.5399
1976-01-01,1017.47797,1020.5847,1007.8353,1020.4046,1015.8407,1010.0793
1976-02-01,1016.93835,1020.063,1008.20593,1021.932,1015.8031,1010.38086
