,mgv250_cluster1,mgv250_cluster2,mgv250_cluster3,mgv250_cluster4,mgv250_cluster5,mgv250_cluster6
1965-01-01,-0.2373859045966979,-0.06907819525191658,-0.2078616370757421,0.03962821298927972,0.11929387783075307,0.12287767387406771
1965-02-01,0.10185133545629439,0.23207168437932665,-0.3344358255465826,-0.06981874167016058,-0.00953580518918378,0.15388844199045454
1965-03-01,-0.03730435104620072,-0.05020009059655039,-0.37772634791003334,-0.11113413581342407,0.00014426829232894756,0.12589302130563315
1965-04-01,-0.4313754939263867,0.4409638674635636,-0.4915511442555322,-0.10891805092493692,-0.18303649766104563,0.03863916147586911
1965-05-01,-0.21784894408718233,0.015449063166191703,-0.5646508600976732,-0.2770167408567486,-0.29475743120366876,0.037961057928759
1965-06-01,-0.026469124901679256,0.16775274355160563,-1.018457528617647,0.1505872065370733,-0.23719887067745257,-0.0476810174891292
1965-07-01,-0.5352058718281407,-0.1805875058236875,-0.5877674039867189,-0.22022064888116083,-0.7824759978752631,0.0008738415618968565
1965-08-01,-1.1765571371201546,0.14013153942007767,-0.1229453728430801,-0.8563766876856486,-1.0038761349467489,0.14824421107119254
1965-09-01,-0.3139125483651315,0.15977019150006144,-0.429011012117068,-0.31637784206505976,-0.9086809375069358,0.006567100929312928
1965-10-01,-0.4600539803504944,0.01372188991425853,-0.15828531856338185,-0.20709085193547336,-0.23808469633003335,0.0944765891100085
1965-11-01,-1.08583886777201,0.14981099061275782,0.25519513421588474,-0.22790310057726773,-0.7459183017928879,0.2058990191408368
1965-12-01,-0.26184592035508925,0.3350481390953064,0.3970915658606423,-0.6599873304367065,-0.24195913370553548,0.1577459254063839
1966-01-01,-0.040625600564864375,0.07078992202877998,-0.04833427050875293,-0.3710944318410122,-0.03984502528782015,0.07245754714795323
1966-02-01,-0.2788149541424167,0.41409581899642944,0.7652887867556678,-0.855516032739119,-0.04786247169816649,0.06302352940533744
1966-03-01,0.13538047430976743,0.5749054253101349,-0.10249425346652667,-0.7192981965614087,-0.3546003784452166,0.09640675406296587
1966-04-01,-0.39430121260304607,-0.3308322868849102,-0.6178142295943366,0.09909470876057942,0.3877493468197909,0.1488351826231147
1966-05-01,0.039140952210272514,0.07224389302887414,-0.5039218399259779,-0.058519772507927635,-0.3352420670645577,-0.048871432041186234
1966-06-01,-0.3352759586226556,-0.0106183076767545,-0.6823495030403137,-0.2950138440637877,-0.5538369154001211,0.09444235163459251
1966-07-01,-0.10045324602434712,-0.2934747228496953,0.09312213708957037,-0.5797059698538346,-0.7190012312554693,-0.05951389063929403
1966-08-01,-0.5347827269184974,0.03693249860876485,-0.18553307486904994,-0.3829815622532006,-0.5411340044690417,-0.016133152598211933
1966-09-01,-0.6098585744057933,-0.16410860576127706,-0.12250363619791137,-0.3701822775782961,-0.3105686082468404,0.026678473168854105
1966-10-01,-0.4104410929064597,-0.3176727577259666,-0.20496975630521774,0.1432695510712537,-0.7751519029790704,0.08188498742488581
1966-11-01,0.3590504248296061,0.17490351670666746,-0.362785698639022,-0.263236892042738,-0.47174119330071784,0.03106244514847911
1966-12-01,-0.6700271560299781,-0.10730655569779245,-0.02131269235784809,-0.0957612625577233,-0.09092374087928178,0.10105526226377765
1967-01-01,-0.11184836827939557,-0.06056628925235648,0.1942771797378858,-0.0027009693440049887,-0.06790570914745331,0.09734789613461078
1967-02-01,-0.16983239160430047,-0.0012701350466446265,0.47290888097551137,-0.21593114643385916,0.0925356594773082,0.16687374648659728
1967-03-01,-0.5088145694425029,-0.19938473246599497,0.10915959460867776,-0.4262423876560095,0.42379320441902457,0.09014764908961086
1967-04-01,-0.4084975969406866,1.0166550153180172,0.4509372843636407,-0.8316428372354218,-0.42091522897992817,0.033776320349208494
1967-05-01,0.2586854321341361,0.5636701066243021,-0.22597114245096844,-0.8026524926676895,-0.6081258708780461,0.008020136332096056
1967-06-01,0.44298657486515663,1.0116505779718097,0.07811136957671908,-1.0447447047089085,-0.7397320363428685,-0.224465858949305
1967-07-01,-0.5378017502446328,0.020601691089962657,-0.8060821228557163,-0.6419951717058817,0.048469887538389725,-0.09895444219542104
1967-08-01,-0.7540596108282767,0.15385800874546954,-0.41930427153905236,-0.9936926942883115,-0.6562904878096146,-0.056791370517985766
1967-09-01,-0.22630066640915408,-0.199903783045317,-0.6123158666822646,-0.17410342892011005,-0.11716724990250228,-0.022056335745769186
1967-10-01,-0.16990031205838727,0.34331216623908595,-0.33379679338799584,-0.6345729484702601,-0.4465326860353544,0.0006024947736498922
1967-11-01,-0.5003052373086253,-0.06047193647215241,-0.1315017230808735,0.038479404015974564,-0.4423362481129634,0.09708026489026325
1967-12-01,-0.7445640621646759,-0.24054999414243197,-0.4254179282320871,0.29556550311319757,-0.0600682111916604,0.2582858164989671
1968-01-01,0.16052452546934928,0.38296050931278025,0.589622308810552,-0.7436729741818977,-0.25422114443469357,0.23200308990686438
1968-02-01,-0.6789032009340101,0.5920430155176866,0.8396592405107287,-0.6000484029452006,-0.11982042100522425,0.24599569394837978
1968-03-01,-1.1907363130200295,0.19355439826061852,0.04624517427550422,-0.5137033083222129,0.2199195228613816,0.24569348627051643
1968-04-01,-0.9289831884445683,-0.24261974582546636,-0.30179634276363587,-0.26014259818828467,0.48970138871824587,0.13512511369447375
1968-05-01,-0.7449865341186523,-0.6824896523827001,0.1823795959353447,-0.3601118696458412,-0.05845943248117125,0.13204124799474729
1968-06-01,-1.4480737909193961,-0.05504077202395389,-0.8746168679661221,-0.0306378457356583,0.6162281547273908,0.19634958887256163
1968-07-01,-0.08989446946690159,0.11301340633317043,-0.05131934045089616,-0.8130090706276171,-0.6251146654029945,-0.020912339705107516
1968-08-01,-0.8529129528230236,-0.4116778703112351,0.28643388715055257,-0.7857937704433094,-0.8944462646137584,0.18680887729969137
1968-09-01,-0.8002931071865943,-0.38086305323399994,-0.21249929236041176,-0.28300411773450446,-0.3652028449170001,0.07258246132974015
1968-10-01,-1.0113963196354527,-0.05478577100132641,0.20228100733624566,-0.18737716882517844,-0.6429808093355848,0.1858707820606786
1968-11-01,0.016776039715736143,-0.1995179606111426,-0.4302206138769786,-0.25206370787187055,-0.2488951210851793,0.02416139251964037
1968-12-01,0.05450154985150983,-0.06924980859223165,0.3211759651700656,-0.3823842966195309,-0.05029457343089116,0.05115023272675137
1969-01-01,-0.4415633216980965,0.20197322101969467,0.28256283452113473,-0.578635660084811,0.16954109653249963,0.12968133046659966
1969-02-01,-0.13014491527311264,-0.2762184723427421,0.07423841291003758,-0.18443125441218866,0.009652648072738152,0.2101295670970928
1969-03-01,-0.18115155398845673,0.17010918573329323,-0.17365215139256585,-0.528731806711717,-0.007867036000281186,0.0689229927957058
1969-04-01,-0.578875070618045,0.3374514219007994,0.08125104941427708,-0.4316951289321437,0.11475149106669735,0.0940253920203378
1969-05-01,-0.8237754144976216,0.3279767146236018,-0.34492311792241204,-0.6212045297478185,0.23566668296789192,-0.005256692976365949
1969-06-01,-0.025333425090197596,0.3403204836343464,-0.32812125153011745,-0.5206420114546111,-0.7394099390351927,-0.013369978080655253
1969-07-01,-0.30601334667974905,0.4163252287789395,-0.5071935554345449,-1.2325718547358657,0.006347756784457665,-0.11024502820746844
1969-08-01,0.04943171816487466,0.12542317180257095,-0.10826365194386907,-0.9475303418708569,-0.8915068267227767,0.02506575547158718
1969-09-01,-1.5367771348645611,-1.0084207120694613,0.26743076741695404,0.10984495959498665,0.10215100142862889,0.06580982508874217
1969-10-01,0.015964148746382807,-0.04471048320594587,0.2101291178001298,0.026551286943934178,-0.43279129963416557,-0.0030098030841801057
1969-11-01,-0.2760086328752579,-0.0642512091680577,-0.03113401018910938,-0.2717450261116028,-0.029305177559326222,-0.050279798072784446
1969-12-01,-0.9333371154723629,-0.4647173379596911,0.040076083193222686,0.014609163344809502,0.4351783882487904,0.06719579443682072
1970-01-01,-0.8646591055777765,0.14543115700546064,-0.04919319827523497,-0.3497189193060904,0.5639715241147326,0.11385980192138705
1970-02-01,-0.07311215083445272,0.3469525983459071,-0.31277421447965836,-0.44665142442240857,0.3114022798352427,0.1541122707516648
1970-03-01,0.05623660380801847,0.04382329551797164,-0.9763240814208984,0.09286396318312846,0.44154660268263385,0.07820084534022351
1970-04-01,-0.8937173312710177,-0.07247020931620347,-0.2985738217830658,-0.19791677142634537,0.4797474904493852,0.12655295106733955
1970-05-01,-0.03986642846176701,-0.3066824651078174,-0.1043866491980023,-0.053665098367315346,-0.6827978344706745,0.12134612276662834
1970-06-01,-0.5952376031106518,0.41228497498913813,-0.5683707280291451,-0.9575421159917658,-0.7369550017567423,0.12521630066425302
1970-07-01,-0.30203754863431376,-0.1310692511891064,0.13845130387279722,-0.9669031157638087,-0.42945212358004087,-0.007572186417704405
1970-08-01,-0.0170296028016075,0.34676398101605865,0.40094053579701316,-1.8396106633273037,-0.21193004273749017,-0.15031683209980296
1970-09-01,-0.5455434803039797,-0.14389642563305402,0.0758764592723714,-0.9135733048121134,-0.4577188522784741,0.0887027660081553
1970-10-01,-0.25472282882659664,0.05685275812682353,-0.31751106596655315,-0.4768558975422021,-0.30900328964382023,-0.02950753930003144
1970-11-01,-0.6131217364341982,0.140753309977682,0.6382007565763261,-0.6633525544946843,0.01999294240172807,0.03789750111917424
1970-12-01,-0.20824665984799784,0.01707831397652626,0.3246621953116523,-0.4304541782899336,-0.329292555908104,0.14991263945608638
1971-01-01,-0.22322316804239828,0.48170956341843857,0.1563796980513467,-0.9725946368593158,-0.008849610949491526,0.1608024351298809
1971-02-01,0.01322929747402668,0.22332652619010523,0.014639050803250737,-0.7254675030708313,0.18813505575254366,0.17770142727639787
1971-03-01,-0.11220478242443455,0.3992935152430283,-0.011440047011193302,-0.4239406098018993,-0.27416772269583367,0.20824257760893466
1971-04-01,-1.0314868342491887,0.229258678461376,0.34416034403774476,-0.7225077712174618,0.1219723518792685,0.07610082583025445
1971-05-01,-0.8366848191907329,-0.14879043753209867,-0.2779300635059675,-0.6936199285767295,0.09051458789156629,-0.005886023647563402
1971-06-01,-0.034308514647906824,-0.10122298017928474,-0.654570178853141,0.044152115217664024,-0.3461879956257808,-0.10479650295036304
1971-07-01,-0.245504129317499,0.45503515161966024,-0.15661941013402408,-1.24881159175526,-0.47541148476786427,-0.10778891399156215
1971-08-01,-0.7185669195267462,-0.19522279893097125,0.03963751304480765,-0.8996107361533424,-0.17526455513842693,0.02006779121624869
1971-09-01,-0.7143549861446503,0.10960954976709265,-0.22255964577198029,-0.6556535309011285,-0.3402958442638447,0.054822353169668554
1971-10-01,-0.26770755648612976,0.07392877810879757,-0.037504771413902446,-1.3404812776681148,-0.7555103921270989,0.1576812591317088
1971-11-01,-0.9424423017809468,-0.6246675001947504,0.03842413684146272,-0.3025599952900048,0.04121810681634135,0.2631824294397564
1971-12-01,-1.098684630086345,-0.1452581662880747,0.09522297316127354,-0.20235731746211197,0.45739183952282,0.07276505307662626
1972-01-01,0.046948499737247344,0.19547045230865479,0.047146058123972684,-0.18221781109318588,-0.34329906686559897,0.041373852683707725
1972-02-01,0.10590457147167576,-0.06572298803611805,0.045746347556511566,-0.10667349578756274,-0.18079278918055744,0.11646116888800333
1972-03-01,0.029090121989288637,0.35979861491604853,-0.19585775832335156,-0.5097824515718402,-0.11823163791136308,0.05531864197448243
1972-04-01,0.004060137941832504,-0.06188553708948587,0.08717040634817548,-0.33416951244527643,-0.135230737460124,0.04748466240545345
1972-05-01,-0.2318911494747285,0.40076425985286107,-0.2484755590558052,-0.3574279447396596,0.11747423317525293,-0.07857377749196319
1972-06-01,-0.6027394244747777,0.35217235747136566,-0.88296201494005,-0.24073110385374588,0.12775168983967272,-0.009756574818734513
1972-07-01,-1.0534325914998208,-0.5980713979194039,-0.6273770497904884,-0.14912990683859045,-0.08428564125841313,0.006127672616479009
1972-08-01,-1.267198016566615,-0.05121032560342236,-0.30104273723231423,-0.8563728043527313,-0.41458355141924574,0.10921352889475434
