,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5,abs_vo600_cluster6
1965-01-01,-6.381717412295984e-05,-8.670150102910318e-05,-7.31944873214069e-05,-0.0001095534571504686,-2.55379991350136e-05,-9.316165352308909e-05
1965-02-01,-6.046618068467069e-05,-8.392562167430224e-05,-7.173227707178079e-05,-0.00011488638038928104,-2.6415953001483504e-05,-9.032569398156933e-05
1965-03-01,-7.509172519348795e-05,-8.53542954337877e-05,-7.303473962978883e-05,-0.00010656155306302632,-2.4900242996917607e-05,-9.54219536115339e-05
1965-04-01,-5.955955657555023e-05,-8.839128578222507e-05,-7.558157467612564e-05,-0.00011879304414226985,-2.4510564725567423e-05,-9.530569931499843e-05
1965-05-01,-5.624618779620505e-05,-8.429515571694446e-05,-7.482827053113719e-05,-0.0001236209047621944,-2.6188915318711864e-05,-0.0001017344074484083
1965-06-01,-5.780714786851604e-05,-8.751907895315554e-05,-8.27213395927854e-05,-0.00012279586169622943,-2.497003827235911e-05,-0.00010626389383582673
1965-07-01,-5.467085202326416e-05,-8.83415498176965e-05,-7.519111298306873e-05,-0.00011457100804869294,-2.5997186813744038e-05,-0.00010665943159065286
1965-08-01,-4.7279036152758636e-05,-8.754500730753724e-05,-6.849860632556932e-05,-0.00012027179157788245,-2.4222335990570547e-05,-0.0001212313258829603
1965-09-01,-5.758061547567195e-05,-8.589918851534756e-05,-7.446175335313787e-05,-0.00011866096530057905,-2.4447676677856873e-05,-0.00010247500451113723
1965-10-01,-5.56449890609656e-05,-8.130616130751319e-05,-7.516604400183441e-05,-0.0001188862370327115,-2.5307421016323665e-05,-0.0001055781885057871
1965-11-01,-5.444921953312587e-05,-8.85736133836484e-05,-7.382161607213243e-05,-0.0001185914697998669,-2.391035907829278e-05,-0.00010597505024634302
1965-12-01,-5.7033651046367595e-05,-8.701517940643279e-05,-6.908432091351109e-05,-0.0001176414924783684,-2.5503500216259184e-05,-0.000103417014393986
1966-01-01,-7.194316822278779e-05,-8.113841382270433e-05,-7.109673319836006e-05,-0.00010575616518811634,-2.544876669135727e-05,-9.437298118785695e-05
1966-02-01,-6.955992262192012e-05,-8.601019481132023e-05,-6.935524376758346e-05,-0.00011521811352900437,-2.5265484575075947e-05,-9.50419398875846e-05
1966-03-01,-6.246829116207664e-05,-8.622989206946664e-05,-6.978227633446681e-05,-0.00011614036136759548,-2.6205100917977954e-05,-8.99523300057674e-05
1966-04-01,-6.199032327458553e-05,-8.097494730830568e-05,-7.743389384510617e-05,-0.0001094871954086961,-2.507249552549825e-05,-0.00010434057197121324
1966-05-01,-6.577049589395756e-05,-8.45043028365503e-05,-7.9906389183092e-05,-0.0001143707575263559,-2.3958023455313246e-05,-0.00010240447543347712
1966-06-01,-5.123866912981612e-05,-8.731389976857418e-05,-7.515600465021726e-05,-0.00012509695403019173,-2.3491250377607203e-05,-0.00011522919760223051
1966-07-01,-5.33906813870999e-05,-8.366879729135323e-05,-7.468386114612598e-05,-0.00011447644081070191,-2.4777351454223902e-05,-0.00010948116723142687
1966-08-01,-6.15719102370349e-05,-8.89596734385461e-05,-7.241477659489546e-05,-0.00011579625909992805,-2.4608700374194406e-05,-0.00011129075752907113
1966-09-01,-5.182345717003045e-05,-8.599332756229294e-05,-7.655093066554253e-05,-0.00012525005230499018,-2.3303655726682764e-05,-0.00011695148833630393
1966-10-01,-6.095414732953941e-05,-8.39161347280177e-05,-7.840510924591335e-05,-0.00012307416707497195,-2.347848903007295e-05,-0.00011120212205197113
1966-11-01,-6.0117139355497784e-05,-7.917867694140318e-05,-7.801137704665613e-05,-0.00011962366544240569,-2.5267742638093562e-05,-0.0001017011050325742
1966-12-01,-5.9358728776715e-05,-8.801875393224028e-05,-7.506908267981025e-05,-0.00011458181082465066,-2.4989240313623345e-05,-0.00010087763361983979
1967-01-01,-6.7834804440281e-05,-7.85864280923017e-05,-7.091999357340462e-05,-0.00010746365054122484,-2.586400265200569e-05,-9.556893988313979e-05
1967-02-01,-7.849105259083444e-05,-8.469219175131283e-05,-6.937444053656148e-05,-0.0001070982660975359,-2.4631328025581e-05,-0.00010285333045147604
1967-03-01,-7.058732194309414e-05,-8.559821204231806e-05,-7.38381743877938e-05,-0.00010983765403377927,-2.538179110027105e-05,-9.981867762809223e-05
1967-04-01,-6.306369755293417e-05,-9.525499271423837e-05,-7.111490839349124e-05,-0.00011587261623289023,-2.3029642527623815e-05,-9.060508479005428e-05
1967-05-01,-5.559619467021548e-05,-9.073242948971717e-05,-7.599377604859948e-05,-0.00012340430354621884,-2.5050747233442103e-05,-0.00010457498901218299
1967-06-01,-5.531567808247928e-05,-8.511217807369061e-05,-7.312899635342711e-05,-0.00012083923542781526,-2.3767979521782012e-05,-9.968186576934685e-05
1967-07-01,-5.301026249071583e-05,-8.398604032388607e-05,-7.453482895572152e-05,-0.00012105633181312846,-2.625326842195029e-05,-0.00010658062462023169
1967-08-01,-4.8464681867699255e-05,-8.76296650484753e-05,-7.233704878911e-05,-0.0001181382382734834,-2.373792105626147e-05,-0.0001152141089360306
1967-09-01,-6.06240575962147e-05,-8.002342690096432e-05,-7.293493406978822e-05,-0.00011434200738828319,-2.5149655451006014e-05,-9.637398284585138e-05
1967-10-01,-5.272111138765467e-05,-8.035579151672477e-05,-7.763932573119875e-05,-0.00012002481323886766,-2.5869320552374116e-05,-9.767700546825701e-05
1967-11-01,-5.3773055697092786e-05,-8.35029759612151e-05,-7.360633592017823e-05,-0.00011206523898484497,-2.463934064882564e-05,-0.00010197130547164649
1967-12-01,-5.455724476632895e-05,-8.687246629206623e-05,-7.424172545510411e-05,-0.00011164644699116859,-2.4148628842995627e-05,-0.00010690435702286539
1968-01-01,-6.546639497173601e-05,-8.61141705017378e-05,-6.869321246866626e-05,-0.00010882705383765926,-2.633306320710878e-05,-9.507089462054924e-05
1968-02-01,-7.78107448695664e-05,-8.795996532277312e-05,-7.241614359299267e-05,-0.00011195877757725409,-2.574558818684422e-05,-8.532830388056206e-05
1968-03-01,-5.678224397343001e-05,-8.845202310747185e-05,-7.439148524126998e-05,-0.00011183358057880671,-2.4202885948993218e-05,-0.00010105881689223232
1968-04-01,-6.064445869924384e-05,-8.359860122120801e-05,-7.88976548291329e-05,-0.00011431634953219652,-2.4350198323057103e-05,-0.00010367742210977757
1968-05-01,-5.9027001952927094e-05,-8.661622567780951e-05,-8.033073185049374e-05,-0.00010892644139756967,-2.378925517752898e-05,-0.00011690847669178468
1968-06-01,-4.461078333406476e-05,-8.712075129530371e-05,-8.228551708114795e-05,-0.0001261049975356501,-2.434404427062605e-05,-0.00012179467584708798
1968-07-01,-5.169977157493122e-05,-8.48039735854033e-05,-7.35635841571058e-05,-0.000122376877698116,-2.5307710249013753e-05,-0.00011211857066077532
1968-08-01,-4.873079433309613e-05,-8.91101475743678e-05,-7.412375939887657e-05,-0.00011362977198182813,-2.554751741921363e-05,-0.00012144101659584119
1968-09-01,-5.585192752732837e-05,-8.461369883337657e-05,-7.803110297618792e-05,-0.00011500481681044525,-2.301625841027999e-05,-0.0001117402089370384
1968-10-01,-5.23357925885648e-05,-8.374076440854561e-05,-7.618130466928987e-05,-0.00011902221659612325,-2.4547788972781476e-05,-0.0001020897485193659
1968-11-01,-5.194245318307367e-05,-7.919270995112728e-05,-8.024877810973034e-05,-0.00011860862893324035,-2.5923871175216522e-05,-9.765946563928709e-05
1968-12-01,-6.14889700045751e-05,-8.434455608497843e-05,-7.051326754277177e-05,-0.00010808248084180782,-2.5239382704084538e-05,-9.98664544284588e-05
1969-01-01,-6.054284540368826e-05,-8.204417466095743e-05,-6.678562541962648e-05,-0.00010804062387453289,-2.6713886067936447e-05,-9.171345765458145e-05
1969-02-01,-7.226572620311345e-05,-8.558400982427735e-05,-7.054172462144057e-05,-0.00010964122338918969,-2.4137392738138634e-05,-9.861077324174283e-05
1969-03-01,-6.414865652004664e-05,-8.71799375443149e-05,-7.4770349498857e-05,-0.00011548001768662491,-2.4439290852489433e-05,-9.780714968715596e-05
1969-04-01,-6.21982849224878e-05,-8.689226930538669e-05,-7.511902220707123e-05,-0.00011363284405282079,-2.5078287869880165e-05,-9.523243877128317e-05
1969-05-01,-5.276741603665869e-05,-9.111210757094009e-05,-7.780520286589786e-05,-0.00011923331031640475,-2.4160558228579568e-05,-0.00011047155626851028
1969-06-01,-5.752909260081651e-05,-8.416649253313364e-05,-7.888906331958644e-05,-0.00012086949128489425,-2.4010023814887114e-05,-0.0001070570567103683
1969-07-01,-5.190644856156723e-05,-9.070515028894121e-05,-7.363685819489712e-05,-0.00011624443787796838,-2.5711892035093007e-05,-0.00010510056363571374
1969-08-01,-5.815981012347038e-05,-8.727951945877785e-05,-7.438246746349967e-05,-0.00011915880248933617,-2.2625860484528376e-05,-0.00010739136907104097
1969-09-01,-5.665346520800085e-05,-8.556695080582456e-05,-7.790758073414591e-05,-0.00010890592723929635,-2.516098233814666e-05,-0.00011657714628095388
1969-10-01,-5.920109629187209e-05,-8.169834388333351e-05,-7.759601540976402e-05,-0.000110791168279118,-2.4436075270440435e-05,-0.00010598889842140871
1969-11-01,-5.500914994627237e-05,-8.161657114419364e-05,-7.465111198741001e-05,-0.0001130778198583155,-2.6261989539895745e-05,-9.567914082149625e-05
1969-12-01,-5.887640099899727e-05,-8.51523847898555e-05,-7.219205144792795e-05,-0.0001102795269818873,-2.5363517278599506e-05,-0.00010484515366785717
1970-01-01,-5.13830400450388e-05,-8.820144815168292e-05,-7.133170988203751e-05,-0.00011254874657930083,-2.611225066238924e-05,-9.794707470153626e-05
1970-02-01,-6.479347121057799e-05,-8.835706058005232e-05,-7.60853943189211e-05,-0.00010776278334863795,-2.557662613987625e-05,-9.520832076096205e-05
1970-03-01,-6.326228572106629e-05,-8.171952030415712e-05,-7.862061723088376e-05,-0.00011800195554517106,-2.5647119857928694e-05,-9.297528165797168e-05
