,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6
1965-01-01,0.15997867,0.33276147,-0.26800472,0.35748678,0.014717435,0.1390799
1965-02-01,0.07535334,0.21428604,-0.33820695,0.30244356,0.006034136,0.25387597
1965-03-01,-0.009272004,-0.011773968,-0.16159756,0.27830696,0.04871478,0.070938066
1965-04-01,-0.025019694,0.3592529,-0.6246084,0.51908433,-0.06240196,0.60797775
1965-05-01,0.037382316,0.2047197,-0.17396024,0.18308505,0.10287504,-0.059458494
1965-06-01,0.05519042,-0.05577912,-0.25314012,0.14099316,0.21031232,-0.07623653
1965-07-01,0.16424671,0.030317927,-0.36455116,0.5393945,0.051069546,-0.23003368
1965-08-01,-0.054454565,0.14128742,-0.11126385,0.16527691,0.039295577,-0.3074475
1965-09-01,0.07962136,-0.0156005025,-0.22797327,0.27271423,0.29802832,-0.12657003
1965-10-01,0.1039052,0.010596561,0.16130313,0.4144434,-0.030023599,-0.23606797
1965-11-01,-0.036940765,0.13878553,-0.13643074,0.47198853,0.24048309,0.019574165
1965-12-01,0.012068319,0.29302436,-0.42503992,0.3215762,0.25210986,0.19515333
1966-01-01,0.09374414,-0.15291286,0.1672349,0.13830152,0.08347273,0.4053566
1966-02-01,0.13323823,0.49664134,0.012007356,0.44832262,-0.025895406,0.12470283
1966-03-01,0.049620725,0.20470361,-0.29005703,0.07898812,-0.005207968,0.45989594
1966-04-01,0.13439551,-0.06350873,0.07189944,0.56188613,-0.14191818,-0.25273293
1966-05-01,0.023146724,0.11009149,-0.14611354,0.20412497,-0.16289489,-0.041808702
1966-06-01,-0.033996724,0.09128485,-0.013020039,0.09215279,-0.13598685,-0.23464966
1966-07-01,-0.072912075,-0.0746481,-0.15001956,0.107198164,-0.011718035,-0.0076673506
1966-08-01,-0.03949406,0.21873632,-0.12803018,-0.0711761,0.11804815,0.1944323
1966-09-01,-0.0039060116,0.21627697,0.012441349,0.063942745,0.09982014,-0.15132153
1966-10-01,-0.04701674,-0.1145762,-0.22235298,0.108500145,0.034575365,-0.054539394
1966-11-01,0.035154007,0.07175479,0.038770773,0.3553018,-0.27602437,0.16419688
1966-12-01,0.03732405,-0.20947762,-0.028354693,-0.018083358,0.17895289,0.2829684
