,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6
1965-01-01,25.324615,18.990295,28.115295,17.91803,21.91919,27.77951
1965-02-01,26.00769,20.002686,28.330872,18.000854,23.218506,28.251526
1965-03-01,26.191315,19.758698,28.683624,18.160004,23.077301,28.426666
1965-04-01,25.772186,19.334564,28.596313,16.797363,22.447083,28.689117
1965-05-01,25.048187,18.467377,27.604858,15.69165,21.790466,27.967102
1965-06-01,23.490936,17.730896,26.434296,14.149841,20.680267,27.296509
1965-07-01,22.711548,16.904633,25.945831,13.281647,19.733734,25.931854
1965-08-01,21.971588,16.581787,25.475311,13.651398,19.152435,25.477295
1965-09-01,21.338898,16.633698,25.619995,13.523163,19.181396,25.789154
1965-10-01,22.194122,16.68509,26.329529,13.468262,19.22229,26.565033
1965-11-01,23.094238,17.524841,27.6333,14.905792,19.31012,27.573425
1965-12-01,24.21643,18.72934,28.635223,17.193024,20.9068,28.187164
1966-01-01,25.116516,19.6651,28.703033,19.10736,21.36911,28.057556
1966-02-01,25.837646,20.108887,28.834656,20.659058,22.337341,28.777191
1966-03-01,25.904205,20.471466,29.118073,19.578857,22.1669,29.113037
1966-04-01,25.579956,19.660065,29.371246,18.376648,21.893585,29.44638
1966-05-01,24.43924,18.037231,28.231537,16.782043,21.421051,28.709106
1966-06-01,23.602112,17.374603,26.85785,15.181427,20.719574,27.242096
1966-07-01,22.363586,17.486542,26.345978,13.353882,20.000977,26.06659
1966-08-01,21.592499,16.72406,25.977356,13.949951,19.220306,25.631409
1966-09-01,21.614716,16.607056,25.77362,13.765869,19.14215,25.819489
1966-10-01,22.225403,16.645386,26.487183,13.733093,19.542053,26.946075
1966-11-01,23.3656,17.033691,27.601166,14.273712,20.628296,28.330383
1966-12-01,24.789734,18.144165,28.301636,17.116913,21.794739,28.528046
1967-01-01,25.430817,19.385864,28.487366,18.887054,22.26361,28.741272
1967-02-01,25.81195,20.512238,28.390198,19.866669,22.9888,28.34613
1967-03-01,25.571564,20.211243,28.88501,19.389862,22.841064,28.197876
1967-04-01,24.818817,19.592194,29.033752,18.22995,22.26059,28.544464
