,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5,mgv200_cluster6,mgv200_cluster7,mgv200_cluster8,mgv200_cluster9,mgv200_cluster10,mgv200_cluster11,mgv200_cluster12
1965-01-01,0.39772456211428486,-2.3344059075628008,0.597019205170293,1.536635132063003,-1.1387596959653108,-0.6289609691552949,1.5003521243731182,0.42998290061950684,-1.8860081434249878,0.11747386306524275,0.6495625172790728,-2.740534492160963
1965-02-01,-3.7661490901823966,-0.2392860927752086,0.3353203736966656,-2.3088656720660983,2.6593589264413584,-0.10550152837184439,2.151482899983724,1.7870657444000244,-2.533311367034912,-2.3198504533086504,-0.7158893503640827,-3.3773227878238843
1965-03-01,-1.3784838299597464,-0.6717628134148461,0.7418794978049493,-0.7655825643312364,1.0889843754146409,-0.22774176639423038,1.7254010836283367,2.2178893089294434,-2.992455005645752,-1.3121098279953,-0.09487635995212354,-2.385582612908405
1965-04-01,-0.18761779271787213,-0.7837887321199689,0.5282351566899207,2.882931913648333,0.9159699730251146,-0.5548280582093357,0.9660520156224569,2.3763716220855713,-0.18811511993408203,-0.2805406759892191,0.25246202161437586,-0.13100793180258377
1965-05-01,-1.5265092734367618,0.7722126053912298,0.6526153895162767,-2.1924765337081182,-2.4285904739214024,0.6636496175799454,2.0519723494847617,2.233640193939209,-1.810343623161316,0.20813264751008576,1.4550665491505672,0.0011299579890201921
1965-06-01,0.6672050203046491,1.8744596413203647,0.45577725095133625,-0.8133427018211001,0.016319782108716343,0.8613985358623036,-0.8291136225064596,-0.1175597608089447,0.4014439582824707,0.7474678435495921,1.6610581623880487,0.48431216374687525
1965-07-01,0.7957113846655814,1.3128035834857394,0.2940840298129666,-0.7237758664857774,-1.625699064005976,0.6476385551586487,-0.9685094157854717,1.0342469215393066,-0.116675965487957,0.29377115092107225,1.5981860850986682,1.4233342979265295
1965-08-01,0.9768028413095782,0.7082585245370864,0.6721392273902893,-0.5966585306894212,-0.2348333759152371,0.5513038551598265,-1.8656404813130698,0.2406235784292221,-0.5661575794219971,-0.03764596435108355,0.6253844421160848,1.4914862487627112
1965-09-01,0.17178199223933682,1.1318761323179516,0.8079973920699088,-0.5327126809528896,-0.12971843876268552,0.4906285227390758,-0.8424817522366842,-2.0737547874450684,-0.9415397644042969,0.7848656603268214,0.9841972275784141,0.996876799541971
1965-10-01,-2.6664649286577777,1.4998990510191235,0.8835024410678495,-0.9367997447649639,1.2677909239478733,0.4718029185345299,3.037821451822917,-0.4823252558708191,-3.311734914779663,0.8728083755288805,1.328548789024353,-4.479275579037873
1965-11-01,-0.8056967489181026,-1.7157850520951405,0.6481074037090424,-1.7130125136602494,0.04351206285798031,0.247229792569813,0.24293499688307446,-0.4201737940311432,-1.5728309154510498,0.8139100457940782,0.4572846387561999,-3.180249618447345
1965-12-01,-0.5637509207571707,0.13093543904168264,0.8771584879967474,-2.6907103402273997,-3.0344735021176543,0.3675131944187901,-0.854094425837199,0.05687589570879936,-4.576569557189941,-0.7944014987775256,1.441658484308343,-4.151539439740388
1966-01-01,-1.0714830890778573,-0.5088113780532564,0.9015542845572195,-1.1713470021883647,-4.449445268382196,-0.4108322816982604,0.7255057990550995,2.460446357727051,-4.700552463531494,0.6912517760481153,1.1327891757613735,-5.1036617030268125
