,r600_cluster1,r600_cluster2,r600_cluster3,r600_cluster4,r600_cluster5,r600_cluster6,r600_cluster7,r600_cluster8,r600_cluster9,r600_cluster10,r600_cluster11,r600_cluster12
1965-01-01,55.899277,52.323463,12.670082,25.467995,15.325325,56.92796,9.204018,15.000996,71.136215,60.477562,24.622772,28.857075
1965-02-01,38.374016,64.533325,8.091797,24.28534,45.709106,46.25457,21.83321,9.467739,70.45479,38.716362,22.17556,45.44702
1965-03-01,42.786865,63.463688,8.941933,30.481998,46.855724,31.893978,20.458904,11.348194,72.0961,43.04731,37.00135,34.485336
1965-04-01,48.709972,64.08942,23.564606,44.65913,52.9066,44.94906,31.504128,30.952112,77.13959,44.51007,55.07371,28.837418
1965-05-01,28.251005,70.055115,13.544792,72.561295,69.98304,57.045895,56.51354,48.4053,83.39685,42.593575,65.36708,37.71389
1965-06-01,21.566212,59.571735,28.232986,79.40662,65.64718,22.503164,82.37308,38.437897,89.27573,39.412525,64.20244,38.385483
1965-07-01,29.545046,47.41757,50.791904,72.91838,64.22701,36.87358,85.23799,55.435715,91.560776,40.018597,75.29025,48.290638
1965-08-01,29.548323,87.42804,44.01702,83.81291,74.67435,48.151405,76.66292,49.075253,92.42729,21.844677,68.21233,28.293592
1965-09-01,20.856945,71.50968,8.556995,70.227104,86.83998,60.382557,74.99049,36.640984,87.95221,37.751564,58.53814,32.789978
1965-10-01,35.674545,77.0757,6.1212463,76.01426,76.14039,72.024025,63.48007,41.58619,77.36727,56.025406,31.088068,37.658195
1965-11-01,32.785065,83.09545,14.783138,59.696224,72.83157,61.05415,22.578514,58.300625,68.12388,36.68521,15.8134575,43.424057
1965-12-01,25.241947,78.261635,3.5233345,61.56194,71.70952,52.226818,40.08248,29.395987,61.56849,34.701557,13.118904,32.493496
1966-01-01,27.578846,64.69206,8.354107,34.169857,54.56013,65.86581,25.623705,31.727161,68.81412,39.27194,16.762367,35.190933
1966-02-01,41.95595,56.15412,21.043652,25.641762,49.963657,43.01478,12.614052,16.59164,70.408104,47.573494,21.117523,45.5412
1966-03-01,45.506725,65.7788,6.9259186,45.32943,47.667065,34.156723,9.9251175,15.683838,66.566765,48.230133,27.816877,38.44129
1966-04-01,46.793736,71.895386,9.339066,54.78995,48.386086,57.853172,32.009514,22.0598,75.55615,51.09636,62.080284,45.56418
1966-05-01,34.95454,67.34325,16.596565,65.39303,79.83087,48.446823,35.225403,42.000275,85.988495,49.522068,47.514397,38.741703
1966-06-01,19.879757,50.34615,38.034176,84.928024,60.487934,47.187717,78.41253,52.52455,89.44898,33.79065,76.74959,30.64535
1966-07-01,29.706356,65.63763,50.47912,78.51923,77.422646,43.31191,79.88832,60.44525,91.46815,34.048378,71.60647,45.02902
1966-08-01,30.70773,67.623955,45.303165,84.039925,78.20405,34.109116,80.2741,56.869858,92.99483,28.123857,73.778305,45.18333
1966-09-01,25.214947,71.15339,30.356428,70.580475,76.90718,53.373257,68.00317,45.899063,87.09493,37.986572,60.5339,52.984196
1966-10-01,34.575333,83.98083,32.804047,80.69106,71.78869,69.83354,45.454193,51.09636,79.794754,49.054214,25.175549,48.218643
1966-11-01,10.447144,74.13945,21.045292,55.21841,74.88638,63.539665,41.381393,26.680893,71.746,21.399876,25.602364,42.065937
1966-12-01,29.529064,70.43108,6.469555,47.506187,66.574974,58.224174,38.50039,43.965263,66.83763,43.228188,11.335247,40.747734
1967-01-01,26.395636,69.380974,4.0018425,23.059708,47.809765,42.842186,46.22372,20.669662,67.42671,35.959194,8.452564,51.968273
1967-02-01,48.524242,52.772274,10.332508,9.891659,34.75995,46.8757,9.575802,18.747494,72.135864,50.456547,19.728848,46.49904
1967-03-01,46.375736,37.683743,24.275845,26.628729,24.176188,52.088196,31.447668,23.747162,76.15924,51.287575,43.0871,38.901566
1967-04-01,57.079422,47.30642,33.02527,47.912796,34.523476,44.52113,38.29181,34.131615,77.72333,57.378387,48.91442,35.87812
1967-05-01,34.928856,58.994835,19.093754,63.95228,72.48719,57.54561,42.15304,38.327282,82.00176,48.91104,46.566605,51.120358
1967-06-01,16.860794,55.023815,32.114853,85.547134,62.773304,59.90187,70.625824,47.7574,89.38135,25.513937,66.93688,42.78476
1967-07-01,28.25869,55.52547,61.3359,79.43943,74.01581,39.656586,82.084526,59.219482,88.86618,39.94204,75.01405,53.62526
1967-08-01,26.3703,58.18408,58.58439,78.192894,73.35875,59.70425,84.05737,58.1655,87.62808,27.197948,86.40857,51.108532
1967-09-01,23.43806,69.247536,33.373215,55.437637,69.75257,40.21398,78.39052,43.22223,86.75821,37.35775,68.20369,44.59207
1967-10-01,33.543816,76.503815,15.438591,66.52812,77.17438,72.992226,58.06753,45.044743,70.394424,44.90455,27.10336,46.11562
1967-11-01,40.587265,80.843056,11.705727,47.956715,53.610058,71.75919,19.053215,51.306152,78.18445,49.841724,21.860462,50.67782
1967-12-01,43.929955,73.31653,7.8242264,52.331425,32.52868,60.423798,31.81251,12.849232,76.98351,45.220406,35.4322,41.13453
1968-01-01,37.19189,56.584106,5.8340645,21.149212,31.69196,53.825287,17.006157,11.82814,70.30738,44.335205,14.353569,46.992622
1968-02-01,47.11012,31.770828,31.168846,18.383957,19.343266,23.08071,19.457546,22.411123,71.78819,52.17547,29.866695,57.319683
1968-03-01,41.040398,68.07489,4.8103714,40.63639,32.405003,50.51921,19.278881,27.840235,77.74203,54.71699,24.962307,36.37905
1968-04-01,45.239788,60.74004,18.894192,50.569107,46.88156,44.78911,35.083344,33.2613,76.138885,51.74732,48.67463,35.804436
1968-05-01,41.497517,74.152664,14.018776,55.132263,70.249435,65.21306,45.38626,28.833345,81.920494,46.099304,49.191307,29.23413
1968-06-01,22.53506,64.47266,39.092804,77.69052,74.63071,39.698006,75.98276,50.78157,86.84098,49.846405,64.25697,41.975563
1968-07-01,25.340559,56.55674,47.190598,82.00258,74.270164,44.814857,79.62845,51.719955,89.72696,24.007826,78.12511,48.13864
1968-08-01,28.554888,63.473106,40.95187,72.52699,71.245766,51.39321,75.791214,43.16182,86.86673,17.823822,70.35567,41.083855
1968-09-01,14.849319,69.30461,32.99733,71.93144,76.88734,30.257824,68.74126,37.959663,89.794556,30.562035,57.25208,32.95387
1968-10-01,26.51716,74.128525,12.132351,57.124924,65.887474,57.578823,69.29495,35.421356,70.06594,42.59686,34.196465,39.965195
1968-11-01,36.12474,67.97993,14.437267,56.192978,33.324074,54.45624,41.64238,46.094475,71.34556,51.92759,12.20961,38.632465
1968-12-01,46.284405,51.409306,10.946091,37.740757,51.064857,57.458107,42.167103,34.55862,65.44162,53.379433,14.807472,36.559326
1969-01-01,43.53286,61.795185,18.36367,28.736496,43.407524,58.88571,11.147644,18.611,66.02152,54.699482,15.101585,39.572235
1969-02-01,48.350784,53.13863,17.133701,31.423706,25.666594,46.25015,10.175034,28.524261,69.43234,57.744316,21.1829,45.402878
1969-03-01,47.06734,70.39659,19.032127,28.561026,36.221577,37.683834,21.9416,17.655102,75.575485,58.39941,39.418488,39.47865
1969-04-01,43.35906,63.262455,10.340477,58.860645,35.26902,44.002453,30.930717,17.790462,72.233185,42.713997,43.076633,36.455536
1969-05-01,40.152122,74.27701,19.229324,69.55935,68.90927,30.922361,61.330605,32.780678,78.92113,40.869045,55.26099,31.809742
1969-06-01,27.503187,61.52446,34.16272,70.99654,75.936455,32.96785,72.79135,32.981216,86.27419,29.826086,60.10398,39.557194
1969-07-01,19.799187,51.024624,51.014595,68.75385,65.5419,40.695244,76.0267,50.10382,87.967064,37.670464,79.524414,51.302036
1969-08-01,26.824701,73.090485,45.695328,60.339615,70.43336,57.095913,77.587555,30.001556,86.499794,21.411846,71.106834,39.410133
1969-09-01,18.90178,68.79897,25.684977,54.834846,70.4601,41.19826,71.93238,45.56832,88.488464,39.751045,55.621956,40.260746
1969-10-01,37.14572,81.2691,5.9369965,69.44738,69.597786,54.50396,64.25512,23.173237,75.29808,49.767918,23.123104,36.49063
