,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11,w_cluster12
1965-01-01,0.2606079,-0.012082875,0.025372028,0.036298573,-0.054423273,0.15192032,0.025949895,0.3921992,0.033409357,-0.25194156,0.52998924,0.27941415
1965-02-01,0.25498703,0.027158082,0.04596436,-0.19951516,-0.04790938,0.30163497,0.053581417,0.16011524,0.02474165,-0.2889762,0.58236307,0.62044835
1965-03-01,0.05510485,0.022798002,0.021116972,0.049799144,-0.02169615,0.11756474,0.04664725,0.13316655,0.027893543,-0.1924234,0.23991051,0.44068575
1965-04-01,0.051270068,0.017282188,0.065295935,0.0028885603,-0.021853745,0.19053093,0.009560049,0.030204952,0.033671975,-0.16978234,-0.048854947,0.3016875
1965-05-01,-0.05704981,0.03624606,0.025844812,0.060252905,-0.054003,-0.0059892535,0.048801064,-0.056156814,0.009980321,-0.017703772,-0.3749177,0.18333411
1965-06-01,-0.12066543,0.03078276,0.03451252,0.111733735,0.0062505603,0.15507221,0.008299291,-0.2413302,0.00078731775,-0.100598395,-0.23718017,-0.0017341971
1965-07-01,-0.082054794,-0.106009126,-0.0035728216,0.095921755,-0.0067247152,0.111418545,-0.010874689,-0.5170153,-0.0070924163,-0.03309548,-0.10474837,-0.01665312
1965-08-01,-0.0940845,-0.005568981,0.02237773,0.09135157,-0.1495052,0.021799862,0.0091923475,-0.40470296,0.0014176965,0.025582135,0.0072486997,-0.1648444
1965-09-01,-0.054738462,0.029259384,0.051112473,0.0945034,0.0067759156,0.081843376,0.016179025,-0.24012196,0.00793159,-0.13006854,-0.030679047,-0.01933223
1965-10-01,0.050534606,0.08473259,0.075066805,0.11399257,-0.04323405,0.16899303,0.024951756,-0.12423754,0.026842892,-0.2079202,0.1465621,0.44052815
1965-11-01,0.16757467,0.042654872,0.033251762,0.08268386,-0.10921359,0.5194829,0.025582135,0.106690705,0.03419733,-0.13458627,0.11357236,0.31476784
1965-12-01,0.2819882,0.031308115,0.034617543,-0.05972892,-0.104643345,0.30074194,0.042497277,0.31450516,0.022640407,-0.06923711,0.22131437,0.37060878
1966-01-01,0.29268506,0.034362495,0.06983286,0.13220227,-0.036213458,0.8193603,0.04617077,0.17236859,0.027295828,-0.16387016,0.085334,0.3578812
1966-02-01,0.1886904,-0.0017917156,-0.007125914,-0.047109842,-0.013235211,0.5082426,0.036870062,0.12477082,0.028937101,-0.09995061,0.3188547,0.19434378
1966-03-01,0.21973836,0.016444981,0.02346611,-0.19783598,-0.03256607,0.43411052,0.048313558,0.28256372,0.036870062,-0.25044882,0.17556,0.35172632
1966-04-01,0.097598195,0.015989065,0.010518074,-0.10724527,-0.028326094,0.42303172,0.05752307,0.1157437,0.037371576,-0.1504662,-0.066167176,0.30636257
1966-05-01,-0.0041624904,0.038374603,0.056565642,-0.0053934455,-0.039496064,0.37967402,0.030806363,-0.017384052,0.021232128,-0.15821683,-0.3336081,0.23254961
1966-06-01,-0.076242924,0.0065515637,0.01361829,0.12153381,0.004955888,0.106898904,0.014210999,-0.28911054,-0.002110839,-0.020301938,-0.47758663,-0.03411621
1966-07-01,-0.108613074,-0.018523872,-0.0071715117,0.07644367,-0.035711944,0.18239874,-0.006578803,-0.46614313,-0.01364553,-0.07309711,-0.12730563,-0.06612158
1966-08-01,-0.09999621,-0.037216425,0.0015364885,0.095683336,-0.040453434,0.01667291,-0.008812845,-0.53826916,0.006505966,-0.10523927,0.0023115277,-0.08221543
1966-09-01,-0.031152725,0.0044543743,0.03992468,0.03992468,-0.087777615,0.03522873,0.022554278,-0.21862578,0.014894843,-0.0698145,0.0062324405,0.03199172
1966-10-01,0.07986301,0.06016743,0.041520417,0.039468765,-0.11271632,0.29099816,0.020046711,-0.036486983,0.015669942,-0.11130297,0.047584116,0.09695989
1966-11-01,0.1816237,0.048131227,0.041520417,-0.02955705,-0.06470823,0.7749084,0.0376451,0.14337227,0.027751744,0.054969966,0.1579616,0.050593138
1966-12-01,0.38099617,0.021688044,0.040243864,-0.07651651,-0.03575754,0.6606556,0.03632295,0.39750037,0.037143588,-0.24037308,0.21376583,0.39914167
