,vws_v600-250_cluster1,vws_v600-250_cluster2,vws_v600-250_cluster3,vws_v600-250_cluster4,vws_v600-250_cluster5,vws_v600-250_cluster6,vws_v600-250_cluster7,vws_v600-250_cluster8,vws_v600-250_cluster9,vws_v600-250_cluster10,vws_v600-250_cluster11,vws_v600-250_cluster12
1965-01-01,2.734501361846924,-5.783221244812012,5.990736484527588,-1.0096168518066406,3.392371892929077,8.25207233428955,2.924356460571289,-4.18858528137207,5.251920700073242,-3.8191776275634766,3.7522132396698,-8.564818382263184
1965-02-01,4.117941856384277,2.145803928375244,2.8198628425598145,-3.4836196899414062,-4.775811672210693,3.6403605937957764,-4.885456562042236,2.8434109687805176,-9.036513328552246,0.6490393877029419,8.149785995483398,0.574716329574585
1965-03-01,0.6976070404052734,1.66159987449646,5.785429000854492,-2.7080109119415283,-2.7771825790405273,7.457330703735352,0.38927650451660156,0.04783153533935547,-2.4563419818878174,-0.8131390810012817,6.874519348144531,-3.8611221313476562
1965-04-01,-1.9346084594726562,-0.6622850894927979,1.990534782409668,2.585855484008789,-0.29729223251342773,2.870638370513916,8.053386688232422,0.7358723878860474,1.8286428451538086,1.5777103900909424,-2.3798112869262695,-6.73249626159668
1965-05-01,2.3452253341674805,7.172547340393066,-3.4431467056274414,-2.4563419818878174,1.119997501373291,9.432411193847656,-0.17734527587890625,2.004516363143921,-0.465071439743042,2.7727670669555664,2.0803110599517822,4.329873085021973
1965-06-01,0.45624101161956787,7.560352325439453,-10.299269676208496,3.235630750656128,-1.0545049905776978,3.176760673522949,-5.730974197387695,2.5505335330963135,1.3238346576690674,1.9103248119354248,-2.4158689975738525,8.937906265258789
1965-07-01,-0.8837826251983643,0.5563194751739502,-9.449337005615234,0.3149533271789551,-4.399780750274658,1.4334793090820312,-2.5520055294036865,0.6122455596923828,5.037782192230225,3.2459330558776855,-5.557308197021484,5.681671142578125
1965-08-01,1.7079598903656006,-0.13834404945373535,-6.532339096069336,4.51678466796875,-0.07358741760253906,0.7152678966522217,-0.0684359073638916,1.2414166927337646,6.199724197387695,6.201196670532227,-5.037782192230225,5.8362040519714355
1965-09-01,2.2605998516082764,4.375496864318848,-7.135018348693848,4.245983123779297,-0.8896697759628296,2.6351590156555176,0.2214975357055664,2.424699306488037,3.1377596855163574,5.070160865783691,-1.4349511861801147,10.20802116394043
1965-10-01,1.9007582664489746,3.6403605937957764,-2.0317435264587402,-3.328350782394409,5.8575439453125,7.682507514953613,-6.673625946044922,1.5512189865112305,-4.725772857666016,-4.4078755378723145,4.778018951416016,4.752999782562256
1965-11-01,3.8581786155700684,-5.373340606689453,0.8484609127044678,1.866908311843872,1.9485900402069092,3.564565896987915,-3.6830413341522217,1.1965285539627075,1.1295640468597412,-5.194523811340332,0.6850972175598145,2.527721405029297
1965-12-01,5.427058696746826,-0.988276481628418,2.3202056884765625,1.6880911588668823,-2.4688515663146973,7.215228080749512,-3.749269723892212,3.412976026535034,1.063335657119751,-1.6799966096878052,5.15184211730957,2.7116897106170654
1966-01-01,3.762061595916748,-2.6539134979248047,6.228631973266602,-2.311776876449585,1.0119447708129883,11.328139305114746,-7.861196994781494,-5.3910112380981445,2.2987565994262695,-5.239109992980957,9.048189163208008,-3.5407216548919678
1966-02-01,-1.3649318218231201,-3.8155884742736816,5.052490234375,-2.423893451690674,2.1938729286193848,4.158449172973633,1.0256881713867188,-0.45136070251464844,-2.721906900405884,-1.92551589012146,3.7815918922424316,1.4828355312347412
1966-03-01,2.0224428176879883,-2.778327465057373,2.407256603240967,-2.7385432720184326,-1.5124921798706055,6.764622211456299,3.3439745903015137,2.8101537227630615,-0.15624022483825684,-1.0741515159606934,2.273439884185791,-2.0846495628356934
1966-04-01,-1.1725250482559204,1.8727126121520996,1.114658236503601,1.3041718006134033,-0.13815689086914062,4.096242427825928,2.021719455718994,1.9211761951446533,2.334199905395508,0.9916913509368896,1.3287652730941772,0.6387041807174683
