,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11,vo600_cluster12
1965-01-01,7.056675e-06,3.793457e-05,-1.2164615e-05,4.7473426e-05,-4.339248e-05,0.00014693596,-9.167459e-06,0.00021056723,-1.0603224e-05,-0.000118393196,-0.00012966394,0.0001646856
1965-02-01,-1.3112003e-07,4.555309e-05,-2.2555956e-05,9.8407145e-05,-5.005084e-05,0.00018012903,-1.6525752e-05,0.00021356437,-5.856229e-06,-4.0242776e-05,-0.00010985041,0.00024598572
1965-03-01,3.099347e-06,4.364173e-05,-1.6830847e-05,6.9090645e-05,-2.0294632e-05,0.000104868086,-1.3815748e-05,0.0001772575,-7.704773e-06,-8.249013e-05,-8.49399e-05,0.00022208027
1965-04-01,5.046604e-06,3.735129e-05,-1.6139886e-05,4.6100475e-05,-1.827559e-05,0.00014251201,-7.5432545e-06,0.0001702761,-6.7356377e-06,-6.8922156e-05,-6.0819068e-05,0.00016931593
1965-05-01,-1.2976816e-06,2.1154076e-05,-1.14287905e-05,7.310181e-05,6.984883e-06,7.975119e-05,-3.935893e-06,0.00018433761,-6.7087167e-06,-3.4603e-06,-9.122596e-06,0.00013182455
1965-06-01,-1.2169185e-06,-1.0872427e-05,-5.066562e-06,0.00016490096,4.162648e-07,0.00015337896,2.30968e-06,3.546685e-05,-7.2291805e-06,4.7684225e-06,-8.61603e-05,0.0001090318
1965-07-01,-2.3655302e-06,1.8295395e-07,-6.636925e-06,8.43905e-05,-2.3848144e-05,2.1423286e-05,4.4274275e-06,-6.440847e-05,-3.6577185e-06,-6.116461e-06,-3.480482e-05,9.009767e-05
1965-08-01,-1.8001956e-06,1.1251686e-06,-4.1063904e-06,0.0001002198,-2.2627748e-05,2.6233094e-05,4.696638e-06,-4.8839407e-05,2.3455723e-06,-4.7614594e-06,-3.146667e-05,0.000109749686
1965-09-01,3.4852055e-06,-3.8641083e-06,-7.911163e-06,0.00010170043,-2.2977714e-05,2.4007659e-05,-7.7277946e-08,-1.0284712e-06,4.4543485e-06,-9.2079426e-07,-5.6090015e-05,0.000147941
1965-10-01,6.410577e-06,-1.1581338e-05,-2.5256988e-05,0.00011440694,-5.2931333e-05,7.8799996e-05,-1.1105738e-05,3.1796677e-05,-4.931957e-06,-6.238046e-05,-0.00011257835,0.000105756466
