,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7,zgv600_cluster8,zgv600_cluster9,zgv600_cluster10,zgv600_cluster11,zgv600_cluster12
1965-01-01,0.083300754,-0.07608922,0.024283791,-0.30774182,0.03811822,0.07388158,-0.008388949,-0.115531944,-0.31142116,0.025755549,0.4479991,-0.0604887
1965-02-01,-0.042827796,-0.08094598,-0.42636448,0.3183384,0.23930569,-0.4830266,0.13672504,0.047390174,0.251374,-0.44785196,-0.05680933,-0.73440063
1965-03-01,0.06593416,-0.045329727,-0.32334238,0.2905224,0.26682734,-0.24960789,0.025019646,0.092572734,-0.27241993,-0.8821637,0.26623863,-0.8335962
1965-04-01,0.0859499,-0.042827774,0.29199415,0.04062016,0.29479045,0.13495895,0.12701157,0.31451184,0.0075058937,-0.37235144,0.37779683,-0.04341645
1965-05-01,-0.24004157,0.031348158,0.41282448,0.5650028,1.1313303,-0.13849124,-0.9790045,0.36234355,-0.38383096,-1.4234715,-0.485087,-0.67023265
1965-06-01,0.27815977,0.0495978,0.55808556,-0.16365805,0.41826987,-0.06637569,-0.9940163,0.4019335,0.1585069,-0.99784297,-0.3258443,0.7738434
1965-07-01,0.16822043,0.058281086,0.47169417,0.51687676,0.030317927,-0.035910606,-1.0852646,0.6256387,0.2578497,-0.44476122,-0.8303584,0.6926032
1965-08-01,-0.05666218,0.07255702,-0.052394103,-0.25387588,-0.03134818,-0.6042983,0.09124832,0.44652742,0.40399393,-0.77104706,-0.52261657,0.52246946
1965-09-01,-0.52394116,-0.0032378316,-0.07800245,-0.21251993,-0.15894844,-0.076383546,-0.30200195,0.27065387,0.23533197,-0.7663375,-0.37823838,0.40723175
1965-10-01,-0.07991576,-0.049450636,-0.34880352,-0.17263564,0.5857544,0.14025727,-0.32187057,-0.06284352,0.1649826,-0.730574,-0.03649931,-0.45741826
1965-11-01,-0.022517681,-0.14540839,-0.048126053,-0.41002807,0.022370528,-0.07137964,0.002943492,-0.021193122,0.07152681,-0.91851586,-0.0035321712,0.09978428
1965-12-01,-0.12686439,-0.1978025,0.31863275,0.110822394,0.5586742,-0.19441748,-0.045771264,0.048567533,-0.15718234,-0.6281406,-0.15571061,-0.009124803
1966-01-01,-0.023870016,-0.117758825,-0.21208163,0.18228026,-0.1380122,-0.53063804,-0.06119404,0.11891613,0.14698152,-0.65447295,-0.14177354,-0.44759926
1966-02-01,0.046582747,-0.10329213,-0.055262733,-0.15479355,0.031247998,0.0925868,-0.029367352,-0.1336722,0.0201087,-0.26112366,-0.035732698,-0.21627697
