,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8,mgv600_cluster9,mgv600_cluster10,mgv600_cluster11,mgv600_cluster12
1965-01-01,-0.14570272,-0.17086956,0.08506684,0.3117156,0.051952552,0.71924174,0.061813284,-0.053424336,0.025166798,-0.06667004,0.25726098,-0.47920007
1965-02-01,-0.20324793,0.048420392,-0.06431522,0.46315798,-0.03326142,0.62416697,0.17072241,0.09978429,-0.20354232,0.53424335,-0.40973362,-0.39751825
1965-03-01,-0.33084822,0.21355014,-0.12818897,0.2491664,-0.05224695,0.6783272,0.12760024,0.12495114,-0.09639926,0.20898776,-0.34276932,-0.18764746
1965-04-01,-0.20089316,-0.23915854,-0.054013036,0.074764624,0.0782968,0.90924394,0.0023548126,0.12936637,-0.26638573,0.39531064,0.40855637,-0.30582854
1965-05-01,-0.40149194,0.24710593,-0.46095046,-0.3311425,-0.01883831,0.73189867,0.07034936,-0.024725318,-0.10567131,0.8204977,-0.26668015,0.04606559
1965-06-01,-0.443731,0.21090102,-0.71011686,-0.43504778,1.1098428,0.2755106,-0.36587572,-0.05519042,-0.43445903,0.71041125,-0.6256386,0.3529244
1965-07-01,-0.2566723,0.2069273,-0.49435902,-0.64683187,0.24519268,-0.44696888,-0.110528015,0.13098529,-0.41414896,0.29699808,-0.6446243,0.044446707
1965-08-01,-0.30362093,0.22723742,-0.21928999,-0.5897282,0.56132346,-0.1764622,0.480819,0.15571061,-0.3529244,-0.09360294,-0.3100966,0.11361866
1965-09-01,-0.35145265,0.112294115,-0.093161464,-0.32569712,0.7414651,-0.32260644,-0.25991014,0.2853713,-0.086832955,0.355132,-0.81770134,-0.08977642
1965-10-01,-0.40384674,0.12141893,0.038854025,0.30141336,0.7435254,-0.26506123,-0.23680377,0.23062238,-0.34586,0.71394336,-0.25122684,-0.22164476
1965-11-01,-0.09993146,-0.050775193,-0.087127306,-0.002943492,0.4407875,0.31686667,0.101991914,0.062107634,-0.33747107,0.5426323,0.057692386,-0.40399393
1965-12-01,-0.29199415,0.19338724,-0.07064374,-0.25446466,-0.26270643,0.14967644,0.14437816,-0.05092237,-0.05739806,0.4031109,0.21119535,-0.5232052
1966-01-01,-0.23247965,-0.051935386,0.15508285,0.17692757,0.0020253658,0.16115887,0.2715397,0.019240689,0.041953396,0.31624177,-0.10878949,-0.7405497
1966-02-01,-0.19920626,0.04557004,-0.121086165,-0.015913343,-0.0947568,0.8259031,0.09070611,0.10199015,-0.251431,0.035009384,0.22307631,-0.59385747
1966-03-01,-0.11472082,0.11312952,-0.17186423,0.13584217,-0.26662105,0.98243266,-0.09938612,0.095190786,-0.14567952,0.33172116,-0.09345479,-0.49808797
1966-04-01,-0.15580621,0.06437676,-0.18618627,0.07450342,-0.29960507,0.9847474,-0.20108695,0.082026124,0.04933138,0.25620502,-0.12600484,-0.45367527
