,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,4854.868861607143,1517.7638722889458,3094.2575165719695,1058.5262298583984,1358.3514936818372,10201.222534179688,6842.233072916667
1965-02-01,4825.813220796131,1515.7907969916043,3082.424279415246,1054.7550837198894,1356.1251032272442,10137.385864257812,6811.956787109375
1965-03-01,4838.706752232143,1514.3566530142257,3086.7100571141095,1054.052480061849,1357.9042165871435,10165.829467773438,6772.9736328125
1965-04-01,4828.253755115327,1510.1118856401586,3066.677763967803,1051.2397130330405,1355.6674624449454,10124.59228515625,6715.724690755209
1965-05-01,4825.324358258928,1504.7119140625,3065.685295336174,1047.1299489339194,1354.481045511745,10139.804077148438,6717.21435546875
1965-06-01,4809.429350353423,1498.1896243878264,3054.843417080966,1044.0012613932292,1356.4637459364515,10114.11376953125,6683.463134765625
1965-07-01,4807.366943359375,1493.4025550956155,3045.3260017163825,1044.5099512736003,1356.0260542287122,10095.263671875,6674.254964192709
1965-08-01,4819.5466541108635,1497.532904326026,3056.7847049597535,1047.1737543741863,1355.807679451552,10113.931274414062,6687.6416015625
1965-09-01,4832.742164248512,1504.1611401002797,3072.659209280303,1049.1426467895508,1356.989221764891,10153.152465820312,6733.878580729167
1965-10-01,4866.284470331101,1511.6718349172106,3080.4508093631625,1053.3205032348633,1357.308775626573,10206.272583007812,6775.099283854167
1965-11-01,4884.463355654762,1517.714588677705,3087.0588822798295,1057.182820638021,1357.8276973442744,10244.21875,6820.71533203125
1965-12-01,4865.48578171503,1519.6888482392724,3088.90380859375,1056.7651748657227,1357.0102768456377,10257.978515625,6874.385579427084
1966-01-01,4874.622163318452,1520.2513737465017,3089.852257930871,1058.6207707722983,1359.107182649958,10237.423095703125,6843.90625
1966-02-01,4844.348435174851,1516.3319146455224,3081.716456557765,1055.4303487141929,1357.0956031748112,10183.162841796875,6808.520914713542
1966-03-01,4827.205403645834,1513.6524712861474,3076.104736328125,1052.2209167480469,1356.138989749371,10119.169311523438,6743.626302083334
1966-04-01,4828.084019252232,1508.749799586054,3070.3629927201705,1050.3769556681316,1355.064811962563,10117.359619140625,6730.206298828125
1966-05-01,4822.603352864584,1505.8161949043842,3070.531671697443,1047.1858978271484,1356.0476418309563,10139.940185546875,6730.972900390625
1966-06-01,4818.472144717262,1496.7904617537313,3051.794248638731,1045.278867085775,1355.2058072698196,10114.885864257812,6684.174397786459
1966-07-01,4797.158668154762,1492.1413136951958,3044.219970703125,1043.9958572387695,1353.5491328911494,10084.53125,6674.502360026042
1966-08-01,4807.959565662202,1494.6668027052237,3047.6203687263255,1045.7783381144206,1354.64797051961,10092.514038085938,6682.8173828125
1966-09-01,4834.9641345796135,1503.4191530142257,3068.4801506273675,1049.7873306274414,1356.2035477401425,10167.889404296875,6742.506510416667
1966-10-01,4863.861083984375,1511.6191807077892,3087.719911517519,1053.9736429850261,1356.6347263003356,10219.682006835938,6790.049235026042
1966-11-01,4860.166422526042,1518.5234411438898,3107.960833925189,1055.1810582478843,1356.1847865981545,10262.205810546875,6850.286458333334
1966-12-01,4845.088704427084,1517.8404850746267,3088.2211396188445,1055.7338078816733,1356.0335914560612,10201.25732421875,6842.674153645834
1967-01-01,4854.386393229167,1521.9599026352612,3094.9928977272725,1058.043098449707,1358.0765896995595,10252.303466796875,6909.53369140625
1967-02-01,4834.347388857887,1516.072651877332,3090.707489938447,1055.0569534301758,1356.7374210229657,10178.170776367188,6829.166666666667
1967-03-01,4831.864711216518,1510.5111648787313,3072.8469386245265,1053.3235549926758,1355.6743442612205,10145.806884765625,6763.557942708334
1967-04-01,4832.579985119048,1509.4084326900652,3068.054014263731,1051.1067072550456,1355.3804743209942,10137.25341796875,6729.486490885417
1967-05-01,4819.636753627232,1504.7613798682369,3067.340087890625,1046.8480428059897,1353.8127310324035,10121.223754882812,6707.777506510417
1967-06-01,4806.74060639881,1497.0301386135727,3055.1463734019885,1044.083086649577,1352.972780778104,10111.91162109375,6686.208089192709
1967-07-01,4800.768752325149,1490.6599813432836,3044.1234241832385,1043.6111450195312,1353.112833931942,10087.237548828125,6667.2021484375
