,r600_cluster1,r600_cluster2,r600_cluster3,r600_cluster4,r600_cluster5,r600_cluster6,r600_cluster7
1965-01-01,32.149513,12.234367,13.2188225,71.136215,20.793064,47.496193,58.141735
1965-02-01,21.600613,12.797852,38.059517,70.45479,16.249176,69.94864,27.890638
1965-03-01,21.893818,12.788021,32.5066,72.0961,28.932425,66.34498,51.432373
1965-04-01,43.16361,28.688358,50.033497,77.13959,43.36345,65.924,44.606712
1965-05-01,59.10162,16.434273,73.77998,83.39685,68.74797,71.61124,37.497673
1965-06-01,32.826015,25.983974,72.36637,89.27573,90.59926,58.17122,42.62142
1965-07-01,42.942474,44.454376,72.166534,91.560776,78.45328,47.411015,41.399452
1965-08-01,47.451965,38.464108,79.99303,92.42729,80.04872,84.77116,31.107725
1965-09-01,35.849815,17.34993,83.32969,87.95221,56.29404,71.00026,39.312607
1965-10-01,59.71916,5.2055893,82.243675,77.36727,55.891087,79.80629,56.072906
1965-11-01,61.247437,7.2891617,54.97543,68.12388,38.9375,82.877594,37.73191
1965-12-01,48.15632,4.9222107,64.57263,61.56849,53.13592,81.01679,29.687555
1966-01-01,50.51195,6.707588,49.33,68.81412,21.337498,65.97908,44.35104
1966-02-01,25.108244,23.960768,52.27667,70.408104,17.048004,59.7525,43.735443
1966-03-01,29.55697,6.2577896,25.993065,66.566765,36.277668,69.0226,47.04326
1966-04-01,42.049522,11.658642,42.96061,75.55615,60.207222,72.330414,49.415367
1966-05-01,46.04845,15.406406,67.62888,85.988495,59.614605,66.01027,44.203297
1966-06-01,49.814274,29.013601,65.38153,89.44898,87.24432,49.07884,31.625383
1966-07-01,52.872566,47.102356,81.470825,91.46815,83.32747,62.80587,36.53704
1966-08-01,48.468163,41.89193,79.93593,92.99483,82.40653,68.55638,37.070557
1966-09-01,39.01585,25.840395,81.892715,87.09493,74.878174,71.27979,40.348827
1966-10-01,49.18226,25.024523,64.9301,79.794754,73.23493,83.176445,53.10075
1966-11-01,44.406853,22.274849,67.179085,71.746,55.96862,75.33946,18.30875
1966-12-01,57.618423,7.794323,58.545925,66.83763,36.38437,70.43601,40.30122
1967-01-01,28.581303,4.787266,47.32331,67.42671,17.512775,68.541504,31.99155
1967-02-01,31.202751,15.580471,16.42163,72.135864,9.031918,50.83659,49.897465
1967-03-01,38.666786,34.035336,23.03437,76.15924,25.951408,41.1852,44.42992
1967-04-01,46.042988,36.509834,34.893387,77.72333,51.593296,51.57303,50.93287
1967-05-01,51.79261,21.330093,68.18342,82.00176,68.88945,57.623306,45.639297
1967-06-01,51.059547,41.061897,72.27099,89.38135,83.68071,55.157253,25.284224
1967-07-01,51.980095,58.30569,80.86333,88.86618,85.224525,57.202724,35.535236
