,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,1017.66455,1016.4509,1020.8243,1015.14795,1011.177,1021.0829,1028.5845
1965-02-01,1011.5907,1015.61804,1016.9768,1011.76306,1009.5441,1013.9696,1022.7356
1965-03-01,1014.3616,1014.3356,1019.40906,1011.17206,1011.3594,1015.06915,1015.7297
1965-04-01,1012.1755,1011.5758,1012.0868,1008.0204,1009.8108,1009.4034,1006.2492
1965-05-01,1011.74695,1006.0017,1012.3454,1003.4268,1009.40955,1012.30444,1006.0346
1965-06-01,1008.3056,1000.6609,1008.2579,999.8906,1011.6353,1010.0229,999.9607
1965-07-01,1009.09326,996.7297,1004.5469,1000.9207,1011.27936,1007.373,999.3883
1965-08-01,1011.53485,999.9378,1008.9966,1004.1177,1010.8589,1009.5398,1000.99023
1965-09-01,1013.53986,1004.8315,1014.42737,1005.3537,1011.5591,1013.0772,1008.9761
1965-10-01,1022.79083,1011.0282,1016.4596,1009.20795,1010.8304,1018.68164,1015.9908
1965-11-01,1024.7152,1015.6149,1019.1399,1013.54974,1010.9885,1024.6538,1024.8126
1965-12-01,1018.6996,1017.65344,1019.3303,1012.71814,1010.15814,1027.7391,1033.8695
1966-01-01,1020.63306,1018.1283,1019.5941,1015.2392,1011.738,1025.1332,1029.3279
1966-02-01,1014.8161,1016.2888,1017.31146,1012.3613,1010.3836,1018.6766,1022.09265
1966-03-01,1011.99835,1014.27155,1015.4558,1009.0366,1009.8046,1010.1482,1011.10583
1966-04-01,1012.183,1010.29846,1013.7458,1007.48193,1009.3521,1009.64435,1008.65295
1966-05-01,1010.6395,1006.6758,1013.8272,1003.8568,1010.9856,1011.497,1008.5754
1966-06-01,1011.0739,999.71967,1007.1978,1001.55475,1010.44995,1009.1838,1000.3424
1966-07-01,1006.18445,996.0132,1004.7293,1000.74805,1009.2482,1006.63196,999.39044
1966-08-01,1009.4153,997.9115,1006.1262,1002.89734,1009.8759,1007.36993,1000.27234
1966-09-01,1014.54944,1004.233,1013.27576,1005.03156,1010.7478,1015.8832,1009.8616
1966-10-01,1019.63666,1010.592,1019.3807,1010.4267,1010.473,1020.9454,1018.25903
1966-11-01,1018.5464,1015.75867,1026.7236,1011.4,1009.8872,1026.7086,1028.67
1966-12-01,1015.02264,1016.2249,1019.18976,1011.97766,1009.5837,1021.10876,1029.3735
1967-01-01,1015.6981,1019.61914,1021.36053,1014.117,1010.8918,1027.1943,1041.1931
1967-02-01,1012.7268,1015.7859,1019.9442,1012.06287,1010.0494,1019.12213,1026.1996
1967-03-01,1011.3286,1012.07886,1013.95233,1010.80615,1009.7439,1013.17084,1014.9261
1967-04-01,1012.40826,1011.02673,1013.0003,1007.7834,1009.5371,1011.0507,1008.86597
1967-05-01,1010.188,1006.2604,1012.73047,1003.9291,1008.728,1010.3831,1004.0553
1967-06-01,1007.7086,1000.1473,1008.3022,1001.1,1008.6976,1010.17346,1000.70233
1967-07-01,1007.2117,995.15594,1004.5168,1000.6407,1008.858,1007.5344,998.34424
1967-08-01,1008.53,997.0998,1006.00354,1000.13275,1010.4274,1008.30865,1001.6253
1967-09-01,1012.8211,1002.94366,1011.5274,1004.05096,1010.8113,1012.8262,1007.7972
1967-10-01,1017.65717,1011.40405,1019.50305,1009.5393,1011.20526,1018.62946,1018.1332
1967-11-01,1018.7056,1014.6816,1018.65704,1013.1883,1010.3454,1023.9741,1029.2506
