,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,27.281555,24.02481,27.058502,25.938843,11.975891,28.209106,21.613342
1965-02-01,27.728119,24.289764,27.23413,27.02008,9.825836,28.460602,20.501648
1965-03-01,28.154236,25.126038,27.932678,27.76654,10.958984,28.547913,21.21167
1965-04-01,29.491943,26.49469,28.956543,29.103241,12.992767,29.538849,22.375732
1965-05-01,29.910583,28.223083,29.689026,29.090271,18.714355,28.835297,25.848022
1965-06-01,28.919647,28.861755,29.057343,27.187225,23.874634,28.202637,29.26242
1965-07-01,28.409698,28.558868,28.062927,25.940826,26.921295,28.134277,31.543182
1965-08-01,28.287933,27.184235,27.489105,26.25766,26.451263,27.88977,33.275085
1965-09-01,29.057343,27.185242,27.742096,26.862427,25.061646,27.785004,32.957733
1965-10-01,29.302338,28.488037,29.08081,27.95166,22.746979,28.5484,31.6315
1965-11-01,28.68512,27.849854,28.919128,29.100769,18.470856,28.71405,28.6008
1965-12-01,28.153229,25.875458,27.95465,27.677216,14.962677,28.66565,24.937408
1966-01-01,28.053009,24.580444,27.663208,27.148804,13.225769,28.493256,22.713043
1966-02-01,28.005615,24.328796,28.139252,27.784729,11.432526,28.931488,22.209778
1966-03-01,28.802399,24.757446,28.32785,28.670776,13.265106,29.350067,22.873932
1966-04-01,29.905273,26.73227,29.279968,30.125153,14.643341,29.556305,23.863342
1966-05-01,30.034882,28.091858,29.83316,29.365173,20.0625,28.719696,26.97937
1966-06-01,29.74945,28.675323,29.372742,28.08075,24.670715,28.495789,29.70105
1966-07-01,29.142792,28.792297,28.392914,26.781189,27.849792,28.560822,31.466064
1966-08-01,28.845245,27.488708,27.726227,26.028778,28.336426,28.057037,33.609833
1966-09-01,28.716156,28.072693,28.005096,26.483643,26.478119,28.121613,33.228058
1966-10-01,28.494263,28.704071,28.712616,27.572937,23.496216,28.268341,31.07019
1966-11-01,28.42517,26.732788,28.297089,28.340454,21.200684,28.294556,28.47409
1966-12-01,27.970306,25.008606,27.577972,27.344482,16.978241,28.40097,25.124573
1967-01-01,27.535278,23.852722,26.922272,25.989258,13.420044,28.189362,22.491486
1967-02-01,27.725098,23.679443,27.380524,26.421448,10.685028,28.51941,21.322052
1967-03-01,28.16333,25.532501,28.250458,28.044128,11.181854,28.97116,21.15979
1967-04-01,29.435425,26.246674,29.464478,29.959778,13.9313965,29.436432,22.159943
1967-05-01,30.12555,28.255463,30.047424,30.562286,19.454987,29.246613,25.395264
1967-06-01,29.42389,29.22757,29.248108,28.025604,24.819305,28.654633,28.31958
1967-07-01,28.667145,29.135925,28.019073,26.10495,26.817596,28.356659,31.4888
1967-08-01,27.911926,27.808746,27.246826,26.089905,27.43161,27.909912,33.572235
1967-09-01,28.454315,27.919922,27.689545,25.860535,25.963196,28.301056,33.089935
1967-10-01,28.029602,28.291534,28.385193,27.292389,22.324707,28.13327,31.242401
1967-11-01,28.085205,26.987396,28.386688,27.86734,19.55014,28.108734,29.020752
1967-12-01,28.187866,25.628143,27.913422,26.486572,16.20514,28.630096,24.600952
1968-01-01,27.631958,24.041077,27.32727,25.621368,13.276367,28.270508,21.5878
1968-02-01,27.122986,23.403534,27.083923,26.773804,11.847931,28.550934,19.913055
1968-03-01,27.90744,24.458527,27.79419,27.869354,11.614471,28.398102,20.85379
1968-04-01,29.291382,26.476532,29.152374,29.633148,13.691345,29.333893,22.908417
1968-05-01,29.696442,28.240326,29.763733,29.456085,20.78061,28.816559,26.396423
1968-06-01,29.068787,29.117767,28.885284,27.874817,24.016357,28.460419,28.617706
1968-07-01,28.888275,29.164246,27.715057,26.111511,25.924072,28.304138,30.924072
1968-08-01,28.517792,27.16159,27.382172,26.049194,27.54242,27.574585,31.850006
1968-09-01,28.4263,27.490479,27.40097,26.566559,25.87857,27.567657,32.23877
1968-10-01,28.292755,28.156738,28.284851,27.552307,22.82779,28.059296,30.423523
1968-11-01,28.501984,27.111633,28.428772,28.379791,19.372437,27.905457,28.1503
1968-12-01,27.60968,26.236664,27.882233,27.730377,15.558014,28.54895,25.414124
1969-01-01,27.596558,24.400085,27.342743,26.939209,13.979462,28.981506,22.926422
1969-02-01,27.980103,23.646332,27.349426,27.170471,11.589539,29.15686,21.26358
1969-03-01,28.644104,25.596832,28.721039,28.908691,10.829651,29.75113,22.406494
1969-04-01,29.890106,28.428253,29.925995,30.30133,11.832581,30.169556,23.082306
1969-05-01,30.428497,29.414764,30.700226,30.543854,18.90802,29.850616,26.708984
1969-06-01,29.537323,29.347107,29.545013,27.919098,23.816559,28.65744,29.334259
1969-07-01,28.83075,28.48056,28.247772,26.504913,25.299957,28.660004,31.244263
