,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7
1965-01-01,0.09972038,-0.20595817,0.06485061,-0.21475716,-0.8117752,0.5445511,0.14110717
1965-02-01,0.19324875,-0.39692575,0.12448768,-0.08016739,-0.35977477,0.58691597,-0.0876625
1965-03-01,-0.17336997,-0.0984169,0.10330506,-0.26005477,-0.59701806,0.5429214,-0.008147049
1965-04-01,-0.059310913,-0.30046463,0.07951546,-0.16945915,-1.2533467,0.59538877,0.056703947
1965-05-01,-0.36433735,0.37574348,0.054748535,-0.61722296,-0.8368679,0.4950165,-0.37509155
1965-06-01,-0.33826676,0.60223234,0.006191635,-0.3366371,-1.7174044,0.393993,-0.20758744
1965-07-01,-0.3519539,0.7263939,-0.062244035,-0.06419907,0.050511934,0.1776062,-0.80134696
1965-08-01,-0.4969719,0.571925,-0.036173247,-0.3063301,-0.5217392,0.060614396,-0.26592103
1965-09-01,-0.47253075,0.43603173,-0.008147049,0.016620254,-0.47383422,0.22551116,-0.06648026
1965-10-01,-0.38584596,0.059962463,0.030307388,-0.14860268,-0.40637627,0.22746658,-0.07723427
1965-11-01,-0.116666414,-0.1355671,0.11405907,-0.17565116,-0.5233685,0.49632034,0.09972
1965-12-01,-0.24343452,-0.31415138,0.10949707,-0.59929925,-0.51717645,0.521413,-0.03812828
1966-01-01,0.09846878,-0.3708996,0.13293305,-0.45755234,-0.40536386,0.5576626,0.27308732
1966-02-01,0.119804,-0.22188339,0.112911224,-0.0068927766,-0.7440971,0.60919493,0.070897676
1966-03-01,0.03774643,-0.22976074,0.05481453,-0.15393981,-0.90033495,0.65252113,0.07483635
1966-04-01,-0.3154289,-0.023960877,0.077790454,-0.2448597,-0.874733,0.65646017,-0.016739655
1966-05-01,-0.0833704,0.34595412,-0.014113998,-0.19102974,-1.0020859,0.6715584,-0.13785668
1966-06-01,-0.6019737,0.6564598,-0.035448838,-0.13457413,-0.7683865,0.3151005,0.28523177
1966-07-01,-0.48118514,0.6679481,-0.03643341,-0.2405922,-0.5363277,0.3141159,-0.43950003
1966-08-01,-0.2589735,0.5465027,-0.040700532,-0.37122804,-0.21269302,0.064661406,-0.38140297
1966-09-01,-0.30755156,0.3922348,-0.021991348,-0.059081268,-0.5077717,0.18544999,-0.071554184
1966-10-01,-0.25962982,0.20415917,0.040372085,-0.065317534,-0.7867672,0.4673996,0.3029564
1966-11-01,-0.21728821,0.08599625,0.033807755,-0.31477278,-0.24518776,0.56783754,-0.076805875
1966-12-01,0.09649964,-0.23173027,0.051860046,-0.2560196,-0.5382973,0.57669985,0.30853614
1967-01-01,-0.15935364,-0.30466574,0.0767376,-0.3428715,-0.3833626,0.5926777,-0.116902925
1967-02-01,0.14139366,-0.13845482,0.060084153,-0.46467248,-1.4149158,0.68410987,0.2772358
1967-03-01,0.06302299,-0.22237626,0.07477836,-0.1433529,-0.5724319,0.60671884,0.10514717
1967-04-01,-0.05747185,-0.20931473,0.026123429,-0.12506637,-1.3662605,0.6210869,0.1469448
1967-05-01,-0.37193394,0.29095078,0.04669609,-0.2609089,-0.97146875,0.58941233,-0.027756501
1967-06-01,-0.3827095,0.5655743,0.011429215,0.113637544,-1.0501659,0.39283258,-0.50581706
1967-07-01,-0.2929102,0.8013393,-0.021551896,-0.21258011,-0.279195,0.20931473,-0.4450798
1967-08-01,-0.4166704,0.7043556,-0.068574145,-0.068574145,0.2602558,0.07771759,-0.48426476
1967-09-01,-0.5077759,0.4382221,-0.02253151,-0.0075107575,-0.15870056,0.23674469,0.0071842195
1967-10-01,-0.4708763,0.16131286,0.052247237,-0.024817657,-0.5678604,0.45683518,0.09404488
1967-11-01,0.047348786,-0.14400597,0.107759856,-0.26907235,-0.57830966,0.5332462,0.12245407
1967-12-01,-0.07673798,-0.26646003,0.117556,-0.45389596,-0.3445038,0.46467248,-0.010776138
1968-01-01,0.08423996,-0.2684021,0.13237762,-0.35920715,-0.45402297,0.49450225,0.019327927
1968-02-01,-0.006928253,-0.13347168,0.093357466,-0.11195602,-0.7588932,0.63490295,-0.02406845
1968-03-01,-0.04923172,-0.044855498,0.089710616,-0.1404007,-0.6235981,0.62833863,0.20093727
1968-04-01,-0.097733304,0.09955712,0.0725708,-0.18343239,-0.3103401,0.53498155,0.04047928
