,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7
1965-01-01,0.7628784,-2.493866,0.53982544,-0.579834,-14.542786,1.6904297,-4.9053345
1965-02-01,0.905365,-2.5329895,0.41137695,0.19732666,-16.996918,1.6378479,-6.321106
1965-03-01,1.1413574,-1.8868408,0.9197998,0.7536621,-16.053894,1.5350342,-5.8012085
1965-04-01,1.9570618,-1.0401917,1.4216614,1.5683594,-14.542114,2.0039673,-5.159149
1965-05-01,2.4648438,0.77734375,2.2432861,1.6445312,-8.731384,1.3895569,-1.5977173
1965-06-01,1.9255066,1.8676147,2.063202,0.19308472,-3.1195068,1.2084961,2.26828
1965-07-01,1.8580017,2.0071716,1.5112305,-0.61087036,0.3695984,1.5825806,4.9914856
1965-08-01,1.8441162,0.7404175,1.0452881,-0.18615723,0.007446289,1.4459534,6.8312683
1965-09-01,2.46109,0.58898926,1.1458435,0.26617432,-1.5346069,1.1887512,6.3614807
1965-10-01,2.4179688,1.6036682,2.1964417,1.0672913,-4.13739,1.664032,4.7471313
1965-11-01,1.601593,0.7663269,1.8356018,2.0172424,-8.612671,1.6305237,1.517273
1965-12-01,1.143158,-1.134613,0.9445801,0.6671448,-12.047394,1.6555786,-2.0726624
1966-01-01,1.0108032,-2.4617615,0.6210022,0.1065979,-13.816437,1.4510498,-4.3291626
1966-02-01,0.7892456,-2.8875732,0.9228821,0.5683594,-15.783844,1.7151184,-5.006592
1966-03-01,1.4275818,-2.6173706,0.95303345,1.2959595,-14.109711,1.9752502,-4.500885
1966-04-01,2.2174377,-0.9555664,1.5921326,2.437317,-13.044495,1.8684692,-3.8244934
1966-05-01,2.5113525,0.56832886,2.3096313,1.8416443,-7.461029,1.196167,-0.54415894
1966-06-01,2.5233154,1.4491882,2.1466064,0.85461426,-2.55542,1.2696533,2.4749146
1966-07-01,2.2922363,1.941742,1.5423584,-0.069366455,0.99923706,1.7102661,4.615509
1966-08-01,2.359558,1.0030212,1.2405396,-0.45690918,1.8507385,1.5713501,7.1241455
1966-09-01,2.2573242,1.6138611,1.5462646,0.024810791,0.01928711,1.6627808,6.769226
1966-10-01,1.7564392,1.9662476,1.9747925,0.8351135,-3.2416077,1.5305176,4.332367
1966-11-01,1.491394,-0.20098877,1.3633118,1.4066772,-5.7330933,1.3607788,1.5403137
1966-12-01,1.0503845,-1.9113159,0.65805054,0.42456055,-9.941681,1.4810486,-1.7953491
1967-01-01,0.76013184,-2.9224243,0.14712524,-0.7858887,-13.355103,1.4142151,-4.283661
1967-02-01,0.8489075,-3.1967468,0.5043335,-0.45474243,-16.191162,1.643219,-5.554138
1967-03-01,1.0289612,-1.6018677,1.1160889,0.9097595,-15.952515,1.836792,-5.974579
1967-04-01,1.9419556,-1.2467957,1.9710083,2.4663086,-13.562073,1.9429626,-5.3335266
1967-05-01,2.611267,0.7411804,2.533142,3.0480042,-8.059296,1.7323303,-2.1190186
1967-06-01,2.3881226,2.191803,2.2123413,0.98983765,-2.2164612,1.618866,1.2838135
1967-07-01,2.1295776,2.5983582,1.4815063,-0.4326172,0.2800293,1.8190918,4.951233
1967-08-01,1.6620789,1.5588989,0.99697876,-0.15994263,1.1817627,1.6600647,7.3223877
1967-09-01,2.1521606,1.6177673,1.3873901,-0.44161987,-0.33895874,1.9989014,6.787781
1967-10-01,1.6668701,1.9288025,2.022461,0.929657,-4.038025,1.7705383,4.879669
1967-11-01,1.526062,0.42825317,1.8275452,1.308197,-7.0090027,1.5495911,2.461609
1967-12-01,1.5901489,-0.969574,1.3157043,-0.11114502,-10.392578,2.0323792,-1.9967651
1968-01-01,1.0705566,-2.5203247,0.76586914,-0.94003296,-13.285034,1.7091064,-4.9736023
1968-02-01,0.3668213,-3.3526306,0.3277588,0.01763916,-14.908234,1.7947693,-6.843109
1968-03-01,1.0647888,-2.3841248,0.9515381,1.0267029,-15.22818,1.5554504,-5.988861
1968-04-01,1.9631958,-0.85165405,1.8241882,2.3049622,-13.636841,2.0057068,-4.4197693
1968-05-01,2.3875122,0.9313965,2.4548035,2.1471558,-6.5283203,1.5076294,-0.9125061
1968-06-01,1.9837646,2.0327454,1.8002625,0.7897949,-3.0686646,1.3753967,1.5326843
1968-07-01,2.1669006,2.442871,0.99368286,-0.6098633,-0.79730225,1.5827637,4.2026978
1968-08-01,2.0611572,0.70495605,0.9255371,-0.4074402,1.0857849,1.1179504,5.3933716
1968-09-01,1.8828735,0.947052,0.85754395,0.023132324,-0.66485596,1.024231,5.695343
1968-10-01,1.4139404,1.2779236,1.4060364,0.67349243,-4.0510254,1.180481,3.5447083
1968-11-01,1.4881897,0.097839355,1.414978,1.3659973,-7.6413574,0.8916626,1.1365051
1968-12-01,0.5435791,-0.82943726,0.8161316,0.6642761,-11.508087,1.4828491,-1.6519775
1969-01-01,0.42367554,-2.7727966,0.16986084,-0.2336731,-13.19342,1.8086243,-4.24646
1969-02-01,0.6398926,-3.6938782,0.009216309,-0.16973877,-15.750671,1.8166504,-6.0766296
1969-03-01,1.0664673,-1.9808044,1.1434021,1.3310547,-16.747986,2.1734924,-5.1711426
1969-04-01,1.9423218,0.48046875,1.9782104,2.3535461,-16.115204,2.2217712,-4.8654785
1969-05-01,2.587677,1.5739441,2.8594055,2.7030334,-8.9328,2.0097961,-1.1318359
1969-06-01,2.1963196,2.0061035,2.20401,0.5780945,-3.5244446,1.3164368,1.9932556
1969-07-01,2.0419006,1.6917114,1.4589233,-0.28393555,-1.4888916,1.8711548,4.455414
1969-08-01,2.2788696,0.31762695,0.94369507,-0.57354736,-0.3381958,2.1168518,6.4367676
1969-09-01,2.4427795,0.60510254,1.1342468,-0.117370605,-2.053009,1.7269897,5.796692
1969-10-01,2.3292847,1.1878967,1.6878357,0.9623108,-6.173645,1.8713989,3.736786
1969-11-01,1.7989807,1.1077881,1.6790161,1.8979492,-9.166687,1.6636047,0.5689087
1969-12-01,1.1960144,-0.8196106,1.0503845,0.18692017,-12.31958,1.4154663,-2.1753235
1970-01-01,0.6772766,-1.7376404,0.5817261,-0.2427063,-14.841248,1.7341614,-4.51001
1970-02-01,0.4737854,-2.5806274,0.8890991,0.38494873,-16.74887,1.605072,-4.9206543
1970-03-01,1.2071533,-1.9764099,1.2324829,1.2469482,-16.665863,2.1271667,-5.425476
1970-04-01,2.2316895,0.2697754,2.1712341,2.8665466,-14.354065,2.1820984,-3.6498718
1970-05-01,2.4341125,1.3255615,2.6433105,2.4996948,-9.049042,1.735199,-0.88119507
1970-06-01,2.258728,2.5578003,2.209137,0.5860901,-4.2019043,1.7297668,1.8826599
1970-07-01,2.3319702,2.3299255,1.546814,-0.8789673,-0.22189331,2.2018127,4.777893
1970-08-01,2.4447937,1.9494324,1.2189941,-0.63442993,1.6720276,2.097168,7.113495
1970-09-01,2.1062012,1.7626953,1.0271301,-0.028747559,-1.5908203,1.8081665,7.0114746
1970-10-01,1.8528137,1.4932861,1.3858337,0.26385498,-5.125946,1.625,3.640625
1970-11-01,1.9304199,0.51760864,1.1922607,1.2284241,-6.9286194,1.5192261,1.2842102
1970-12-01,1.5264587,-0.53512573,0.9241333,0.34973145,-9.10437,2.1468506,-0.9891968
1971-01-01,1.162262,-2.2655334,0.5248413,-0.36114502,-12.55835,2.1436157,-3.829956
1971-02-01,0.9118042,-2.222992,0.63656616,0.19381714,-15.678253,1.7182312,-4.9916077
1971-03-01,0.90045166,-1.5870361,1.2666016,1.4202881,-15.930756,2.0705566,-4.7771606
1971-04-01,2.2110596,-0.009063721,2.123108,2.907318,-14.087952,1.9402771,-3.6661682
1971-05-01,2.312439,1.9784241,3.0037231,3.0457458,-8.123169,1.9344177,-0.16021729
1971-06-01,2.48526,2.9284973,2.1329346,1.257843,-3.079193,1.7168884,2.4882202
1971-07-01,2.4304504,2.1062927,1.400177,0.017089844,-0.31991577,1.721344,4.955475
1971-08-01,2.5110168,2.0040283,1.4377747,-0.03378296,1.0236816,1.6438293,7.3594666
1971-09-01,2.095459,1.4664307,1.5455017,-0.049072266,-0.47106934,1.6625977,5.808899
1971-10-01,2.0295715,1.3106079,1.5314636,0.39941406,-4.6269226,1.1895447,3.5480347
1971-11-01,1.4782715,0.5774536,1.4402161,1.2134094,-7.6750793,1.6665344,1.0202026
1971-12-01,1.3701477,-0.77142334,0.9778137,0.8310547,-11.205048,1.7373047,-1.5986023
1972-01-01,1.1542053,-2.335968,0.75393677,0.5430298,-15.380981,1.9041138,-4.9356995
1972-02-01,0.634552,-3.1445007,0.42269897,0.54751587,-17.369324,1.8798828,-6.649536
1972-03-01,0.63012695,-1.9284668,0.6932373,1.170044,-17.704224,1.9170532,-6.6066284
1972-04-01,2.0003357,-0.44396973,1.6660461,2.4737854,-14.886353,2.1466675,-4.7567444
1972-05-01,2.5223083,0.7595215,2.4969482,2.9742432,-9.203217,1.8317261,-2.3906555
1972-06-01,2.4746094,2.007843,2.2684631,1.1503296,-4.2891846,2.0370178,1.2971802
1972-07-01,2.2457275,2.0740356,0.9147949,0.23999023,-2.178955,1.9429932,4.276825
1972-08-01,2.2555237,0.3626709,0.9260254,0.17614746,-0.52783203,1.3578796,5.883484
1972-09-01,2.2502441,0.6859131,1.1488342,0.7983093,-3.9812317,1.2698364,5.379364
